dateTime_Round,X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
2017-05-30T14:08:12Z,66,8.11,123.6,-0.17,0.5,2017-05-30,2017-05-30T14:08:13Z,112,NA,986.2666666666668,23.435,107.8,9.16,208.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2017-05-30T14:08:15Z,68,8.11,124,-0.15,0.5,2017-05-30,2017-05-30T14:08:15Z,112,NA,986.2666666666668,23.307,107.66666666666667,9.173333333333334,207.96666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.028666666666666667,0.028666666666666667
2017-05-30T14:08:18Z,71,8.11,124.56666666666666,-0.12333333333333334,0.5666666666666667,2017-05-30,2017-05-30T14:08:18Z,112,NA,986.2666666666668,23.163333333333334,107.6,9.193333333333333,207.76666666666665,NA,NA,NA,NA,NA,NA,NA,NA,0.09766666666666667,0.09766666666666667
2017-05-30T14:08:21Z,74,8.12,125.1,-0.10666666666666667,0.6,2017-05-30,2017-05-30T14:08:21Z,112,NA,986.2666666666668,23.064666666666668,107.5,9.206666666666667,207.6,NA,NA,NA,NA,NA,NA,NA,NA,0.16966666666666666,0.16966666666666666
2017-05-30T14:08:24Z,77,8.12,125.53333333333333,-0.07666666666666667,0.6666666666666666,2017-05-30,2017-05-30T14:08:24Z,112,NA,986.3111111111111,22.998333333333335,107.5,9.216666666666667,207.56666666666666,NA,NA,NA,NA,NA,NA,NA,NA,0.243,0.243
2017-05-30T14:08:27Z,80,8.12,125.93333333333334,-0.08,0.7,2017-05-30,2017-05-30T14:08:27Z,112,NA,986.2666666666668,22.953333333333333,107.5,9.226666666666667,207.5,NA,NA,NA,NA,NA,NA,NA,NA,0.313,0.313
2017-05-30T14:08:30Z,83,8.123333333333333,126.3,-0.07,0.8,2017-05-30,2017-05-30T14:08:30Z,112,NA,986.2666666666668,22.917,107.5,9.233333333333334,207.43333333333334,NA,NA,NA,NA,NA,NA,NA,NA,0.383,0.383
2017-05-30T14:08:33Z,86,8.13,126.53333333333333,-0.06333333333333334,0.9,2017-05-30,2017-05-30T14:08:33Z,112,NA,986.2666666666668,22.88266666666667,107.56666666666666,9.243333333333334,207.4,NA,NA,NA,NA,NA,NA,NA,NA,0.45466666666666666,0.45466666666666666
2017-05-30T14:08:36Z,89,8.13,126.96666666666667,-0.04666666666666667,1,2017-05-30,2017-05-30T14:08:36Z,112,NA,986.2666666666668,22.85333333333333,107.66666666666667,9.256666666666666,207.33333333333334,NA,NA,NA,NA,NA,NA,NA,NA,0.5256666666666667,0.5256666666666667
2017-05-30T14:08:39Z,92,8.13,127.36666666666667,-0.04666666666666667,1.0666666666666667,2017-05-30,2017-05-30T14:08:39Z,112,NA,986.2666666666668,22.827333333333332,107.76666666666667,9.273333333333333,207.3,NA,NA,NA,NA,NA,NA,NA,NA,0.599,0.599
