X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
46,7.57,215.2,-0.52,0.5,2017-06-21,2017-06-21T10:06:05Z,104,NA,972.9333333333334,27.972,96.3,7.54,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0
63,7.57,216.8,-0.54,0.6,2017-06-21,2017-06-21T10:06:22Z,104,NA,972.9333333333334,27.92,96.4,7.55,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.292,0.292
64,7.57,216.8,-0.54,0.6,2017-06-21,2017-06-21T10:06:23Z,104,NA,972.9333333333334,27.915,96.3,7.55,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.312,0.312
65,7.57,216.8,-0.54,0.7,2017-06-21,2017-06-21T10:06:24Z,104,NA,972.9333333333334,27.911,96.3,7.55,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.333,0.333
66,7.57,216.8,-0.54,0.7,2017-06-21,2017-06-21T10:06:25Z,104,NA,972.9333333333334,27.904,96.3,7.55,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.358,0.358
67,7.57,216.9,-0.55,0.7,2017-06-21,2017-06-21T10:06:26Z,104,NA,972.9333333333334,27.897,96.3,7.55,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.38,0.38
68,7.57,216.9,-0.55,0.8,2017-06-21,2017-06-21T10:06:27Z,104,NA,972.9333333333334,27.889,96.3,7.55,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.403
69,7.57,217,-0.55,0.8,2017-06-21,2017-06-21T10:06:28Z,104,NA,973.0666666666666,27.881,96.3,7.55,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.426,0.426
70,7.57,217.1,-0.52,0.9,2017-06-21,2017-06-21T10:06:29Z,104,NA,972.9333333333334,27.874,96.3,7.55,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.449,0.449
71,7.57,217.1,-0.51,0.9,2017-06-21,2017-06-21T10:06:30Z,104,NA,972.8000000000001,27.865,96.3,7.55,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.477,0.477
72,7.57,217.2,-0.52,0.9,2017-06-21,2017-06-21T10:06:31Z,104,NA,973.0666666666666,27.855,96.3,7.55,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5
73,7.57,217.3,-0.53,0.9,2017-06-21,2017-06-21T10:06:32Z,104,NA,972.9333333333334,27.844,96.2,7.55,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.523,0.523
74,7.57,217.4,-0.52,1,2017-06-21,2017-06-21T10:06:33Z,104,NA,972.9333333333334,27.833,96.2,7.55,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.545,0.545
75,7.57,217.5,-0.52,1,2017-06-21,2017-06-21T10:06:34Z,104,NA,972.9333333333334,27.822,96.2,7.56,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.572,0.572
76,7.57,217.6,-0.52,1,2017-06-21,2017-06-21T10:06:35Z,104,NA,972.8000000000001,27.814,96.2,7.56,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.595,0.595
77,7.57,217.7,-0.51,1,2017-06-21,2017-06-21T10:06:36Z,104,NA,973.0666666666666,27.806,96.2,7.56,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.616,0.616
78,7.57,217.9,-0.53,1.1,2017-06-21,2017-06-21T10:06:37Z,104,NA,972.8000000000001,27.799,96.2,7.56,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.638,0.638
80,7.57,218.3,-0.52,1.1,2017-06-21,2017-06-21T10:06:39Z,104,NA,972.9333333333334,27.785,96.2,7.56,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.677,0.677
87,7.55,219.7,-0.54,1.3,2017-06-21,2017-06-21T10:06:46Z,104,NA,972.9333333333334,27.735,96.1,7.56,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.802,0.802
88,7.55,220,-0.54,1.3,2017-06-21,2017-06-21T10:06:47Z,104,NA,972.9333333333334,27.725,96.1,7.56,51.8,NA,NA,NA,NA,NA,NA,NA,NA,0.825,0.825
