DO_percent,DO_mgpL,pH,PC,CHL,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,orp_mV,latitude,longitude,altitude_m,depth_m,verticalPosition_m
61.1,6.5,7.36,0.34,6.8,2017-09-13,2017-09-13T08:40:00Z,030,NA,NA,22.1,61.1,6.5,NA,NA,6.8,0.34,NA,NA,286,NA,NA,NA,0,0
60.7,5.3,7.42,0.22,7.1,2017-09-13,2017-09-13T08:40:00Z,030,NA,NA,22.1,60.7,5.3,NA,NA,7.1,0.22,NA,NA,284,NA,NA,NA,0.5,0.5
60.2,5.2,7.48,0.15,7.4,2017-09-13,2017-09-13T08:40:00Z,030,NA,NA,22.1,60.2,5.2,NA,NA,7.4,0.15,NA,NA,281,NA,NA,NA,1,1
59.7,5.2,7.49,0.15,7.6,2017-09-13,2017-09-13T08:40:00Z,030,NA,NA,22.1,59.7,5.2,NA,NA,7.6,0.15,NA,NA,282,NA,NA,NA,2,2
59.6,5.2,7.51,0.15,8,2017-09-13,2017-09-13T08:40:00Z,030,NA,NA,22.1,59.6,5.2,NA,NA,8,0.15,NA,NA,282,NA,NA,NA,2.5,2.5
59,5.1,7.51,0.19,7.7,2017-09-13,2017-09-13T08:40:00Z,030,NA,NA,22.1,59,5.1,NA,NA,7.7,0.19,NA,NA,282,NA,NA,NA,3,3
58,5,7.52,2.46,10,2017-09-13,2017-09-13T08:40:00Z,030,NA,NA,22.1,58,5,NA,NA,10,2.46,NA,NA,282,NA,NA,NA,3.4,3.4
