dateTime_Round,X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
2017-06-13T14:52:33Z,63,7.91,201.23333333333332,5.3966666666666665,0.2,2017-06-13,2017-06-13T14:52:33Z,161,NA,981.6888888888889,27.443666666666665,100.9,7.98,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.012333333333333333,0.012333333333333333
2017-06-13T14:52:36Z,66,7.91,201.06666666666666,5.3966666666666665,0.2,2017-06-13,2017-06-13T14:52:36Z,161,NA,981.8222222222222,27.44,100.9,7.98,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.053,0.053
2017-06-13T14:52:39Z,69,7.91,201,5.39,0.23333333333333334,2017-06-13,2017-06-13T14:52:39Z,161,NA,981.8222222222222,27.439333333333334,100.9,7.98,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.096,0.096
2017-06-13T14:52:42Z,72,7.91,200.93333333333334,5.39,0.3333333333333333,2017-06-13,2017-06-13T14:52:42Z,161,NA,981.7333333333332,27.440666666666665,100.9,7.98,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.14266666666666666,0.14266666666666666
2017-06-13T14:52:45Z,75,7.91,200.93333333333334,5.376666666666667,0.4,2017-06-13,2017-06-13T14:52:45Z,161,NA,981.8666666666667,27.44,100.9,7.98,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.19066666666666665,0.19066666666666665
2017-06-13T14:52:48Z,78,7.91,201,5.366666666666667,0.5,2017-06-13,2017-06-13T14:52:48Z,161,NA,981.8666666666667,27.436,100.9,7.98,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.23333333333333334,0.23333333333333334
2017-06-13T14:52:51Z,81,7.91,201.06666666666666,5.343333333333334,0.5,2017-06-13,2017-06-13T14:52:51Z,161,NA,981.7777777777777,27.431,100.9,7.98,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.27066666666666667,0.27066666666666667
2017-06-13T14:52:54Z,84,7.91,201.3,5.34,0.5666666666666667,2017-06-13,2017-06-13T14:52:54Z,161,NA,981.6888888888889,27.424,100.86666666666667,7.973333333333334,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.307,0.307
2017-06-13T14:52:57Z,87,7.9,201.5,5.34,0.6,2017-06-13,2017-06-13T14:52:57Z,161,NA,981.8222222222222,27.415666666666667,100.8,7.97,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.3406666666666667,0.3406666666666667
2017-06-13T14:53:00Z,90,7.9,201.73333333333332,5.32,0.6666666666666666,2017-06-13,2017-06-13T14:53:00Z,161,NA,981.7777777777777,27.413,100.8,7.97,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.37366666666666665,0.37366666666666665
2017-06-13T14:53:03Z,93,7.8933333333333335,202,5.293333333333333,0.7666666666666667,2017-06-13,2017-06-13T14:53:03Z,161,NA,981.7777777777777,27.41,100.8,7.97,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.41333333333333333,0.41333333333333333
2017-06-13T14:53:06Z,96,7.89,202.33333333333334,5.303333333333333,0.8333333333333334,2017-06-13,2017-06-13T14:53:06Z,161,NA,981.7333333333332,27.406666666666666,100.8,7.97,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.4583333333333333,0.4583333333333333
2017-06-13T14:53:09Z,99,7.89,202.53333333333333,5.323333333333333,0.9,2017-06-13,2017-06-13T14:53:09Z,161,NA,981.7333333333332,27.402333333333335,100.7,7.97,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.5086666666666667,0.5086666666666667
2017-06-13T14:53:12Z,102,7.88,202.76666666666668,5.326666666666667,0.9,2017-06-13,2017-06-13T14:53:12Z,161,NA,981.6888888888889,27.398,100.7,7.97,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.559,0.559
2017-06-13T14:53:15Z,105,7.88,202.8,5.3500000000000005,0.9,2017-06-13,2017-06-13T14:53:15Z,161,NA,981.7333333333332,27.396333333333335,100.7,7.966666666666667,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.6106666666666667,0.6106666666666667
2017-06-13T14:53:18Z,108,7.88,202.8,5.36,0.9,2017-06-13,2017-06-13T14:53:18Z,161,NA,981.8222222222222,27.395,100.7,7.96,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.6606666666666667,0.6606666666666667
2017-06-13T14:53:21Z,111,7.88,202.86666666666667,5.363333333333333,0.9,2017-06-13,2017-06-13T14:53:21Z,161,NA,981.7777777777777,27.395,100.63333333333333,7.96,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.7046666666666667,0.7046666666666667
2017-06-13T14:53:24Z,114,7.88,203.06666666666666,5.386666666666667,0.9666666666666667,2017-06-13,2017-06-13T14:53:24Z,161,NA,981.7333333333332,27.393666666666665,100.6,7.96,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.744,0.744
2017-06-13T14:53:27Z,117,7.88,203.23333333333332,5.403333333333333,1.0666666666666667,2017-06-13,2017-06-13T14:53:27Z,161,NA,981.7333333333332,27.392333333333333,100.6,7.96,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.786,0.786
2017-06-13T14:53:30Z,120,7.88,203.5,5.3933333333333335,1.1333333333333333,2017-06-13,2017-06-13T14:53:30Z,161,NA,981.7777777777777,27.392,100.6,7.96,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.833,0.833
2017-06-13T14:53:33Z,123,7.87,203.8,5.403333333333333,1.2,2017-06-13,2017-06-13T14:53:33Z,161,NA,981.7777777777777,27.392,100.6,7.96,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.883,0.883
2017-06-13T14:53:36Z,126,7.87,204,5.363333333333333,1.2,2017-06-13,2017-06-13T14:53:36Z,161,NA,981.7333333333332,27.392,100.6,7.96,97.5,NA,NA,NA,NA,NA,NA,NA,NA,0.9326666666666666,0.9326666666666666
