X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
45,9.07,170.4,4.95,0.3,2017-06-13,2017-06-13T09:37:56Z,264,NA,977.7333333333332,27.042,108.2,8.61,188.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0
61,9.09,169.5,5.58,0.7,2017-06-13,2017-06-13T09:38:12Z,264,NA,977.6,27.009,107.4,8.55,188.6,NA,NA,NA,NA,NA,NA,NA,NA,0.234,0.234
62,9.09,169.4,5.48,0.8,2017-06-13,2017-06-13T09:38:13Z,264,NA,977.6,27.008,107.3,8.54,188.6,NA,NA,NA,NA,NA,NA,NA,NA,0.256,0.256
63,9.09,169.4,5.43,0.8,2017-06-13,2017-06-13T09:38:14Z,264,NA,977.7333333333332,27.007,107.2,8.54,188.6,NA,NA,NA,NA,NA,NA,NA,NA,0.278,0.278
64,9.09,169.3,5.43,0.8,2017-06-13,2017-06-13T09:38:15Z,264,NA,977.7333333333332,27.007,107.2,8.53,188.6,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3
65,9.09,169.3,5.42,0.8,2017-06-13,2017-06-13T09:38:16Z,264,NA,977.7333333333332,27.006,107.1,8.53,188.6,NA,NA,NA,NA,NA,NA,NA,NA,0.328,0.328
66,9.09,169.3,5.35,0.9,2017-06-13,2017-06-13T09:38:17Z,264,NA,977.6,27.005,107.1,8.53,188.6,NA,NA,NA,NA,NA,NA,NA,NA,0.352,0.352
67,9.1,169.2,5.29,0.9,2017-06-13,2017-06-13T09:38:18Z,264,NA,977.7333333333332,27.005,107,8.52,188.6,NA,NA,NA,NA,NA,NA,NA,NA,0.377,0.377
68,9.1,169.2,5.23,1,2017-06-13,2017-06-13T09:38:19Z,264,NA,977.7333333333332,27.004,107,8.52,188.6,NA,NA,NA,NA,NA,NA,NA,NA,0.404,0.404
69,9.1,169.2,5.24,1,2017-06-13,2017-06-13T09:38:20Z,264,NA,977.7333333333332,27.004,106.9,8.52,188.7,NA,NA,NA,NA,NA,NA,NA,NA,0.431,0.431
70,9.1,169.2,5.23,1.1,2017-06-13,2017-06-13T09:38:21Z,264,NA,977.7333333333332,27.004,106.9,8.51,188.7,NA,NA,NA,NA,NA,NA,NA,NA,0.465,0.465
71,9.1,169.2,5.25,1.1,2017-06-13,2017-06-13T09:38:22Z,264,NA,977.7333333333332,27.005,106.9,8.51,188.7,NA,NA,NA,NA,NA,NA,NA,NA,0.495,0.495
72,9.1,169.2,5.28,1.1,2017-06-13,2017-06-13T09:38:23Z,264,NA,977.7333333333332,27.005,106.8,8.51,188.7,NA,NA,NA,NA,NA,NA,NA,NA,0.525,0.525
73,9.1,169.3,5.26,1.2,2017-06-13,2017-06-13T09:38:24Z,264,NA,977.8666666666667,27.005,106.8,8.51,188.7,NA,NA,NA,NA,NA,NA,NA,NA,0.554,0.554
74,9.1,169.3,5.22,1.2,2017-06-13,2017-06-13T09:38:25Z,264,NA,977.7333333333332,27.005,106.8,8.51,188.7,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.59
75,9.1,169.3,5.21,1.3,2017-06-13,2017-06-13T09:38:26Z,264,NA,977.8666666666667,27.004,106.8,8.51,188.7,NA,NA,NA,NA,NA,NA,NA,NA,0.619,0.619
76,9.1,169.4,5.2,1.3,2017-06-13,2017-06-13T09:38:27Z,264,NA,977.8666666666667,27.003,106.8,8.51,188.7,NA,NA,NA,NA,NA,NA,NA,NA,0.648,0.648
77,9.1,169.4,5.18,1.4,2017-06-13,2017-06-13T09:38:28Z,264,NA,977.7333333333332,27.001,106.8,8.5,188.7,NA,NA,NA,NA,NA,NA,NA,NA,0.678,0.678
78,9.1,169.5,5.14,1.4,2017-06-13,2017-06-13T09:38:29Z,264,NA,977.7333333333332,27,106.7,8.5,188.7,NA,NA,NA,NA,NA,NA,NA,NA,1.434,1.434
80,9.09,169.5,5.12,1.5,2017-06-13,2017-06-13T09:38:31Z,264,NA,977.7333333333332,26.998,106.7,8.5,188.7,NA,NA,NA,NA,NA,NA,NA,NA,1.478,1.478
82,9.09,169.6,5.16,1.6,2017-06-13,2017-06-13T09:38:33Z,264,NA,977.7333333333332,26.996,106.6,8.49,188.8,NA,NA,NA,NA,NA,NA,NA,NA,1.52,1.52
83,9.09,169.7,5.17,1.6,2017-06-13,2017-06-13T09:38:34Z,264,NA,977.7333333333332,26.994,106.5,8.49,188.8,NA,NA,NA,NA,NA,NA,NA,NA,1.549,1.549
84,9.09,169.7,5.12,1.6,2017-06-13,2017-06-13T09:38:35Z,264,NA,977.7333333333332,26.992,106.5,8.48,188.8,NA,NA,NA,NA,NA,NA,NA,NA,1.573,1.573
85,9.09,169.8,5.16,1.7,2017-06-13,2017-06-13T09:38:36Z,264,NA,977.7333333333332,26.99,106.4,8.48,188.8,NA,NA,NA,NA,NA,NA,NA,NA,1.603,1.603
86,9.09,169.9,5.19,1.7,2017-06-13,2017-06-13T09:38:37Z,264,NA,977.7333333333332,26.989,106.4,8.47,188.8,NA,NA,NA,NA,NA,NA,NA,NA,1.627,1.627
87,9.09,169.9,5.15,1.8,2017-06-13,2017-06-13T09:38:38Z,264,NA,977.7333333333332,26.987,106.3,8.47,188.8,NA,NA,NA,NA,NA,NA,NA,NA,1.647,1.647
119,8.27,189.2,6.17,2.5,2017-06-13,2017-06-13T09:39:10Z,264,NA,977.7333333333332,24.136,23.8,1.99,208.5,NA,NA,NA,NA,NA,NA,NA,NA,2.056,2.056
120,8.24,189.7,6.16,2.5,2017-06-13,2017-06-13T09:39:11Z,264,NA,977.7333333333332,23.903,22.5,1.9,210.3,NA,NA,NA,NA,NA,NA,NA,NA,2.081,2.081
121,8.22,190,6.22,2.6,2017-06-13,2017-06-13T09:39:12Z,264,NA,977.7333333333332,24.134,17.8,1.5,209.4,NA,NA,NA,NA,NA,NA,NA,NA,2.105,2.105
122,8.21,190.3,6.23,2.6,2017-06-13,2017-06-13T09:39:13Z,264,NA,977.7333333333332,24.132,16.5,1.38,209.8,NA,NA,NA,NA,NA,NA,NA,NA,2.128,2.128
123,8.19,190.5,6.24,2.6,2017-06-13,2017-06-13T09:39:14Z,264,NA,977.7333333333332,24.14,15.2,1.28,210.2,NA,NA,NA,NA,NA,NA,NA,NA,2.155,2.155
124,8.17,190.7,6.23,2.6,2017-06-13,2017-06-13T09:39:15Z,264,NA,977.6,24.177,14.6,1.23,210.6,NA,NA,NA,NA,NA,NA,NA,NA,2.176,2.176
125,8.16,190.8,6.18,2.6,2017-06-13,2017-06-13T09:39:16Z,264,NA,977.6,24.19,14,1.18,210.9,NA,NA,NA,NA,NA,NA,NA,NA,2.197,2.197
126,8.15,190.9,6.13,2.6,2017-06-13,2017-06-13T09:39:17Z,264,NA,977.7333333333332,24.149,13.4,1.13,211.5,NA,NA,NA,NA,NA,NA,NA,NA,2.217,2.217
127,8.15,191,6.11,2.6,2017-06-13,2017-06-13T09:39:18Z,264,NA,977.7333333333332,24.073,12.9,1.08,212.2,NA,NA,NA,NA,NA,NA,NA,NA,2.241,2.241
131,8.12,191.5,5.86,2.7,2017-06-13,2017-06-13T09:39:22Z,264,NA,977.7333333333332,23.811,11.3,0.96,214.7,NA,NA,NA,NA,NA,NA,NA,NA,2.32,2.32
135,7.96,192.2,5.64,2.8,2017-06-13,2017-06-13T09:39:26Z,264,NA,977.7333333333332,21.614,6.8,0.6,226.3,NA,NA,NA,NA,NA,NA,NA,NA,2.398,2.398
136,7.96,192.3,5.62,2.8,2017-06-13,2017-06-13T09:39:27Z,264,NA,977.7333333333332,21.437,6.6,0.58,227.7,NA,NA,NA,NA,NA,NA,NA,NA,2.419,2.419
137,7.96,192.4,5.59,2.8,2017-06-13,2017-06-13T09:39:28Z,264,NA,977.7333333333332,21.503,6.3,0.56,227.9,NA,NA,NA,NA,NA,NA,NA,NA,2.439,2.439
139,7.94,192.6,5.52,2.8,2017-06-13,2017-06-13T09:39:30Z,264,NA,977.7333333333332,21.599,6,0.53,228.5,NA,NA,NA,NA,NA,NA,NA,NA,2.484,2.484
141,7.94,193.1,5.42,2.9,2017-06-13,2017-06-13T09:39:32Z,264,NA,977.7333333333332,21.452,5.8,0.51,230,NA,NA,NA,NA,NA,NA,NA,NA,2.52,2.52
142,7.93,193.3,5.49,2.9,2017-06-13,2017-06-13T09:39:33Z,264,NA,977.8666666666667,20.381,5.6,0.5,235.6,NA,NA,NA,NA,NA,NA,NA,NA,2.54,2.54
143,7.93,193.5,5.56,2.9,2017-06-13,2017-06-13T09:39:34Z,264,NA,977.8666666666667,20.667,5.5,0.5,234.4,NA,NA,NA,NA,NA,NA,NA,NA,2.565,2.565
144,7.92,193.6,5.61,3,2017-06-13,2017-06-13T09:39:35Z,264,NA,977.7333333333332,20.477,5.5,0.49,235,NA,NA,NA,NA,NA,NA,NA,NA,2.59,2.59
