X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
40,9.13,203.6,11.5,0,2017-06-19,2017-06-19T14:19:19Z,186,NA,979.4666666666667,29.321,163.1,12.47,112,NA,NA,NA,NA,NA,NA,NA,NA,0.014,0.014
68,9.18,203.4,11.56,0.8,2017-06-19,2017-06-19T14:19:47Z,186,NA,979.4666666666667,29.357,164.2,12.55,114.2,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.32
69,9.19,203.4,11.62,0.8,2017-06-19,2017-06-19T14:19:48Z,186,NA,979.4666666666667,29.357,164.2,12.55,114.2,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.34
71,9.19,203.4,11.6,0.8,2017-06-19,2017-06-19T14:19:50Z,186,NA,979.4666666666667,29.356,164.2,12.55,114.2,NA,NA,NA,NA,NA,NA,NA,NA,0.385,0.385
72,9.19,203.4,11.56,0.8,2017-06-19,2017-06-19T14:19:51Z,186,NA,979.4666666666667,29.355,164.2,12.55,114.2,NA,NA,NA,NA,NA,NA,NA,NA,0.405,0.405
74,9.19,203.4,11.57,0.8,2017-06-19,2017-06-19T14:19:53Z,186,NA,979.4666666666667,29.352,164.2,12.55,114.2,NA,NA,NA,NA,NA,NA,NA,NA,0.446,0.446
75,9.19,203.4,11.54,0.9,2017-06-19,2017-06-19T14:19:54Z,186,NA,979.3333333333334,29.349,164.1,12.54,114.2,NA,NA,NA,NA,NA,NA,NA,NA,0.468,0.468
76,9.19,203.4,11.53,0.9,2017-06-19,2017-06-19T14:19:55Z,186,NA,979.3333333333334,29.346,164.1,12.54,114.2,NA,NA,NA,NA,NA,NA,NA,NA,0.495,0.495
77,9.19,203.4,11.54,1,2017-06-19,2017-06-19T14:19:56Z,186,NA,979.4666666666667,29.341,164.1,12.54,114.2,NA,NA,NA,NA,NA,NA,NA,NA,0.519,0.519
78,9.19,203.4,11.59,1,2017-06-19,2017-06-19T14:19:57Z,186,NA,979.4666666666667,29.335,164,12.54,114.2,NA,NA,NA,NA,NA,NA,NA,NA,0.543,0.543
79,9.19,203.5,11.56,1,2017-06-19,2017-06-19T14:19:58Z,186,NA,979.4666666666667,29.329,163.9,12.53,114.2,NA,NA,NA,NA,NA,NA,NA,NA,0.566,0.566
80,9.19,203.5,11.62,1,2017-06-19,2017-06-19T14:19:59Z,186,NA,979.4666666666667,29.324,163.8,12.53,114.2,NA,NA,NA,NA,NA,NA,NA,NA,0.593,0.593
81,9.19,203.6,11.64,1,2017-06-19,2017-06-19T14:20:00Z,186,NA,979.1999999999999,29.318,163.7,12.52,114.2,NA,NA,NA,NA,NA,NA,NA,NA,0.615,0.615
82,9.19,203.6,11.55,1,2017-06-19,2017-06-19T14:20:01Z,186,NA,979.3333333333334,29.312,163.6,12.51,114.2,NA,NA,NA,NA,NA,NA,NA,NA,0.636,0.636
83,9.19,203.7,11.57,1,2017-06-19,2017-06-19T14:20:02Z,186,NA,979.1999999999999,29.304,163.5,12.5,114.2,NA,NA,NA,NA,NA,NA,NA,NA,0.656,0.656
84,9.19,203.7,11.59,1,2017-06-19,2017-06-19T14:20:03Z,186,NA,979.4666666666667,29.296,163.3,12.49,114.2,NA,NA,NA,NA,NA,NA,NA,NA,0.679,0.679
88,9.19,204.1,11.64,1,2017-06-19,2017-06-19T14:20:07Z,186,NA,979.3333333333334,29.243,162.1,12.41,114.1,NA,NA,NA,NA,NA,NA,NA,NA,0.757,0.757
118,8.91,209.4,11.57,1.7,2017-06-19,2017-06-19T14:20:37Z,186,NA,979.1999999999999,28.187,128.4,10.01,113.4,NA,NA,NA,NA,NA,NA,NA,NA,1.185,1.185
