X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
81,7.21,218.1,4.65,2.9,2017-07-11,2017-07-11T18:57:59Z,036,NA,995.4666666666667,28.636,71.8,5.56,131.5,NA,NA,NA,NA,NA,NA,NA,NA,2.532,2.532
82,7.21,218,4.73,2.9,2017-07-11,2017-07-11T18:58:00Z,036,NA,995.4666666666667,28.617,71.5,5.53,131.6,NA,NA,NA,NA,NA,NA,NA,NA,2.553,2.553
118,7.17,211.9,6.64,3.3,2017-07-11,2017-07-11T18:58:36Z,036,NA,995.4666666666667,27.579,34.4,2.71,139.5,NA,NA,NA,NA,NA,NA,NA,NA,2.931,2.931
150,7.12,208.9,8.28,4.2,2017-07-11,2017-07-11T18:59:08Z,036,NA,995.3333333333334,27.093,17.7,1.41,144.2,NA,NA,NA,NA,NA,NA,NA,NA,4.246,4.246
176,7.04,207.7,8.44,5,2017-07-11,2017-07-11T18:59:34Z,036,NA,995.4666666666667,25.539,5.1,0.41,172.9,NA,NA,NA,NA,NA,NA,NA,NA,5.029,5.029
191,7.01,206.8,5.18,5.8,2017-07-11,2017-07-11T18:59:49Z,036,NA,995.3333333333334,24.854,3.3,0.28,186.1,NA,NA,NA,NA,NA,NA,NA,NA,5.796,5.796
212,6.98,204.7,5.89,6.4,2017-07-11,2017-07-11T19:00:10Z,036,NA,995.3333333333334,24.439,2.8,0.23,205.3,NA,NA,NA,NA,NA,NA,NA,NA,6.671,6.671
214,6.98,204.4,5.77,6.7,2017-07-11,2017-07-11T19:00:12Z,036,NA,995.3333333333334,24.376,2.7,0.23,206.9,NA,NA,NA,NA,NA,NA,NA,NA,6.71,6.71
241,6.95,185,4.43,7.6,2017-07-11,2017-07-11T19:00:39Z,036,NA,995.3333333333334,23.702,2.2,0.18,224.7,NA,NA,NA,NA,NA,NA,NA,NA,7.819,7.819
265,6.94,139.8,4.64,8.6,2017-07-11,2017-07-11T19:01:03Z,036,NA,995.1999999999999,22.565,1.9,0.16,220.1,NA,NA,NA,NA,NA,NA,NA,NA,8.65,8.65
299,6.94,85.7,6.06,9.4,2017-07-11,2017-07-11T19:01:37Z,036,NA,995.4666666666667,21.789,1.6,0.14,197.9,NA,NA,NA,NA,NA,NA,NA,NA,9.385,9.385
323,6.93,50.3,6.66,10.1,2017-07-11,2017-07-11T19:02:01Z,036,NA,995.3333333333334,21.223,1.4,0.13,193.8,NA,NA,NA,NA,NA,NA,NA,NA,10.343,10.343
331,6.93,37,5.55,10.4,2017-07-11,2017-07-11T19:02:09Z,036,NA,995.3333333333334,19.771,1.3,0.12,188.6,NA,NA,NA,NA,NA,NA,NA,NA,10.408,10.408
339,6.93,26.6,4.46,10.8,2017-07-11,2017-07-11T19:02:17Z,036,NA,995.3333333333334,19.705,1.2,0.11,181.2,NA,NA,NA,NA,NA,NA,NA,NA,10.438,10.438
342,6.93,17,4.37,11.2,2017-07-11,2017-07-11T19:02:20Z,036,NA,995.3333333333334,19.61,1.2,0.11,180.4,NA,NA,NA,NA,NA,NA,NA,NA,11.184,11.184
377,6.92,-44.8,3.53,12,2017-07-11,2017-07-11T19:02:55Z,036,NA,995.3333333333334,18.672,1,0.09,179.8,NA,NA,NA,NA,NA,NA,NA,NA,12.013,12.013
380,6.92,-48,3.69,12.9,2017-07-11,2017-07-11T19:02:58Z,036,NA,995.3333333333334,18.597,1,0.09,178.9,NA,NA,NA,NA,NA,NA,NA,NA,12.954,12.954
399,6.95,-66.3,5.63,13.3,2017-07-11,2017-07-11T19:03:17Z,036,NA,995.3333333333334,17.834,0.9,0.09,165.1,NA,NA,NA,NA,NA,NA,NA,NA,12.976,12.976
401,6.95,-67,5.73,13.4,2017-07-11,2017-07-11T19:03:19Z,036,NA,995.3333333333334,17.807,0.9,0.09,164.1,NA,NA,NA,NA,NA,NA,NA,NA,13.014,13.014
402,6.95,-67.4,5.87,13.7,2017-07-11,2017-07-11T19:03:20Z,036,NA,995.4666666666667,17.794,0.9,0.09,163.6,NA,NA,NA,NA,NA,NA,NA,NA,13.985,13.985
413,6.96,-77.4,7.87,14.2,2017-07-11,2017-07-11T19:03:31Z,036,NA,995.4666666666667,17.171,0.8,0.07,145.1,NA,NA,NA,NA,NA,NA,NA,NA,14.185,14.185
420,6.96,-79.1,8.58,14.5,2017-07-11,2017-07-11T19:03:38Z,036,NA,995.3333333333334,16.999,0.8,0.07,140.5,NA,NA,NA,NA,NA,NA,NA,NA,14.22,14.22
421,6.96,-79.3,8.78,14.6,2017-07-11,2017-07-11T19:03:39Z,036,NA,995.1999999999999,16.975,0.8,0.07,140,NA,NA,NA,NA,NA,NA,NA,NA,14.241,14.241
