X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
65,8.85,22.8,21.23,0.3,2017-06-12,2017-06-12T18:21:01Z,165,NA,975.3333333333334,28.397,127.5,9.91,190.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0
116,8.72,61,21.3,1.1,2017-06-12,2017-06-12T18:21:52Z,165,NA,975.1999999999999,28.062,104.7,8.18,192.1,NA,NA,NA,NA,NA,NA,NA,NA,0.604,0.604
119,8.66,62.8,20.71,1.2,2017-06-12,2017-06-12T18:21:55Z,165,NA,975.1999999999999,27.78,95,7.45,192.9,NA,NA,NA,NA,NA,NA,NA,NA,0.662,0.662
121,8.62,63.7,20.47,1.2,2017-06-12,2017-06-12T18:21:57Z,165,NA,975.3333333333334,27.601,87.1,6.86,193.5,NA,NA,NA,NA,NA,NA,NA,NA,0.705,0.705
123,8.6,64.3,19.94,1.2,2017-06-12,2017-06-12T18:21:59Z,165,NA,975.3333333333334,27.47,83.4,6.58,193.8,NA,NA,NA,NA,NA,NA,NA,NA,0.744,0.744
125,8.58,64.7,19.65,1.2,2017-06-12,2017-06-12T18:22:01Z,165,NA,975.1999999999999,27.313,82,6.49,194.2,NA,NA,NA,NA,NA,NA,NA,NA,0.786,0.786
128,8.56,65.3,19.25,1.3,2017-06-12,2017-06-12T18:22:04Z,165,NA,975.3333333333334,27.076,76.3,6.07,194.7,NA,NA,NA,NA,NA,NA,NA,NA,0.851,0.851
129,8.46,65.6,19.18,1.3,2017-06-12,2017-06-12T18:22:05Z,165,NA,975.1999999999999,27.017,73.9,5.88,194.8,NA,NA,NA,NA,NA,NA,NA,NA,0.872,0.872
130,8.44,65.8,19.11,1.3,2017-06-12,2017-06-12T18:22:06Z,165,NA,975.1999999999999,26.969,70.9,5.65,194.9,NA,NA,NA,NA,NA,NA,NA,NA,0.895,0.895
131,8.41,66.1,19.06,1.4,2017-06-12,2017-06-12T18:22:07Z,165,NA,975.3333333333334,26.929,69.4,5.53,195,NA,NA,NA,NA,NA,NA,NA,NA,0.919,0.919
132,8.4,66.3,19.1,1.4,2017-06-12,2017-06-12T18:22:08Z,165,NA,975.3333333333334,26.881,67.8,5.41,195.1,NA,NA,NA,NA,NA,NA,NA,NA,0.943,0.943
133,8.4,66.4,26.59,1.5,2017-06-12,2017-06-12T18:22:09Z,165,NA,975.1999999999999,26.841,66.7,5.32,195.2,NA,NA,NA,NA,NA,NA,NA,NA,0.974,0.974
134,8.4,66.6,18.75,1.5,2017-06-12,2017-06-12T18:22:10Z,165,NA,975.1999999999999,26.795,65.7,5.25,195.3,NA,NA,NA,NA,NA,NA,NA,NA,1,1
135,8.4,66.9,23.19,1.5,2017-06-12,2017-06-12T18:22:11Z,165,NA,975.3333333333334,26.744,65.1,5.2,195.4,NA,NA,NA,NA,NA,NA,NA,NA,1.026,1.026
136,8.4,67.3,21.65,1.6,2017-06-12,2017-06-12T18:22:12Z,165,NA,975.1999999999999,26.693,64.4,5.16,195.5,NA,NA,NA,NA,NA,NA,NA,NA,1.053,1.053
137,8.39,67.8,19.36,1.6,2017-06-12,2017-06-12T18:22:13Z,165,NA,975.1999999999999,26.653,64,5.13,195.6,NA,NA,NA,NA,NA,NA,NA,NA,1.085,1.085
138,8.39,68.2,19.22,1.6,2017-06-12,2017-06-12T18:22:14Z,165,NA,975.3333333333334,26.611,63.5,5.1,195.6,NA,NA,NA,NA,NA,NA,NA,NA,1.113,1.113
139,8.38,68.5,19.72,1.6,2017-06-12,2017-06-12T18:22:15Z,165,NA,975.1999999999999,26.574,60,4.82,195.7,NA,NA,NA,NA,NA,NA,NA,NA,1.141,1.141
140,8.27,68.9,19.73,1.7,2017-06-12,2017-06-12T18:22:16Z,165,NA,975.3333333333334,26.527,58.3,4.69,195.8,NA,NA,NA,NA,NA,NA,NA,NA,1.169,1.169
141,8.26,69.2,20.15,1.7,2017-06-12,2017-06-12T18:22:17Z,165,NA,975.1999999999999,26.481,56.4,4.53,196,NA,NA,NA,NA,NA,NA,NA,NA,1.201,1.201
142,8.22,69.5,20,1.7,2017-06-12,2017-06-12T18:22:18Z,165,NA,975.3333333333334,26.445,53.3,4.28,196.2,NA,NA,NA,NA,NA,NA,NA,NA,1.228,1.228
143,8.19,69.9,20.05,1.7,2017-06-12,2017-06-12T18:22:19Z,165,NA,975.3333333333334,26.388,48.1,3.87,196.4,NA,NA,NA,NA,NA,NA,NA,NA,1.255,1.255
144,8.18,70.1,19.82,1.8,2017-06-12,2017-06-12T18:22:20Z,165,NA,975.1999999999999,26.335,43.4,3.5,196.8,NA,NA,NA,NA,NA,NA,NA,NA,1.281,1.281
145,8.17,70.2,19.47,1.8,2017-06-12,2017-06-12T18:22:21Z,165,NA,975.1999999999999,26.26,39.3,3.17,197.3,NA,NA,NA,NA,NA,NA,NA,NA,1.312,1.312
146,8.15,41.4,19.17,1.8,2017-06-12,2017-06-12T18:22:22Z,165,NA,975.1999999999999,26.186,36.5,2.95,197.9,NA,NA,NA,NA,NA,NA,NA,NA,1.337,1.337
147,8.03,24.4,19.11,1.9,2017-06-12,2017-06-12T18:22:23Z,165,NA,975.3333333333334,26.076,34.9,2.83,198.5,NA,NA,NA,NA,NA,NA,NA,NA,1.36,1.36
148,8.03,7.6,17.78,1.9,2017-06-12,2017-06-12T18:22:24Z,165,NA,975.1999999999999,24.816,29.7,2.4,203.8,NA,NA,NA,NA,NA,NA,NA,NA,1.384,1.384
149,8.01,-15.9,18.25,1.9,2017-06-12,2017-06-12T18:22:25Z,165,NA,975.3333333333334,24.381,26.7,2.22,205.7,NA,NA,NA,NA,NA,NA,NA,NA,1.411,1.411
150,8,-39.9,22.27,1.9,2017-06-12,2017-06-12T18:22:26Z,165,NA,975.1999999999999,23.818,24.5,2.07,208.8,NA,NA,NA,NA,NA,NA,NA,NA,1.434,1.434
151,7.99,-62,15.64,2,2017-06-12,2017-06-12T18:22:27Z,165,NA,975.1999999999999,23.419,22.5,1.91,211.4,NA,NA,NA,NA,NA,NA,NA,NA,1.457,1.457
152,7.94,-75,16.29,2,2017-06-12,2017-06-12T18:22:28Z,165,NA,975.1999999999999,23.1,21.8,1.86,214.5,NA,NA,NA,NA,NA,NA,NA,NA,1.48,1.48
153,7.91,-87,16.71,2,2017-06-12,2017-06-12T18:22:29Z,165,NA,975.3333333333334,22.925,20.7,1.77,217.8,NA,NA,NA,NA,NA,NA,NA,NA,1.508,1.508
154,7.65,-101.7,14.64,2.2,2017-06-12,2017-06-12T18:22:30Z,165,NA,975.3333333333334,22.772,16.2,1.4,271.7,NA,NA,NA,NA,NA,NA,NA,NA,1.533,1.533
155,7.54,-111.2,16.42,2.3,2017-06-12,2017-06-12T18:22:31Z,165,NA,975.1999999999999,20.795,14.7,1.31,301.7,NA,NA,NA,NA,NA,NA,NA,NA,2.355,2.355
159,7.42,-116,20.53,2.4,2017-06-12,2017-06-12T18:22:35Z,165,NA,975.1999999999999,19.334,11.4,1.02,329.8,NA,NA,NA,NA,NA,NA,NA,NA,2.408,2.408
160,7.28,-117.4,21.14,2.5,2017-06-12,2017-06-12T18:22:36Z,165,NA,975.1999999999999,19.402,11,1.01,334.8,NA,NA,NA,NA,NA,NA,NA,NA,2.43,2.43
