X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
40,8.78,151.4,5.64,0.2,2017-06-12,2017-06-12T20:40:54Z,069,NA,978.5333333333333,27.535,131.4,10.37,228.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0
57,8.78,152.8,5.68,0.6,2017-06-12,2017-06-12T20:41:11Z,069,NA,978.4,27.543,131.9,10.4,228.4,NA,NA,NA,NA,NA,NA,NA,NA,0.197,0.197
61,8.78,153.1,5.48,0.8,2017-06-12,2017-06-12T20:41:15Z,069,NA,978.5333333333333,27.523,132,10.42,228.5,NA,NA,NA,NA,NA,NA,NA,NA,0.271,0.271
62,8.78,153.2,5.45,0.8,2017-06-12,2017-06-12T20:41:16Z,069,NA,978.5333333333333,27.514,132,10.42,228.6,NA,NA,NA,NA,NA,NA,NA,NA,0.292,0.292
63,8.78,153.2,5.38,0.9,2017-06-12,2017-06-12T20:41:17Z,069,NA,978.5333333333333,27.504,132.1,10.42,228.6,NA,NA,NA,NA,NA,NA,NA,NA,0.314,0.314
64,8.78,153.3,5.3,0.9,2017-06-12,2017-06-12T20:41:18Z,069,NA,978.4,27.491,132.2,10.43,228.7,NA,NA,NA,NA,NA,NA,NA,NA,0.338,0.338
65,8.78,153.4,5.23,1,2017-06-12,2017-06-12T20:41:19Z,069,NA,978.5333333333333,27.48,132.2,10.44,228.7,NA,NA,NA,NA,NA,NA,NA,NA,0.363,0.363
66,8.78,153.5,5.15,1,2017-06-12,2017-06-12T20:41:20Z,069,NA,978.4,27.468,132.3,10.45,228.7,NA,NA,NA,NA,NA,NA,NA,NA,0.394,0.394
67,8.78,153.5,5.06,1.1,2017-06-12,2017-06-12T20:41:21Z,069,NA,978.4,27.457,132.4,10.46,228.8,NA,NA,NA,NA,NA,NA,NA,NA,0.422,0.422
68,8.78,153.6,4.99,1.1,2017-06-12,2017-06-12T20:41:22Z,069,NA,978.5333333333333,27.445,132.5,10.47,228.8,NA,NA,NA,NA,NA,NA,NA,NA,0.451,0.451
69,8.78,153.7,4.93,1.1,2017-06-12,2017-06-12T20:41:23Z,069,NA,978.4,27.435,132.6,10.48,228.8,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.48
70,8.78,153.8,4.89,1.2,2017-06-12,2017-06-12T20:41:24Z,069,NA,978.5333333333333,27.423,132.7,10.49,228.9,NA,NA,NA,NA,NA,NA,NA,NA,0.517,0.517
71,8.78,153.8,4.85,1.2,2017-06-12,2017-06-12T20:41:25Z,069,NA,978.5333333333333,27.413,132.9,10.5,228.9,NA,NA,NA,NA,NA,NA,NA,NA,0.548,0.548
72,8.78,153.9,4.79,1.2,2017-06-12,2017-06-12T20:41:26Z,069,NA,978.6666666666666,27.407,133,10.52,228.9,NA,NA,NA,NA,NA,NA,NA,NA,0.579,0.579
73,8.78,154,4.77,1.3,2017-06-12,2017-06-12T20:41:27Z,069,NA,978.5333333333333,27.399,133.1,10.53,228.9,NA,NA,NA,NA,NA,NA,NA,NA,0.609,0.609
74,8.78,154.1,4.74,1.3,2017-06-12,2017-06-12T20:41:28Z,069,NA,978.5333333333333,27.395,133.2,10.54,229,NA,NA,NA,NA,NA,NA,NA,NA,0.646,0.646
75,8.78,154.2,4.7,1.3,2017-06-12,2017-06-12T20:41:29Z,069,NA,978.5333333333333,27.391,133.3,10.55,229,NA,NA,NA,NA,NA,NA,NA,NA,0.677,0.677
76,8.78,154.2,4.67,1.3,2017-06-12,2017-06-12T20:41:30Z,069,NA,978.4,27.389,133.5,10.55,229,NA,NA,NA,NA,NA,NA,NA,NA,0.708,0.708
77,8.78,154.3,4.63,1.3,2017-06-12,2017-06-12T20:41:31Z,069,NA,978.4,27.388,133.5,10.56,229,NA,NA,NA,NA,NA,NA,NA,NA,0.737,0.737
78,8.78,154.4,4.61,1.3,2017-06-12,2017-06-12T20:41:32Z,069,NA,978.5333333333333,27.387,133.6,10.57,229,NA,NA,NA,NA,NA,NA,NA,NA,0.773,0.773
79,8.78,154.4,4.61,1.4,2017-06-12,2017-06-12T20:41:33Z,069,NA,978.6666666666666,27.386,133.7,10.57,229,NA,NA,NA,NA,NA,NA,NA,NA,0.802,0.802
80,8.78,154.5,4.59,1.4,2017-06-12,2017-06-12T20:41:34Z,069,NA,978.6666666666666,27.385,133.8,10.58,229,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0.83
81,8.78,154.6,4.6,1.4,2017-06-12,2017-06-12T20:41:35Z,069,NA,978.5333333333333,27.384,133.8,10.59,229,NA,NA,NA,NA,NA,NA,NA,NA,0.858,0.858
82,8.79,154.6,4.58,1.4,2017-06-12,2017-06-12T20:41:36Z,069,NA,978.5333333333333,27.383,133.8,10.59,229,NA,NA,NA,NA,NA,NA,NA,NA,0.891,0.891
83,8.79,154.7,4.57,1.4,2017-06-12,2017-06-12T20:41:37Z,069,NA,978.5333333333333,27.382,133.9,10.59,229,NA,NA,NA,NA,NA,NA,NA,NA,0.919,0.919
84,8.79,154.7,4.54,1.4,2017-06-12,2017-06-12T20:41:38Z,069,NA,978.5333333333333,27.382,133.9,10.59,229,NA,NA,NA,NA,NA,NA,NA,NA,0.947,0.947
85,8.79,154.8,4.58,1.4,2017-06-12,2017-06-12T20:41:39Z,069,NA,978.5333333333333,27.382,134,10.6,229,NA,NA,NA,NA,NA,NA,NA,NA,0.974,0.974
86,8.79,154.8,4.61,1.5,2017-06-12,2017-06-12T20:41:40Z,069,NA,978.5333333333333,27.381,134,10.6,229,NA,NA,NA,NA,NA,NA,NA,NA,1.001,1.001
87,8.79,154.9,4.65,1.5,2017-06-12,2017-06-12T20:41:41Z,069,NA,978.5333333333333,27.379,134,10.6,229,NA,NA,NA,NA,NA,NA,NA,NA,1.033,1.033
88,8.79,154.9,4.61,1.5,2017-06-12,2017-06-12T20:41:42Z,069,NA,978.4,27.377,134,10.6,229,NA,NA,NA,NA,NA,NA,NA,NA,1.059,1.059
89,8.79,155,4.64,1.5,2017-06-12,2017-06-12T20:41:43Z,069,NA,978.4,27.373,134,10.6,229.1,NA,NA,NA,NA,NA,NA,NA,NA,1.086,1.086
90,8.79,155,4.63,1.5,2017-06-12,2017-06-12T20:41:44Z,069,NA,978.4,27.368,134,10.6,229.1,NA,NA,NA,NA,NA,NA,NA,NA,1.112,1.112
91,8.79,155.1,4.62,1.5,2017-06-12,2017-06-12T20:41:45Z,069,NA,978.5333333333333,27.365,134,10.6,229.1,NA,NA,NA,NA,NA,NA,NA,NA,1.143,1.143
92,8.79,155.1,4.64,1.5,2017-06-12,2017-06-12T20:41:46Z,069,NA,978.5333333333333,27.362,133.9,10.6,229.1,NA,NA,NA,NA,NA,NA,NA,NA,1.169,1.169
93,8.79,155.2,4.66,1.5,2017-06-12,2017-06-12T20:41:47Z,069,NA,978.5333333333333,27.359,133.9,10.59,229.1,NA,NA,NA,NA,NA,NA,NA,NA,1.194,1.194
94,8.79,155.2,4.65,1.5,2017-06-12,2017-06-12T20:41:48Z,069,NA,978.5333333333333,27.356,133.8,10.59,229.2,NA,NA,NA,NA,NA,NA,NA,NA,1.224,1.224
95,8.79,155.2,4.63,1.6,2017-06-12,2017-06-12T20:41:49Z,069,NA,978.5333333333333,27.352,133.7,10.58,229.2,NA,NA,NA,NA,NA,NA,NA,NA,1.247,1.247
96,8.79,155.3,4.62,1.6,2017-06-12,2017-06-12T20:41:50Z,069,NA,978.5333333333333,27.348,133.6,10.58,229.2,NA,NA,NA,NA,NA,NA,NA,NA,1.27,1.27
97,8.79,155.3,4.63,1.6,2017-06-12,2017-06-12T20:41:51Z,069,NA,978.5333333333333,27.346,133.6,10.57,229.2,NA,NA,NA,NA,NA,NA,NA,NA,1.292,1.292
98,8.79,155.4,4.65,1.6,2017-06-12,2017-06-12T20:41:52Z,069,NA,978.5333333333333,27.345,133.5,10.57,229.2,NA,NA,NA,NA,NA,NA,NA,NA,1.314,1.314
99,8.79,155.4,4.65,1.6,2017-06-12,2017-06-12T20:41:53Z,069,NA,978.5333333333333,27.344,133.4,10.56,229.2,NA,NA,NA,NA,NA,NA,NA,NA,1.34,1.34
100,8.79,155.5,4.63,1.6,2017-06-12,2017-06-12T20:41:54Z,069,NA,978.6666666666666,27.343,133.4,10.56,229.3,NA,NA,NA,NA,NA,NA,NA,NA,1.36,1.36
103,8.79,155.6,4.6,1.7,2017-06-12,2017-06-12T20:41:57Z,069,NA,978.5333333333333,27.349,133.3,10.55,229.2,NA,NA,NA,NA,NA,NA,NA,NA,1.419,1.419
107,8.79,155.9,4.64,1.9,2017-06-12,2017-06-12T20:42:01Z,069,NA,978.5333333333333,27.351,133.4,10.56,229.2,NA,NA,NA,NA,NA,NA,NA,NA,1.496,1.496
111,8.79,156.1,4.73,2,2017-06-12,2017-06-12T20:42:05Z,069,NA,978.5333333333333,27.345,133.6,10.57,229.3,NA,NA,NA,NA,NA,NA,NA,NA,1.57,1.57
113,8.79,156.3,4.74,2.1,2017-06-12,2017-06-12T20:42:07Z,069,NA,978.5333333333333,27.335,133.6,10.58,229.4,NA,NA,NA,NA,NA,NA,NA,NA,1.609,1.609
114,8.79,156.4,4.76,2.1,2017-06-12,2017-06-12T20:42:08Z,069,NA,978.5333333333333,27.33,133.6,10.58,229.5,NA,NA,NA,NA,NA,NA,NA,NA,1.629,1.629
115,8.79,156.4,4.72,2.2,2017-06-12,2017-06-12T20:42:09Z,069,NA,978.6666666666666,27.325,133.5,10.57,229.5,NA,NA,NA,NA,NA,NA,NA,NA,1.654,1.654
116,8.79,156.5,4.71,2.2,2017-06-12,2017-06-12T20:42:10Z,069,NA,978.5333333333333,27.32,133.5,10.57,229.6,NA,NA,NA,NA,NA,NA,NA,NA,1.676,1.676
117,8.79,156.6,4.74,2.2,2017-06-12,2017-06-12T20:42:11Z,069,NA,978.5333333333333,27.315,133.4,10.57,229.6,NA,NA,NA,NA,NA,NA,NA,NA,1.697,1.697
118,8.79,156.6,4.8,2.3,2017-06-12,2017-06-12T20:42:12Z,069,NA,978.5333333333333,27.31,133.4,10.56,229.7,NA,NA,NA,NA,NA,NA,NA,NA,1.72,1.72
119,8.79,156.7,4.79,2.3,2017-06-12,2017-06-12T20:42:13Z,069,NA,978.4,27.306,133.3,10.56,229.7,NA,NA,NA,NA,NA,NA,NA,NA,1.748,1.748
120,8.79,156.8,4.76,2.3,2017-06-12,2017-06-12T20:42:14Z,069,NA,978.6666666666666,27.301,133.2,10.55,229.8,NA,NA,NA,NA,NA,NA,NA,NA,1.772,1.772
121,8.79,156.9,4.76,2.4,2017-06-12,2017-06-12T20:42:15Z,069,NA,978.4,27.297,133.1,10.54,229.9,NA,NA,NA,NA,NA,NA,NA,NA,1.797,1.797
122,8.79,157,4.68,2.5,2017-06-12,2017-06-12T20:42:16Z,069,NA,978.5333333333333,27.291,133,10.54,229.9,NA,NA,NA,NA,NA,NA,NA,NA,2.538,2.538
123,8.79,157,4.66,2.6,2017-06-12,2017-06-12T20:42:17Z,069,NA,978.4,27.285,132.9,10.53,230,NA,NA,NA,NA,NA,NA,NA,NA,2.605,2.605
124,8.79,157.1,4.66,2.6,2017-06-12,2017-06-12T20:42:18Z,069,NA,978.6666666666666,27.28,132.7,10.52,230.1,NA,NA,NA,NA,NA,NA,NA,NA,2.633,2.633
125,8.79,157.2,4.64,2.6,2017-06-12,2017-06-12T20:42:19Z,069,NA,978.5333333333333,27.276,132.6,10.5,230.1,NA,NA,NA,NA,NA,NA,NA,NA,2.655,2.655
169,8.51,164.1,5.09,3.4,2017-06-12,2017-06-12T20:43:03Z,069,NA,978.5333333333333,25.851,98.8,8.03,239.3,NA,NA,NA,NA,NA,NA,NA,NA,3.034,3.034
171,8.4,164.8,5.15,3.4,2017-06-12,2017-06-12T20:43:05Z,069,NA,978.5333333333333,25.677,91.1,7.42,240.3,NA,NA,NA,NA,NA,NA,NA,NA,3.067,3.067
174,8.32,166,5.13,3.5,2017-06-12,2017-06-12T20:43:08Z,069,NA,978.4,25.337,85.9,7.04,242.2,NA,NA,NA,NA,NA,NA,NA,NA,3.117,3.117
178,8.29,167.7,5.26,3.6,2017-06-12,2017-06-12T20:43:12Z,069,NA,978.5333333333333,24.9,74.8,6.18,245,NA,NA,NA,NA,NA,NA,NA,NA,3.189,3.189
182,8.27,169.2,5.19,3.6,2017-06-12,2017-06-12T20:43:16Z,069,NA,978.5333333333333,24.473,64.5,5.37,248.1,NA,NA,NA,NA,NA,NA,NA,NA,3.263,3.263
187,8.11,171.5,5.06,3.7,2017-06-12,2017-06-12T20:43:21Z,069,NA,978.6666666666666,24.146,55.5,4.66,250.9,NA,NA,NA,NA,NA,NA,NA,NA,3.354,3.354
191,8.09,173,4.96,3.8,2017-06-12,2017-06-12T20:43:25Z,069,NA,978.6666666666666,23.87,49.4,4.17,253.3,NA,NA,NA,NA,NA,NA,NA,NA,3.434,3.434
192,8.09,173.3,4.94,3.9,2017-06-12,2017-06-12T20:43:26Z,069,NA,978.5333333333333,23.797,48.3,4.08,253.8,NA,NA,NA,NA,NA,NA,NA,NA,3.455,3.455
193,8.08,173.7,4.94,3.9,2017-06-12,2017-06-12T20:43:27Z,069,NA,978.5333333333333,23.729,44.2,3.73,254.4,NA,NA,NA,NA,NA,NA,NA,NA,3.476,3.476
194,8.07,174,4.94,3.9,2017-06-12,2017-06-12T20:43:28Z,069,NA,978.6666666666666,23.65,41.5,3.51,255,NA,NA,NA,NA,NA,NA,NA,NA,3.497,3.497
195,8.06,174.2,4.96,4,2017-06-12,2017-06-12T20:43:29Z,069,NA,978.4,23.583,39.1,3.31,255.5,NA,NA,NA,NA,NA,NA,NA,NA,3.522,3.522
196,8.05,174.5,4.95,4,2017-06-12,2017-06-12T20:43:30Z,069,NA,978.6666666666666,23.495,36.8,3.12,256.1,NA,NA,NA,NA,NA,NA,NA,NA,3.544,3.544
197,8.05,174.8,4.99,4,2017-06-12,2017-06-12T20:43:31Z,069,NA,978.6666666666666,23.408,36,3.06,256.7,NA,NA,NA,NA,NA,NA,NA,NA,3.566,3.566
198,8.04,175,5.02,4,2017-06-12,2017-06-12T20:43:32Z,069,NA,978.5333333333333,23.301,35,2.98,257.3,NA,NA,NA,NA,NA,NA,NA,NA,3.588,3.588
199,8.03,175.3,5.04,4.1,2017-06-12,2017-06-12T20:43:33Z,069,NA,978.5333333333333,22.114,33.7,2.94,263.7,NA,NA,NA,NA,NA,NA,NA,NA,3.614,3.614
200,8.03,175.5,4.99,4.1,2017-06-12,2017-06-12T20:43:34Z,069,NA,978.5333333333333,21.891,29.3,2.57,264.8,NA,NA,NA,NA,NA,NA,NA,NA,3.636,3.636
201,8.02,175.8,5.06,4.2,2017-06-12,2017-06-12T20:43:35Z,069,NA,978.5333333333333,21.796,27.4,2.4,265.6,NA,NA,NA,NA,NA,NA,NA,NA,3.66,3.66
202,7.92,176.1,5.04,4.2,2017-06-12,2017-06-12T20:43:36Z,069,NA,978.4,21.795,25.2,2.21,265.7,NA,NA,NA,NA,NA,NA,NA,NA,3.684,3.684
203,7.9,176.4,5.03,4.2,2017-06-12,2017-06-12T20:43:37Z,069,NA,978.4,21.81,23.9,2.1,265.7,NA,NA,NA,NA,NA,NA,NA,NA,3.713,3.713
204,7.89,176.7,5,4.3,2017-06-12,2017-06-12T20:43:38Z,069,NA,978.5333333333333,21.819,23.1,2.03,265.6,NA,NA,NA,NA,NA,NA,NA,NA,3.737,3.737
205,7.88,176.9,4.96,4.3,2017-06-12,2017-06-12T20:43:39Z,069,NA,978.5333333333333,21.794,22.2,1.95,265.8,NA,NA,NA,NA,NA,NA,NA,NA,3.762,3.762
206,7.88,177.2,4.94,4.3,2017-06-12,2017-06-12T20:43:40Z,069,NA,978.5333333333333,21.786,21.3,1.86,265.8,NA,NA,NA,NA,NA,NA,NA,NA,3.788,3.788
207,7.88,177.3,4.87,4.4,2017-06-12,2017-06-12T20:43:41Z,069,NA,978.5333333333333,21.771,20.5,1.8,265.9,NA,NA,NA,NA,NA,NA,NA,NA,3.818,3.818
208,7.88,177.5,4.85,4.4,2017-06-12,2017-06-12T20:43:42Z,069,NA,978.6666666666666,21.729,16.6,1.46,266.2,NA,NA,NA,NA,NA,NA,NA,NA,3.844,3.844
209,7.87,177.7,4.81,4.4,2017-06-12,2017-06-12T20:43:43Z,069,NA,978.6666666666666,21.672,15.7,1.38,266.5,NA,NA,NA,NA,NA,NA,NA,NA,3.869,3.869
210,7.87,177.8,4.85,4.4,2017-06-12,2017-06-12T20:43:44Z,069,NA,978.5333333333333,21.611,14.8,1.3,266.8,NA,NA,NA,NA,NA,NA,NA,NA,3.894,3.894
211,7.87,178,4.92,4.5,2017-06-12,2017-06-12T20:43:45Z,069,NA,978.5333333333333,20.449,14.2,1.25,267.3,NA,NA,NA,NA,NA,NA,NA,NA,3.923,3.923
212,7.87,178.2,4.93,4.5,2017-06-12,2017-06-12T20:43:46Z,069,NA,978.5333333333333,20.324,13.8,1.25,273.8,NA,NA,NA,NA,NA,NA,NA,NA,3.947,3.947
213,7.87,178.3,4.95,4.5,2017-06-12,2017-06-12T20:43:47Z,069,NA,978.4,20.441,13.5,1.22,273.1,NA,NA,NA,NA,NA,NA,NA,NA,3.972,3.972
214,7.87,178.4,4.94,4.5,2017-06-12,2017-06-12T20:43:48Z,069,NA,978.4,20.543,13.1,1.18,272.3,NA,NA,NA,NA,NA,NA,NA,NA,3.996,3.996
215,7.86,178.5,4.97,4.5,2017-06-12,2017-06-12T20:43:49Z,069,NA,978.4,20.525,12.7,1.14,272.2,NA,NA,NA,NA,NA,NA,NA,NA,4.026,4.026
216,7.86,178.5,4.95,4.5,2017-06-12,2017-06-12T20:43:50Z,069,NA,978.4,20.424,12.4,1.12,272.6,NA,NA,NA,NA,NA,NA,NA,NA,4.05,4.05
217,7.85,178.5,4.99,4.6,2017-06-12,2017-06-12T20:43:51Z,069,NA,978.4,20.393,12.1,1.09,272.5,NA,NA,NA,NA,NA,NA,NA,NA,4.075,4.075
218,7.85,178.5,5.05,4.6,2017-06-12,2017-06-12T20:43:52Z,069,NA,978.4,20.385,11.7,1.06,272.3,NA,NA,NA,NA,NA,NA,NA,NA,4.099,4.099
219,7.85,178.5,5.15,4.7,2017-06-12,2017-06-12T20:43:53Z,069,NA,978.6666666666666,20.345,11.5,1.03,272.2,NA,NA,NA,NA,NA,NA,NA,NA,4.13,4.13
