X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
1,9.03,130.7,-0.75,0.1,2017-07-10,2017-07-10T18:06:52Z,112,NA,981.0666666666666,29.116,100.4,7.72,205.5,NA,NA,NA,NA,NA,NA,NA,NA,0.004,0.004
32,8.28,160.3,-0.68,0.8,2017-07-10,2017-07-10T18:07:23Z,112,NA,980.9333333333334,29.192,102.5,7.85,209.7,NA,NA,NA,NA,NA,NA,NA,NA,0.148,0.148
33,8.28,160.4,-0.69,0.8,2017-07-10,2017-07-10T18:07:24Z,112,NA,981.0666666666666,29.193,102.5,7.85,209.7,NA,NA,NA,NA,NA,NA,NA,NA,0.168,0.168
36,8.27,160.7,-0.69,0.8,2017-07-10,2017-07-10T18:07:27Z,112,NA,981.0666666666666,29.197,102.6,7.86,209.6,NA,NA,NA,NA,NA,NA,NA,NA,0.234,0.234
37,8.27,160.8,-0.69,0.8,2017-07-10,2017-07-10T18:07:28Z,112,NA,981.0666666666666,29.198,102.6,7.86,209.6,NA,NA,NA,NA,NA,NA,NA,NA,0.255,0.255
38,8.27,160.9,-0.68,0.8,2017-07-10,2017-07-10T18:07:29Z,112,NA,981.0666666666666,29.2,102.6,7.86,209.6,NA,NA,NA,NA,NA,NA,NA,NA,0.276,0.276
40,8.27,161,-0.66,0.8,2017-07-10,2017-07-10T18:07:31Z,112,NA,981.0666666666666,29.202,102.6,7.86,209.6,NA,NA,NA,NA,NA,NA,NA,NA,0.315,0.315
44,8.28,161.1,-0.66,0.9,2017-07-10,2017-07-10T18:07:35Z,112,NA,981.0666666666666,29.204,102.7,7.86,209.7,NA,NA,NA,NA,NA,NA,NA,NA,0.389,0.389
45,8.28,161.2,-0.67,1,2017-07-10,2017-07-10T18:07:36Z,112,NA,981.0666666666666,29.204,102.7,7.86,209.6,NA,NA,NA,NA,NA,NA,NA,NA,0.411,0.411
46,8.28,161.2,-0.66,1.1,2017-07-10,2017-07-10T18:07:37Z,112,NA,981.0666666666666,29.204,102.7,7.86,209.6,NA,NA,NA,NA,NA,NA,NA,NA,0.434,0.434
47,8.27,161.3,-0.67,1.2,2017-07-10,2017-07-10T18:07:38Z,112,NA,981.0666666666666,29.204,102.7,7.86,209.6,NA,NA,NA,NA,NA,NA,NA,NA,1.372,1.372
65,8.29,160.7,-0.66,1.4,2017-07-10,2017-07-10T18:07:56Z,112,NA,981.0666666666666,29.205,102.7,7.86,209.6,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.4
68,8.29,160.7,-0.65,1.9,2017-07-10,2017-07-10T18:07:59Z,112,NA,981.0666666666666,29.206,102.7,7.86,209.6,NA,NA,NA,NA,NA,NA,NA,NA,1.433,1.433
69,8.29,160.7,-0.66,2,2017-07-10,2017-07-10T18:08:00Z,112,NA,980.9333333333334,29.206,102.7,7.86,209.7,NA,NA,NA,NA,NA,NA,NA,NA,1.466,1.466
70,8.29,160.7,-0.66,2,2017-07-10,2017-07-10T18:08:01Z,112,NA,980.9333333333334,29.206,102.7,7.86,209.7,NA,NA,NA,NA,NA,NA,NA,NA,1.492,1.492
71,8.29,160.7,-0.66,2,2017-07-10,2017-07-10T18:08:02Z,112,NA,981.0666666666666,29.207,102.7,7.86,209.7,NA,NA,NA,NA,NA,NA,NA,NA,1.515,1.515
72,8.29,160.7,-0.66,2,2017-07-10,2017-07-10T18:08:03Z,112,NA,980.9333333333334,29.207,102.7,7.86,209.6,NA,NA,NA,NA,NA,NA,NA,NA,1.537,1.537
73,8.29,160.6,-0.65,2,2017-07-10,2017-07-10T18:08:04Z,112,NA,981.0666666666666,29.207,102.7,7.86,209.6,NA,NA,NA,NA,NA,NA,NA,NA,1.561,1.561
81,8.29,160.8,-0.68,2.3,2017-07-10,2017-07-10T18:08:12Z,112,NA,981.0666666666666,29.206,102.7,7.87,209.7,NA,NA,NA,NA,NA,NA,NA,NA,1.701,1.701
85,8.29,161,-0.66,2.5,2017-07-10,2017-07-10T18:08:16Z,112,NA,980.9333333333334,29.206,102.7,7.87,209.7,NA,NA,NA,NA,NA,NA,NA,NA,2.522,2.522
89,8.28,161.2,-0.69,2.6,2017-07-10,2017-07-10T18:08:20Z,112,NA,981.0666666666666,29.205,102.7,7.87,209.7,NA,NA,NA,NA,NA,NA,NA,NA,2.561,2.561
109,8.29,161.4,-0.65,3.2,2017-07-10,2017-07-10T18:08:40Z,112,NA,981.0666666666666,29.2,102.7,7.87,209.7,NA,NA,NA,NA,NA,NA,NA,NA,2.613,2.613
110,8.29,161.5,-0.64,3.2,2017-07-10,2017-07-10T18:08:41Z,112,NA,981.0666666666666,29.199,102.7,7.87,209.7,NA,NA,NA,NA,NA,NA,NA,NA,2.643,2.643
111,8.29,161.6,-0.64,3.3,2017-07-10,2017-07-10T18:08:42Z,112,NA,981.0666666666666,29.198,102.7,7.87,209.7,NA,NA,NA,NA,NA,NA,NA,NA,2.668,2.668
112,8.29,161.7,-0.64,3.3,2017-07-10,2017-07-10T18:08:43Z,112,NA,981.0666666666666,29.198,102.7,7.87,209.7,NA,NA,NA,NA,NA,NA,NA,NA,2.691,2.691
113,8.29,161.7,-0.64,3.3,2017-07-10,2017-07-10T18:08:44Z,112,NA,981.0666666666666,29.197,102.7,7.87,209.7,NA,NA,NA,NA,NA,NA,NA,NA,2.712,2.712
114,8.29,161.7,-0.64,3.4,2017-07-10,2017-07-10T18:08:45Z,112,NA,981.0666666666666,29.194,102.7,7.87,209.7,NA,NA,NA,NA,NA,NA,NA,NA,2.74,2.74
115,8.29,161.8,-0.63,3.4,2017-07-10,2017-07-10T18:08:46Z,112,NA,981.0666666666666,29.192,102.7,7.87,209.7,NA,NA,NA,NA,NA,NA,NA,NA,2.763,2.763
116,8.29,161.8,-0.63,3.5,2017-07-10,2017-07-10T18:08:47Z,112,NA,981.0666666666666,29.188,102.7,7.87,209.7,NA,NA,NA,NA,NA,NA,NA,NA,2.785,2.785
117,8.29,161.9,-0.64,3.5,2017-07-10,2017-07-10T18:08:48Z,112,NA,981.0666666666666,29.182,102.7,7.87,209.7,NA,NA,NA,NA,NA,NA,NA,NA,2.806,2.806
130,8.29,162.6,-0.68,3.5,2017-07-10,2017-07-10T18:09:01Z,112,NA,981.0666666666666,29.038,102.8,7.9,209.6,NA,NA,NA,NA,NA,NA,NA,NA,3.462,3.462
142,8.29,163.1,-0.62,4.1,2017-07-10,2017-07-10T18:09:13Z,112,NA,981.0666666666666,28.915,102.9,7.92,209.5,NA,NA,NA,NA,NA,NA,NA,NA,3.55,3.55
143,8.29,163.2,-0.62,4.2,2017-07-10,2017-07-10T18:09:14Z,112,NA,981.0666666666666,28.858,102.8,7.92,209.5,NA,NA,NA,NA,NA,NA,NA,NA,3.584,3.584
144,8.29,163.3,-0.61,4.3,2017-07-10,2017-07-10T18:09:15Z,112,NA,981.1999999999999,28.783,102.7,7.92,209.5,NA,NA,NA,NA,NA,NA,NA,NA,3.613,3.613
145,8.29,163.4,-0.61,4.3,2017-07-10,2017-07-10T18:09:16Z,112,NA,981.0666666666666,28.711,102.6,7.92,209.4,NA,NA,NA,NA,NA,NA,NA,NA,3.641,3.641
148,8.29,163.7,-0.58,4.4,2017-07-10,2017-07-10T18:09:19Z,112,NA,981.0666666666666,28.439,102.5,7.95,209.3,NA,NA,NA,NA,NA,NA,NA,NA,4.373,4.373
