X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
42,8.6,90.7,10.6,0.2,2017-06-12,2017-06-12T18:42:30Z,166,NA,975.1999999999999,28.287,126.3,9.83,203.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0
53,8.65,93.7,10.46,0.6,2017-06-12,2017-06-12T18:42:41Z,166,NA,975.0666666666666,28.266,126,9.81,203.6,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.13
57,8.65,94.8,10.47,0.7,2017-06-12,2017-06-12T18:42:45Z,166,NA,975.0666666666666,28.21,125.1,9.75,203.9,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.21
58,8.65,95.1,10.5,0.8,2017-06-12,2017-06-12T18:42:46Z,166,NA,975.0666666666666,28.187,120,9.36,204,NA,NA,NA,NA,NA,NA,NA,NA,0.231,0.231
59,8.65,95.4,10.56,0.8,2017-06-12,2017-06-12T18:42:47Z,166,NA,975.0666666666666,28.157,118.6,9.25,204.1,NA,NA,NA,NA,NA,NA,NA,NA,0.254,0.254
60,8.64,101,10.55,0.9,2017-06-12,2017-06-12T18:42:48Z,166,NA,975.1999999999999,28.121,116.2,9.07,204.3,NA,NA,NA,NA,NA,NA,NA,NA,0.277,0.277
61,8.53,101.7,10.61,0.9,2017-06-12,2017-06-12T18:42:49Z,166,NA,974.9333333333334,28.083,115.2,9,204.4,NA,NA,NA,NA,NA,NA,NA,NA,0.305,0.305
62,8.52,102.3,10.62,0.9,2017-06-12,2017-06-12T18:42:50Z,166,NA,975.0666666666666,28.041,113.7,8.89,204.6,NA,NA,NA,NA,NA,NA,NA,NA,0.329,0.329
63,8.51,102.4,10.64,0.9,2017-06-12,2017-06-12T18:42:51Z,166,NA,975.0666666666666,28.008,112.4,8.79,204.8,NA,NA,NA,NA,NA,NA,NA,NA,0.354,0.354
64,8.5,102.5,10.65,0.9,2017-06-12,2017-06-12T18:42:52Z,166,NA,975.0666666666666,27.972,111.5,8.73,204.9,NA,NA,NA,NA,NA,NA,NA,NA,0.379,0.379
65,8.49,102.7,10.63,0.9,2017-06-12,2017-06-12T18:42:53Z,166,NA,975.0666666666666,27.939,107.4,8.41,205.1,NA,NA,NA,NA,NA,NA,NA,NA,0.409,0.409
66,8.48,103,10.67,1,2017-06-12,2017-06-12T18:42:54Z,166,NA,975.0666666666666,27.899,106.4,8.33,205.3,NA,NA,NA,NA,NA,NA,NA,NA,0.434,0.434
67,8.48,103.2,10.66,1,2017-06-12,2017-06-12T18:42:55Z,166,NA,975.0666666666666,27.858,104.9,8.23,205.5,NA,NA,NA,NA,NA,NA,NA,NA,0.459,0.459
68,8.47,103.3,10.69,1,2017-06-12,2017-06-12T18:42:56Z,166,NA,975.0666666666666,27.807,103.7,8.14,205.7,NA,NA,NA,NA,NA,NA,NA,NA,0.485,0.485
