X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
54,8.48,109,8.11,0.6,2017-05-30,2017-05-30T15:50:02Z,186,NA,980.9333333333334,22.949,121.4,10.42,103,NA,NA,NA,NA,NA,NA,NA,NA,0,0
56,8.43,109.7,8.19,0.7,2017-05-30,2017-05-30T15:50:04Z,186,NA,980.9333333333334,22.888,119.6,10.27,103,NA,NA,NA,NA,NA,NA,NA,NA,0.043,0.043
57,8.42,110.1,8.19,0.7,2017-05-30,2017-05-30T15:50:05Z,186,NA,980.8000000000001,22.853,115,9.89,103.1,NA,NA,NA,NA,NA,NA,NA,NA,0.064,0.064
58,8.41,110.5,8.23,0.7,2017-05-30,2017-05-30T15:50:06Z,186,NA,980.8000000000001,22.833,114,9.81,103.1,NA,NA,NA,NA,NA,NA,NA,NA,0.091,0.091
59,8.41,110.9,8.31,0.7,2017-05-30,2017-05-30T15:50:07Z,186,NA,980.8000000000001,22.81,112.9,9.72,103.1,NA,NA,NA,NA,NA,NA,NA,NA,0.124,0.124
60,8.4,111.3,8.41,0.7,2017-05-30,2017-05-30T15:50:08Z,186,NA,980.9333333333334,22.789,111.9,9.63,103.1,NA,NA,NA,NA,NA,NA,NA,NA,0.158,0.158
61,8.39,111.7,8.56,0.7,2017-05-30,2017-05-30T15:50:09Z,186,NA,980.8000000000001,22.77,111.6,9.61,103.1,NA,NA,NA,NA,NA,NA,NA,NA,0.185,0.185
62,8.38,112.2,8.59,0.7,2017-05-30,2017-05-30T15:50:10Z,186,NA,980.8000000000001,22.755,110.9,9.56,103.1,NA,NA,NA,NA,NA,NA,NA,NA,0.214,0.214
63,8.37,112.5,8.52,0.8,2017-05-30,2017-05-30T15:50:11Z,186,NA,980.8000000000001,22.738,110.3,9.5,103.2,NA,NA,NA,NA,NA,NA,NA,NA,0.236,0.236
64,8.36,112.9,8.49,0.8,2017-05-30,2017-05-30T15:50:12Z,186,NA,980.9333333333334,22.722,109.8,9.46,103.2,NA,NA,NA,NA,NA,NA,NA,NA,0.277,0.277
65,8.35,113.2,8.5,0.8,2017-05-30,2017-05-30T15:50:13Z,186,NA,980.9333333333334,22.705,109.2,9.42,103.2,NA,NA,NA,NA,NA,NA,NA,NA,0.301,0.301
66,8.25,113.5,8.53,0.8,2017-05-30,2017-05-30T15:50:14Z,186,NA,980.8000000000001,22.691,108.8,9.38,103.2,NA,NA,NA,NA,NA,NA,NA,NA,0.337,0.337
67,8.23,113.8,8.52,0.8,2017-05-30,2017-05-30T15:50:15Z,186,NA,980.8000000000001,22.673,108.3,9.35,103.2,NA,NA,NA,NA,NA,NA,NA,NA,0.362,0.362
68,8.22,114.1,8.57,0.9,2017-05-30,2017-05-30T15:50:16Z,186,NA,980.9333333333334,22.659,107.9,9.32,103.3,NA,NA,NA,NA,NA,NA,NA,NA,0.393,0.393
69,8.21,114.4,8.64,0.9,2017-05-30,2017-05-30T15:50:17Z,186,NA,980.8000000000001,22.646,103.8,8.96,103.3,NA,NA,NA,NA,NA,NA,NA,NA,0.431,0.431
70,8.21,114.7,8.63,0.9,2017-05-30,2017-05-30T15:50:18Z,186,NA,980.8000000000001,22.633,103.1,8.9,103.3,NA,NA,NA,NA,NA,NA,NA,NA,0.463,0.463
71,8.2,115,8.68,0.9,2017-05-30,2017-05-30T15:50:19Z,186,NA,980.6666666666666,22.619,102.3,8.83,103.3,NA,NA,NA,NA,NA,NA,NA,NA,0.494,0.494
72,8.19,115.3,8.72,1,2017-05-30,2017-05-30T15:50:20Z,186,NA,980.8000000000001,22.606,102.1,8.82,103.3,NA,NA,NA,NA,NA,NA,NA,NA,0.525,0.525
73,8.18,115.6,8.9,1,2017-05-30,2017-05-30T15:50:21Z,186,NA,980.8000000000001,22.595,101.6,8.78,103.3,NA,NA,NA,NA,NA,NA,NA,NA,0.561,0.561
74,8.17,115.9,8.86,1,2017-05-30,2017-05-30T15:50:22Z,186,NA,980.8000000000001,22.58,101.3,8.75,103.4,NA,NA,NA,NA,NA,NA,NA,NA,0.591,0.591
75,8.17,116.2,8.78,1,2017-05-30,2017-05-30T15:50:23Z,186,NA,980.9333333333334,22.566,100.8,8.72,103.4,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.62
76,8.16,116.5,8.83,1,2017-05-30,2017-05-30T15:50:24Z,186,NA,980.8000000000001,22.553,100.5,8.69,103.4,NA,NA,NA,NA,NA,NA,NA,NA,0.647,0.647
77,8.16,116.8,8.86,1,2017-05-30,2017-05-30T15:50:25Z,186,NA,980.8000000000001,22.545,100,8.65,103.4,NA,NA,NA,NA,NA,NA,NA,NA,0.678,0.678
78,8.15,117,8.91,1,2017-05-30,2017-05-30T15:50:26Z,186,NA,980.8000000000001,22.534,99.6,8.62,103.4,NA,NA,NA,NA,NA,NA,NA,NA,0.701,0.701
79,8.14,117.3,8.91,1,2017-05-30,2017-05-30T15:50:27Z,186,NA,980.9333333333334,22.524,96.2,8.32,103.5,NA,NA,NA,NA,NA,NA,NA,NA,0.722,0.722
81,8.13,117.9,8.9,1,2017-05-30,2017-05-30T15:50:29Z,186,NA,980.8000000000001,22.508,95.2,8.24,103.5,NA,NA,NA,NA,NA,NA,NA,NA,0.762,0.762
124,7.71,127.1,10.65,1.7,2017-05-30,2017-05-30T15:51:12Z,186,NA,980.8000000000001,22.061,77.7,6.78,105.3,NA,NA,NA,NA,NA,NA,NA,NA,1.294,1.294
128,7.7,127.9,10.97,1.8,2017-05-30,2017-05-30T15:51:16Z,186,NA,980.9333333333334,22.005,72.8,6.36,105.6,NA,NA,NA,NA,NA,NA,NA,NA,1.363,1.363
132,7.58,128.7,11.35,1.9,2017-05-30,2017-05-30T15:51:20Z,186,NA,980.6666666666666,21.936,71.8,6.28,106,NA,NA,NA,NA,NA,NA,NA,NA,1.437,1.437
136,7.56,129.5,11.56,1.9,2017-05-30,2017-05-30T15:51:24Z,186,NA,980.8000000000001,21.861,70.7,6.2,106.3,NA,NA,NA,NA,NA,NA,NA,NA,1.512,1.512
139,7.55,130.1,11.77,2,2017-05-30,2017-05-30T15:51:27Z,186,NA,980.8000000000001,21.807,65.7,5.76,106.5,NA,NA,NA,NA,NA,NA,NA,NA,1.573,1.573
141,7.55,130.5,11.77,2,2017-05-30,2017-05-30T15:51:29Z,186,NA,980.8000000000001,21.769,65,5.7,106.7,NA,NA,NA,NA,NA,NA,NA,NA,1.611,1.611
142,7.54,130.7,11.84,2,2017-05-30,2017-05-30T15:51:30Z,186,NA,980.8000000000001,21.749,64.5,5.66,106.7,NA,NA,NA,NA,NA,NA,NA,NA,1.631,1.631
143,7.54,130.8,11.99,2,2017-05-30,2017-05-30T15:51:31Z,186,NA,980.8000000000001,21.727,64.1,5.63,106.8,NA,NA,NA,NA,NA,NA,NA,NA,1.654,1.654
145,7.53,131.2,12.2,2,2017-05-30,2017-05-30T15:51:33Z,186,NA,980.9333333333334,21.684,63.4,5.58,107,NA,NA,NA,NA,NA,NA,NA,NA,1.692,1.692
147,7.53,131.5,12.59,2.1,2017-05-30,2017-05-30T15:51:35Z,186,NA,980.6666666666666,21.638,62.8,5.52,107.2,NA,NA,NA,NA,NA,NA,NA,NA,1.734,1.734
149,7.52,131.8,12.99,2.1,2017-05-30,2017-05-30T15:51:37Z,186,NA,980.6666666666666,21.602,59,5.19,107.3,NA,NA,NA,NA,NA,NA,NA,NA,1.773,1.773
150,7.52,132,13.05,2.1,2017-05-30,2017-05-30T15:51:38Z,186,NA,980.9333333333334,21.584,58.2,5.12,107.4,NA,NA,NA,NA,NA,NA,NA,NA,1.793,1.793
151,7.51,132.1,13.19,2.1,2017-05-30,2017-05-30T15:51:39Z,186,NA,980.8000000000001,21.57,57.1,5.03,107.4,NA,NA,NA,NA,NA,NA,NA,NA,1.816,1.816
153,7.51,132.4,13.48,2.2,2017-05-30,2017-05-30T15:51:41Z,186,NA,980.8000000000001,21.534,55.9,4.93,107.6,NA,NA,NA,NA,NA,NA,NA,NA,1.856,1.856
157,7.49,133,13.83,2.2,2017-05-30,2017-05-30T15:51:45Z,186,NA,980.6666666666666,21.481,53.6,4.74,107.8,NA,NA,NA,NA,NA,NA,NA,NA,1.934,1.934
159,7.47,133.3,14.05,2.2,2017-05-30,2017-05-30T15:51:47Z,186,NA,980.8000000000001,21.466,52.8,4.66,107.9,NA,NA,NA,NA,NA,NA,NA,NA,1.971,1.971
161,7.46,133.5,14.2,2.2,2017-05-30,2017-05-30T15:51:49Z,186,NA,980.8000000000001,21.447,48.6,4.3,107.9,NA,NA,NA,NA,NA,NA,NA,NA,2,2
202,7.23,138.7,17.68,2.9,2017-05-30,2017-05-30T15:52:30Z,186,NA,980.8000000000001,20.826,33.9,3.03,112,NA,NA,NA,NA,NA,NA,NA,NA,2.472,2.472
204,7.21,139,18,3,2017-05-30,2017-05-30T15:52:32Z,186,NA,980.8000000000001,20.733,32.7,2.92,112.7,NA,NA,NA,NA,NA,NA,NA,NA,2.508,2.508
205,7.21,139.2,18.14,3.1,2017-05-30,2017-05-30T15:52:33Z,186,NA,980.6666666666666,20.695,28.7,2.57,113.1,NA,NA,NA,NA,NA,NA,NA,NA,2.53,2.53
206,7.2,139.4,18.23,3.1,2017-05-30,2017-05-30T15:52:34Z,186,NA,980.6666666666666,20.657,27.1,2.43,113.5,NA,NA,NA,NA,NA,NA,NA,NA,2.558,2.558
207,7.2,139.5,18.28,3.1,2017-05-30,2017-05-30T15:52:35Z,186,NA,980.8000000000001,20.622,25.5,2.29,113.9,NA,NA,NA,NA,NA,NA,NA,NA,2.58,2.58
208,7.19,139.7,18.43,3.1,2017-05-30,2017-05-30T15:52:36Z,186,NA,980.8000000000001,20.573,24.3,2.18,114.2,NA,NA,NA,NA,NA,NA,NA,NA,2.604,2.604
209,7.18,139.8,18.51,3.1,2017-05-30,2017-05-30T15:52:37Z,186,NA,980.8000000000001,20.524,23.8,2.14,114.6,NA,NA,NA,NA,NA,NA,NA,NA,2.628,2.628
210,7.18,139.9,18.62,3.1,2017-05-30,2017-05-30T15:52:38Z,186,NA,980.8000000000001,20.497,23.3,2.09,114.9,NA,NA,NA,NA,NA,NA,NA,NA,2.648,2.648
211,7.17,140.1,18.71,3.2,2017-05-30,2017-05-30T15:52:39Z,186,NA,980.6666666666666,20.431,22.6,2.03,115.4,NA,NA,NA,NA,NA,NA,NA,NA,2.682,2.682
212,7.17,140.2,18.88,3.2,2017-05-30,2017-05-30T15:52:40Z,186,NA,980.6666666666666,20.387,22.1,1.99,115.7,NA,NA,NA,NA,NA,NA,NA,NA,2.707,2.707
213,7.16,140.4,19.02,3.2,2017-05-30,2017-05-30T15:52:41Z,186,NA,980.6666666666666,20.351,21.5,1.94,116.1,NA,NA,NA,NA,NA,NA,NA,NA,2.733,2.733
214,7.15,140.5,19.1,3.2,2017-05-30,2017-05-30T15:52:42Z,186,NA,980.6666666666666,20.33,21.1,1.9,116.2,NA,NA,NA,NA,NA,NA,NA,NA,2.754,2.754
215,7.15,140.7,19.12,3.2,2017-05-30,2017-05-30T15:52:43Z,186,NA,980.6666666666666,20.27,17.4,1.57,116.7,NA,NA,NA,NA,NA,NA,NA,NA,2.79,2.79
216,7.14,140.8,19.16,3.3,2017-05-30,2017-05-30T15:52:44Z,186,NA,980.6666666666666,20.234,16.7,1.51,116.9,NA,NA,NA,NA,NA,NA,NA,NA,2.815,2.815
217,7.14,141,19.26,3.3,2017-05-30,2017-05-30T15:52:45Z,186,NA,980.8000000000001,20.209,16,1.45,117.1,NA,NA,NA,NA,NA,NA,NA,NA,2.841,2.841
218,7.13,141.1,19.37,3.3,2017-05-30,2017-05-30T15:52:46Z,186,NA,980.8000000000001,20.182,15.6,1.41,117.2,NA,NA,NA,NA,NA,NA,NA,NA,2.865,2.865
219,7.12,141.3,19.31,3.3,2017-05-30,2017-05-30T15:52:47Z,186,NA,980.6666666666666,20.151,15.2,1.38,117.4,NA,NA,NA,NA,NA,NA,NA,NA,2.893,2.893
220,7.12,141.4,19.37,3.3,2017-05-30,2017-05-30T15:52:48Z,186,NA,980.9333333333334,20.124,14.9,1.35,117.5,NA,NA,NA,NA,NA,NA,NA,NA,2.917,2.917
222,7.1,141.6,19.44,3.4,2017-05-30,2017-05-30T15:52:50Z,186,NA,980.8000000000001,20.083,14.3,1.3,117.8,NA,NA,NA,NA,NA,NA,NA,NA,2.962,2.962
223,7.1,141.7,19.58,3.4,2017-05-30,2017-05-30T15:52:51Z,186,NA,980.8000000000001,20.065,14,1.27,117.9,NA,NA,NA,NA,NA,NA,NA,NA,2.988,2.988
224,7.09,141.8,19.73,3.4,2017-05-30,2017-05-30T15:52:52Z,186,NA,980.8000000000001,20.048,13.8,1.25,118,NA,NA,NA,NA,NA,NA,NA,NA,3.01,3.01
225,7.09,141.9,19.88,3.4,2017-05-30,2017-05-30T15:52:53Z,186,NA,980.8000000000001,20.026,13.5,1.23,118.1,NA,NA,NA,NA,NA,NA,NA,NA,3.032,3.032
227,7.08,142,24.66,3.5,2017-05-30,2017-05-30T15:52:55Z,186,NA,980.6666666666666,19.986,13.2,1.2,118.3,NA,NA,NA,NA,NA,NA,NA,NA,3.079,3.079
228,7.07,142.1,21.2,3.5,2017-05-30,2017-05-30T15:52:56Z,186,NA,980.8000000000001,19.972,12.9,1.18,118.4,NA,NA,NA,NA,NA,NA,NA,NA,3.101,3.101
229,7.07,142.2,20.58,3.5,2017-05-30,2017-05-30T15:52:57Z,186,NA,980.6666666666666,19.959,12.8,1.16,118.6,NA,NA,NA,NA,NA,NA,NA,NA,3.122,3.122
