X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
7,6.98,214.3,0.22,0,2017-07-12,2017-07-12T13:00:00Z,102,NA,985.8666666666667,29.229,122.4,9.37,306.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0
34,7.17,220.8,0.38,1.3,2017-07-12,2017-07-12T13:00:27Z,102,NA,985.8666666666667,27.122,139.2,11.06,318.4,NA,NA,NA,NA,NA,NA,NA,NA,1.297,1.297
85,7.32,217.4,1.36,2.2,2017-07-12,2017-07-12T13:01:18Z,102,NA,985.8666666666667,25.869,127.4,10.35,331.7,NA,NA,NA,NA,NA,NA,NA,NA,1.681,1.681
86,7.32,217.5,1.4,2.2,2017-07-12,2017-07-12T13:01:19Z,102,NA,985.8666666666667,25.824,119.1,9.68,332,NA,NA,NA,NA,NA,NA,NA,NA,1.705,1.705
87,7.32,217.4,1.43,2.2,2017-07-12,2017-07-12T13:01:20Z,102,NA,985.8666666666667,25.759,112.9,9.19,332.4,NA,NA,NA,NA,NA,NA,NA,NA,1.728,1.728
88,7.32,217.4,1.49,2.2,2017-07-12,2017-07-12T13:01:21Z,102,NA,985.8666666666667,25.686,104.5,8.52,332.9,NA,NA,NA,NA,NA,NA,NA,NA,1.752,1.752
89,7.31,217.4,1.56,2.2,2017-07-12,2017-07-12T13:01:22Z,102,NA,985.8666666666667,25.621,96.9,7.91,333.5,NA,NA,NA,NA,NA,NA,NA,NA,1.781,1.781
90,7.31,217.3,1.63,2.2,2017-07-12,2017-07-12T13:01:23Z,102,NA,985.7333333333332,25.546,88.2,7.2,334.1,NA,NA,NA,NA,NA,NA,NA,NA,1.804,1.804
91,7.31,217.3,1.7,2.2,2017-07-12,2017-07-12T13:01:24Z,102,NA,985.8666666666667,25.476,84.5,6.91,334.7,NA,NA,NA,NA,NA,NA,NA,NA,1.827,1.827
92,7.31,217.3,1.77,2.3,2017-07-12,2017-07-12T13:01:25Z,102,NA,985.8666666666667,25.395,76.1,6.24,335.3,NA,NA,NA,NA,NA,NA,NA,NA,1.851,1.851
93,7.31,217.2,1.83,2.2,2017-07-12,2017-07-12T13:01:26Z,102,NA,985.8666666666667,25.325,72.1,5.91,336,NA,NA,NA,NA,NA,NA,NA,NA,1.874,1.874
122,7.21,217.7,2.69,2.8,2017-07-12,2017-07-12T13:01:55Z,102,NA,985.8666666666667,24.821,30,2.48,340.7,NA,NA,NA,NA,NA,NA,NA,NA,2.286,2.286
144,7.16,217,101.51,3,2017-07-12,2017-07-12T13:02:17Z,102,NA,985.8666666666667,23.864,13.4,1.13,344,NA,NA,NA,NA,NA,NA,NA,NA,2.644,2.644
