DO_percent,DO_mgpL,pH,PC,CHL,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,orp_mV,latitude,longitude,altitude_m,depth_m,verticalPosition_m
86.4,6.61,7.93,-1.97,3.28,2017-08-04,2017-08-04T08:06:00Z,149,NA,NA,29.2,86.4,6.61,NA,NA,3.28,-1.97,NA,NA,218.7,NA,NA,NA,0,0
85.3,6.54,8.04,-2.07,3.4,2017-08-04,2017-08-04T08:06:00Z,149,NA,NA,29.2,85.3,6.54,NA,NA,3.4,-2.07,NA,NA,217.9,NA,NA,NA,1,1
84.3,6.46,8.06,-2.09,3.55,2017-08-04,2017-08-04T08:06:00Z,149,NA,NA,29.2,84.3,6.46,NA,NA,3.55,-2.09,NA,NA,221,NA,NA,NA,3,3
84.1,6.45,8.05,-2.16,3.53,2017-08-04,2017-08-04T08:06:00Z,149,NA,NA,29.2,84.1,6.45,NA,NA,3.53,-2.16,NA,NA,224.4,NA,NA,NA,5,5
83.7,6.42,8.05,-2.17,3.69,2017-08-04,2017-08-04T08:06:00Z,149,NA,NA,29.2,83.7,6.42,NA,NA,3.69,-2.17,NA,NA,227.7,NA,NA,NA,7,7
83.7,6.42,8.04,-2.2,3.52,2017-08-04,2017-08-04T08:06:00Z,149,NA,NA,29.1,83.7,6.42,NA,NA,3.52,-2.2,NA,NA,231.7,NA,NA,NA,9,9
84.4,6.47,8.09,-2.17,4.03,2017-08-04,2017-08-04T08:06:00Z,149,NA,NA,29.1,84.4,6.47,NA,NA,4.03,-2.17,NA,NA,232.4,NA,NA,NA,10,10
