X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
35,7.91,179,5.58,0.2,2017-06-28,2017-06-28T09:56:52Z,115,NA,988.5333333333333,24.705,96,7.98,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
50,7.95,179.4,5.57,0.7,2017-06-28,2017-06-28T09:57:07Z,115,NA,988.5333333333333,24.71,96,7.97,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.195
53,7.96,179.5,5.49,0.8,2017-06-28,2017-06-28T09:57:10Z,115,NA,988.4,24.708,96,7.97,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.253,0.253
54,7.96,179.6,5.51,0.8,2017-06-28,2017-06-28T09:57:11Z,115,NA,988.4,24.708,96,7.97,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.278,0.278
55,7.96,179.6,5.46,0.8,2017-06-28,2017-06-28T09:57:12Z,115,NA,988.5333333333333,24.707,95.9,7.97,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.299,0.299
56,7.96,179.7,5.44,0.8,2017-06-28,2017-06-28T09:57:13Z,115,NA,988.5333333333333,24.706,95.9,7.97,124.2,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.32
57,7.97,179.7,5.48,0.8,2017-06-28,2017-06-28T09:57:14Z,115,NA,988.5333333333333,24.705,95.9,7.96,124.2,NA,NA,NA,NA,NA,NA,NA,NA,0.342,0.342
58,7.97,179.8,5.48,0.8,2017-06-28,2017-06-28T09:57:15Z,115,NA,988.5333333333333,24.704,95.8,7.96,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.368,0.368
59,7.97,179.8,5.45,0.8,2017-06-28,2017-06-28T09:57:16Z,115,NA,988.5333333333333,24.703,95.8,7.96,124.2,NA,NA,NA,NA,NA,NA,NA,NA,0.39,0.39
60,7.97,179.8,5.43,0.8,2017-06-28,2017-06-28T09:57:17Z,115,NA,988.5333333333333,24.702,95.7,7.95,124.2,NA,NA,NA,NA,NA,NA,NA,NA,0.412,0.412
61,7.97,179.9,5.48,0.9,2017-06-28,2017-06-28T09:57:18Z,115,NA,988.5333333333333,24.702,95.7,7.95,124.2,NA,NA,NA,NA,NA,NA,NA,NA,0.435,0.435
62,7.98,179.9,5.45,0.9,2017-06-28,2017-06-28T09:57:19Z,115,NA,988.4,24.701,95.6,7.95,124.2,NA,NA,NA,NA,NA,NA,NA,NA,0.462,0.462
63,7.98,180,5.44,0.9,2017-06-28,2017-06-28T09:57:20Z,115,NA,988.6666666666666,24.7,95.6,7.94,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.486,0.486
64,7.98,180.1,5.44,0.9,2017-06-28,2017-06-28T09:57:21Z,115,NA,988.5333333333333,24.699,95.6,7.94,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.508,0.508
65,7.98,180.1,5.5,0.9,2017-06-28,2017-06-28T09:57:22Z,115,NA,988.4,24.699,95.5,7.94,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.531,0.531
66,7.98,180.1,5.5,0.9,2017-06-28,2017-06-28T09:57:23Z,115,NA,988.5333333333333,24.698,95.5,7.93,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.557,0.557
67,7.98,180.2,5.56,0.9,2017-06-28,2017-06-28T09:57:24Z,115,NA,988.4,24.697,95.5,7.93,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.578,0.578
68,7.98,180.2,5.6,0.9,2017-06-28,2017-06-28T09:57:25Z,115,NA,988.5333333333333,24.696,95.4,7.93,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6
69,7.99,180.2,5.62,0.9,2017-06-28,2017-06-28T09:57:26Z,115,NA,988.4,24.695,95.4,7.93,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.621,0.621
70,7.99,180.3,5.69,0.9,2017-06-28,2017-06-28T09:57:27Z,115,NA,988.5333333333333,24.693,95.4,7.92,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.647,0.647
74,7.99,180.4,5.66,1,2017-06-28,2017-06-28T09:57:31Z,115,NA,988.5333333333333,24.69,95.2,7.91,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.727,0.727
76,8,180.5,5.66,1.1,2017-06-28,2017-06-28T09:57:33Z,115,NA,988.5333333333333,24.688,95.1,7.91,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.766,0.766
77,8,180.6,5.68,1.1,2017-06-28,2017-06-28T09:57:34Z,115,NA,988.4,24.687,95.1,7.9,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.786,0.786
78,8,180.6,5.71,1.1,2017-06-28,2017-06-28T09:57:35Z,115,NA,988.5333333333333,24.686,95.1,7.9,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.806,0.806
79,8,180.6,5.7,1.1,2017-06-28,2017-06-28T09:57:36Z,115,NA,988.5333333333333,24.684,95,7.89,124.1,NA,NA,NA,NA,NA,NA,NA,NA,0.829,0.829
