dateTime_Round,X,pH,phycocyaninBGA_RFU,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,salinity_psu,tds_mgpL,orp_mV,latitude,longitude,altitude_m,depth_m,verticalPosition_m
2017-08-08T11:01:36Z,21.5,7.42,0.6065,2017-08-08,2017-08-08T11:01:36Z,159,NA,991.7333333333333,25.7175,99.6,8.114999999999998,318.1,NA,2.529,NA,NA,NA,NA,NA,NA,0.002,0.002
2017-08-08T11:01:39Z,24,7.43,0.599,2017-08-08,2017-08-08T11:01:39Z,159,NA,991.6888888888889,25.721666666666668,99.4,8.1,318.1,NA,2.5633333333333335,NA,NA,NA,NA,NA,NA,0.029333333333333333,0.029333333333333333
2017-08-08T11:01:42Z,27,7.44,0.575,2017-08-08,2017-08-08T11:01:42Z,159,NA,991.8222222222222,25.728333333333335,99.13333333333333,8.076666666666666,318.1,NA,2.5843333333333334,NA,NA,NA,NA,NA,NA,0.06533333333333333,0.06533333333333333
2017-08-08T11:01:45Z,30,7.45,0.57,2017-08-08,2017-08-08T11:01:45Z,159,NA,991.6888888888889,25.734333333333336,99,8.066666666666666,318.2,NA,2.5816666666666666,NA,NA,NA,NA,NA,NA,0.112,0.112
2017-08-08T11:01:48Z,33,7.463333333333333,0.5806666666666667,2017-08-08,2017-08-08T11:01:48Z,159,NA,991.7333333333333,25.740666666666666,99,8.06,318.2,NA,2.5660000000000003,NA,NA,NA,NA,NA,NA,0.172,0.172
2017-08-08T11:01:51Z,36,7.476666666666667,0.5853333333333333,2017-08-08,2017-08-08T11:01:51Z,159,NA,991.6888888888889,25.744,99,8.06,318.2,NA,2.5476666666666667,NA,NA,NA,NA,NA,NA,0.23833333333333334,0.23833333333333334
2017-08-08T11:01:54Z,39,7.496666666666667,0.5873333333333333,2017-08-08,2017-08-08T11:01:54Z,159,NA,991.6888888888889,25.743666666666666,99,8.06,318.2,NA,2.551,NA,NA,NA,NA,NA,NA,0.32,0.32
2017-08-08T11:01:57Z,42,7.516666666666667,0.5766666666666667,2017-08-08,2017-08-08T11:01:57Z,159,NA,991.7777777777777,25.740333333333332,98.9,8.06,318.2,NA,2.5296666666666665,NA,NA,NA,NA,NA,NA,0.4093333333333333,0.4093333333333333
2017-08-08T11:02:00Z,45,7.533333333333333,0.548,2017-08-08,2017-08-08T11:02:00Z,159,NA,991.6888888888889,25.736666666666665,98.86666666666667,8.053333333333335,318.2,NA,2.513,NA,NA,NA,NA,NA,NA,0.49533333333333335,0.49533333333333335
2017-08-08T11:02:03Z,48,7.546666666666667,0.5576666666666668,2017-08-08,2017-08-08T11:02:03Z,159,NA,991.6888888888889,25.733,98.8,8.05,318.2,NA,2.530333333333333,NA,NA,NA,NA,NA,NA,0.5606666666666666,0.5606666666666666
2017-08-08T11:02:06Z,51,7.556666666666667,0.562,2017-08-08,2017-08-08T11:02:06Z,159,NA,991.7333333333333,25.728333333333335,98.66666666666667,8.04,318.2,NA,2.510333333333333,NA,NA,NA,NA,NA,NA,0.622,0.622
2017-08-08T11:02:09Z,54,7.57,0.576,2017-08-08,2017-08-08T11:02:09Z,159,NA,991.7777777777777,25.718,98.5,8.026666666666666,318.2,NA,2.522,NA,NA,NA,NA,NA,NA,0.6823333333333333,0.6823333333333333
2017-08-08T11:02:12Z,57,7.58,0.566,2017-08-08,2017-08-08T11:02:12Z,159,NA,991.6444444444444,25.694,98.3,8.01,318.23333333333335,NA,2.5203333333333333,NA,NA,NA,NA,NA,NA,0.738,0.738
2017-08-08T11:02:15Z,60,7.59,0.569,2017-08-08,2017-08-08T11:02:15Z,159,NA,991.6888888888889,25.667,97.83333333333333,7.98,318.26666666666665,NA,2.512,NA,NA,NA,NA,NA,NA,0.7983333333333333,0.7983333333333333
2017-08-08T11:02:18Z,63,7.6,0.5776666666666667,2017-08-08,2017-08-08T11:02:18Z,159,NA,991.6888888888889,25.641,97.43333333333334,7.95,318.3,NA,2.5003333333333333,NA,NA,NA,NA,NA,NA,0.8636666666666667,0.8636666666666667
2017-08-08T11:02:21Z,66,7.61,0.5636666666666666,2017-08-08,2017-08-08T11:02:21Z,159,NA,991.6444444444444,25.620333333333335,97,7.92,318.3,NA,2.496,NA,NA,NA,NA,NA,NA,0.922,0.922
2017-08-08T11:02:24Z,69,7.616666666666667,0.5656666666666667,2017-08-08,2017-08-08T11:02:24Z,159,NA,991.8222222222222,25.611666666666665,96.7,7.8966666666666665,318.23333333333335,NA,2.4943333333333335,NA,NA,NA,NA,NA,NA,0.9676666666666667,0.9676666666666667
2017-08-08T11:02:27Z,72,7.623333333333333,0.5503333333333333,2017-08-08,2017-08-08T11:02:27Z,159,NA,991.7777777777777,25.611,96.53333333333333,7.883333333333333,318.2,NA,2.508,NA,NA,NA,NA,NA,NA,1.0066666666666666,1.0066666666666666
2017-08-08T11:02:39Z,84,7.65,0.5443333333333333,2017-08-08,2017-08-08T11:02:39Z,159,NA,991.6444444444444,25.618666666666666,96.4,7.87,318.2,NA,2.573,NA,NA,NA,NA,NA,NA,1.07,1.07
2017-08-08T11:02:42Z,87,7.656666666666667,0.5453333333333333,2017-08-08,2017-08-08T11:02:42Z,159,NA,991.6888888888889,25.619333333333334,96.46666666666667,7.87,318.2,NA,2.586,NA,NA,NA,NA,NA,NA,1.0993333333333335,1.0993333333333335
2017-08-08T11:02:45Z,90,7.66,0.5476666666666667,2017-08-08,2017-08-08T11:02:45Z,159,NA,991.7333333333332,25.613333333333333,96.4,7.87,318.2,NA,2.5606666666666666,NA,NA,NA,NA,NA,NA,1.1446666666666667,1.1446666666666667
2017-08-08T11:02:48Z,93,7.663333333333333,0.542,2017-08-08,2017-08-08T11:02:48Z,159,NA,991.6888888888889,25.603,96.2,7.8566666666666665,318.3,NA,2.55,NA,NA,NA,NA,NA,NA,1.192,1.192
