X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
42,7.95,215.1,6,0.2,2017-06-13,2017-06-13T08:41:00Z,070,NA,979.1999999999999,26.403,82.1,6.61,249.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0
55,7.95,215.6,6.18,0.8,2017-06-13,2017-06-13T08:41:13Z,070,NA,979.1999999999999,26.407,81.4,6.55,249.8,NA,NA,NA,NA,NA,NA,NA,NA,0.183,0.183
56,7.95,215.6,6.22,0.8,2017-06-13,2017-06-13T08:41:14Z,070,NA,979.1999999999999,26.406,81.3,6.54,249.9,NA,NA,NA,NA,NA,NA,NA,NA,0.204,0.204
57,7.95,215.6,6.25,0.8,2017-06-13,2017-06-13T08:41:15Z,070,NA,979.1999999999999,26.403,81.1,6.53,249.9,NA,NA,NA,NA,NA,NA,NA,NA,0.226,0.226
58,7.95,215.7,6.23,0.8,2017-06-13,2017-06-13T08:41:16Z,070,NA,979.1999999999999,26.401,81,6.52,249.9,NA,NA,NA,NA,NA,NA,NA,NA,0.248,0.248
59,7.94,215.7,6.27,0.9,2017-06-13,2017-06-13T08:41:17Z,070,NA,979.1999999999999,26.398,80.7,6.5,249.9,NA,NA,NA,NA,NA,NA,NA,NA,0.271,0.271
60,7.94,215.8,6.31,0.9,2017-06-13,2017-06-13T08:41:18Z,070,NA,979.1999999999999,26.395,80.5,6.48,250,NA,NA,NA,NA,NA,NA,NA,NA,0.299,0.299
61,7.94,215.8,6.31,0.9,2017-06-13,2017-06-13T08:41:19Z,070,NA,979.1999999999999,26.391,80.2,6.46,250,NA,NA,NA,NA,NA,NA,NA,NA,0.322,0.322
62,7.94,215.9,6.33,1,2017-06-13,2017-06-13T08:41:20Z,070,NA,979.1999999999999,26.386,79.9,6.44,250,NA,NA,NA,NA,NA,NA,NA,NA,0.347,0.347
63,7.94,216,6.33,1,2017-06-13,2017-06-13T08:41:21Z,070,NA,979.1999999999999,26.382,79.6,6.41,250.1,NA,NA,NA,NA,NA,NA,NA,NA,0.378,0.378
64,7.93,216,6.35,1,2017-06-13,2017-06-13T08:41:22Z,070,NA,979.3333333333334,26.377,79.3,6.38,250.1,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.403
65,7.93,216.1,6.35,1,2017-06-13,2017-06-13T08:41:23Z,070,NA,979.3333333333334,26.373,78.9,6.35,250.1,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.43
66,7.93,216.2,6.43,1,2017-06-13,2017-06-13T08:41:24Z,070,NA,979.1999999999999,26.369,78.5,6.32,250.1,NA,NA,NA,NA,NA,NA,NA,NA,0.456,0.456
67,7.93,216.3,6.48,1.1,2017-06-13,2017-06-13T08:41:25Z,070,NA,979.1999999999999,26.366,78.1,6.29,250.2,NA,NA,NA,NA,NA,NA,NA,NA,0.484,0.484
68,7.92,216.4,6.47,1.1,2017-06-13,2017-06-13T08:41:26Z,070,NA,979.1999999999999,26.363,77.8,6.26,250.2,NA,NA,NA,NA,NA,NA,NA,NA,0.518,0.518
69,7.92,216.6,6.48,1.1,2017-06-13,2017-06-13T08:41:27Z,070,NA,979.1999999999999,26.36,77.4,6.24,250.2,NA,NA,NA,NA,NA,NA,NA,NA,0.547,0.547
70,7.92,216.7,6.47,1.2,2017-06-13,2017-06-13T08:41:28Z,070,NA,979.3333333333334,26.356,77.1,6.21,250.2,NA,NA,NA,NA,NA,NA,NA,NA,0.578,0.578
71,7.91,216.9,6.44,1.2,2017-06-13,2017-06-13T08:41:29Z,070,NA,979.3333333333334,26.352,76.8,6.19,250.2,NA,NA,NA,NA,NA,NA,NA,NA,0.609,0.609
72,7.91,217,6.45,1.3,2017-06-13,2017-06-13T08:41:30Z,070,NA,979.1999999999999,26.348,76.5,6.16,250.2,NA,NA,NA,NA,NA,NA,NA,NA,0.647,0.647
73,7.91,217.2,6.41,1.3,2017-06-13,2017-06-13T08:41:31Z,070,NA,979.1999999999999,26.346,76.2,6.14,250.2,NA,NA,NA,NA,NA,NA,NA,NA,0.681,0.681
74,7.9,217.3,6.36,1.3,2017-06-13,2017-06-13T08:41:32Z,070,NA,979.1999999999999,26.342,75.9,6.12,250.2,NA,NA,NA,NA,NA,NA,NA,NA,0.714,0.714
75,7.9,217.5,6.39,1.3,2017-06-13,2017-06-13T08:41:33Z,070,NA,979.3333333333334,26.339,75.5,6.09,250.3,NA,NA,NA,NA,NA,NA,NA,NA,0.747,0.747
76,7.89,217.6,6.4,1.4,2017-06-13,2017-06-13T08:41:34Z,070,NA,979.1999999999999,26.33,75.2,6.06,250.3,NA,NA,NA,NA,NA,NA,NA,NA,0.785,0.785
77,7.89,217.8,6.42,1.4,2017-06-13,2017-06-13T08:41:35Z,070,NA,979.3333333333334,26.315,71.2,5.74,250.4,NA,NA,NA,NA,NA,NA,NA,NA,0.817,0.817
78,7.88,218,6.45,1.4,2017-06-13,2017-06-13T08:41:36Z,070,NA,979.0666666666666,26.295,70.1,5.66,250.4,NA,NA,NA,NA,NA,NA,NA,NA,0.849,0.849
79,7.88,218.1,6.43,1.4,2017-06-13,2017-06-13T08:41:37Z,070,NA,979.3333333333334,26.271,68.7,5.54,250.5,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.88
80,7.87,218.3,6.43,1.5,2017-06-13,2017-06-13T08:41:38Z,070,NA,979.1999999999999,26.249,68.1,5.49,250.6,NA,NA,NA,NA,NA,NA,NA,NA,0.917,0.917
81,7.87,218.5,6.39,1.5,2017-06-13,2017-06-13T08:41:39Z,070,NA,979.1999999999999,26.222,67.1,5.42,250.6,NA,NA,NA,NA,NA,NA,NA,NA,0.946,0.946
82,7.86,218.7,6.36,1.5,2017-06-13,2017-06-13T08:41:40Z,070,NA,979.0666666666666,26.195,66.3,5.35,250.7,NA,NA,NA,NA,NA,NA,NA,NA,0.975,0.975
83,7.86,218.8,6.33,1.5,2017-06-13,2017-06-13T08:41:41Z,070,NA,979.1999999999999,26.164,65.5,5.3,250.8,NA,NA,NA,NA,NA,NA,NA,NA,1.004,1.004
84,7.85,219,6.27,1.5,2017-06-13,2017-06-13T08:41:42Z,070,NA,979.1999999999999,26.135,64.9,5.25,250.9,NA,NA,NA,NA,NA,NA,NA,NA,1.032,1.032
85,7.85,219.2,6.26,1.5,2017-06-13,2017-06-13T08:41:43Z,070,NA,979.1999999999999,26.097,61,4.93,250.9,NA,NA,NA,NA,NA,NA,NA,NA,1.065,1.065
86,7.84,219.3,6.24,1.5,2017-06-13,2017-06-13T08:41:44Z,070,NA,979.0666666666666,26.062,60.1,4.87,251,NA,NA,NA,NA,NA,NA,NA,NA,1.092,1.092
87,7.84,219.5,6.25,1.5,2017-06-13,2017-06-13T08:41:45Z,070,NA,979.1999999999999,26.024,59.1,4.79,251.1,NA,NA,NA,NA,NA,NA,NA,NA,1.118,1.118
88,7.83,219.6,6.28,1.5,2017-06-13,2017-06-13T08:41:46Z,070,NA,979.3333333333334,25.994,58.8,4.77,251.2,NA,NA,NA,NA,NA,NA,NA,NA,1.144,1.144
89,7.83,219.8,6.22,1.5,2017-06-13,2017-06-13T08:41:47Z,070,NA,979.1999999999999,25.965,58.3,4.73,251.2,NA,NA,NA,NA,NA,NA,NA,NA,1.172,1.172
90,7.82,220,6.15,1.5,2017-06-13,2017-06-13T08:41:48Z,070,NA,979.1999999999999,25.948,57.9,4.7,251.2,NA,NA,NA,NA,NA,NA,NA,NA,1.195,1.195
91,7.82,220.1,6.1,1.5,2017-06-13,2017-06-13T08:41:49Z,070,NA,979.1999999999999,25.93,57.6,4.68,251.2,NA,NA,NA,NA,NA,NA,NA,NA,1.215,1.215
92,7.81,220.3,6.06,1.5,2017-06-13,2017-06-13T08:41:50Z,070,NA,979.0666666666666,25.912,57.3,4.66,251.2,NA,NA,NA,NA,NA,NA,NA,NA,1.239,1.239
95,7.79,220.7,6.06,1.6,2017-06-13,2017-06-13T08:41:53Z,070,NA,979.1999999999999,25.865,56.6,4.6,251.2,NA,NA,NA,NA,NA,NA,NA,NA,1.297,1.297
96,7.79,220.9,6.05,1.7,2017-06-13,2017-06-13T08:41:54Z,070,NA,979.3333333333334,25.849,56.4,4.58,251.1,NA,NA,NA,NA,NA,NA,NA,NA,1.318,1.318
97,7.78,221.1,6.05,1.7,2017-06-13,2017-06-13T08:41:55Z,070,NA,979.1999999999999,25.833,56.1,4.56,251.1,NA,NA,NA,NA,NA,NA,NA,NA,1.343,1.343
98,7.78,221.2,6.03,1.8,2017-06-13,2017-06-13T08:41:56Z,070,NA,979.1999999999999,25.816,52.6,4.28,251.1,NA,NA,NA,NA,NA,NA,NA,NA,1.366,1.366
99,7.77,221.4,6.05,1.8,2017-06-13,2017-06-13T08:41:57Z,070,NA,979.1999999999999,25.8,51.7,4.21,251,NA,NA,NA,NA,NA,NA,NA,NA,1.388,1.388
100,7.77,221.6,6.08,1.9,2017-06-13,2017-06-13T08:41:58Z,070,NA,979.1999999999999,25.773,50.5,4.11,251,NA,NA,NA,NA,NA,NA,NA,NA,1.415,1.415
