X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
44,8.88,114.7,13.84,0.3,2017-06-12,2017-06-12T19:12:10Z,170,NA,975.4666666666667,30.705,146,10.89,172.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0
69,8.96,119,15.5,0.7,2017-06-12,2017-06-12T19:12:35Z,170,NA,975.4666666666667,29.245,156,11.94,172.2,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.36
73,8.96,119.9,15.76,0.8,2017-06-12,2017-06-12T19:12:39Z,170,NA,975.4666666666667,28.99,149.5,11.49,172.6,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.44
77,8.95,121,15.86,0.9,2017-06-12,2017-06-12T19:12:43Z,170,NA,975.4666666666667,28.708,144.6,11.16,173.3,NA,NA,NA,NA,NA,NA,NA,NA,0.515,0.515
82,8.8,122.7,15.84,1,2017-06-12,2017-06-12T19:12:48Z,170,NA,975.4666666666667,28.235,129.4,10.07,174.5,NA,NA,NA,NA,NA,NA,NA,NA,0.605,0.605
86,8.76,124.3,15.54,1.1,2017-06-12,2017-06-12T19:12:52Z,170,NA,975.4666666666667,27.909,119.5,9.36,175.4,NA,NA,NA,NA,NA,NA,NA,NA,0.676,0.676
90,8.74,126,15.3,1.3,2017-06-12,2017-06-12T19:12:56Z,170,NA,975.4666666666667,27.551,114.6,9.03,176.2,NA,NA,NA,NA,NA,NA,NA,NA,0.752,0.752
91,8.73,126.4,15.21,1.3,2017-06-12,2017-06-12T19:12:57Z,170,NA,975.4666666666667,27.457,113.7,8.98,176.4,NA,NA,NA,NA,NA,NA,NA,NA,0.775,0.775
92,8.73,126.8,15.08,1.4,2017-06-12,2017-06-12T19:12:58Z,170,NA,975.6,27.371,113,8.93,176.6,NA,NA,NA,NA,NA,NA,NA,NA,0.798,0.798
93,8.72,127.2,15.11,1.4,2017-06-12,2017-06-12T19:12:59Z,170,NA,975.6,27.281,112.4,8.9,176.7,NA,NA,NA,NA,NA,NA,NA,NA,0.828,0.828
95,8.59,134.2,15.04,1.6,2017-06-12,2017-06-12T19:13:01Z,170,NA,975.4666666666667,27.138,102.5,8.14,176.9,NA,NA,NA,NA,NA,NA,NA,NA,1.574,1.574
96,8.55,134.8,14.88,1.6,2017-06-12,2017-06-12T19:13:02Z,170,NA,975.4666666666667,27.068,96.4,7.67,177.1,NA,NA,NA,NA,NA,NA,NA,NA,1.611,1.611
97,8.52,136.1,14.74,1.6,2017-06-12,2017-06-12T19:13:03Z,170,NA,975.4666666666667,26.98,93.8,7.47,177.4,NA,NA,NA,NA,NA,NA,NA,NA,1.67,1.67
98,8.51,136.8,14.59,1.7,2017-06-12,2017-06-12T19:13:04Z,170,NA,975.4666666666667,26.891,92.3,7.36,177.7,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7
99,8.48,138.2,14.4,1.8,2017-06-12,2017-06-12T19:13:05Z,170,NA,975.4666666666667,25.695,84.4,6.74,181.8,NA,NA,NA,NA,NA,NA,NA,NA,1.749,1.749
100,8.45,139,14.31,1.8,2017-06-12,2017-06-12T19:13:06Z,170,NA,975.4666666666667,25.713,79.1,6.44,182,NA,NA,NA,NA,NA,NA,NA,NA,1.784,1.784
101,8.33,139.5,14.09,1.9,2017-06-12,2017-06-12T19:13:07Z,170,NA,975.6,25.622,72.5,5.91,182.6,NA,NA,NA,NA,NA,NA,NA,NA,1.809,1.809
136,7.61,-97.3,41.2,2.7,2017-06-12,2017-06-12T19:13:42Z,170,NA,975.4666666666667,22.238,9.2,0.8,232,NA,NA,NA,NA,NA,NA,NA,NA,2.261,2.261
137,7.6,-98.2,56.48,2.7,2017-06-12,2017-06-12T19:13:43Z,170,NA,975.4666666666667,22.202,8.7,0.76,233.7,NA,NA,NA,NA,NA,NA,NA,NA,2.284,2.284
138,7.59,-98.9,58.33,2.7,2017-06-12,2017-06-12T19:13:44Z,170,NA,975.4666666666667,22.113,8.3,0.73,235.2,NA,NA,NA,NA,NA,NA,NA,NA,2.306,2.306
139,7.59,-104.7,86.12,2.7,2017-06-12,2017-06-12T19:13:45Z,170,NA,975.6,22.031,8,0.7,236.8,NA,NA,NA,NA,NA,NA,NA,NA,2.332,2.332
140,7.49,-105.8,71.19,2.7,2017-06-12,2017-06-12T19:13:46Z,170,NA,975.4666666666667,21.931,7.7,0.67,238.1,NA,NA,NA,NA,NA,NA,NA,NA,2.354,2.354
141,7.48,-106.7,52.89,2.7,2017-06-12,2017-06-12T19:13:47Z,170,NA,975.4666666666667,21.841,7.4,0.65,239.6,NA,NA,NA,NA,NA,NA,NA,NA,2.377,2.377
142,7.47,-107.7,51.54,2.7,2017-06-12,2017-06-12T19:13:48Z,170,NA,975.4666666666667,21.746,7.2,0.63,240.8,NA,NA,NA,NA,NA,NA,NA,NA,2.398,2.398
143,7.46,-108,51.21,2.7,2017-06-12,2017-06-12T19:13:49Z,170,NA,975.6,21.681,7,0.61,241.9,NA,NA,NA,NA,NA,NA,NA,NA,2.424,2.424
144,7.46,-108.6,49.66,2.7,2017-06-12,2017-06-12T19:13:50Z,170,NA,975.4666666666667,21.624,6.8,0.6,242.9,NA,NA,NA,NA,NA,NA,NA,NA,2.445,2.445
145,7.46,-109.3,47.8,2.8,2017-06-12,2017-06-12T19:13:51Z,170,NA,975.4666666666667,21.578,6.6,0.58,243.6,NA,NA,NA,NA,NA,NA,NA,NA,2.466,2.466
146,7.45,-110,46.24,2.8,2017-06-12,2017-06-12T19:13:52Z,170,NA,975.6,21.542,6.5,0.57,244.5,NA,NA,NA,NA,NA,NA,NA,NA,2.486,2.486
147,7.45,-110.6,45.17,2.8,2017-06-12,2017-06-12T19:13:53Z,170,NA,975.4666666666667,21.499,6.4,0.56,245.1,NA,NA,NA,NA,NA,NA,NA,NA,2.511,2.511
150,7.43,-112.4,43.15,2.8,2017-06-12,2017-06-12T19:13:56Z,170,NA,975.4666666666667,21.376,6,0.53,246.7,NA,NA,NA,NA,NA,NA,NA,NA,2.569,2.569
