X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
165,6.51,216.8,7.99,3.7,2017-07-12,2017-07-12T10:19:57Z,035,NA,987.3333333333334,16.676,2.1,0.21,58.5,NA,NA,NA,NA,NA,NA,NA,NA,3.204,3.204
166,6.51,216.7,7.84,3.7,2017-07-12,2017-07-12T10:19:58Z,035,NA,987.1999999999999,16.775,2.1,0.2,59.6,NA,NA,NA,NA,NA,NA,NA,NA,3.23,3.23
167,6.51,216.5,7.93,3.7,2017-07-12,2017-07-12T10:19:59Z,035,NA,987.1999999999999,16.703,2,0.2,61.3,NA,NA,NA,NA,NA,NA,NA,NA,3.253,3.253
168,6.5,216.1,7.84,3.7,2017-07-12,2017-07-12T10:20:00Z,035,NA,987.1999999999999,16.64,2,0.2,62.9,NA,NA,NA,NA,NA,NA,NA,NA,3.28,3.28
179,6.47,174.5,6.64,4.1,2017-07-12,2017-07-12T10:20:11Z,035,NA,987.1999999999999,16.345,1.7,0.17,75,NA,NA,NA,NA,NA,NA,NA,NA,4.319,4.319
188,6.44,142.7,4.83,4.5,2017-07-12,2017-07-12T10:20:20Z,035,NA,987.1999999999999,14.756,1.6,0.16,82.7,NA,NA,NA,NA,NA,NA,NA,NA,4.464,4.464
195,6.4,122,1448,4.9,2017-07-12,2017-07-12T10:20:27Z,035,NA,987.1999999999999,14.605,1.5,0.15,86.3,NA,NA,NA,NA,NA,NA,NA,NA,4.52,4.52
196,6.39,120.3,517.97,4.9,2017-07-12,2017-07-12T10:20:28Z,035,NA,987.3333333333334,14.573,1.5,0.15,86.9,NA,NA,NA,NA,NA,NA,NA,NA,4.548,4.548
197,6.39,118.4,233.32,4.9,2017-07-12,2017-07-12T10:20:29Z,035,NA,987.3333333333334,14.544,1.4,0.15,87.5,NA,NA,NA,NA,NA,NA,NA,NA,4.578,4.578
198,6.38,116.4,172.46,4.9,2017-07-12,2017-07-12T10:20:30Z,035,NA,987.1999999999999,14.497,1.4,0.15,88.2,NA,NA,NA,NA,NA,NA,NA,NA,4.601,4.601
199,6.38,108.5,125.32,5,2017-07-12,2017-07-12T10:20:31Z,035,NA,987.1999999999999,14.454,1.4,0.14,88.8,NA,NA,NA,NA,NA,NA,NA,NA,4.622,4.622
