dateTime_Round,pH,orp_mV,NTU,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
2017-06-20T12:42:00Z,9.34,182.8,10.085,2017-06-20,2017-06-20T12:42:00Z,029,NA,1002.6666666666666,28.522,149.60000000000002,11.6,55.55,NA,NA,NA,NA,NA,NA,NA,NA,0.0035,0.4
2017-06-20T12:42:21Z,9.306666666666667,184.16666666666666,10.633333333333333,2017-06-20,2017-06-20T12:42:21Z,029,NA,1002.6666666666666,28.206666666666667,141.9,11.066666666666666,54.06666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.32466666666666666,0.5
2017-06-20T12:42:24Z,9.29,184.7,10.473333333333333,2017-06-20,2017-06-20T12:42:24Z,029,NA,1002.6666666666666,28.106333333333332,134.13333333333333,10.476666666666667,53.6,NA,NA,NA,NA,NA,NA,NA,NA,0.37533333333333335,0.6
2017-06-20T12:42:39Z,9.17,188.16666666666666,10.379999999999999,2017-06-20,2017-06-20T12:42:39Z,029,NA,1002.6666666666666,27.881333333333334,129.03333333333333,10.123333333333333,52.1,NA,NA,NA,NA,NA,NA,NA,NA,0.49833333333333335,0.7
2017-06-20T12:42:42Z,9.14,188.96666666666667,10.353333333333333,2017-06-20,2017-06-20T12:42:42Z,029,NA,1002.6222222222221,27.843,124.73333333333333,9.793333333333333,51.733333333333334,NA,NA,NA,NA,NA,NA,NA,NA,0.529,0.8
2017-06-20T12:42:54Z,9.056666666666667,190.93333333333334,10.74,2017-06-20,2017-06-20T12:42:54Z,029,NA,1002.6222222222221,27.702333333333332,116.46666666666667,9.163333333333334,50.5,NA,NA,NA,NA,NA,NA,NA,NA,0.668,0.8666666666666667
2017-06-20T12:42:57Z,9.03,191.46666666666667,10.8,2017-06-20,2017-06-20T12:42:57Z,029,NA,1002.6666666666666,27.681333333333335,115.56666666666666,9.1,50.46666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.705,0.9
2017-06-20T12:43:06Z,8.796666666666667,193.8,9.993333333333334,2017-06-20,2017-06-20T12:43:06Z,029,NA,1002.6222222222221,27.591333333333335,106.06666666666666,8.363333333333333,50.13333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.7893333333333333,1
2017-06-20T12:43:15Z,8.7,198.03333333333333,9.54,2017-06-20,2017-06-20T12:43:15Z,029,NA,1002.6666666666666,27.413999999999998,87.13333333333334,6.89,49.4,NA,NA,NA,NA,NA,NA,NA,NA,0.8873333333333333,1.1
2017-06-20T12:43:39Z,8.306666666666667,208.9,8.94,2017-06-20,2017-06-20T12:43:39Z,029,NA,1002.6666666666666,27.291,65.13333333333333,5.163333333333333,48.4,NA,NA,NA,NA,NA,NA,NA,NA,1.0396666666666667,1.1333333333333333
2017-06-20T12:43:42Z,8.283333333333333,209.9,8.8533333333333335,2017-06-20,2017-06-20T12:43:42Z,029,NA,1002.6666666666666,27.258666666666667,58.86666666666667,4.67,48.4,NA,NA,NA,NA,NA,NA,NA,NA,1.0576666666666668,1.2
2017-06-20T12:43:51Z,8.11,213.03333333333333,8.41,2017-06-20,2017-06-20T12:43:51Z,029,NA,1002.6222222222221,27.112666666666666,43.63333333333333,3.47,48.3,NA,NA,NA,NA,NA,NA,NA,NA,1.1053333333333333,1.3
2017-06-20T12:43:54Z,8.083333333333334,214.06666666666666,8.26,2017-06-20,2017-06-20T12:43:54Z,029,NA,1002.6666666666666,27.046666666666667,34.56666666666666,2.7466666666666666,48.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1.13,1.4
2017-06-20T12:43:57Z,8.06,215.13333333333333,8.15,2017-06-20,2017-06-20T12:43:57Z,029,NA,1002.6666666666666,26.97833333333333,27.766666666666666,2.216666666666667,48.03333333333333,NA,NA,NA,NA,NA,NA,NA,NA,1.1606666666666667,1.5
2017-06-20T12:44:00Z,8.04,216.23333333333332,8.086666666666666,2017-06-20,2017-06-20T12:44:00Z,029,NA,1002.6666666666666,26.905333333333335,22.866666666666667,1.8233333333333333,47.83333333333333,NA,NA,NA,NA,NA,NA,NA,NA,1.197,1.5333333333333334
