X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
116,7.15,223.2,4.41,1.7,2017-05-31,2017-05-31T08:47:54Z,037,NA,992.2666666666668,21.896,84.4,7.39,121.8,NA,NA,NA,NA,NA,NA,NA,NA,1.435,1.435
117,7.15,223.2,4.43,1.7,2017-05-31,2017-05-31T08:47:55Z,037,NA,992.4,21.883,84.2,7.38,121.8,NA,NA,NA,NA,NA,NA,NA,NA,1.455,1.455
120,7.15,223.4,4.41,1.8,2017-05-31,2017-05-31T08:47:58Z,037,NA,992.4,21.842,83.7,7.34,121.9,NA,NA,NA,NA,NA,NA,NA,NA,1.513,1.513
124,7.16,223.6,4.37,1.8,2017-05-31,2017-05-31T08:48:02Z,037,NA,992.4,21.736,82.9,7.28,122,NA,NA,NA,NA,NA,NA,NA,NA,1.581,1.581
162,7.18,226.5,4.78,2.5,2017-05-31,2017-05-31T08:48:40Z,037,NA,992.2666666666668,21.058,73.2,6.51,123.5,NA,NA,NA,NA,NA,NA,NA,NA,2.126,2.126
166,7.18,226.8,4.83,2.6,2017-05-31,2017-05-31T08:48:44Z,037,NA,992.2666666666668,21.026,72.6,6.47,123.5,NA,NA,NA,NA,NA,NA,NA,NA,2.197,2.197
171,7.18,227.1,4.92,2.6,2017-05-31,2017-05-31T08:48:49Z,037,NA,992.4,20.988,72.2,6.43,123.5,NA,NA,NA,NA,NA,NA,NA,NA,2.285,2.285
175,7.18,227.4,4.89,2.7,2017-05-31,2017-05-31T08:48:53Z,037,NA,992.2666666666668,20.967,72,6.42,123.4,NA,NA,NA,NA,NA,NA,NA,NA,2.358,2.358
179,7.18,227.6,4.87,2.8,2017-05-31,2017-05-31T08:48:57Z,037,NA,992.4,20.959,71.9,6.41,123.3,NA,NA,NA,NA,NA,NA,NA,NA,2.435,2.435
183,7.18,227.8,4.84,2.8,2017-05-31,2017-05-31T08:49:01Z,037,NA,992.4,20.952,71.8,6.4,123.2,NA,NA,NA,NA,NA,NA,NA,NA,2.512,2.512
187,7.18,228,4.85,2.9,2017-05-31,2017-05-31T08:49:05Z,037,NA,992.4,20.946,71.7,6.4,123.1,NA,NA,NA,NA,NA,NA,NA,NA,2.59,2.59
192,7.18,228.2,4.85,3,2017-05-31,2017-05-31T08:49:10Z,037,NA,992.4,20.939,71.6,6.39,123.1,NA,NA,NA,NA,NA,NA,NA,NA,2.681,2.681
195,7.18,228.3,4.84,3.1,2017-05-31,2017-05-31T08:49:13Z,037,NA,992.5333333333333,20.936,71.6,6.39,123,NA,NA,NA,NA,NA,NA,NA,NA,2.741,2.741
200,7.19,228.5,4.96,3.2,2017-05-31,2017-05-31T08:49:18Z,037,NA,992.4,20.929,71.5,6.38,122.9,NA,NA,NA,NA,NA,NA,NA,NA,2.837,2.837
204,7.19,228.7,5.06,3.3,2017-05-31,2017-05-31T08:49:22Z,037,NA,992.4,20.902,71.4,6.37,122.9,NA,NA,NA,NA,NA,NA,NA,NA,2.914,2.914
208,7.19,228.9,5.17,3.4,2017-05-31,2017-05-31T08:49:26Z,037,NA,992.4,20.865,71,6.35,122.9,NA,NA,NA,NA,NA,NA,NA,NA,2.993,2.993
210,7.19,229.1,5.22,3.4,2017-05-31,2017-05-31T08:49:28Z,037,NA,992.4,20.84,70.8,6.33,122.9,NA,NA,NA,NA,NA,NA,NA,NA,3.032,3.032
212,7.19,229.2,5.26,3.5,2017-05-31,2017-05-31T08:49:30Z,037,NA,992.2666666666668,20.814,70.5,6.31,123,NA,NA,NA,NA,NA,NA,NA,NA,3.074,3.074
216,7.19,229.4,5.35,3.5,2017-05-31,2017-05-31T08:49:34Z,037,NA,992.4,20.783,69.8,6.25,122.9,NA,NA,NA,NA,NA,NA,NA,NA,3.151,3.151
219,7.19,229.6,5.4,3.6,2017-05-31,2017-05-31T08:49:37Z,037,NA,992.5333333333333,20.765,69.4,6.21,122.8,NA,NA,NA,NA,NA,NA,NA,NA,3.21,3.21
220,7.19,229.6,5.43,3.6,2017-05-31,2017-05-31T08:49:38Z,037,NA,992.4,20.758,69.2,6.2,122.7,NA,NA,NA,NA,NA,NA,NA,NA,3.234,3.234
221,7.19,229.7,5.44,3.6,2017-05-31,2017-05-31T08:49:39Z,037,NA,992.4,20.755,69.1,6.19,122.7,NA,NA,NA,NA,NA,NA,NA,NA,3.255,3.255
222,7.19,229.7,5.43,3.7,2017-05-31,2017-05-31T08:49:40Z,037,NA,992.2666666666668,20.752,69,6.18,122.6,NA,NA,NA,NA,NA,NA,NA,NA,3.275,3.275
223,7.19,229.8,5.47,3.7,2017-05-31,2017-05-31T08:49:41Z,037,NA,992.2666666666668,20.75,68.9,6.17,122.6,NA,NA,NA,NA,NA,NA,NA,NA,3.295,3.295
224,7.19,229.9,5.5,3.7,2017-05-31,2017-05-31T08:49:42Z,037,NA,992.4,20.749,68.8,6.16,122.5,NA,NA,NA,NA,NA,NA,NA,NA,3.32,3.32
225,7.19,229.9,5.54,3.7,2017-05-31,2017-05-31T08:49:43Z,037,NA,992.2666666666668,20.747,68.7,6.15,122.5,NA,NA,NA,NA,NA,NA,NA,NA,3.34,3.34
226,7.19,230,5.53,3.7,2017-05-31,2017-05-31T08:49:44Z,037,NA,992.4,20.744,68.6,6.15,122.5,NA,NA,NA,NA,NA,NA,NA,NA,3.36,3.36
227,7.19,230,5.58,3.7,2017-05-31,2017-05-31T08:49:45Z,037,NA,992.4,20.74,68.6,6.14,122.5,NA,NA,NA,NA,NA,NA,NA,NA,3.38,3.38
228,7.19,230.1,5.66,3.8,2017-05-31,2017-05-31T08:49:46Z,037,NA,992.4,20.737,68.5,6.14,122.4,NA,NA,NA,NA,NA,NA,NA,NA,3.404,3.404
229,7.18,230.1,5.66,3.8,2017-05-31,2017-05-31T08:49:47Z,037,NA,992.4,20.734,68.4,6.13,122.4,NA,NA,NA,NA,NA,NA,NA,NA,3.424,3.424
230,7.18,230.2,5.67,3.8,2017-05-31,2017-05-31T08:49:48Z,037,NA,992.4,20.732,68.4,6.12,122.4,NA,NA,NA,NA,NA,NA,NA,NA,3.444,3.444
233,7.18,230.4,5.76,3.9,2017-05-31,2017-05-31T08:49:51Z,037,NA,992.4,20.726,68.2,6.11,122.5,NA,NA,NA,NA,NA,NA,NA,NA,3.503,3.503
237,7.18,230.6,6.1,3.9,2017-05-31,2017-05-31T08:49:55Z,037,NA,992.4,20.705,67.9,6.08,122.6,NA,NA,NA,NA,NA,NA,NA,NA,3.583,3.583
241,7.18,230.7,6.41,4,2017-05-31,2017-05-31T08:49:59Z,037,NA,992.4,20.657,67.4,6.05,122.8,NA,NA,NA,NA,NA,NA,NA,NA,3.661,3.661
245,7.18,230.9,6.96,4.1,2017-05-31,2017-05-31T08:50:03Z,037,NA,992.4,20.589,66.6,5.98,123,NA,NA,NA,NA,NA,NA,NA,NA,3.737,3.737
249,7.18,231.1,7.84,4.2,2017-05-31,2017-05-31T08:50:07Z,037,NA,992.5333333333333,20.503,65.3,5.87,123.3,NA,NA,NA,NA,NA,NA,NA,NA,3.817,3.817
251,7.18,231.2,8.57,4.2,2017-05-31,2017-05-31T08:50:09Z,037,NA,992.5333333333333,20.462,64.5,5.81,123.5,NA,NA,NA,NA,NA,NA,NA,NA,3.856,3.856
253,7.18,231.2,9.77,4.3,2017-05-31,2017-05-31T08:50:11Z,037,NA,992.2666666666668,20.433,63.7,5.74,123.6,NA,NA,NA,NA,NA,NA,NA,NA,3.899,3.899
257,7.18,231.4,14.03,4.3,2017-05-31,2017-05-31T08:50:15Z,037,NA,992.4,20.388,62.1,5.61,123.8,NA,NA,NA,NA,NA,NA,NA,NA,3.976,3.976
259,7.18,231.5,24.67,4.3,2017-05-31,2017-05-31T08:50:17Z,037,NA,992.4,20.356,61.5,5.55,123.9,NA,NA,NA,NA,NA,NA,NA,NA,4.011,4.011
262,7.17,231.7,99.96,4.4,2017-05-31,2017-05-31T08:50:20Z,037,NA,992.5333333333333,20.32,60.6,5.47,124.1,NA,NA,NA,NA,NA,NA,NA,NA,4.065,4.065
267,7.17,232,44.57,4.4,2017-05-31,2017-05-31T08:50:25Z,037,NA,992.2666666666668,20.264,59.3,5.36,124.4,NA,NA,NA,NA,NA,NA,NA,NA,4.149,4.149
