dateTime_Round,X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
2017-07-18T15:20:21Z,24,8.55,98.13333333333333,-859.69,0.4,2017-07-18,2017-07-18T15:20:21Z,118,NA,982.4888888888888,31.34,130.56666666666666,9.63,629,NA,NA,NA,NA,NA,NA,NA,NA,0.213,0.213
2017-07-18T15:20:24Z,27,8.553333333333335,98.6,-859.6866666666667,0.4,2017-07-18,2017-07-18T15:20:24Z,118,NA,982.4444444444445,31.339333333333332,130.56666666666666,9.63,629,NA,NA,NA,NA,NA,NA,NA,NA,0.236,0.236
2017-07-18T15:20:27Z,30,8.56,99.06666666666666,-859.6633333333333,0.43333333333333335,2017-07-18,2017-07-18T15:20:27Z,118,NA,982.4888888888888,31.339,130.6,9.63,629,NA,NA,NA,NA,NA,NA,NA,NA,0.25833333333333336,0.25833333333333336
2017-07-18T15:20:30Z,33,8.56,99.53333333333333,-859.66,0.4,2017-07-18,2017-07-18T15:20:30Z,118,NA,982.6222222222221,31.338666666666665,130.56666666666666,9.63,629,NA,NA,NA,NA,NA,NA,NA,NA,0.281,0.281
2017-07-18T15:20:33Z,36,8.56,99.96666666666667,-859.6566666666666,0.5,2017-07-18,2017-07-18T15:20:33Z,118,NA,982.4888888888888,31.337,130.5,9.63,629,NA,NA,NA,NA,NA,NA,NA,NA,0.304,0.304
2017-07-18T15:20:36Z,39,8.56,100.43333333333334,-859.65,0.5,2017-07-18,2017-07-18T15:20:36Z,118,NA,982.4,31.336333333333332,130.56666666666666,9.63,629,NA,NA,NA,NA,NA,NA,NA,NA,0.327,0.327
2017-07-18T15:20:39Z,42,8.56,100.9,-859.6566666666666,0.5,2017-07-18,2017-07-18T15:20:39Z,118,NA,982.5333333333333,31.336,130.6,9.63,629,NA,NA,NA,NA,NA,NA,NA,NA,0.3496666666666667,0.3496666666666667
2017-07-18T15:20:42Z,45,8.56,101.36666666666667,-859.6566666666666,0.5,2017-07-18,2017-07-18T15:20:42Z,118,NA,982.5333333333333,31.334333333333333,130.6,9.63,629,NA,NA,NA,NA,NA,NA,NA,NA,0.377,0.377
2017-07-18T15:20:45Z,48,8.56,101.76666666666667,-859.6633333333333,0.5,2017-07-18,2017-07-18T15:20:45Z,118,NA,982.4888888888888,31.334,130.6,9.633333333333335,629,NA,NA,NA,NA,NA,NA,NA,NA,0.407,0.407
2017-07-18T15:20:48Z,51,8.56,102.26666666666667,-859.66,0.6,2017-07-18,2017-07-18T15:20:48Z,118,NA,982.4888888888888,31.335,130.6,9.64,629,NA,NA,NA,NA,NA,NA,NA,NA,0.436,0.436
2017-07-18T15:20:51Z,54,8.56,102.73333333333333,-859.6233333333333,0.6666666666666666,2017-07-18,2017-07-18T15:20:51Z,118,NA,982.5333333333333,31.333,130.6,9.64,629,NA,NA,NA,NA,NA,NA,NA,NA,0.4676666666666667,0.4676666666666667
2017-07-18T15:20:54Z,57,8.56,103.23333333333333,-859.64,0.7,2017-07-18,2017-07-18T15:20:54Z,118,NA,982.5777777777778,31.331,130.6,9.64,629,NA,NA,NA,NA,NA,NA,NA,NA,0.49766666666666665,0.49766666666666665
2017-07-18T15:20:57Z,60,8.56,103.66666666666667,-859.66,0.7333333333333333,2017-07-18,2017-07-18T15:20:57Z,118,NA,982.5777777777778,31.328,130.6,9.64,629,NA,NA,NA,NA,NA,NA,NA,NA,0.5246666666666667,0.5246666666666667
2017-07-18T15:21:00Z,63,8.56,104.1,-859.68,0.8,2017-07-18,2017-07-18T15:21:00Z,118,NA,982.5333333333333,31.323666666666668,130.66666666666666,9.64,629,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.55
2017-07-18T15:21:03Z,66,8.566666666666666,104.5,-859.69,0.8,2017-07-18,2017-07-18T15:21:03Z,118,NA,982.5333333333333,31.32,130.7,9.64,629,NA,NA,NA,NA,NA,NA,NA,NA,0.5766666666666667,0.5766666666666667
2017-07-18T15:21:06Z,69,8.57,104.9,-859.7333333333333,0.8,2017-07-18,2017-07-18T15:21:06Z,118,NA,982.4888888888888,31.318333333333335,130.7,9.64,629,NA,NA,NA,NA,NA,NA,NA,NA,0.604,0.604
2017-07-18T15:21:09Z,72,8.57,105.3,-859.7333333333333,0.8,2017-07-18,2017-07-18T15:21:09Z,118,NA,982.4444444444445,31.317666666666668,130.7,9.64,629,NA,NA,NA,NA,NA,NA,NA,NA,0.6326666666666667,0.6326666666666667
