dateTime_Round,X,pH,phycocyaninBGA_RFU,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,salinity_psu,tds_mgpL,orp_mV,latitude,longitude,altitude_m,depth_m,verticalPosition_m
2017-09-10T12:40:03Z,37,8.313333333333334,-0.15266666666666667,2017-09-10,2017-09-10T12:40:03Z,092,NA,995.1555555555555,26.325333333333333,112.8,9.086666666666666,479.9,NA,0.598,NA,NA,NA,NA,NA,NA,0.013333333333333332,0.013333333333333332
2017-09-10T12:40:06Z,40,8.326666666666666,-0.121,2017-09-10,2017-09-10T12:40:06Z,092,NA,995.1111111111111,26.289333333333335,112.93333333333334,9.1033333333333335,479.6333333333333,NA,0.6396666666666667,NA,NA,NA,NA,NA,NA,0.03633333333333333,0.03633333333333333
2017-09-10T12:40:09Z,43,8.336666666666666,-0.097,2017-09-10,2017-09-10T12:40:09Z,092,NA,995.1111111111111,26.255,113,9.113333333333333,479.56666666666666,NA,0.6523333333333333,NA,NA,NA,NA,NA,NA,0.06166666666666666,0.06166666666666666
2017-09-10T12:40:12Z,46,8.35,-0.096,2017-09-10,2017-09-10T12:40:12Z,092,NA,995.0666666666666,26.232666666666667,113.03333333333333,9.12,479.6,NA,0.678,NA,NA,NA,NA,NA,NA,0.087,0.087
2017-09-10T12:40:15Z,49,8.356666666666666,-0.08566666666666667,2017-09-10,2017-09-10T12:40:15Z,092,NA,995.1999999999999,26.21366666666667,113.1,9.126666666666667,479.46666666666664,NA,0.682,NA,NA,NA,NA,NA,NA,0.112,0.112
2017-09-10T12:40:18Z,52,8.363333333333333,-0.09633333333333334,2017-09-10,2017-09-10T12:40:18Z,092,NA,995.1999999999999,26.191,113.1,9.13,479.23333333333335,NA,0.675,NA,NA,NA,NA,NA,NA,0.141,0.141
2017-09-10T12:40:21Z,55,8.37,-0.109,2017-09-10,2017-09-10T12:40:21Z,092,NA,995.1555555555555,26.166999999999998,113.1,9.136666666666667,479,NA,0.695,NA,NA,NA,NA,NA,NA,0.17666666666666667,0.17666666666666667
2017-09-10T12:40:24Z,58,8.38,-0.11333333333333334,2017-09-10,2017-09-10T12:40:24Z,092,NA,995.1999999999999,26.148333333333333,113.1,9.14,478.8,NA,0.713,NA,NA,NA,NA,NA,NA,0.21266666666666667,0.21266666666666667
2017-09-10T12:40:27Z,61,8.383333333333335,-0.11466666666666667,2017-09-10,2017-09-10T12:40:27Z,092,NA,995.1555555555555,26.128,113.1,9.143333333333334,478.56666666666666,NA,0.7536666666666667,NA,NA,NA,NA,NA,NA,0.256,0.256
2017-09-10T12:40:30Z,64,8.39,-0.10333333333333333,2017-09-10,2017-09-10T12:40:30Z,092,NA,995.0666666666666,26.105666666666668,113.1,9.15,478.4,NA,0.8063333333333333,NA,NA,NA,NA,NA,NA,0.299,0.299
2017-09-10T12:40:33Z,67,8.393333333333334,-0.09733333333333334,2017-09-10,2017-09-10T12:40:33Z,092,NA,995.0666666666666,26.089666666666666,113.1,9.15,478.23333333333335,NA,0.8603333333333333,NA,NA,NA,NA,NA,NA,0.3446666666666667,0.3446666666666667
2017-09-10T12:40:36Z,70,8.4,-0.07200000000000001,2017-09-10,2017-09-10T12:40:36Z,092,NA,995.1555555555555,26.071,113.1,9.156666666666666,478.1333333333333,NA,0.9103333333333333,NA,NA,NA,NA,NA,NA,0.39166666666666666,0.39166666666666666
2017-09-10T12:40:39Z,73,8.406666666666666,-0.04533333333333334,2017-09-10,2017-09-10T12:40:39Z,092,NA,995.0666666666666,26.049333333333333,113.2,9.16,478.1,NA,0.9466666666666667,NA,NA,NA,NA,NA,NA,0.43433333333333335,0.43433333333333335
2017-09-10T12:40:42Z,76,8.41,-0.03166666666666666,2017-09-10,2017-09-10T12:40:42Z,092,NA,995.1111111111111,26.03366666666667,113.2,9.17,478.03333333333336,NA,0.9676666666666667,NA,NA,NA,NA,NA,NA,0.4756666666666667,0.4756666666666667
2017-09-10T12:40:45Z,79,8.42,-0.0029999999999999996,2017-09-10,2017-09-10T12:40:45Z,092,NA,995.1555555555555,26.000333333333334,113.2,9.17,477.96666666666664,NA,0.9786666666666667,NA,NA,NA,NA,NA,NA,0.5153333333333333,0.5153333333333333
2017-09-10T12:40:48Z,82,8.42,3.3333333333333305e-4,2017-09-10,2017-09-10T12:40:48Z,092,NA,995.1111111111111,25.958,113.2,9.18,477.9,NA,1.016,NA,NA,NA,NA,NA,NA,0.5586666666666666,0.5586666666666666
2017-09-10T12:40:51Z,85,8.43,0.012333333333333333,2017-09-10,2017-09-10T12:40:51Z,092,NA,995.0666666666666,25.922666666666668,113.23333333333333,9.19,477.7,NA,1.0383333333333333,NA,NA,NA,NA,NA,NA,0.6033333333333333,0.6033333333333333
2017-09-10T12:40:54Z,88,8.43,0.014333333333333333,2017-09-10,2017-09-10T12:40:54Z,092,NA,995.1555555555555,25.889,113.3,9.2,477.5,NA,1.0713333333333332,NA,NA,NA,NA,NA,NA,0.6456666666666667,0.6456666666666667
2017-09-10T12:40:57Z,91,8.44,0.014666666666666666,2017-09-10,2017-09-10T12:40:57Z,092,NA,995.1111111111111,25.864,113.4,9.213333333333335,477.3,NA,1.078,NA,NA,NA,NA,NA,NA,0.685,0.685
2017-09-10T12:41:00Z,94,8.44,0.013,2017-09-10,2017-09-10T12:41:00Z,092,NA,995.1999999999999,25.855333333333334,113.5,9.22,477.1,NA,1.062,NA,NA,NA,NA,NA,NA,0.72,0.72
