X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
70,8.47,167.2,12.42,0.9,2017-06-12,2017-06-12T17:09:03Z,183,NA,984.5333333333333,27.365,94.5,7.47,192.6,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.31
71,8.47,167.3,12.5,0.9,2017-06-12,2017-06-12T17:09:04Z,183,NA,984.5333333333333,27.307,94.3,7.47,192.6,NA,NA,NA,NA,NA,NA,NA,NA,0.347,0.347
72,8.46,167.5,12.54,1,2017-06-12,2017-06-12T17:09:05Z,183,NA,984.5333333333333,27.254,94.2,7.46,192.7,NA,NA,NA,NA,NA,NA,NA,NA,0.379,0.379
73,8.36,167.7,12.63,1.1,2017-06-12,2017-06-12T17:09:06Z,183,NA,984.4,27.197,94,7.46,192.7,NA,NA,NA,NA,NA,NA,NA,NA,0.413,0.413
74,8.36,168,12.74,1.1,2017-06-12,2017-06-12T17:09:07Z,183,NA,984.4,27.143,93.8,7.45,192.7,NA,NA,NA,NA,NA,NA,NA,NA,0.447,0.447
75,8.36,168.2,12.89,1.2,2017-06-12,2017-06-12T17:09:08Z,183,NA,984.4,27.085,90.1,7.16,192.7,NA,NA,NA,NA,NA,NA,NA,NA,1.189,1.189
76,8.35,168.5,13.04,1.2,2017-06-12,2017-06-12T17:09:09Z,183,NA,984.5333333333333,27.033,89.5,7.12,192.7,NA,NA,NA,NA,NA,NA,NA,NA,1.226,1.226
77,8.35,168.8,13.12,1.2,2017-06-12,2017-06-12T17:09:10Z,183,NA,984.2666666666668,26.975,88.8,7.07,192.7,NA,NA,NA,NA,NA,NA,NA,NA,1.259,1.259
79,8.35,169.2,13.18,1.3,2017-06-12,2017-06-12T17:09:12Z,183,NA,984.5333333333333,26.863,88.2,7.04,192.6,NA,NA,NA,NA,NA,NA,NA,NA,1.296,1.296
80,8.35,169.5,13.04,1.4,2017-06-12,2017-06-12T17:09:13Z,183,NA,984.6666666666666,26.805,87.8,7.02,192.6,NA,NA,NA,NA,NA,NA,NA,NA,1.325,1.325
81,8.34,169.7,13.41,1.4,2017-06-12,2017-06-12T17:09:14Z,183,NA,984.4,26.734,87.4,6.99,192.6,NA,NA,NA,NA,NA,NA,NA,NA,1.351,1.351
82,8.33,170,13.7,1.4,2017-06-12,2017-06-12T17:09:15Z,183,NA,984.5333333333333,26.671,86.9,6.96,192.7,NA,NA,NA,NA,NA,NA,NA,NA,1.372,1.372
84,8.22,170.5,13.9,1.5,2017-06-12,2017-06-12T17:09:17Z,183,NA,984.5333333333333,26.533,79.1,6.35,193,NA,NA,NA,NA,NA,NA,NA,NA,1.416,1.416
90,8.1,172.9,14.22,1.8,2017-06-12,2017-06-12T17:09:23Z,183,NA,984.2666666666668,26.097,61.7,4.99,195,NA,NA,NA,NA,NA,NA,NA,NA,1.517,1.517
91,8.09,173.3,14.04,1.9,2017-06-12,2017-06-12T17:09:24Z,183,NA,984.2666666666668,26.001,59.6,4.83,195.7,NA,NA,NA,NA,NA,NA,NA,NA,1.54,1.54
92,8.08,173.8,14,1.9,2017-06-12,2017-06-12T17:09:25Z,183,NA,984.5333333333333,25.894,57.8,4.69,196.3,NA,NA,NA,NA,NA,NA,NA,NA,1.57,1.57
93,8.06,174.2,13.93,2,2017-06-12,2017-06-12T17:09:26Z,183,NA,984.4,25.802,51.6,4.19,197.1,NA,NA,NA,NA,NA,NA,NA,NA,1.595,1.595
94,7.95,174.7,13.58,2,2017-06-12,2017-06-12T17:09:27Z,183,NA,984.2666666666668,24.312,48,3.91,197.8,NA,NA,NA,NA,NA,NA,NA,NA,1.619,1.619
95,7.93,175.1,13.43,2.1,2017-06-12,2017-06-12T17:09:28Z,183,NA,984.4,23.453,44.3,3.74,207.3,NA,NA,NA,NA,NA,NA,NA,NA,1.645,1.645
96,7.91,175.3,13.04,2.2,2017-06-12,2017-06-12T17:09:29Z,183,NA,984.5333333333333,23.091,41.8,3.56,209.3,NA,NA,NA,NA,NA,NA,NA,NA,1.677,1.677
97,7.89,175.3,12.59,2.2,2017-06-12,2017-06-12T17:09:30Z,183,NA,984.4,22.45,34.6,2.99,213.3,NA,NA,NA,NA,NA,NA,NA,NA,1.704,1.704
98,7.89,154.9,12.26,2.3,2017-06-12,2017-06-12T17:09:31Z,183,NA,984.4,21.971,30.2,2.63,216.3,NA,NA,NA,NA,NA,NA,NA,NA,1.731,1.731
99,7.87,139.8,12.05,2.3,2017-06-12,2017-06-12T17:09:32Z,183,NA,984.5333333333333,21.557,26.9,2.37,220.1,NA,NA,NA,NA,NA,NA,NA,NA,1.758,1.758
100,7.86,126.3,11.61,2.4,2017-06-12,2017-06-12T17:09:33Z,183,NA,984.5333333333333,21.405,25.3,2.23,222.7,NA,NA,NA,NA,NA,NA,NA,NA,1.792,1.792
101,7.85,121.5,11.28,2.5,2017-06-12,2017-06-12T17:09:34Z,183,NA,984.4,19.894,23.3,2.06,231.3,NA,NA,NA,NA,NA,NA,NA,NA,1.819,1.819
102,7.84,109.2,10.83,2.5,2017-06-12,2017-06-12T17:09:35Z,183,NA,984.4,19.528,21.9,2.01,234.9,NA,NA,NA,NA,NA,NA,NA,NA,2.553,2.553
103,7.84,105,10.41,2.6,2017-06-12,2017-06-12T17:09:36Z,183,NA,984.4,18.794,17.7,1.63,239.6,NA,NA,NA,NA,NA,NA,NA,NA,2.623,2.623
104,7.84,101.9,9.8,2.6,2017-06-12,2017-06-12T17:09:37Z,183,NA,984.5333333333333,18.676,16.2,1.51,241.9,NA,NA,NA,NA,NA,NA,NA,NA,2.657,2.657
116,7.79,71.3,5.93,2.9,2017-06-12,2017-06-12T17:09:49Z,183,NA,984.5333333333333,18.333,9.5,0.9,244.4,NA,NA,NA,NA,NA,NA,NA,NA,2.727,2.727
138,7.5,-28.1,10.31,3.6,2017-06-12,2017-06-12T17:10:11Z,183,NA,984.5333333333333,16.429,3.9,0.38,251.5,NA,NA,NA,NA,NA,NA,NA,NA,3.062,3.062
142,7.45,-56.7,4118.4,3.8,2017-06-12,2017-06-12T17:10:15Z,183,NA,984.2666666666668,16.056,3.4,0.33,256.9,NA,NA,NA,NA,NA,NA,NA,NA,3.137,3.137
144,7.43,-64.3,5562.9,3.8,2017-06-12,2017-06-12T17:10:17Z,183,NA,984.2666666666668,15.903,3.2,0.32,259.9,NA,NA,NA,NA,NA,NA,NA,NA,3.183,3.183
145,7.43,-66.9,6234.2,3.8,2017-06-12,2017-06-12T17:10:18Z,183,NA,984.4,15.844,3.1,0.31,261.4,NA,NA,NA,NA,NA,NA,NA,NA,3.212,3.212
146,7.42,-68.7,5679.9,3.8,2017-06-12,2017-06-12T17:10:19Z,183,NA,984.4,15.785,3,0.3,262.6,NA,NA,NA,NA,NA,NA,NA,NA,3.247,3.247
147,7.42,-70,5903.1,3.8,2017-06-12,2017-06-12T17:10:20Z,183,NA,984.4,15.738,3,0.29,264.1,NA,NA,NA,NA,NA,NA,NA,NA,3.276,3.276
148,7.41,-71.2,5967,3.8,2017-06-12,2017-06-12T17:10:21Z,183,NA,984.5333333333333,15.706,2.9,0.29,265.2,NA,NA,NA,NA,NA,NA,NA,NA,3.305,3.305
149,7.41,-77.3,6077,3.8,2017-06-12,2017-06-12T17:10:22Z,183,NA,984.2666666666668,15.684,2.8,0.28,266.3,NA,NA,NA,NA,NA,NA,NA,NA,3.334,3.334
150,7.41,-79.2,6092.9,3.8,2017-06-12,2017-06-12T17:10:23Z,183,NA,984.5333333333333,15.668,2.7,0.27,267.1,NA,NA,NA,NA,NA,NA,NA,NA,3.367,3.367
151,7.4,-81.2,6047.1,3.8,2017-06-12,2017-06-12T17:10:24Z,183,NA,984.5333333333333,15.653,2.7,0.27,268,NA,NA,NA,NA,NA,NA,NA,NA,3.393,3.393
152,7.4,-82.9,6020.7,3.8,2017-06-12,2017-06-12T17:10:25Z,183,NA,984.2666666666668,15.639,2.6,0.26,268.6,NA,NA,NA,NA,NA,NA,NA,NA,3.418,3.418
153,7.4,-83.2,6061,3.8,2017-06-12,2017-06-12T17:10:26Z,183,NA,984.2666666666668,15.627,2.6,0.26,269.2,NA,NA,NA,NA,NA,NA,NA,NA,3.442,3.442
154,7.39,-83.7,6053.2,3.8,2017-06-12,2017-06-12T17:10:27Z,183,NA,984.2666666666668,15.624,2.5,0.25,269.5,NA,NA,NA,NA,NA,NA,NA,NA,3.469,3.469
155,7.39,-84.1,6009.4,3.8,2017-06-12,2017-06-12T17:10:28Z,183,NA,984.2666666666668,15.628,2.5,0.25,269.7,NA,NA,NA,NA,NA,NA,NA,NA,3.491,3.491
156,7.39,-84.4,293.57,3.8,2017-06-12,2017-06-12T17:10:29Z,183,NA,984.2666666666668,15.631,2.4,0.24,270,NA,NA,NA,NA,NA,NA,NA,NA,3.512,3.512
