X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
48,8.6,159.1,17.89,0.4,2017-06-12,2017-06-12T15:55:05Z,121,NA,984.4,26.816,101.3,8.09,246.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0
54,8.6,159.7,18.02,0.8,2017-06-12,2017-06-12T15:55:11Z,121,NA,984.5333333333333,26.8,101.3,8.1,246.4,NA,NA,NA,NA,NA,NA,NA,NA,0.869,0.869
59,8.6,160.2,17.99,0.9,2017-06-12,2017-06-12T15:55:16Z,121,NA,984.2666666666668,26.738,96.6,7.73,246.6,NA,NA,NA,NA,NA,NA,NA,NA,0.915,0.915
61,8.59,160.5,17.9,1,2017-06-12,2017-06-12T15:55:18Z,121,NA,984.2666666666668,26.7,95.7,7.66,246.7,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.95
62,8.59,160.6,17.8,1.1,2017-06-12,2017-06-12T15:55:19Z,121,NA,984.2666666666668,26.68,95.5,7.65,246.8,NA,NA,NA,NA,NA,NA,NA,NA,0.978,0.978
63,8.59,160.8,17.74,1.1,2017-06-12,2017-06-12T15:55:20Z,121,NA,984.4,26.657,95,7.61,246.8,NA,NA,NA,NA,NA,NA,NA,NA,0.998,0.998
64,8.59,160.9,17.69,1.2,2017-06-12,2017-06-12T15:55:21Z,121,NA,984.2666666666668,26.635,94.7,7.59,246.9,NA,NA,NA,NA,NA,NA,NA,NA,1.019,1.019
65,8.58,161,17.6,1.2,2017-06-12,2017-06-12T15:55:22Z,121,NA,984.2666666666668,26.612,94.3,7.56,247,NA,NA,NA,NA,NA,NA,NA,NA,1.041,1.041
66,8.58,161.2,17.43,1.3,2017-06-12,2017-06-12T15:55:23Z,121,NA,984.5333333333333,26.59,94,7.54,247.1,NA,NA,NA,NA,NA,NA,NA,NA,1.069,1.069
67,8.57,161.4,17.4,1.3,2017-06-12,2017-06-12T15:55:24Z,121,NA,984.4,26.562,93.6,7.51,247.1,NA,NA,NA,NA,NA,NA,NA,NA,1.095,1.095
68,8.57,161.5,17.3,1.4,2017-06-12,2017-06-12T15:55:25Z,121,NA,984.4,26.539,93.2,7.49,247.2,NA,NA,NA,NA,NA,NA,NA,NA,1.12,1.12
69,8.57,161.6,17.17,1.4,2017-06-12,2017-06-12T15:55:26Z,121,NA,984.4,26.52,92.9,7.46,247.3,NA,NA,NA,NA,NA,NA,NA,NA,1.145,1.145
70,8.56,161.7,17.08,1.5,2017-06-12,2017-06-12T15:55:27Z,121,NA,984.5333333333333,26.501,89.5,7.19,247.4,NA,NA,NA,NA,NA,NA,NA,NA,1.171,1.171
71,8.55,161.9,17,1.5,2017-06-12,2017-06-12T15:55:28Z,121,NA,984.4,26.48,89.1,7.16,247.4,NA,NA,NA,NA,NA,NA,NA,NA,1.201,1.201
72,8.55,162,16.99,1.6,2017-06-12,2017-06-12T15:55:29Z,121,NA,984.4,26.463,88.9,7.15,247.5,NA,NA,NA,NA,NA,NA,NA,NA,1.224,1.224
73,8.54,162.2,16.91,1.6,2017-06-12,2017-06-12T15:55:30Z,121,NA,984.4,26.446,88.7,7.13,247.5,NA,NA,NA,NA,NA,NA,NA,NA,1.248,1.248
74,8.54,162.3,16.87,1.7,2017-06-12,2017-06-12T15:55:31Z,121,NA,984.4,26.432,88.5,7.12,247.6,NA,NA,NA,NA,NA,NA,NA,NA,1.271,1.271
75,8.53,162.4,16.85,1.7,2017-06-12,2017-06-12T15:55:32Z,121,NA,984.4,26.416,88.4,7.11,247.6,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.3
76,8.52,162.6,16.88,1.8,2017-06-12,2017-06-12T15:55:33Z,121,NA,984.4,26.405,88.2,7.1,247.7,NA,NA,NA,NA,NA,NA,NA,NA,1.323,1.323
77,8.52,162.7,16.91,1.8,2017-06-12,2017-06-12T15:55:34Z,121,NA,984.4,26.396,88.1,7.09,247.7,NA,NA,NA,NA,NA,NA,NA,NA,1.347,1.347
78,8.51,162.8,16.92,1.9,2017-06-12,2017-06-12T15:55:35Z,121,NA,984.4,26.388,88,7.08,247.7,NA,NA,NA,NA,NA,NA,NA,NA,1.37,1.37
79,8.51,162.9,16.92,1.9,2017-06-12,2017-06-12T15:55:36Z,121,NA,984.2666666666668,26.383,87.8,7.07,247.7,NA,NA,NA,NA,NA,NA,NA,NA,1.398,1.398
80,8.5,163,16.91,2,2017-06-12,2017-06-12T15:55:37Z,121,NA,984.4,26.377,87.7,7.06,247.7,NA,NA,NA,NA,NA,NA,NA,NA,1.421,1.421
81,8.5,163,17.07,2,2017-06-12,2017-06-12T15:55:38Z,121,NA,984.4,26.371,87.6,7.05,247.8,NA,NA,NA,NA,NA,NA,NA,NA,1.444,1.444
82,8.5,163.1,17.4,2,2017-06-12,2017-06-12T15:55:39Z,121,NA,984.4,26.36,87.5,7.05,247.8,NA,NA,NA,NA,NA,NA,NA,NA,1.466,1.466
83,8.49,163.1,17.85,2.1,2017-06-12,2017-06-12T15:55:40Z,121,NA,984.4,26.346,87.3,7.04,247.8,NA,NA,NA,NA,NA,NA,NA,NA,1.492,1.492
