dateTime_Round,X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
2017-06-26T10:46:09Z,40,8.073333333333334,190.4,3.86,0.23333333333333334,2017-06-26,2017-06-26T10:46:09Z,087,NA,995.7333333333332,25.410333333333334,90,7.38,200,NA,NA,NA,NA,NA,NA,NA,NA,0.008333333333333333,0.008333333333333333
2017-06-26T10:46:12Z,43,8.086666666666666,190.26666666666668,3.8866666666666667,0.4,2017-06-26,2017-06-26T10:46:12Z,087,NA,995.7777777777777,25.426000000000002,90,7.38,200,NA,NA,NA,NA,NA,NA,NA,NA,0.037,0.037
2017-06-26T10:46:15Z,46,8.096666666666666,190.13333333333333,3.9166666666666665,0.5,2017-06-26,2017-06-26T10:46:15Z,087,NA,995.6,25.448666666666668,90,7.373333333333333,200,NA,NA,NA,NA,NA,NA,NA,NA,0.07533333333333334,0.07533333333333334
2017-06-26T10:46:18Z,49,8.106666666666666,189.96666666666667,3.956666666666667,0.5,2017-06-26,2017-06-26T10:46:18Z,087,NA,995.6,25.468,90,7.37,200,NA,NA,NA,NA,NA,NA,NA,NA,0.11766666666666667,0.11766666666666667
2017-06-26T10:46:21Z,52,8.12,189.83333333333334,3.97,0.5,2017-06-26,2017-06-26T10:46:21Z,087,NA,995.6888888888889,25.482666666666667,90,7.37,200.03333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.161,0.161
2017-06-26T10:46:24Z,55,8.126666666666667,189.66666666666666,4.03,0.5,2017-06-26,2017-06-26T10:46:24Z,087,NA,995.7777777777777,25.48933333333333,89.96666666666667,7.363333333333333,200.1,NA,NA,NA,NA,NA,NA,NA,NA,0.204,0.204
2017-06-26T10:46:27Z,58,8.136666666666667,189.46666666666667,4.003333333333333,0.6333333333333333,2017-06-26,2017-06-26T10:46:27Z,087,NA,995.7333333333332,25.491,89.9,7.36,200.1,NA,NA,NA,NA,NA,NA,NA,NA,0.251,0.251
2017-06-26T10:46:30Z,61,8.143333333333334,189.33333333333334,4.03,0.7333333333333333,2017-06-26,2017-06-26T10:46:30Z,087,NA,995.6444444444444,25.492,89.9,7.36,200.1,NA,NA,NA,NA,NA,NA,NA,NA,0.30433333333333334,0.30433333333333334
2017-06-26T10:46:33Z,64,8.15,189.2,4.053333333333333,0.8666666666666667,2017-06-26,2017-06-26T10:46:33Z,087,NA,995.7333333333332,25.494333333333334,89.8,7.35,200.1,NA,NA,NA,NA,NA,NA,NA,NA,0.37133333333333335,0.37133333333333335
2017-06-26T10:46:36Z,67,8.16,189.1,4.036666666666666,0.9666666666666667,2017-06-26,2017-06-26T10:46:36Z,087,NA,995.6,25.495,89.8,7.35,200.1,NA,NA,NA,NA,NA,NA,NA,NA,0.44566666666666666,0.44566666666666666
2017-06-26T10:46:39Z,70,8.163333333333334,188.96666666666667,4.003333333333333,1,2017-06-26,2017-06-26T10:46:39Z,087,NA,995.6,25.494333333333334,89.8,7.35,200.1,NA,NA,NA,NA,NA,NA,NA,NA,0.524,0.524
2017-06-26T10:46:42Z,73,8.17,188.86666666666667,3.9966666666666666,1,2017-06-26,2017-06-26T10:46:42Z,087,NA,995.6888888888889,25.492666666666665,89.8,7.35,200.1,NA,NA,NA,NA,NA,NA,NA,NA,0.6036666666666667,0.6036666666666667
2017-06-26T10:46:45Z,76,8.173333333333334,188.76666666666668,3.97,1,2017-06-26,2017-06-26T10:46:45Z,087,NA,995.6,25.490333333333332,89.8,7.35,200.1,NA,NA,NA,NA,NA,NA,NA,NA,0.6806666666666666,0.6806666666666666
2017-06-26T10:46:48Z,79,8.18,188.66666666666666,3.96,1.1666666666666667,2017-06-26,2017-06-26T10:46:48Z,087,NA,995.6,25.489333333333335,89.8,7.35,200.1,NA,NA,NA,NA,NA,NA,NA,NA,0.748,0.748
2017-06-26T10:46:51Z,82,8.186666666666666,188.56666666666666,3.9566666666666666,1.2,2017-06-26,2017-06-26T10:46:51Z,087,NA,995.6444444444444,25.489333333333335,89.8,7.35,200.1,NA,NA,NA,NA,NA,NA,NA,NA,0.8063333333333333,0.8063333333333333
2017-06-26T10:46:54Z,85,8.19,188.5,3.9566666666666666,1.3333333333333333,2017-06-26,2017-06-26T10:46:54Z,087,NA,995.6444444444444,25.49,89.8,7.35,200.1,NA,NA,NA,NA,NA,NA,NA,NA,0.8656666666666667,0.8656666666666667
2017-06-26T10:46:57Z,88,8.193333333333333,188.4,3.97,1.5333333333333334,2017-06-26,2017-06-26T10:46:57Z,087,NA,995.7333333333332,25.491666666666667,89.7,7.35,200.2,NA,NA,NA,NA,NA,NA,NA,NA,0.9393333333333334,0.9393333333333334
2017-06-26T10:47:00Z,91,8.2,188.33333333333334,3.9533333333333336,1.6,2017-06-26,2017-06-26T10:47:00Z,087,NA,995.6888888888889,25.491333333333333,89.7,7.35,200.2,NA,NA,NA,NA,NA,NA,NA,NA,1.0206666666666666,1.0206666666666666
2017-06-26T10:47:03Z,94,8.2,188.23333333333332,3.9366666666666665,1.6,2017-06-26,2017-06-26T10:47:03Z,087,NA,995.6,25.491,89.7,7.34,200.2,NA,NA,NA,NA,NA,NA,NA,NA,1.1046666666666667,1.1046666666666667
2017-06-26T10:47:06Z,97,8.21,188.2,3.9266666666666667,1.7,2017-06-26,2017-06-26T10:47:06Z,087,NA,995.5555555555555,25.491333333333333,89.7,7.346666666666667,200.2,NA,NA,NA,NA,NA,NA,NA,NA,1.1863333333333332,1.1863333333333332
2017-06-26T10:47:09Z,100,8.21,188.1,3.9366666666666665,1.8,2017-06-26,2017-06-26T10:47:09Z,087,NA,995.6444444444444,25.492,89.7,7.343333333333333,200.2,NA,NA,NA,NA,NA,NA,NA,NA,1.2673333333333334,1.2673333333333334
2017-06-26T10:47:12Z,103,8.216666666666667,188.06666666666666,3.9233333333333333,1.8,2017-06-26,2017-06-26T10:47:12Z,087,NA,995.5555555555555,25.493333333333332,89.7,7.343333333333333,200.2,NA,NA,NA,NA,NA,NA,NA,NA,1.3386666666666667,1.3386666666666667
2017-06-26T10:47:15Z,106,8.22,188,3.8866666666666667,1.8,2017-06-26,2017-06-26T10:47:15Z,087,NA,995.5111111111112,25.494666666666667,89.7,7.34,200.2,NA,NA,NA,NA,NA,NA,NA,NA,1.4046666666666667,1.4046666666666667
