dateTime_Round,X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
2017-06-14T11:27:57Z,35,8.41,205.1,1.9133333333333333,0.23333333333333334,2017-06-14,2017-06-14T11:27:57Z,093,NA,981.4222222222222,26.146,103.2,8.35,209.9,NA,NA,NA,NA,NA,NA,NA,NA,0.018333333333333333,0.018333333333333333
2017-06-14T11:28:00Z,38,8.41,205.4,1.88,0.4,2017-06-14,2017-06-14T11:28:00Z,093,NA,981.4222222222222,26.147,103.3,8.35,209.9,NA,NA,NA,NA,NA,NA,NA,NA,0.045,0.045
2017-06-14T11:28:03Z,41,8.41,205.7,1.8833333333333333,0.6,2017-06-14,2017-06-14T11:28:03Z,093,NA,981.4666666666667,26.148,103.3,8.3533333333333335,210,NA,NA,NA,NA,NA,NA,NA,NA,0.088,0.088
2017-06-14T11:28:06Z,44,8.41,205.96666666666667,1.8833333333333333,0.8333333333333334,2017-06-14,2017-06-14T11:28:06Z,093,NA,981.4666666666667,26.145666666666667,103.3,8.36,210,NA,NA,NA,NA,NA,NA,NA,NA,0.6463333333333333,0.6463333333333333
2017-06-14T11:28:09Z,47,8.41,206.2,1.8566666666666667,1.0333333333333334,2017-06-14,2017-06-14T11:28:09Z,093,NA,981.3777777777779,26.133666666666667,103.3,8.36,210,NA,NA,NA,NA,NA,NA,NA,NA,1.007,1.007
2017-06-14T11:28:12Z,50,8.41,206.43333333333334,1.8233333333333335,1.1333333333333333,2017-06-14,2017-06-14T11:28:12Z,093,NA,981.4222222222222,26.117333333333335,103.23333333333333,8.3533333333333335,210,NA,NA,NA,NA,NA,NA,NA,NA,1.0756666666666668,1.0756666666666668
2017-06-14T11:28:15Z,53,8.41,206.7,1.8666666666666667,1.3,2017-06-14,2017-06-14T11:28:15Z,093,NA,981.4666666666667,26.101333333333333,103.2,8.35,210,NA,NA,NA,NA,NA,NA,NA,NA,1.1486666666666667,1.1486666666666667
2017-06-14T11:28:18Z,56,8.41,206.93333333333334,1.8866666666666667,1.4666666666666666,2017-06-14,2017-06-14T11:28:18Z,093,NA,981.3777777777779,26.086666666666666,103.2,8.35,210,NA,NA,NA,NA,NA,NA,NA,NA,1.2303333333333333,1.2303333333333333
2017-06-14T11:28:21Z,59,8.41,207.16666666666666,1.8866666666666665,1.5333333333333334,2017-06-14,2017-06-14T11:28:21Z,093,NA,981.4222222222222,26.080666666666666,103.2,8.36,210,NA,NA,NA,NA,NA,NA,NA,NA,1.2993333333333332,1.2993333333333332
2017-06-14T11:28:24Z,62,8.41,207.4,1.9066666666666665,1.7,2017-06-14,2017-06-14T11:28:24Z,093,NA,981.4666666666667,26.084333333333333,103.2,8.36,209.9,NA,NA,NA,NA,NA,NA,NA,NA,1.366,1.366
