X,pH,orp_mV,NTU,VPos.m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,phycocyaninBGA_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m
29,7.68,151,0.69,0,2017-06-21,2017-06-21T16:37:19Z,108,NA,972.6666666666666,31.761,103.5,7.59,66.4,NA,NA,NA,NA,NA,NA,NA,NA,0.001,0.001
45,7.65,155.5,1.08,0.7,2017-06-21,2017-06-21T16:37:35Z,108,NA,972.6666666666666,31.501,103.6,7.63,66.5,NA,NA,NA,NA,NA,NA,NA,NA,0.193,0.193
49,7.64,156.5,1.23,0.7,2017-06-21,2017-06-21T16:37:39Z,108,NA,972.6666666666666,31.16,103.5,7.67,66.7,NA,NA,NA,NA,NA,NA,NA,NA,0.268,0.268
53,7.64,157.2,1.31,0.7,2017-06-21,2017-06-21T16:37:43Z,108,NA,972.6666666666666,30.882,103.7,7.71,66.9,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.345
55,7.64,157.5,1.33,0.8,2017-06-21,2017-06-21T16:37:45Z,108,NA,972.6666666666666,30.713,103.6,7.73,66.9,NA,NA,NA,NA,NA,NA,NA,NA,0.385,0.385
56,7.65,157.6,1.35,0.8,2017-06-21,2017-06-21T16:37:46Z,108,NA,972.6666666666666,30.629,103.6,7.74,66.9,NA,NA,NA,NA,NA,NA,NA,NA,0.405,0.405
57,7.65,157.8,1.33,0.8,2017-06-21,2017-06-21T16:37:47Z,108,NA,972.6666666666666,30.558,103.6,7.75,66.9,NA,NA,NA,NA,NA,NA,NA,NA,0.431,0.431
58,7.65,157.9,1.35,0.9,2017-06-21,2017-06-21T16:37:48Z,108,NA,972.6666666666666,30.472,103.5,7.76,66.9,NA,NA,NA,NA,NA,NA,NA,NA,0.452,0.452
59,7.65,158.1,1.35,0.9,2017-06-21,2017-06-21T16:37:49Z,108,NA,972.6666666666666,30.414,103.5,7.76,66.9,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.475
60,7.65,158.3,1.36,0.9,2017-06-21,2017-06-21T16:37:50Z,108,NA,972.6666666666666,30.366,103.4,7.76,66.8,NA,NA,NA,NA,NA,NA,NA,NA,0.499,0.499
61,7.65,158.5,1.36,1,2017-06-21,2017-06-21T16:37:51Z,108,NA,972.6666666666666,30.298,103.2,7.76,66.8,NA,NA,NA,NA,NA,NA,NA,NA,0.528,0.528
62,7.65,158.6,1.36,1,2017-06-21,2017-06-21T16:37:52Z,108,NA,972.6666666666666,30.225,103,7.75,66.7,NA,NA,NA,NA,NA,NA,NA,NA,0.554,0.554
63,7.65,158.8,1.38,1,2017-06-21,2017-06-21T16:37:53Z,108,NA,972.6666666666666,30.15,102.8,7.75,66.7,NA,NA,NA,NA,NA,NA,NA,NA,0.579,0.579
64,7.65,159,1.38,1.1,2017-06-21,2017-06-21T16:37:54Z,108,NA,972.6666666666666,30.073,102.6,7.74,66.7,NA,NA,NA,NA,NA,NA,NA,NA,0.606,0.606
65,7.65,159.3,1.42,1.1,2017-06-21,2017-06-21T16:37:55Z,108,NA,972.8000000000001,29.995,102.4,7.73,66.6,NA,NA,NA,NA,NA,NA,NA,NA,0.638,0.638
66,7.65,159.5,1.41,1.1,2017-06-21,2017-06-21T16:37:56Z,108,NA,972.6666666666666,29.925,102.2,7.73,66.6,NA,NA,NA,NA,NA,NA,NA,NA,0.666,0.666
67,7.65,159.7,1.4,1.1,2017-06-21,2017-06-21T16:37:57Z,108,NA,972.6666666666666,29.859,102,7.72,66.5,NA,NA,NA,NA,NA,NA,NA,NA,0.694,0.694
68,7.64,159.9,1.43,1.1,2017-06-21,2017-06-21T16:37:58Z,108,NA,972.6666666666666,29.8,101.8,7.71,66.5,NA,NA,NA,NA,NA,NA,NA,NA,0.721,0.721
69,7.64,160.1,1.45,1.2,2017-06-21,2017-06-21T16:37:59Z,108,NA,972.6666666666666,29.733,101.5,7.7,66.5,NA,NA,NA,NA,NA,NA,NA,NA,0.753,0.753
70,7.64,160.3,1.45,1.2,2017-06-21,2017-06-21T16:38:00Z,108,NA,972.6666666666666,29.676,101.3,7.69,66.4,NA,NA,NA,NA,NA,NA,NA,NA,0.778,0.778
71,7.64,160.5,1.47,1.2,2017-06-21,2017-06-21T16:38:01Z,108,NA,972.6666666666666,29.612,101,7.68,66.4,NA,NA,NA,NA,NA,NA,NA,NA,0.802,0.802
72,7.64,160.7,1.51,1.2,2017-06-21,2017-06-21T16:38:02Z,108,NA,972.6666666666666,29.556,100.8,7.67,66.4,NA,NA,NA,NA,NA,NA,NA,NA,0.824,0.824
74,7.64,161.1,1.51,1.2,2017-06-21,2017-06-21T16:38:04Z,108,NA,972.6666666666666,29.464,100.4,7.65,66.4,NA,NA,NA,NA,NA,NA,NA,NA,0.864,0.864
78,7.63,161.9,1.54,1.3,2017-06-21,2017-06-21T16:38:08Z,108,NA,972.6666666666666,29.296,99.4,7.61,66.4,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.94
82,7.63,162.5,1.64,1.4,2017-06-21,2017-06-21T16:38:12Z,108,NA,972.6666666666666,29.163,98.5,7.55,66.4,NA,NA,NA,NA,NA,NA,NA,NA,1.019,1.019
84,7.63,162.9,1.71,1.5,2017-06-21,2017-06-21T16:38:14Z,108,NA,972.5333333333333,29.053,97.9,7.51,66.4,NA,NA,NA,NA,NA,NA,NA,NA,1.058,1.058
