dateTime_Round,X,pH,phycocyaninBGA_RFU,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,salinity_psu,tds_mgpL,orp_mV,latitude,longitude,altitude_m,depth_m,verticalPosition_m
2017-08-16T14:46:03Z,37,8.03,-0.4126666666666666,2017-08-16,2017-08-16T14:46:03Z,005,NA,991.3333333333334,27.933,114.1,8.93,383.8,NA,0.493,NA,NA,NA,NA,NA,NA,0.028,0.028
2017-08-16T14:46:06Z,40,8.03,-0.401,2017-08-16,2017-08-16T14:46:06Z,005,NA,991.2888888888889,27.855999999999998,114.1,8.936666666666666,384.06666666666666,NA,0.5303333333333333,NA,NA,NA,NA,NA,NA,0.05533333333333333,0.05533333333333333
2017-08-16T14:46:09Z,43,8.036666666666665,-0.378,2017-08-16,2017-08-16T14:46:09Z,005,NA,991.3777777777777,27.736666666666665,114.1,8.96,384.5,NA,0.5793333333333333,NA,NA,NA,NA,NA,NA,0.09633333333333334,0.09633333333333334
2017-08-16T14:46:12Z,46,8.05,-0.37366666666666665,2017-08-16,2017-08-16T14:46:12Z,005,NA,991.3333333333334,27.604666666666667,114.3,8.993333333333334,384.8,NA,0.629,NA,NA,NA,NA,NA,NA,0.14533333333333334,0.14533333333333334
2017-08-16T14:46:15Z,49,8.063333333333334,-0.35666666666666663,2017-08-16,2017-08-16T14:46:15Z,005,NA,991.3333333333334,27.479666666666667,114.63333333333333,9.05,385.03333333333336,NA,0.6513333333333333,NA,NA,NA,NA,NA,NA,0.201,0.201
2017-08-16T14:46:18Z,52,8.076666666666666,-0.35533333333333333,2017-08-16,2017-08-16T14:46:18Z,005,NA,991.4666666666667,27.394666666666666,115.13333333333333,9.096666666666666,385.06666666666666,NA,0.655,NA,NA,NA,NA,NA,NA,0.25966666666666666,0.25966666666666666
2017-08-16T14:46:21Z,55.5,8.09,-0.354,2017-08-16,2017-08-16T14:46:21Z,005,NA,991.3333333333334,27.329,115.55,9.145,384.95,NA,0.6475,NA,NA,NA,NA,NA,NA,1.0459999999999998,1.0459999999999998
2017-08-16T14:46:24Z,58,8.1033333333333335,-0.349,2017-08-16,2017-08-16T14:46:24Z,005,NA,991.3777777777779,27.272666666666666,115.7,9.163333333333334,384.8333333333333,NA,0.6626666666666667,NA,NA,NA,NA,NA,NA,1.187,1.187
2017-08-16T14:46:27Z,61,8.116666666666665,-0.34,2017-08-16,2017-08-16T14:46:27Z,005,NA,991.3777777777779,27.195666666666668,115.66666666666667,9.173333333333334,384.9,NA,0.7006666666666667,NA,NA,NA,NA,NA,NA,1.3273333333333333,1.3273333333333333
2017-08-16T14:46:30Z,64,8.133333333333335,-0.32366666666666666,2017-08-16,2017-08-16T14:46:30Z,005,NA,991.3333333333334,27.091666666666665,115.46666666666667,9.17,385.03333333333336,NA,0.7473333333333333,NA,NA,NA,NA,NA,NA,1.4343333333333335,1.4343333333333335
2017-08-16T14:46:33Z,67,8.1466666666666665,-0.303,2017-08-16,2017-08-16T14:46:33Z,005,NA,991.4222222222222,26.973666666666666,115.2,9.17,385.3333333333333,NA,0.7906666666666667,NA,NA,NA,NA,NA,NA,1.529,1.529
