Date,Time,Temp,mmHg,DO %,DO mg/L,SPC-uS/cm,pH,NH4-N mg/L,NO3-N mg/L,Cl mg/L,FNU,TSS mg/L,BGA-PC RFU,BGA-PC ug/L,BGA-PE RFU,BGA-PE ug/L,Chl RFU,Chl ug/L,fDOM RFU,fDOM QSU,DEP m
2/15/2018,11:38:43,4.54,733.4,34.2,4.41,367.9,8.19,,,,-831.19,0,1.917,1.92,,,3.126,11.72,,,3.96
2/15/2018,11:38:44,4.54,733.4,33.9,4.37,367.9,8.19,,,,-831.03,0,1.901,1.9,,,3.112,11.67,,,3.96
2/15/2018,11:38:45,4.54,733.4,33.6,4.33,367.9,8.18,,,,-830.89,0,1.878,1.88,,,3.108,11.65,,,3.96
2/15/2018,11:38:46,4.54,733.4,33.2,4.29,367.9,8.18,,,,-830.78,0,1.865,1.87,,,3.109,11.66,,,3.96
2/15/2018,11:38:47,4.54,733.4,33,4.25,367.9,8.18,,,,-830.66,0,1.85,1.85,,,3.114,11.67,,,3.96
2/15/2018,11:38:48,4.54,733.4,32.6,4.21,368,8.18,,,,-830.57,0,1.835,1.83,,,3.108,11.65,,,3.959
2/15/2018,11:38:49,4.54,733.4,32.4,4.18,368,8.18,,,,-830.46,0,1.821,1.82,,,3.098,11.62,,,3.959
2/15/2018,11:38:50,4.54,733.4,32.1,4.14,368,8.18,,,,-830.28,0,1.813,1.81,,,3.089,11.58,,,3.959
2/15/2018,11:38:51,4.54,733.4,31.8,4.11,368,8.18,,,,-830.01,0,1.788,1.79,,,3.08,11.55,,,3.959
2/15/2018,11:38:52,4.54,733.4,31.5,4.07,368,8.18,,,,-829.72,0,1.767,1.77,,,3.068,11.5,,,3.959
2/15/2018,11:38:53,4.54,733.4,31.3,4.04,368,8.18,,,,-829.4,0,1.751,1.75,,,3.069,11.51,,,3.959
2/15/2018,11:38:54,4.541,733.4,31,4,368,8.18,,,,-829.02,0,1.73,1.73,,,3.068,11.5,,,3.959
2/15/2018,11:38:55,4.541,733.4,30.7,3.97,368,8.17,,,,-828.71,0,1.711,1.71,,,3.075,11.53,,,3.959
2/15/2018,11:38:56,4.541,733.4,30.5,3.93,368,8.17,,,,-828.46,0,1.683,1.68,,,3.091,11.59,,,3.959
2/15/2018,11:38:57,4.541,733.4,30.2,3.9,368,8.17,,,,-828.25,0,1.666,1.67,,,3.098,11.62,,,3.959
2/15/2018,11:38:58,4.541,733.3,30,3.87,368,8.17,,,,-828.08,0,1.641,1.64,,,3.101,11.63,,,3.96
2/15/2018,11:38:59,4.541,733.3,29.7,3.84,368,8.17,,,,-827.92,0,1.621,1.62,,,3.12,11.7,,,3.96
2/15/2018,11:39:00,4.541,733.3,29.5,3.81,368,8.17,,,,-827.74,0,1.61,1.61,,,3.134,11.75,,,3.96
2/15/2018,11:39:01,4.541,733.4,29.3,3.78,368,8.17,,,,-827.57,0,1.583,1.58,,,3.157,11.84,,,3.96
2/15/2018,11:39:02,4.542,733.4,29,3.75,368,8.17,,,,-827.39,0,1.557,1.56,,,3.178,11.91,,,3.96
2/15/2018,11:39:03,4.542,733.4,28.8,3.72,368,8.17,,,,-827.18,0,1.545,1.54,,,3.204,12.01,,,3.96
2/15/2018,11:39:04,4.542,733.4,28.6,3.69,368,8.17,,,,-827.03,0,1.51,1.51,,,3.23,12.11,,,3.96
2/15/2018,11:39:05,4.542,733.4,28.4,3.66,368,8.17,,,,-826.96,0,1.496,1.5,,,3.25,12.18,,,3.96
2/15/2018,11:39:06,4.542,733.4,28.1,3.63,368.1,8.16,,,,-826.96,0,1.459,1.46,,,3.277,12.28,,,3.96
2/15/2018,11:39:07,4.543,733.4,27.9,3.6,368.1,8.16,,,,-827.01,0,1.437,1.44,,,3.28,12.3,,,3.96
2/15/2018,11:39:08,4.543,733.3,27.7,3.58,368.1,8.16,,,,-827.11,0,1.431,1.43,,,3.29,12.33,,,3.96
2/15/2018,11:39:09,4.543,733.4,27.5,3.55,368.1,8.16,,,,-827.26,0,1.418,1.42,,,3.298,12.36,,,3.96
2/15/2018,11:39:10,4.543,733.4,27.3,3.52,368.1,8.16,,,,-827.32,0,1.42,1.42,,,3.298,12.36,,,3.96
2/15/2018,11:39:11,4.544,733.4,27.1,3.5,368.1,8.16,,,,-827.25,0,1.405,1.41,,,3.304,12.38,,,3.96
2/15/2018,11:39:12,4.544,733.4,26.9,3.47,368.1,8.16,,,,-827.04,0,1.403,1.4,,,3.307,12.4,,,3.96
2/15/2018,11:39:13,4.544,733.3,26.7,3.45,368.1,8.16,,,,-826.91,0,1.406,1.41,,,3.322,12.45,,,3.96
2/15/2018,11:39:14,4.544,733.4,26.5,3.42,368.1,8.16,,,,-826.87,0,1.402,1.4,,,3.326,12.47,,,3.96
2/15/2018,11:39:15,4.545,733.4,26.3,3.4,368.1,8.16,,,,-826.84,0,1.408,1.41,,,3.353,12.57,,,3.96
2/15/2018,11:39:16,4.545,733.4,26.1,3.37,368.1,8.16,,,,-826.83,0,1.407,1.41,,,3.371,12.64,,,3.96
2/15/2018,11:39:17,4.545,733.4,25.9,3.35,368.1,8.15,,,,-826.84,0,1.406,1.41,,,3.393,12.72,,,3.96
2/15/2018,11:39:18,4.545,733.4,25.8,3.32,368.1,8.15,,,,-826.88,0,1.409,1.41,,,3.436,12.88,,,3.96
2/15/2018,11:39:19,4.545,733.4,25.6,3.3,368.1,8.15,,,,-826.9,0,1.405,1.41,,,3.469,13,,,3.96
2/15/2018,11:39:20,4.545,733.4,25.4,3.28,368.1,8.15,,,,-826.92,0,1.397,1.4,,,3.503,13.13,,,3.96
2/15/2018,11:39:21,4.545,733.3,25.2,3.26,368.1,8.15,,,,-826.93,0,1.388,1.39,,,3.525,13.21,,,3.96
