Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,pH,NH4-N mg/L,NO3-N mg/L,Cl mg/L,FNU,TSS mg/L,BGA-PC RFU,BGA-PC ug/L,BGA-PE RFU,BGA-PE ug/L,Chl RFU,Chl ug/L,fDOM RFU,fDOM QSU,DEP m
6/15/2018,14:50:44,34.636,737.8,101.3,7.08,91.9,8.21,,,,3.75,0,0.047,0.05,,,0.593,2.16,,,0
6/15/2018,14:50:46,34.529,737.8,103.6,7.25,86.9,8.13,,,,3.42,0,0.005,0,,,0.998,3.57,,,0
6/15/2018,14:50:48,34.422,737.8,107.7,7.55,85.4,8.1,,,,3.17,0,-0.032,-0.03,,,2.563,9.04,,,0
6/15/2018,14:50:50,34.329,737.8,108.3,7.61,84.1,7.96,,,,2.87,0,-0.064,-0.06,,,2.191,7.74,,,0
6/15/2018,14:50:52,34.197,737.8,108.4,7.63,82.7,7.92,,,,2.62,0,-0.11,-0.11,,,1.975,6.99,,,0
6/15/2018,14:50:54,34.155,737.8,108.1,7.62,81.7,7.91,,,,2.36,0,-0.131,-0.13,,,2.004,7.09,,,0.002
6/15/2018,14:50:56,34.099,737.7,107.6,7.59,81.3,7.91,,,,2.16,0,-0.157,-0.16,,,1.968,6.96,,,0.004
6/15/2018,14:50:58,34.006,737.7,106.9,7.55,80.9,7.9,,,,2.13,0,-0.209,-0.21,,,1.847,6.54,,,0.006
6/15/2018,14:51:00,32.34,737.7,103.1,7.3,80.3,7.89,,,,2.11,0,-0.235,-0.23,,,1.799,6.37,,,0.009
6/15/2018,14:51:02,32.721,737.7,104.3,7.57,80.9,7.88,,,,2.09,0,-0.243,-0.24,,,1.76,6.23,,,0.011
6/15/2018,14:51:04,32.202,737.7,103.1,7.47,80.8,7.87,,,,2.08,0,-0.254,-0.25,,,1.67,5.92,,,0.014
6/15/2018,14:51:06,31.932,737.7,103,7.53,80.7,7.86,,,,2.03,0,-0.228,-0.23,,,1.628,5.77,,,0.018
6/15/2018,14:51:08,31.897,737.7,102.9,7.53,80.3,7.77,,,,2.08,0,-0.235,-0.23,,,1.641,5.82,,,0.021
6/15/2018,14:51:10,31.921,737.7,103.1,7.54,79.8,7.75,,,,2.11,0,-0.243,-0.24,,,1.632,5.79,,,0.025
6/15/2018,14:51:12,31.853,737.6,103.4,7.57,79.3,7.74,,,,2.14,0,-0.251,-0.25,,,1.634,5.79,,,0.028
6/15/2018,14:51:14,31.807,737.6,103.6,7.59,78.9,7.73,,,,2.13,0,-0.248,-0.25,,,1.685,5.97,,,0.031
6/15/2018,14:51:16,31.755,737.7,103.6,7.6,78.5,7.72,,,,2.17,0,-0.238,-0.24,,,1.675,5.94,,,0.035
6/15/2018,14:51:18,31.651,737.8,103.7,7.61,78.4,7.71,,,,2.2,0,-0.256,-0.26,,,1.662,5.89,,,0.038
6/15/2018,14:51:20,31.54,737.8,103.8,7.64,78.3,7.71,,,,2.28,0,-0.258,-0.26,,,1.66,5.89,,,0.042
6/15/2018,14:51:22,31.38,737.7,104,7.67,78.3,7.7,,,,2.27,0,-0.255,-0.25,,,1.667,5.91,,,0.045
6/15/2018,14:51:24,31.21,737.7,104.1,7.7,78.3,7.7,,,,2.29,0,-0.258,-0.26,,,1.648,5.84,,,0.049
6/15/2018,14:51:26,31.018,737.7,104.2,7.73,78.2,7.69,,,,2.27,0,-0.253,-0.25,,,1.637,5.8,,,0.053
6/15/2018,14:51:28,30.847,737.8,104.4,7.77,78,7.69,,,,2.28,0,-0.251,-0.25,,,1.685,5.97,,,0.058
6/15/2018,14:51:30,30.718,737.7,105,7.83,77.8,7.68,,,,2.3,0,-0.232,-0.23,,,1.685,5.97,,,0.061
