Unit ID:,,,,,,,,,,,,,,,,
User ID:,,,,,,,,,,,,,,,,
Site:,BETH,,,,,,,,,,,,,,,
Log Interval:,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Model, Submodel, S/N, S/W Ver,,,,,,,,,,,,,
Handheld,2, 17E100519,1.0.18,,,,,,,,,,,,,
5P Sonde,4, 17E101337,1.0.43,,,,,,,,,,,,,
CT,1, 17C104840,3.0.5,,,,,,,,,,,,,
Turbidity,1, 17D108184,3.0.0,,,,,,,,,,,,,
ODO,1, 17D108766,3.0.0,,,,,,,,,,,,,
pH/ORP,1, 18E103391,3.0.0,,,,,,,,,,,,,
TAL-PC,1, 17F103116,3.0.0,,,,,,,,,,,,,
Depth,2, 17K104869,3.0.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,pH,ORP mV,NTU,TSS mg/L,BGA-PC ug/L,BGA-PE ug/L,Chl ug/L,fDOM RFU,DEP m,VPos m
6/22/2018,10:27:10,22.997,736.5,93.3,8,9.3,7.83,153.2,57.56,0,0.02,,2.4,,0.023,0.1
6/22/2018,10:27:11,22.977,736.5,93.3,8,9.1,7.83,153.3,151.68,0,1.15,,2.2,,0.026,0.1
6/22/2018,10:27:12,22.962,736.5,93.3,8.01,8.8,7.83,153.3,37.84,0,1.5,,2.13,,0.028,0.1
6/22/2018,10:27:13,22.942,736.6,93.3,8.01,8.7,7.83,153.3,629.46,0,1.75,,2.15,,0.031,0.1
6/22/2018,10:27:14,26.487,736.7,96.2,7.84,190.3,8.15,136.1,1.68,0,1.76,,2.45,,0.033,0.1
6/22/2018,10:27:15,26.631,736.6,93.2,7.48,191.3,8.14,136.6,1.59,0,1.76,,2.92,,0.036,0.1
6/22/2018,10:27:16,26.61,736.7,90.8,7.29,189.7,8.14,136.8,1.73,0,1.77,,3.43,,0.037,0.1
6/22/2018,10:27:17,26.678,736.7,90.4,7.25,188.4,8.14,136.9,1.67,0,1.78,,7.2,,0.039,0.1
6/22/2018,10:27:18,26.702,736.7,89.5,7.17,188.1,8.15,136.8,1.61,0,1.78,,7.6,,0.042,0.2
6/22/2018,10:27:19,26.71,736.7,88.8,7.11,187.8,8.15,136.8,1.59,0,1.79,,8.62,,0.046,0.2
6/22/2018,10:27:20,26.71,736.6,88.2,7.06,187.7,8.15,136.8,1.52,0,1.8,,8.71,,0.051,0.2
6/22/2018,10:27:21,26.71,736.6,87.7,7.03,187.6,8.15,136.7,1.49,0,1.81,,8.68,,0.057,0.2
6/22/2018,10:27:22,26.706,736.6,87.3,6.99,187.5,8.16,136.7,1.49,0,1.83,,8.74,,0.063,0.2
6/22/2018,10:27:23,26.704,736.6,86.9,6.96,187.4,8.16,136.7,1.49,0,1.83,,8.77,,0.069,0.2
6/22/2018,10:27:24,26.706,736.6,86.6,6.93,187.4,8.16,136.7,1.5,0,1.82,,8.6,,0.076,0.2
6/22/2018,10:27:25,26.707,736.7,86.3,6.91,187.3,8.16,136.6,1.52,0,1.82,,8.54,,0.082,0.2
6/22/2018,10:27:26,26.708,736.6,86.1,6.89,187.3,8.16,136.6,1.5,0,1.48,,8.49,,0.088,0.2
6/22/2018,10:27:27,26.709,736.5,85.8,6.87,187.2,8.16,136.6,1.49,0,0.66,,8.45,,0.094,0.2
6/22/2018,10:27:28,26.708,736.5,85.6,6.86,187.2,8.17,136.6,1.45,0,-0.21,,8.46,,0.102,0.2
6/22/2018,10:27:29,26.706,736.6,85.5,6.84,187.2,8.17,136.5,1.45,0,-1.12,,8.41,,0.108,0.2
6/22/2018,10:27:30,26.706,736.6,85,6.81,187.2,8.17,136.5,1.42,0,-1.75,,8.45,,0.115,0.2
6/22/2018,10:27:31,26.704,736.6,84.6,6.77,187.1,8.17,136.5,1.41,0,-1.87,,8.44,,0.121,0.3
6/22/2018,10:27:32,26.703,736.6,84.2,6.74,187.1,8.17,136.5,1.39,0,-1.9,,8.35,,0.129,0.3
6/22/2018,10:27:33,26.701,736.6,83.9,6.72,187,8.17,136.5,1.4,0,-1.89,,8.28,,0.136,0.3
6/22/2018,10:27:34,26.699,736.5,83.7,6.7,187,8.17,136.5,1.38,0,-1.9,,8.31,,0.143,0.3
6/22/2018,10:27:35,26.699,736.5,83.5,6.69,187,8.17,136.4,1.4,0,-1.9,,8.45,,0.15,0.3
6/22/2018,10:27:36,26.7,736.6,83.3,6.67,187,8.17,136.4,1.39,0,-1.92,,8.49,,0.158,0.3
6/22/2018,10:27:37,26.699,736.7,83.2,6.66,186.9,8.17,136.4,1.36,0,-1.92,,8.53,,0.165,0.3
6/22/2018,10:27:38,26.698,736.6,83,6.65,186.9,8.18,136.4,1.33,0,-1.93,,8.59,,0.172,0.3
6/22/2018,10:27:39,26.697,736.5,82.9,6.64,186.9,8.18,136.4,1.33,0,-1.94,,8.64,,0.179,0.3
6/22/2018,10:27:40,26.698,736.5,82.8,6.63,187,8.18,136.3,1.32,0,-1.93,,8.71,,0.186,0.3
6/22/2018,10:27:41,26.699,736.6,82.7,6.63,186.9,8.18,136.3,1.29,0,-1.95,,8.67,,0.194,0.3
6/22/2018,10:27:42,26.702,736.7,82.7,6.62,186.9,8.18,136.3,1.28,0,-1.94,,8.68,,0.2,0.3
6/22/2018,10:27:43,26.705,736.6,82.6,6.61,186.9,8.18,136.3,1.27,0,-1.94,,8.72,,0.205,0.3
6/22/2018,10:27:44,26.709,736.6,82.5,6.61,186.9,8.19,136.2,1.26,0,-1.94,,8.66,,0.21,0.3
6/22/2018,10:27:45,26.713,736.6,82.5,6.6,186.9,8.19,136.2,1.22,0,-1.93,,8.62,,0.215,0.3
6/22/2018,10:27:46,26.717,736.6,82.4,6.6,186.9,8.19,136.2,1.21,0,-1.94,,8.61,,0.219,0.3
6/22/2018,10:27:47,26.721,736.6,82.4,6.6,187,8.19,136.2,1.2,0,-1.94,,7.62,,0.224,0.3
6/22/2018,10:27:48,26.725,736.6,82.4,6.6,187,8.19,136.1,1.16,0,-1.92,,8.41,,0.229,0.3
6/22/2018,10:27:49,26.729,736.7,82.4,6.59,187,8.19,136.1,1.16,0,-1.93,,7.73,,0.235,0.3
6/22/2018,10:27:50,26.733,736.6,82.3,6.59,187,8.19,136.1,1.15,0,-1.94,,8.25,,0.24,0.3
6/22/2018,10:27:51,26.737,736.6,82.3,6.59,187,8.19,136.1,1.17,0,-1.94,,8.26,,0.246,0.4
6/22/2018,10:27:52,26.741,736.7,82.3,6.58,187,8.2,136.1,1.16,0,-1.96,,8.2,,0.256,0.5
6/22/2018,10:27:53,26.744,736.6,82.2,6.58,187.1,8.2,136.1,1.15,0,-1.95,,8.04,,0.273,0.7
6/22/2018,10:27:54,26.747,736.6,82.2,6.58,187.1,8.2,136.2,1.15,0,-1.95,,7.96,,0.289,0.8
6/22/2018,10:27:55,26.749,736.6,82.2,6.57,187.1,8.2,136.2,1.15,0,-1.95,,8,,0.307,0.9
6/22/2018,10:27:56,26.752,736.6,82.1,6.57,187.1,8.2,136.2,1.14,0,-1.94,,8.01,,0.326,0.9
6/22/2018,10:27:57,26.755,736.6,82.1,6.57,187.1,8.2,136.2,1.17,0,-1.93,,7.98,,0.348,0.9
6/22/2018,10:27:58,26.757,736.6,82.1,6.56,187.2,8.2,136.2,1.19,0,-1.93,,7.99,,0.365,0.9
6/22/2018,10:27:59,26.759,736.6,82,6.56,187.2,8.2,136.3,1.18,0,-1.94,,8.02,,0.383,0.9
6/22/2018,10:28:00,26.76,736.6,82,6.56,187.2,8.2,136.3,1.19,0,-1.92,,8.02,,0.401,0.9
6/22/2018,10:28:01,26.763,736.6,81.9,6.55,187.2,8.2,136.3,1.2,0,-1.92,,8.09,,0.423,0.9
6/22/2018,10:28:02,26.764,736.6,81.9,6.55,187.2,8.2,136.3,1.2,0,-1.92,,8.1,,0.441,0.9
6/22/2018,10:28:03,26.766,736.6,81.8,6.55,187.2,8.2,136.3,1.23,0,-1.93,,8.23,,0.459,0.9
