Date,Time,°C,mmHg,DO %,DO mg/L,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,Chl RFU,Chl ug/L,DEP m
7/27/2018,9:46:37,22.546,748,1.1,0.09,6.8,83.2,11.59,0.693,0.69,0.93,3.83,2.877
7/27/2018,9:46:38,22.493,748,1,0.09,6.8,74.2,11.54,0.687,0.68,0.936,3.86,2.889
7/27/2018,9:46:39,22.437,748,1,0.09,6.8,70.5,11.58,0.681,0.68,0.938,3.86,2.908
7/27/2018,9:46:40,22.364,748,0.9,0.08,6.8,66.6,11.55,0.675,0.67,0.938,3.86,2.92
7/27/2018,9:46:41,22.3,747.9,0.9,0.08,6.8,64.6,11.52,0.664,0.66,0.947,3.9,2.935
7/27/2018,9:46:42,22.237,747.9,0.9,0.08,6.8,62.7,11.45,0.664,0.66,0.945,3.89,2.956
7/27/2018,9:46:43,22.183,747.9,0.8,0.07,6.79,60.2,11.45,0.651,0.65,0.938,3.86,2.968
7/27/2018,9:46:44,22.111,748,0.8,0.07,6.79,51.4,11.42,0.66,0.66,0.947,3.9,2.981
7/27/2018,9:46:45,22.026,747.9,0.8,0.07,6.79,47.8,11.47,0.647,0.64,0.936,3.86,2.995
7/27/2018,9:46:46,21.962,748,0.7,0.07,6.79,44.7,11.54,0.652,0.65,0.936,3.85,3.008
7/27/2018,9:46:47,21.886,748.1,0.7,0.06,6.79,43.1,11.53,0.645,0.64,0.933,3.84,3.023
7/27/2018,9:46:48,21.829,748,0.7,0.06,6.79,41.1,11.51,0.646,0.64,0.92,3.79,3.039
7/27/2018,9:46:49,21.77,748,0.7,0.06,6.79,38.8,11.51,0.647,0.64,0.908,3.74,3.053
7/27/2018,9:46:50,21.724,747.8,0.6,0.06,6.79,30.2,11.53,0.64,0.64,0.905,3.73,3.07
7/27/2018,9:46:51,21.669,747.9,0.6,0.05,6.79,26.6,11.48,0.64,0.64,0.9,3.71,3.084
7/27/2018,9:46:52,21.637,747.9,0.6,0.05,6.78,22.7,11.53,0.646,0.64,0.892,3.67,3.103
7/27/2018,9:46:53,21.592,747.9,0.6,0.05,6.78,21.5,11.53,0.644,0.64,0.89,3.67,3.119
7/27/2018,9:46:54,21.559,748,0.6,0.05,6.78,19.5,11.5,0.644,0.64,0.904,3.72,3.133
7/27/2018,9:46:55,21.535,748.1,0.6,0.05,6.78,11.7,11.48,0.641,0.64,0.903,3.72,3.15
7/27/2018,9:46:56,21.501,747.9,0.5,0.05,6.78,8.4,11.48,0.649,0.64,0.911,3.75,3.167
7/27/2018,9:46:57,21.449,747.9,0.5,0.05,6.78,5.1,11.59,0.647,0.64,0.908,3.74,3.183
7/27/2018,9:46:58,21.408,748,0.5,0.04,6.78,2,11.58,0.646,0.64,0.909,3.74,3.199
7/27/2018,9:46:59,21.376,747.9,0.5,0.04,6.78,1.8,11.59,0.654,0.65,0.917,3.78,3.215
7/27/2018,9:47:00,21.356,747.9,0.4,0.04,6.78,0.1,11.57,0.663,0.66,0.919,3.79,3.235
7/27/2018,9:47:01,21.332,747.9,0.4,0.04,6.78,-2.7,11.58,0.662,0.66,0.917,3.78,3.251
7/27/2018,9:47:02,21.303,747.8,0.4,0.04,6.77,-10.7,11.64,0.658,0.65,0.924,3.81,3.268
7/27/2018,9:47:03,21.275,747.9,0.4,0.03,6.77,-13.1,11.75,0.658,0.65,0.931,3.83,3.284
7/27/2018,9:47:04,21.239,747.9,0.4,0.03,6.77,-16,11.76,0.664,0.66,0.939,3.87,3.305
7/27/2018,9:47:05,21.209,747.9,0.3,0.03,6.77,-17.4,11.97,0.659,0.66,0.929,3.83,3.322
7/27/2018,9:47:06,21.181,747.9,0.3,0.03,6.77,-18.8,12.02,0.673,0.67,0.932,3.84,3.338
7/27/2018,9:47:07,21.16,747.9,0.3,0.03,6.77,-20.4,12.08,0.68,0.68,0.93,3.83,3.355
7/27/2018,9:47:08,21.122,747.8,0.3,0.03,6.77,-21.9,12.14,0.668,0.66,0.93,3.83,3.375
7/27/2018,9:47:09,21.103,747.9,0.3,0.02,6.76,-28.7,12.19,0.678,0.67,0.949,3.91,3.39
7/27/2018,9:47:10,21.086,748,0.2,0.02,6.76,-31.4,12.2,0.679,0.68,0.965,3.97,3.406
7/27/2018,9:47:11,21.056,747.9,0.2,0.02,6.76,-34,12.24,0.682,0.68,0.971,4,3.424
7/27/2018,9:47:12,21.013,748,0.2,0.02,6.76,-36.2,12.2,0.686,0.68,0.987,4.06,3.444
7/27/2018,9:47:13,20.957,748.1,0.2,0.02,6.76,-37.2,12.23,0.692,0.69,0.979,4.03,3.462
7/27/2018,9:47:14,20.916,747.9,0.2,0.02,6.76,-38.7,12.28,0.703,0.7,0.975,4.01,3.483
7/27/2018,9:47:15,20.87,748.1,0.2,0.02,6.75,-40,12.24,0.702,0.7,0.983,4.05,3.501
7/27/2018,9:47:16,20.821,747.9,0.2,0.01,6.75,-41.3,12.27,0.714,0.71,0.992,4.08,3.526
7/27/2018,9:47:17,20.74,747.9,0.1,0.01,6.75,-49,12.24,0.735,0.73,1.009,4.15,3.546
7/27/2018,9:47:18,20.662,748,0.1,0.01,6.75,-51.3,12.46,0.74,0.74,1.02,4.2,3.564
7/27/2018,9:47:19,20.563,748,0.1,0.01,6.75,-54.1,12.3,0.744,0.74,1.034,4.26,3.583
7/27/2018,9:47:20,20.481,748,0.1,0.01,6.74,-54.7,12.43,0.759,0.76,1.019,4.19,3.608
7/27/2018,9:47:21,20.387,748,0,0,6.74,-56.2,14.04,0.794,0.79,1.024,4.21,3.628
7/27/2018,9:47:22,20.312,747.9,0,0,6.74,-57.7,25.47,0.814,0.81,1.043,4.29,3.649
7/27/2018,9:47:23,20.242,748,0,0,6.74,-59,20.09,0.835,0.83,1.05,4.32,3.667
7/27/2018,9:47:24,20.192,748,0,0,6.74,-60.1,16.1,0.859,0.86,1.076,4.43,3.69
7/27/2018,9:47:25,20.152,747.9,0,0,6.74,-61.1,17.06,0.904,0.9,1.174,4.83,3.71
7/27/2018,9:47:26,20.101,747.9,0,0,6.73,-62.1,15.1,0.92,0.92,1.102,4.53,3.728
7/27/2018,9:47:27,20.058,747.8,-0.1,-0.01,6.73,-69.5,18.92,0.959,0.96,1.095,4.51,3.747
7/27/2018,9:47:28,20.013,748,-0.1,-0.01,6.73,-70.9,17.01,0.997,1,1.291,5.31,3.762
7/27/2018,9:47:29,19.978,748,-0.1,-0.01,6.73,-72,20.34,1.028,1.03,1.249,5.13,3.782
7/27/2018,9:47:30,19.961,747.9,-0.1,-0.01,6.73,-72.8,16.41,1.065,1.07,1.214,4.99,3.8
7/27/2018,9:47:31,19.951,747.9,-0.1,-0.01,6.73,-73.2,16.59,1.114,1.11,1.185,4.87,3.815
7/27/2018,9:47:32,19.948,747.9,-0.1,-0.01,6.73,-73.9,20.29,1.157,1.16,1.163,4.78,3.831
7/27/2018,9:47:33,19.948,747.9,-0.1,-0.01,6.72,-74.6,25.55,1.187,1.19,1.167,4.8,3.85
7/27/2018,9:47:34,19.946,747.8,-0.1,-0.01,6.72,-75.2,40.82,1.253,1.26,3.389,13.88,3.866
7/27/2018,9:47:35,19.938,747.9,-0.1,-0.01,6.72,-75.6,32.11,1.426,1.43,4.331,17.73,3.881
7/27/2018,9:47:36,19.93,748,-0.1,-0.01,6.72,-76.1,54.46,1.756,1.76,5.44,22.26,3.898
7/27/2018,9:47:37,19.921,748,-0.2,-0.01,6.72,-76.8,30.16,2.102,2.11,5.333,21.82,3.913
7/27/2018,9:47:38,19.911,747.9,-0.2,-0.02,6.72,-77.5,17.23,2.396,2.41,5.338,21.84,3.929
7/27/2018,9:47:39,19.901,748.1,-0.2,-0.02,6.71,-78.2,15.93,2.598,2.61,1.639,6.73,3.94
7/27/2018,9:47:40,19.891,748,-0.2,-0.02,6.71,-78.7,44.7,2.924,2.94,7.634,31.22,3.955
7/27/2018,9:47:41,19.879,747.9,-0.2,-0.02,6.71,-79.2,21.98,3.415,3.44,8.406,34.37,3.971
7/27/2018,9:47:42,19.867,747.8,-0.3,-0.02,6.71,-87.9,25.51,11.941,12.04,8.163,33.38,3.985
7/27/2018,9:47:43,19.853,747.9,-0.3,-0.03,6.71,-91.2,94.53,13.071,13.18,6.818,27.88,3.997
7/27/2018,9:47:44,19.842,747.9,-0.3,-0.03,6.71,-92.9,17,13.359,13.48,4.961,20.3,4.009
7/27/2018,9:47:45,19.83,748,-0.3,-0.03,6.7,-93.9,18.24,13.29,13.41,4.901,20.05,4.024
7/27/2018,9:47:46,19.82,747.9,-0.4,-0.03,6.7,-94.5,18.28,13.298,13.41,5.3,21.68,4.037
7/27/2018,9:47:47,19.81,748,-0.4,-0.04,6.7,-95.3,20.41,13.407,13.52,7.265,29.71,4.048
7/27/2018,9:47:48,19.804,748,-0.4,-0.04,6.7,-96.1,31.09,16.042,16.18,7.33,29.97,4.059
7/27/2018,9:47:49,19.799,748,-0.5,-0.04,6.7,-96.9,23.43,14.594,14.72,7.141,29.2,4.071
7/27/2018,9:47:50,19.796,747.9,-0.5,-0.04,6.7,-97.4,17.98,15.103,15.24,7.431,30.39,4.081
7/27/2018,9:47:51,19.795,748,-0.5,-0.05,6.7,-97.9,17.51,15.549,15.69,7.431,30.39,4.089
7/27/2018,9:47:52,19.795,747.9,-0.5,-0.05,6.69,-98.2,18.33,15.554,15.69,7.433,30.4,4.098
7/27/2018,9:47:53,19.795,747.9,-0.6,-0.05,6.69,-98.5,40.12,15.36,15.5,7.361,30.1,4.107
7/27/2018,9:47:54,19.795,747.9,-0.6,-0.05,6.69,-98.7,25.07,14.987,15.12,7.241,29.61,4.114
7/27/2018,9:47:55,19.796,748,-0.6,-0.05,6.69,-98.9,21.89,14.68,14.81,7.166,29.31,4.119
7/27/2018,9:47:56,19.795,748.1,-0.6,-0.06,6.69,-99.2,28.11,14.477,14.6,7.126,29.14,4.124
7/27/2018,9:47:57,19.794,747.9,-0.6,-0.06,6.69,-99.4,30.3,14.325,14.45,7.106,29.06,4.132
7/27/2018,9:47:58,19.791,747.9,-0.6,-0.06,6.69,-99.5,28.64,12.358,12.46,7.071,28.92,4.136
7/27/2018,9:47:59,19.787,748,-0.7,-0.06,6.69,-99.7,89.51,9.988,10.07,7.04,28.79,4.139
7/27/2018,9:48:00,19.781,747.9,-0.7,-0.06,6.69,-99.9,26.51,8.895,8.97,6.977,28.53,4.144
7/27/2018,9:48:01,19.778,747.9,-0.7,-0.06,6.69,-100,32.57,8.966,9.04,6.902,28.23,4.148
7/27/2018,9:48:02,19.774,747.9,-0.7,-0.06,6.69,-100.1,440.39,8.966,9.04,6.849,28.01,4.152
7/27/2018,9:48:03,19.77,747.9,-0.7,-0.06,6.69,-100.3,585.13,8.967,9.04,6.832,27.94,4.156
7/27/2018,9:48:04,19.766,747.9,-0.7,-0.06,6.69,-100.4,74.26,9.018,9.09,6.824,27.91,4.16
7/27/2018,9:48:05,19.761,747.9,-0.7,-0.06,6.69,-100.6,30.73,9.068,9.14,6.816,27.88,4.163
7/27/2018,9:48:06,19.756,748,-0.7,-0.07,6.7,-100.8,34.99,9.072,9.15,6.788,27.76,4.167
7/27/2018,9:48:07,19.751,747.9,-0.7,-0.07,6.7,-101,22.15,9.074,9.15,6.749,27.6,4.171
7/27/2018,9:48:08,19.747,748,-0.7,-0.07,6.7,-101.3,21.05,9.119,9.2,6.698,27.39,4.174
7/27/2018,9:48:09,19.742,748,-0.7,-0.07,6.7,-101.7,21.33,9.198,9.28,6.654,27.22,4.177
7/27/2018,9:48:10,19.74,748,-0.8,-0.07,6.7,-102.1,21.08,9.273,9.35,6.589,26.95,4.181
7/27/2018,9:48:11,19.738,747.9,-0.8,-0.07,6.7,-102.4,20.34,9.358,9.44,6.527,26.69,4.186
7/27/2018,9:48:12,19.738,747.9,-0.8,-0.07,6.7,-102.7,19.4,9.45,9.53,6.457,26.41,4.188
7/27/2018,9:48:13,19.738,747.9,-0.8,-0.07,6.7,-103,18.96,9.54,9.62,6.369,26.05,4.19
7/27/2018,9:48:14,19.737,748.1,-0.8,-0.07,6.7,-103.3,19.09,9.608,9.69,6.276,25.67,4.19
7/27/2018,9:48:15,19.737,747.9,-0.8,-0.07,6.7,-103.6,19.71,9.685,9.77,6.198,25.35,4.194
7/27/2018,9:48:16,19.737,747.9,-0.8,-0.07,6.7,-103.9,20.25,9.74,9.82,6.126,25.06,4.195
7/27/2018,9:48:17,19.736,747.9,-0.8,-0.07,6.7,-104.1,20.81,9.813,9.9,6.052,24.75,4.197
7/27/2018,9:48:18,19.734,747.9,-0.8,-0.07,6.7,-104.4,21.08,9.884,9.97,5.987,24.49,4.199
7/27/2018,9:48:19,19.733,747.9,-0.8,-0.08,6.7,-104.7,20.99,9.947,10.03,5.941,24.3,4.2
7/27/2018,9:48:20,19.73,747.9,-0.8,-0.08,6.7,-104.9,21.11,10.007,10.09,5.911,24.18,4.201
7/27/2018,9:48:21,19.728,748.1,-0.8,-0.08,6.7,-105.2,21.15,10.125,10.21,5.885,24.07,4.199
7/27/2018,9:48:22,19.725,748,-0.8,-0.08,6.7,-105.5,21.17,10.242,10.33,5.859,23.97,4.201
7/27/2018,9:48:23,19.722,748,-0.9,-0.08,6.7,-105.7,21.15,10.334,10.42,5.846,23.91,4.202
7/27/2018,9:48:24,19.719,747.9,-0.9,-0.08,6.7,-106,21.17,10.445,10.53,5.832,23.86,4.203
7/27/2018,9:48:25,19.717,747.9,-0.9,-0.08,6.7,-106.3,21.08,10.557,10.65,5.811,23.77,4.203
7/27/2018,9:48:26,19.715,747.9,-0.9,-0.08,6.7,-106.5,21.13,10.652,10.74,5.779,23.64,4.203
7/27/2018,9:48:27,19.713,747.9,-0.9,-0.08,6.7,-106.7,21.15,10.716,10.81,5.766,23.59,4.204
7/27/2018,9:48:28,19.711,747.9,-0.9,-0.08,6.7,-106.9,21.17,10.78,10.87,5.736,23.46,4.204
7/27/2018,9:48:29,19.709,747.9,-0.9,-0.08,6.7,-107.2,20.89,10.841,10.93,5.705,23.34,4.204
7/27/2018,9:48:30,19.707,748,-0.9,-0.08,6.7,-107.4,20.45,10.866,10.96,5.676,23.22,4.203
7/27/2018,9:48:31,19.706,748,-0.9,-0.08,6.7,-107.5,20,10.872,10.96,5.648,23.1,4.203
7/27/2018,9:48:32,19.705,748,-0.9,-0.08,6.7,-107.7,19.61,10.86,10.95,5.618,22.98,4.203
7/27/2018,9:48:33,19.704,748,-0.9,-0.08,6.7,-107.9,19.35,10.861,10.95,5.587,22.86,4.203
7/27/2018,9:48:34,19.704,748,-0.9,-0.08,6.7,-108.1,19.05,10.843,10.94,5.567,22.77,4.204
7/27/2018,9:48:35,19.704,747.9,-0.9,-0.08,6.7,-108.3,18.56,10.819,10.91,5.553,22.72,4.205
7/27/2018,9:48:36,19.704,747.9,-0.9,-0.09,6.7,-108.5,18.11,10.773,10.87,5.549,22.7,4.205
7/27/2018,9:48:37,19.704,748.1,-0.9,-0.09,6.7,-108.7,17.72,10.728,10.82,5.557,22.73,4.203
7/27/2018,9:48:38,19.704,747.9,-0.9,-0.09,6.69,-108.8,17.35,10.677,10.77,5.56,22.74,4.205
7/27/2018,9:48:39,19.704,747.9,-0.9,-0.09,6.69,-109,16.98,10.626,10.72,5.573,22.8,4.206
7/27/2018,9:48:40,19.704,747.9,-0.9,-0.09,6.69,-109.2,16.74,10.568,10.66,5.591,22.87,4.206
7/27/2018,9:48:41,19.705,748,-1,-0.09,6.69,-109.4,16.47,10.497,10.59,5.612,22.96,4.205
7/27/2018,9:48:42,19.705,747.9,-1,-0.09,6.69,-109.5,16.29,10.419,10.51,5.639,23.07,4.206
7/27/2018,9:48:43,19.705,747.9,-1,-0.09,6.69,-109.7,16.08,10.354,10.44,5.665,23.18,4.206
7/27/2018,9:48:44,19.705,748,-1,-0.09,6.69,-109.9,16.01,10.302,10.39,5.675,23.22,4.205
7/27/2018,9:48:45,19.706,747.9,-1,-0.09,6.69,-110,15.96,10.232,10.32,5.692,23.28,4.206
7/27/2018,9:48:46,19.706,747.9,-1,-0.09,6.69,-110.2,15.84,10.181,10.27,5.711,23.36,4.207
7/27/2018,9:48:47,19.707,748.1,-1,-0.09,6.69,-110.4,15.75,10.119,10.2,5.717,23.39,4.205
7/27/2018,9:48:48,19.707,748,-1,-0.09,6.69,-110.5,15.76,10.053,10.14,5.729,23.43,4.206
7/27/2018,9:48:49,19.707,747.9,-1,-0.09,6.69,-110.7,15.78,10.017,10.1,5.732,23.45,4.207
7/27/2018,9:48:50,19.708,747.9,-1,-0.09,6.69,-110.9,15.84,9.984,10.07,5.747,23.51,4.207
7/27/2018,9:48:51,19.708,747.9,-1,-0.09,6.69,-111,15.95,9.968,10.05,5.757,23.55,4.207
7/27/2018,9:48:52,19.709,748,-1,-0.09,6.69,-111.2,16.1,9.962,10.05,5.759,23.56,4.206
7/27/2018,9:48:53,19.709,747.9,-1,-0.09,6.69,-111.3,16.29,9.974,10.06,5.757,23.55,4.207
7/27/2018,9:48:54,19.71,747.8,-1,-0.09,6.69,-111.5,16.5,9.966,10.05,5.758,23.56,4.208
7/27/2018,9:48:55,19.71,747.9,-1,-0.09,6.69,-111.6,16.58,9.977,10.06,5.774,23.62,4.207
7/27/2018,9:48:56,19.711,747.9,-1,-0.09,6.69,-111.8,16.69,9.974,10.06,5.782,23.65,4.207
7/27/2018,9:48:57,19.711,748,-1,-0.09,6.69,-111.9,16.72,9.998,10.08,5.78,23.64,4.206
7/27/2018,9:48:58,19.711,748,-1,-0.09,6.68,-112,16.78,10.019,10.1,5.783,23.66,4.206
7/27/2018,9:48:59,19.711,747.9,-1,-0.09,6.68,-112.2,16.89,10.044,10.13,5.788,23.67,4.207
7/27/2018,9:49:00,19.711,747.9,-1,-0.09,6.68,-112.3,17.24,10.079,10.16,5.784,23.66,4.207
7/27/2018,9:49:01,19.711,747.9,-1,-0.09,6.68,-112.4,17.48,10.117,10.2,5.784,23.66,4.207
7/27/2018,9:49:02,19.71,747.9,-1,-0.09,6.68,-112.5,17.83,10.159,10.25,5.77,23.6,4.208
7/27/2018,9:49:03,19.71,747.9,-1,-0.09,6.68,-112.6,18.04,10.204,10.29,5.754,23.54,4.208
7/27/2018,9:49:04,19.709,748,-1,-0.09,6.68,-112.8,18.29,10.249,10.34,5.756,23.54,4.206
7/27/2018,9:49:05,19.709,748,-1,-0.09,6.68,-112.9,18.48,10.294,10.38,5.753,23.53,4.206
7/27/2018,9:49:06,19.708,747.9,-1,-0.1,6.68,-113,18.61,10.344,10.43,5.749,23.52,4.207
7/27/2018,9:49:07,19.707,747.9,-1,-0.1,6.68,-113.1,18.62,10.398,10.49,5.744,23.5,4.207
7/27/2018,9:49:08,19.705,747.9,-1,-0.1,6.68,-113.2,18.53,10.447,10.54,5.733,23.45,4.207
7/27/2018,9:49:09,19.704,747.9,-1,-0.1,6.68,-113.3,18.39,10.508,10.6,5.738,23.47,4.207
7/27/2018,9:49:10,19.703,747.9,-1.1,-0.1,6.68,-113.4,18.3,10.555,10.64,5.733,23.45,4.207
7/27/2018,9:49:11,19.701,748,-1.1,-0.1,6.68,-113.5,18.27,10.602,10.69,5.725,23.42,4.206
7/27/2018,9:49:12,19.7,747.9,-1.1,-0.1,6.68,-113.5,18.25,10.633,10.72,5.719,23.39,4.207
