Unit ID:,1,,Lamar,LK 94,9/19/2018,,,,,,,,,
User ID:,,,,,,,,,,,,,,
Site:,94,,,,,,,,,,,,,
Log Interval:,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Model, Submodel, S/N, S/W Ver,,,,,,,,,,,
Handheld,2, 17F105819,1.0.18,,,,,,,,,,,
5P Sonde,4, 17G100162,1.0.55,,,,,,,,,,,
ODO,1, 18D104460,3.0.0,,,,,,,,,,,
CT,1, 17F102078,3.0.5,,,,,,,,,,,
TAL-PC,1, 18E100678,3.0.0,,,,,,,,,,,
pH/ORP,1, 17E101062,3.0.0,,,,,,,,,,,
Turbidity,1, 18E100545,3.0.0,,,,,,,,,,,
Depth,2, 17F104892,3.0.0,,,,,,,,,,,
,,,,,,,,,,,,,,
Date,Time,°C,mmHg,DO %,DO mg/L,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,Chl RFU,Chl ug/L,DEP m
9/19/2018,8:29:22,27.523,735.2,132.8,10.48,211.1,8.72,310,5.01,1.778,1.74,2.475,10.07,0.096
9/19/2018,8:29:23,27.523,735.2,132.8,10.48,211.1,8.72,309.9,5.01,1.776,1.74,2.477,10.08,0.096
9/19/2018,8:29:24,27.524,735.2,132.8,10.48,211.1,8.72,309.8,5.01,1.771,1.74,2.451,9.98,0.097
9/19/2018,8:29:25,27.524,735.2,132.8,10.48,211.1,8.72,309.8,5.03,1.769,1.74,2.442,9.94,0.097
9/19/2018,8:29:26,27.524,735.2,132.8,10.48,211.1,8.72,309.8,5.03,1.767,1.73,2.435,9.91,0.098
9/19/2018,8:29:27,27.524,735.2,132.8,10.48,211.1,8.73,309.7,5.02,1.761,1.73,2.449,9.97,0.099
9/19/2018,8:29:28,27.524,735.2,132.9,10.48,211.1,8.73,309.7,5.01,1.768,1.73,2.438,9.92,0.101
9/19/2018,8:29:29,27.524,735.2,132.9,10.48,211.2,8.73,309.6,4.99,1.77,1.74,2.442,9.94,0.103
9/19/2018,8:29:30,27.524,735.2,132.9,10.49,211.2,8.73,309.6,4.94,1.773,1.74,2.423,9.86,0.105
9/19/2018,8:29:31,27.524,735.3,132.9,10.49,211.2,8.73,309.6,4.93,1.768,1.74,2.415,9.83,0.107
9/19/2018,8:29:32,27.524,735.3,132.9,10.49,211.3,8.73,309.6,4.93,1.767,1.73,2.416,9.83,0.108
9/19/2018,8:29:33,27.524,735.2,132.9,10.49,211.3,8.73,309.5,4.94,1.771,1.74,2.407,9.8,0.109
9/19/2018,8:29:34,27.524,735.3,132.9,10.49,211.3,8.73,309.5,4.9,1.773,1.74,2.407,9.8,0.11
9/19/2018,8:29:35,27.524,735.3,133,10.49,211.4,8.73,309.5,4.9,1.768,1.73,2.405,9.79,0.112
9/19/2018,8:29:36,27.524,735.2,133,10.49,211.4,8.73,309.5,4.87,1.768,1.73,2.396,9.75,0.116
9/19/2018,8:29:37,27.524,735.3,133,10.49,211.5,8.73,309.5,4.87,1.774,1.74,2.403,9.78,0.119
9/19/2018,8:29:38,27.524,735.3,133,10.5,211.5,8.73,309.5,4.85,1.777,1.74,2.394,9.74,0.122
9/19/2018,8:29:39,27.524,735.3,133,10.5,211.5,8.73,309.5,4.85,1.785,1.75,2.401,9.77,0.125
9/19/2018,8:29:40,27.525,735.3,133,10.5,211.6,8.73,309.4,4.85,1.786,1.75,2.404,9.78,0.129
9/19/2018,8:29:41,27.525,735.3,133.1,10.5,211.6,8.73,309.4,4.84,1.786,1.75,2.406,9.79,0.134
9/19/2018,8:29:42,27.526,735.2,133.1,10.5,211.6,8.73,309.4,4.82,1.789,1.76,2.407,9.8,0.138
9/19/2018,8:29:43,27.527,735.2,133.1,10.5,211.6,8.73,309.4,4.83,1.79,1.76,2.406,9.79,0.142
9/19/2018,8:29:44,27.528,735.2,133.1,10.5,211.7,8.73,309.4,4.85,1.79,1.76,2.408,9.8,0.147
9/19/2018,8:29:45,27.528,735.2,133.1,10.5,211.7,8.73,309.4,4.86,1.785,1.75,2.405,9.79,0.152
9/19/2018,8:29:46,27.529,735.3,133.1,10.5,211.7,8.73,309.4,4.86,1.785,1.75,2.42,9.85,0.157
9/19/2018,8:29:47,27.53,735.2,133.1,10.51,211.7,8.73,309.4,4.86,1.776,1.74,2.428,9.88,0.162
9/19/2018,8:29:48,27.53,735.3,133.2,10.51,211.7,8.73,309.3,4.86,1.777,1.74,2.416,9.83,0.168
9/19/2018,8:29:49,27.531,735.3,133.2,10.51,211.7,8.73,309.3,4.88,1.77,1.74,2.431,9.89,0.174
9/19/2018,8:29:50,27.531,735.2,133.2,10.51,211.7,8.73,309.3,4.88,1.771,1.74,2.432,9.9,0.18
9/19/2018,8:29:51,27.531,735.2,133.2,10.51,211.7,8.73,309.3,4.92,1.767,1.73,2.448,9.96,0.187
9/19/2018,8:29:52,27.531,735.2,133.3,10.51,211.7,8.73,309.2,4.92,1.759,1.73,2.456,9.99,0.194
9/19/2018,8:29:53,27.532,735.2,133.3,10.52,211.6,8.73,309.2,4.93,1.754,1.72,2.459,10.01,0.203
9/19/2018,8:29:54,27.531,735.3,133.3,10.52,211.6,8.73,309.2,4.94,1.751,1.72,2.464,10.03,0.211
9/19/2018,8:29:55,27.531,735.2,133.4,10.52,211.6,8.73,309.1,4.94,1.754,1.72,2.462,10.02,0.219
9/19/2018,8:29:56,27.531,735.3,133.4,10.53,211.6,8.73,309.1,4.95,1.742,1.71,2.476,10.08,0.227
9/19/2018,8:29:57,27.531,735.3,133.4,10.53,211.6,8.73,309,4.97,1.737,1.7,2.481,10.1,0.236
9/19/2018,8:29:58,27.531,735.3,133.5,10.53,211.6,8.73,309,4.99,1.734,1.7,2.484,10.11,0.247
9/19/2018,8:29:59,27.53,735.2,133.5,10.53,211.6,8.73,308.9,4.99,1.728,1.69,2.481,10.1,0.256
9/19/2018,8:30:00,27.53,735.2,133.5,10.54,211.6,8.74,308.8,4.98,1.723,1.69,2.46,10.01,0.266
9/19/2018,8:30:01,27.53,735.2,133.6,10.54,211.6,8.74,308.7,4.98,1.716,1.68,2.462,10.02,0.276
9/19/2018,8:30:02,27.53,735.2,133.6,10.54,211.6,8.74,308.7,4.99,1.717,1.68,2.45,9.97,0.288
9/19/2018,8:30:03,27.53,735.2,133.6,10.54,211.6,8.74,308.6,4.98,1.72,1.69,2.461,10.01,0.298
9/19/2018,8:30:04,27.529,735.2,133.6,10.54,211.5,8.74,308.5,4.97,1.719,1.69,2.476,10.08,0.309
9/19/2018,8:30:05,27.529,735.3,133.6,10.54,211.5,8.74,308.4,4.97,1.72,1.69,2.475,10.07,0.32
9/19/2018,8:30:06,27.529,735.2,133.7,10.55,211.5,8.74,308.4,4.95,1.716,1.68,2.468,10.05,0.332
9/19/2018,8:30:07,27.529,735.2,133.7,10.55,211.5,8.74,308.3,4.96,1.713,1.68,2.485,10.11,0.342
9/19/2018,8:30:08,27.529,735.3,133.7,10.55,211.6,8.74,308.2,4.96,1.708,1.68,2.481,10.1,0.352
9/19/2018,8:30:09,27.529,735.2,133.7,10.55,211.6,8.75,308.2,4.95,1.706,1.67,2.481,10.09,0.364
9/19/2018,8:30:10,27.529,735.2,133.7,10.55,211.6,8.75,308.1,4.95,1.708,1.67,2.483,10.11,0.379
9/19/2018,8:30:11,27.529,735.2,133.7,10.55,211.6,8.75,308,4.95,1.702,1.67,2.495,10.15,0.393
9/19/2018,8:30:12,27.528,735.2,133.7,10.55,211.6,8.75,307.9,4.94,1.703,1.67,2.508,10.21,0.407
9/19/2018,8:30:13,27.528,735.2,133.7,10.55,211.6,8.75,307.9,4.94,1.705,1.67,2.51,10.21,0.42
9/19/2018,8:30:14,27.528,735.4,133.7,10.55,211.6,8.75,307.8,4.92,1.694,1.66,2.488,10.12,0.433
9/19/2018,8:30:15,27.528,735.2,133.8,10.55,211.6,8.75,307.7,4.95,1.701,1.67,2.484,10.11,0.448
9/19/2018,8:30:16,27.527,735.2,133.8,10.55,211.6,8.75,307.6,4.96,1.701,1.67,2.472,10.06,0.461
9/19/2018,8:30:17,27.527,735.2,133.8,10.55,211.6,8.75,307.6,4.97,1.695,1.66,2.478,10.08,0.474
9/19/2018,8:30:18,27.527,735.3,133.8,10.55,211.6,8.75,307.5,4.97,1.694,1.66,2.464,10.03,0.486
9/19/2018,8:30:19,27.527,735.2,133.8,10.56,211.6,8.76,307.4,4.99,1.695,1.66,2.469,10.05,0.501
9/19/2018,8:30:20,27.527,735.2,133.8,10.56,211.6,8.76,307.4,5,1.696,1.66,2.47,10.05,0.513
9/19/2018,8:30:21,27.526,735.3,133.8,10.56,211.6,8.76,307.3,5,1.697,1.66,2.478,10.08,0.525
9/19/2018,8:30:22,27.526,735.2,133.8,10.55,211.6,8.76,307.2,5,1.695,1.66,2.473,10.06,0.537
9/19/2018,8:30:23,27.526,735.3,133.8,10.55,211.6,8.76,307.2,5,1.701,1.67,2.467,10.04,0.55
9/19/2018,8:30:24,27.526,735.3,133.8,10.55,211.6,8.76,307.1,5.02,1.701,1.67,2.456,10,0.562
9/19/2018,8:30:25,27.526,735.2,133.8,10.56,211.6,8.76,307.1,5.01,1.71,1.68,2.461,10.01,0.573
9/19/2018,8:30:26,27.526,735.3,133.8,10.56,211.6,8.76,307,5,1.703,1.67,2.459,10.01,0.584
9/19/2018,8:30:27,27.526,735.3,133.8,10.56,211.6,8.76,307,4.99,1.701,1.67,2.458,10,0.595
9/19/2018,8:30:28,27.526,735.3,133.8,10.56,211.6,8.76,306.9,4.98,1.699,1.67,2.462,10.02,0.607
9/19/2018,8:30:29,27.526,735.2,133.8,10.56,211.6,8.76,306.9,4.96,1.693,1.66,2.45,9.97,0.617
9/19/2018,8:30:30,27.526,735.2,133.8,10.56,211.6,8.76,306.8,4.95,1.699,1.67,2.457,10,0.627
9/19/2018,8:30:31,27.526,735.2,133.8,10.56,211.6,8.76,306.8,4.93,1.698,1.66,2.472,10.06,0.636
9/19/2018,8:30:32,27.526,735.2,133.8,10.56,211.6,8.76,306.7,4.94,1.702,1.67,2.471,10.06,0.647
9/19/2018,8:30:33,27.526,735.2,133.8,10.56,211.6,8.76,306.7,4.95,1.705,1.67,2.463,10.03,0.655
9/19/2018,8:30:34,27.526,735.4,133.9,10.56,211.6,8.77,306.6,4.92,1.703,1.67,2.464,10.03,0.664
9/19/2018,8:30:35,27.526,735.2,133.9,10.56,211.6,8.77,306.6,4.92,1.699,1.67,2.469,10.05,0.673
9/19/2018,8:30:36,27.526,735.3,133.9,10.57,211.6,8.77,306.5,4.91,1.695,1.66,2.467,10.04,0.684
9/19/2018,8:30:37,27.527,735.2,133.9,10.57,211.6,8.77,306.5,4.9,1.697,1.66,2.458,10,0.692
9/19/2018,8:30:38,27.527,735.3,133.9,10.57,211.6,8.77,306.5,4.89,1.693,1.66,2.462,10.02,0.701
9/19/2018,8:30:39,27.527,735.2,133.9,10.57,211.6,8.77,306.4,4.89,1.69,1.66,2.451,9.98,0.709
9/19/2018,8:30:40,27.526,735.2,134,10.57,211.6,8.77,306.4,4.9,1.69,1.66,2.454,9.99,0.718
9/19/2018,8:30:41,27.526,735.3,134,10.57,211.5,8.77,306.3,4.9,1.684,1.65,2.438,9.92,0.727
9/19/2018,8:30:42,27.526,735.3,134,10.57,211.5,8.77,306.3,4.89,1.683,1.65,2.426,9.87,0.736
9/19/2018,8:30:43,27.526,735.2,134,10.57,211.5,8.77,306.3,4.91,1.676,1.64,2.431,9.89,0.744
9/19/2018,8:30:44,27.526,735.3,134,10.57,211.5,8.77,306.2,4.91,1.67,1.64,2.435,9.91,0.752
9/19/2018,8:30:45,27.525,735.3,134,10.57,211.5,8.77,306.2,4.9,1.676,1.64,2.436,9.91,0.762
9/19/2018,8:30:46,27.525,735.3,134,10.58,211.5,8.77,306.2,4.91,1.68,1.65,2.45,9.97,0.769
9/19/2018,8:30:47,27.525,735.2,134,10.58,211.5,8.77,306.1,4.9,1.677,1.64,2.472,10.06,0.777
9/19/2018,8:30:48,27.524,735.3,134,10.58,211.5,8.77,306.1,4.91,1.678,1.65,2.487,10.12,0.784
9/19/2018,8:30:49,27.524,735.3,134,10.57,211.5,8.77,306,4.92,1.68,1.65,2.494,10.15,0.792
9/19/2018,8:30:50,27.523,735.2,134,10.57,211.5,8.77,306,4.94,1.679,1.65,2.498,10.16,0.799
9/19/2018,8:30:51,27.522,735.2,134,10.57,211.5,8.77,306,4.96,1.678,1.65,2.521,10.26,0.806
9/19/2018,8:30:52,27.521,735.3,134,10.57,211.5,8.77,306,4.97,1.677,1.64,2.515,10.24,0.813
9/19/2018,8:30:53,27.52,735.3,133.9,10.57,211.5,8.77,305.9,5,1.676,1.64,2.513,10.23,0.822
9/19/2018,8:30:54,27.519,735.2,133.9,10.57,211.5,8.77,305.9,5.05,1.687,1.65,2.512,10.22,0.829
9/19/2018,8:30:55,27.518,735.3,133.8,10.56,211.5,8.77,305.9,5.07,1.688,1.66,2.535,10.32,0.836
9/19/2018,8:30:56,27.517,735.2,133.7,10.55,211.5,8.77,305.9,5.07,1.685,1.65,2.562,10.43,0.843
9/19/2018,8:30:57,27.516,735.2,133.6,10.54,211.6,8.77,305.9,5.08,1.687,1.65,2.565,10.44,0.851
9/19/2018,8:30:58,27.514,735.3,133.5,10.54,211.6,8.77,306,5.07,1.691,1.66,2.552,10.38,0.861
9/19/2018,8:30:59,27.512,735.3,133.3,10.52,211.6,8.77,306,5.06,1.695,1.66,2.543,10.35,0.869
9/19/2018,8:31:00,27.508,735.2,133.1,10.51,211.6,8.77,306,5.07,1.698,1.66,2.551,10.38,0.878
9/19/2018,8:31:01,27.505,735.2,132.9,10.49,211.6,8.76,306.1,5.08,1.701,1.67,2.55,10.38,0.887
9/19/2018,8:31:02,27.502,735.2,132.6,10.47,211.6,8.76,306.1,5.06,1.713,1.68,2.551,10.38,0.898
9/19/2018,8:31:03,27.5,735.3,132.3,10.45,211.6,8.76,306.2,5.05,1.719,1.69,2.567,10.45,0.908
9/19/2018,8:31:04,27.497,735.2,132,10.42,211.6,8.76,306.2,5.05,1.723,1.69,2.599,10.58,0.917
9/19/2018,8:31:05,27.494,735.3,131.7,10.4,211.6,8.75,306.3,5.05,1.73,1.7,2.618,10.65,0.926
9/19/2018,8:31:06,27.491,735.2,131.3,10.37,211.6,8.75,306.4,5.01,1.739,1.71,2.628,10.69,0.936
9/19/2018,8:31:07,27.485,735.3,130.9,10.34,211.6,8.75,306.5,5.02,1.741,1.71,2.627,10.69,0.949
9/19/2018,8:31:08,27.472,735.2,130.5,10.31,211.7,8.74,306.6,4.97,1.744,1.71,2.629,10.7,0.959
9/19/2018,8:31:09,27.463,735.3,130.1,10.28,211.7,8.74,306.7,4.94,1.751,1.72,2.658,10.82,0.97
9/19/2018,8:31:10,27.454,735.2,129.7,10.25,211.7,8.73,306.8,4.96,1.755,1.72,2.678,10.9,0.98
9/19/2018,8:31:11,27.447,735.2,129.2,10.21,211.7,8.73,306.8,4.98,1.759,1.73,2.692,10.95,0.993
9/19/2018,8:31:12,27.431,735.2,128.8,10.18,211.7,8.72,306.9,5,1.76,1.73,2.709,11.02,1.004
9/19/2018,8:31:13,27.413,735.2,128.3,10.14,211.8,8.72,307,5.02,1.756,1.72,2.694,10.96,1.015
9/19/2018,8:31:14,27.391,735.3,127.9,10.11,211.8,8.71,307.1,5.04,1.765,1.73,2.667,10.85,1.026
9/19/2018,8:31:15,27.373,735.3,127.4,10.08,211.9,8.71,307.2,5,1.768,1.73,2.656,10.81,1.039
9/19/2018,8:31:16,27.354,735.2,122.8,9.72,212,8.7,307.3,5.01,1.772,1.74,2.647,10.77,1.05
9/19/2018,8:31:17,27.331,735.3,121.8,9.64,212.1,8.7,307.4,5,1.78,1.75,2.627,10.69,1.061
9/19/2018,8:31:18,27.31,735.2,121.3,9.6,212.2,8.69,307.5,5,1.785,1.75,2.622,10.67,1.071
9/19/2018,8:31:19,27.281,735.2,120.7,9.56,212.4,8.68,307.6,4.98,1.791,1.76,2.627,10.69,1.084
9/19/2018,8:31:20,27.258,735.3,120.2,9.53,212.5,8.68,307.7,5.01,1.795,1.76,2.607,10.61,1.095
9/19/2018,8:31:21,27.237,735.2,119.8,9.5,212.7,8.67,307.8,5.04,1.789,1.76,2.575,10.48,1.106
9/19/2018,8:31:22,27.216,735.3,119.5,9.48,212.8,8.66,307.9,5.04,1.793,1.76,2.548,10.37,1.117
9/19/2018,8:31:23,27.19,735.2,119.1,9.45,213,8.66,308,5.03,1.791,1.76,2.558,10.41,1.127
9/19/2018,8:31:24,27.169,735.3,118.8,9.43,213.2,8.65,308.1,5,1.793,1.76,2.569,10.45,1.14
9/19/2018,8:31:25,27.156,735.3,118.5,9.41,213.3,8.64,308.1,4.98,1.788,1.76,2.595,10.56,1.15
9/19/2018,8:31:26,27.147,735.3,118.3,9.4,213.5,8.64,308.2,4.96,1.792,1.76,2.588,10.53,1.16
9/19/2018,8:31:27,27.139,735.2,118.1,9.38,213.7,8.63,308.3,4.96,1.799,1.77,2.595,10.56,1.169
9/19/2018,8:31:28,27.128,735.3,117.9,9.37,213.8,8.62,308.3,4.94,1.795,1.76,2.592,10.55,1.18
9/19/2018,8:31:29,27.114,735.3,117.8,9.36,213.9,8.62,308.3,4.96,1.789,1.76,2.574,10.47,1.189
9/19/2018,8:31:30,27.104,735.2,117.6,9.35,214,8.61,308.3,4.99,1.786,1.75,2.569,10.45,1.198
9/19/2018,8:31:31,27.097,735.2,117.5,9.34,214.1,8.61,308.4,4.97,1.796,1.76,2.568,10.45,1.207
9/19/2018,8:31:32,27.093,735.2,117.3,9.33,214.2,8.6,308.4,4.97,1.799,1.77,2.583,10.51,1.217
9/19/2018,8:31:33,27.091,735.3,116.9,9.3,214.3,8.6,308.4,4.95,1.797,1.76,2.605,10.6,1.225
9/19/2018,8:31:34,27.089,735.2,116.6,9.27,214.3,8.59,308.4,4.95,1.804,1.77,2.597,10.57,1.233
9/19/2018,8:31:35,27.086,735.2,116.3,9.25,214.4,8.59,308.5,4.93,1.807,1.77,2.592,10.55,1.242
9/19/2018,8:31:36,27.085,735.2,116.1,9.23,214.5,8.58,308.5,4.91,1.799,1.77,2.572,10.47,1.251
9/19/2018,8:31:37,27.082,735.3,115.9,9.21,214.5,8.58,308.5,4.9,1.796,1.76,2.561,10.42,1.258
9/19/2018,8:31:38,27.078,735.2,115.7,9.2,214.6,8.58,308.4,4.93,1.795,1.76,2.563,10.43,1.266
9/19/2018,8:31:39,27.072,735.2,115.4,9.18,214.6,8.57,308.4,4.9,1.799,1.77,2.564,10.44,1.273
9/19/2018,8:31:40,27.063,735.2,115.2,9.17,214.6,8.57,308.4,4.9,1.804,1.77,2.576,10.48,1.281
9/19/2018,8:31:41,27.057,735.3,115,9.15,214.7,8.57,308.4,4.9,1.804,1.77,2.572,10.47,1.288
9/19/2018,8:31:42,27.051,735.2,114.8,9.13,214.7,8.56,308.4,4.92,1.81,1.78,2.549,10.37,1.295
9/19/2018,8:31:43,27.046,735.3,114.6,9.12,214.7,8.56,308.3,4.93,1.808,1.78,2.537,10.32,1.301
9/19/2018,8:31:44,27.039,735.2,114.3,9.1,214.7,8.56,308.3,4.92,1.815,1.78,2.525,10.28,1.307
9/19/2018,8:31:45,27.032,735.2,114,9.07,214.8,8.56,308.3,4.93,1.82,1.79,2.515,10.23,1.315
9/19/2018,8:31:46,27.022,735.2,113.7,9.05,214.8,8.55,308.3,4.93,1.814,1.78,2.526,10.28,1.321
9/19/2018,8:31:47,27.014,735.3,113.4,9.03,214.8,8.55,308.3,4.94,1.819,1.79,2.531,10.3,1.327
9/19/2018,8:31:48,27,735.2,113.1,9.01,214.8,8.55,308.3,4.93,1.825,1.79,2.563,10.43,1.333
9/19/2018,8:31:49,26.985,735.3,112.7,8.98,214.9,8.55,308.3,4.94,1.83,1.8,2.545,10.36,1.34
9/19/2018,8:31:50,26.968,735.2,112.4,8.95,214.9,8.54,308.3,4.96,1.829,1.8,2.552,10.38,1.346
9/19/2018,8:31:51,26.955,735.4,112,8.92,214.9,8.54,308.3,4.97,1.825,1.79,2.559,10.41,1.351
9/19/2018,8:31:52,26.943,735.2,111.6,8.9,214.9,8.54,308.3,4.98,1.829,1.8,2.556,10.4,1.356
9/19/2018,8:31:53,26.931,735.2,111.2,8.87,215,8.53,308.4,4.97,1.832,1.8,2.563,10.43,1.361
9/19/2018,8:31:54,26.914,735.2,110.8,8.84,215,8.53,308.4,5,1.837,1.8,2.574,10.47,1.367
9/19/2018,8:31:55,26.897,735.2,110.4,8.81,215,8.52,308.5,5,1.847,1.81,2.59,10.54,1.373
9/19/2018,8:31:56,26.877,735.3,110,8.78,215.1,8.52,308.5,5,1.851,1.82,2.611,10.62,1.378
9/19/2018,8:31:57,26.854,735.2,109.6,8.75,215.2,8.51,308.6,4.96,1.857,1.82,2.633,10.71,1.383
9/19/2018,8:31:58,26.829,735.2,105.4,8.42,215.2,8.51,308.7,4.96,1.859,1.83,2.648,10.77,1.39
9/19/2018,8:31:59,26.806,735.3,104.9,8.38,215.3,8.5,308.8,4.97,1.862,1.83,2.627,10.69,1.395
9/19/2018,8:32:00,26.783,735.3,103.9,8.31,215.4,8.49,308.9,4.96,1.865,1.83,2.639,10.74,1.401
9/19/2018,8:32:01,26.773,735.3,103,8.24,215.5,8.49,309,4.98,1.87,1.84,2.649,10.78,1.407
9/19/2018,8:32:02,26.755,735.2,102.8,8.22,215.5,8.48,309.1,4.98,1.87,1.84,2.635,10.72,1.414
9/19/2018,8:32:03,26.738,735.2,102.2,8.18,215.6,8.47,309.2,4.99,1.877,1.84,2.64,10.74,1.42
9/19/2018,8:32:04,26.716,735.3,101.7,8.14,215.7,8.46,309.4,4.98,1.884,1.85,2.666,10.85,1.426
9/19/2018,8:32:05,26.687,735.2,101.3,8.11,215.8,8.45,309.5,4.99,1.894,1.86,2.681,10.91,1.432
9/19/2018,8:32:06,26.666,735.2,100.8,8.07,215.9,8.44,309.6,4.98,1.899,1.87,2.686,10.93,1.44
9/19/2018,8:32:07,26.642,735.3,100.3,8.04,216,8.44,309.8,4.96,1.904,1.87,2.689,10.94,1.447
9/19/2018,8:32:08,26.623,735.2,96.4,7.73,216.2,8.43,309.9,4.96,1.916,1.88,2.668,10.86,1.453
9/19/2018,8:32:09,26.598,735.2,95.6,7.67,216.3,8.42,310.1,4.93,1.922,1.89,2.679,10.9,1.46
9/19/2018,8:32:10,26.583,735.4,94.9,7.61,216.4,8.27,310.3,4.94,1.931,1.9,2.714,11.04,1.467
9/19/2018,8:32:11,26.56,735.3,94.4,7.58,216.5,8.26,310.4,4.96,1.944,1.91,2.746,11.17,1.476
9/19/2018,8:32:12,26.543,735.2,94,7.55,216.6,8.26,310.6,4.97,1.954,1.92,2.771,11.27,1.483
9/19/2018,8:32:13,26.523,735.2,93.7,7.52,216.7,8.25,310.8,4.98,1.958,1.92,2.786,11.34,1.491
9/19/2018,8:32:14,26.495,735.2,93.2,7.49,216.9,8.26,310.9,4.99,1.969,1.93,2.806,11.42,1.498
9/19/2018,8:32:15,26.464,735.2,92.8,7.46,217,8.26,311.1,5,1.986,1.95,2.79,11.35,1.508
9/19/2018,8:32:16,26.442,735.2,92.3,7.43,217.2,8.25,311.3,4.97,1.998,1.96,2.782,11.32,1.516
9/19/2018,8:32:17,26.418,735.3,91.9,7.39,217.3,8.24,311.5,4.99,2.003,1.97,2.77,11.27,1.525
9/19/2018,8:32:18,26.401,735.2,88,7.08,217.4,8.22,311.7,5.01,2.016,1.98,2.754,11.21,1.533
9/19/2018,8:32:19,26.384,735.2,87.5,7.05,217.5,8.21,312,5.02,2.032,2,2.734,11.13,1.543
9/19/2018,8:32:20,26.37,735.3,86.9,7,217.6,8.19,312.2,5.03,2.036,2,2.713,11.04,1.552
9/19/2018,8:32:21,26.354,735.2,86.7,6.98,217.7,8.18,312.4,5.05,2.048,2.01,2.676,10.89,1.561
9/19/2018,8:32:22,26.339,735.2,86.4,6.96,217.8,8.17,312.6,5.08,2.056,2.02,2.64,10.74,1.569
9/19/2018,8:32:23,26.321,735.2,86.1,6.94,217.9,8.16,312.8,5.11,2.063,2.03,2.621,10.67,1.577
9/19/2018,8:32:24,26.31,735.2,85.9,6.93,218,8.16,313,5.1,2.072,2.04,2.63,10.7,1.587
9/19/2018,8:32:25,26.3,735.2,85.8,6.92,218.1,8.15,313.2,5.13,2.077,2.04,2.62,10.66,1.595
9/19/2018,8:32:26,26.29,735.2,85.6,6.91,218.2,8.14,313.4,5.15,2.088,2.05,2.616,10.65,1.603
9/19/2018,8:32:27,26.284,735.2,85.5,6.9,218.2,8.14,313.6,5.16,2.097,2.06,2.612,10.63,1.612
9/19/2018,8:32:28,26.282,735.3,85.3,6.88,218.3,8.13,313.7,5.14,2.102,2.07,2.623,10.67,1.619
9/19/2018,8:32:29,26.278,735.2,85.2,6.87,218.3,8.13,313.8,5.12,2.114,2.08,2.616,10.64,1.627
9/19/2018,8:32:30,26.271,735.2,85,6.86,218.3,8.13,314,5.14,2.122,2.09,2.629,10.7,1.634
9/19/2018,8:32:31,26.267,735.2,84.8,6.85,218.3,8.12,314.1,5.15,2.122,2.09,2.623,10.67,1.641
9/19/2018,8:32:32,26.263,735.3,84.7,6.83,218.3,8.12,314.2,5.15,2.129,2.1,2.635,10.72,1.649
9/19/2018,8:32:33,26.26,735.2,84.5,6.82,218.3,8.12,314.3,5.13,2.131,2.1,2.663,10.84,1.656
9/19/2018,8:32:34,26.258,735.4,84.3,6.8,218.4,8.11,314.4,5.09,2.127,2.09,2.688,10.94,1.663
9/19/2018,8:32:35,26.258,735.3,84,6.78,218.4,8.11,314.5,5.09,2.124,2.09,2.67,10.86,1.669
9/19/2018,8:32:36,26.26,735.2,83.6,6.75,218.4,8.1,314.7,5.11,2.131,2.1,2.695,10.97,1.675
9/19/2018,8:32:37,26.262,735.2,83.3,6.72,218.4,8.09,314.8,5.13,2.131,2.1,2.724,11.08,1.68
9/19/2018,8:32:38,26.261,735.2,83,6.7,218.4,8.08,314.9,5.14,2.129,2.09,2.729,11.1,1.685
9/19/2018,8:32:39,26.262,735.3,82.7,6.67,218.4,8.07,314.9,5.12,2.133,2.1,2.735,11.13,1.691
9/19/2018,8:32:40,26.263,735.2,82.3,6.65,218.4,8.07,314.9,5.08,2.138,2.1,2.743,11.16,1.696
9/19/2018,8:32:41,26.262,735.2,82.1,6.62,218.4,8.06,314.9,5.06,2.134,2.1,2.734,11.12,1.702
9/19/2018,8:32:42,26.262,735.2,81.8,6.6,218.4,8.06,315,5.04,2.138,2.1,2.758,11.22,1.707
9/19/2018,8:32:43,26.263,735.2,81.5,6.58,218.4,8.05,315,5.02,2.14,2.11,2.767,11.26,1.712
9/19/2018,8:32:44,26.261,735.3,81.2,6.55,218.4,8.05,315,5,2.147,2.11,2.762,11.24,1.718
9/19/2018,8:32:45,26.258,735.2,80.9,6.53,218.5,8.05,315.1,5.01,2.146,2.11,2.724,11.08,1.724
9/19/2018,8:32:46,26.255,735.2,80.7,6.51,218.5,8.04,315.1,5.03,2.148,2.11,2.728,11.1,1.729
9/19/2018,8:32:47,26.253,735.2,80.4,6.49,218.5,8.04,315.2,5.01,2.155,2.12,2.7,10.99,1.734
9/19/2018,8:32:48,26.249,735.2,80.1,6.47,218.5,8.03,315.2,5.03,2.159,2.12,2.697,10.98,1.739
9/19/2018,8:32:49,26.244,735.2,79.9,6.45,218.5,8.03,315.3,5.05,2.157,2.12,2.72,11.07,1.745
9/19/2018,8:32:50,26.24,735.2,79.6,6.43,218.6,8.02,315.4,5.04,2.163,2.13,2.708,11.02,1.749
9/19/2018,8:32:51,26.235,735.2,79.4,6.41,218.6,8.02,315.5,5.04,2.168,2.13,2.714,11.04,1.753
