Unit ID:,1,,Lamar,LK 94,9/19/2018,,,,,,,,,
User ID:,,,,,,,,,,,,,,
Site:,94,,,,,,,,,,,,,
Log Interval:,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Model, Submodel, S/N, S/W Ver,,,,,,,,,,,
Handheld,2, 17F105819,1.0.18,,,,,,,,,,,
5P Sonde,4, 17G100162,1.0.55,,,,,,,,,,,
ODO,1, 18D104460,3.0.0,,,,,,,,,,,
CT,1, 17F102078,3.0.5,,,,,,,,,,,
TAL-PC,1, 18E100678,3.0.0,,,,,,,,,,,
pH/ORP,1, 17E101062,3.0.0,,,,,,,,,,,
Turbidity,1, 18E100545,3.0.0,,,,,,,,,,,
Depth,2, 17F104892,3.0.0,,,,,,,,,,,
,,,,,,,,,,,,,,
Date,Time,°C,mmHg,DO %,DO mg/L,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,Chl RFU,Chl ug/L,DEP m
9/19/2018,8:39:24,22.891,735.3,0.7,0.06,247.8,7.12,-87.9,7.76,1.768,1.74,1.796,7.31,4.898
9/19/2018,8:39:25,22.878,735.2,0.7,0.06,248.2,7.12,-88.6,7.82,1.776,1.74,1.809,7.37,4.905
9/19/2018,8:39:26,22.863,735.2,0.7,0.06,248.5,7.12,-89.2,7.89,1.778,1.74,1.814,7.39,4.913
9/19/2018,8:39:27,22.85,735.2,0.7,0.06,248.8,7.12,-89.6,7.92,1.779,1.75,1.817,7.4,4.923
9/19/2018,8:39:28,22.837,735.2,0.7,0.06,249.1,7.12,-89.7,7.95,1.787,1.75,1.834,7.47,4.93
9/19/2018,8:39:29,22.826,735.2,0.6,0.06,249.5,7.12,-89.8,7.98,1.784,1.75,1.846,7.52,4.938
9/19/2018,8:39:30,22.819,735.2,0.6,0.05,249.7,7.12,-90.1,8.06,1.783,1.75,1.855,7.55,4.946
9/19/2018,8:39:31,22.813,735.3,0.6,0.05,250,7.12,-90.5,8.12,1.775,1.74,1.861,7.58,4.954
9/19/2018,8:39:32,22.809,735.3,0.6,0.05,250.2,7.12,-91,8.11,1.769,1.74,1.86,7.57,4.964
9/19/2018,8:39:33,22.806,735.2,0.6,0.05,250.4,7.12,-91.4,8.1,1.771,1.74,1.846,7.52,4.972
9/19/2018,8:39:34,22.803,735.2,0.6,0.05,250.6,7.12,-91.9,8.03,1.78,1.75,1.832,7.46,4.98
9/19/2018,8:39:35,22.797,735.2,0.6,0.05,250.9,7.12,-92.2,8.08,1.779,1.75,1.828,7.44,4.991
9/19/2018,8:39:36,22.791,735.2,0.6,0.05,251,7.12,-92.5,8.05,1.783,1.75,1.837,7.48,5
9/19/2018,8:39:37,22.785,735.2,0.6,0.05,251.2,7.12,-92.8,8.12,1.791,1.76,1.828,7.44,5.009
9/19/2018,8:39:38,22.781,735.2,0.6,0.05,251.3,7.12,-93,8.2,1.797,1.76,1.839,7.49,5.018
9/19/2018,8:39:39,22.775,735.2,0.6,0.05,251.5,7.12,-93.3,8.23,1.797,1.76,1.829,7.45,5.027
9/19/2018,8:39:40,22.769,735.3,0.6,0.05,251.8,7.12,-93.5,8.32,1.807,1.77,1.832,7.46,5.038
9/19/2018,8:39:41,22.763,735.3,0.6,0.05,252,7.12,-93.8,8.39,1.809,1.78,1.848,7.52,5.047
9/19/2018,8:39:42,22.757,735.3,0.6,0.05,252.3,7.12,-94,8.45,1.814,1.78,1.863,7.59,5.056
9/19/2018,8:39:43,22.752,735.2,0.6,0.05,252.5,7.12,-94.3,8.54,1.818,1.79,1.879,7.65,5.064
9/19/2018,8:39:44,22.748,735.2,0.6,0.05,252.8,7.12,-94.6,8.55,1.825,1.79,1.921,7.82,5.073
9/19/2018,8:39:45,22.745,735.3,0.6,0.05,253,7.12,-94.8,8.55,1.831,1.8,1.914,7.79,5.083
9/19/2018,8:39:46,22.742,735.3,0.6,0.05,253.3,7.12,-95.1,8.53,1.836,1.8,1.909,7.77,5.091
9/19/2018,8:39:47,22.738,735.2,0.6,0.05,253.5,7.12,-95.3,8.65,1.839,1.81,1.886,7.68,5.099
9/19/2018,8:39:48,22.731,735.3,0.6,0.05,253.7,7.12,-95.6,8.69,1.844,1.81,1.889,7.69,5.107
9/19/2018,8:39:49,22.723,735.2,0.6,0.05,253.9,7.12,-96,8.77,1.845,1.81,1.878,7.65,5.115
9/19/2018,8:39:50,22.717,735.2,0.6,0.05,254.2,7.12,-96.7,8.75,1.854,1.82,1.88,7.66,5.122
9/19/2018,8:39:51,22.708,735.2,0.5,0.05,254.5,7.11,-97.2,8.76,1.858,1.83,1.878,7.65,5.13
9/19/2018,8:39:52,22.7,735.3,0.5,0.05,254.7,7.11,-97.7,8.77,1.86,1.83,1.861,7.58,5.137
9/19/2018,8:39:53,22.691,735.4,0.5,0.05,254.9,7.11,-98.2,8.78,1.864,1.83,1.841,7.5,5.145
9/19/2018,8:39:54,22.678,735.2,0.5,0.05,255.2,7.11,-98.6,8.84,1.868,1.83,1.829,7.45,5.153
9/19/2018,8:39:55,22.662,735.3,0.5,0.05,255.5,7.11,-99.1,8.82,1.874,1.84,1.824,7.43,5.16
9/19/2018,8:39:56,22.647,735.3,0.5,0.05,255.8,7.11,-99.5,8.87,1.878,1.84,1.854,7.55,5.167
9/19/2018,8:39:57,22.627,735.2,0.5,0.05,256.1,7.11,-99.9,9.01,1.882,1.85,1.894,7.71,5.175
9/19/2018,8:39:58,22.61,735.2,0.5,0.04,256.4,7.11,-100.3,9.13,1.888,1.86,1.928,7.85,5.182
9/19/2018,8:39:59,22.592,735.3,0.5,0.04,256.7,7.11,-100.8,9.25,1.887,1.85,1.941,7.9,5.188
9/19/2018,8:40:00,22.571,735.2,0.5,0.04,257.2,7.11,-101.2,9.36,1.897,1.86,1.982,8.07,5.196
9/19/2018,8:40:01,22.554,735.2,0.5,0.04,257.7,7.11,-101.7,9.54,1.9,1.87,1.984,8.08,5.206
9/19/2018,8:40:02,22.533,735.2,0.5,0.04,258.2,7.1,-102.2,9.61,1.91,1.88,1.995,8.12,5.214
9/19/2018,8:40:03,22.51,735.3,0.5,0.04,258.8,7.1,-102.7,9.68,1.913,1.88,2.03,8.26,5.221
9/19/2018,8:40:04,22.487,735.2,0.5,0.04,259.3,7.1,-103.2,9.83,1.926,1.89,2.061,8.39,5.229
9/19/2018,8:40:05,22.465,735.2,0.5,0.04,259.9,7.1,-103.7,10.14,1.943,1.91,2.111,8.59,5.236
9/19/2018,8:40:06,22.438,735.2,0.5,0.04,260.5,7.1,-104.2,10.4,1.958,1.92,2.139,8.71,5.245
9/19/2018,8:40:07,22.418,735.2,0.5,0.04,260.9,7.1,-104.7,10.71,1.976,1.94,2.158,8.79,5.253
9/19/2018,8:40:08,22.395,735.2,0.5,0.04,261.4,7.09,-105.2,11.07,1.992,1.96,2.16,8.79,5.261
9/19/2018,8:40:09,22.375,735.2,0.5,0.04,262.2,7.09,-105.8,11.32,2.015,1.98,2.177,8.86,5.27
9/19/2018,8:40:10,22.352,735.2,0.5,0.04,263.1,7.09,-106.5,11.69,2.038,2,2.213,9.01,5.278
9/19/2018,8:40:11,22.325,735.2,0.4,0.04,264.3,7.09,-107.1,11.96,2.06,2.03,2.237,9.1,5.288
9/19/2018,8:40:12,22.292,735.3,0.4,0.04,265.3,7.08,-116.7,12.3,2.074,2.04,2.271,9.24,5.296
9/19/2018,8:40:13,22.267,735.3,0.4,0.04,266.4,7.08,-116.7,12.66,2.096,2.06,2.3,9.36,5.303
9/19/2018,8:40:14,22.245,735.2,0.4,0.04,267.2,7.08,-117.5,12.97,2.115,2.08,2.321,9.44,5.311
9/19/2018,8:40:15,22.232,735.2,0.4,0.04,268.1,7.07,-117.6,13.25,2.126,2.09,2.338,9.51,5.319
9/19/2018,8:40:16,22.211,735.2,0.4,0.04,269.2,7.07,-118.1,13.52,2.138,2.1,2.343,9.54,5.327
9/19/2018,8:40:17,22.19,735.2,0.4,0.04,270.8,7.07,-118.5,13.72,2.152,2.12,2.347,9.55,5.334
9/19/2018,8:40:18,22.172,735.3,0.4,0.04,272.1,7.07,-118.8,17.99,2.18,2.15,2.362,9.61,5.342
9/19/2018,8:40:19,22.158,735.2,0.4,0.03,273.6,7.06,-119,40.79,2.195,2.16,2.387,9.72,5.351
9/19/2018,8:40:20,22.139,735.2,0.4,0.03,275,7.06,-119.3,38.87,2.214,2.18,2.41,9.81,5.358
9/19/2018,8:40:21,22.124,735.4,0.4,0.03,276.5,7.06,-119.6,27.44,2.235,2.2,2.433,9.9,5.366
9/19/2018,8:40:22,22.105,735.3,0.4,0.03,277.8,7.06,-120,22,2.286,2.25,4.348,17.68,5.373
9/19/2018,8:40:23,22.088,735.3,0.4,0.03,278.8,7.05,-120.3,67.57,2.343,2.31,3.24,13.18,5.382
9/19/2018,8:40:24,22.078,735.2,0.4,0.03,280.1,7.05,-120.6,196.13,2.395,2.36,4.199,17.08,5.389
9/19/2018,8:40:25,22.065,735.2,0.4,0.03,281.4,7.05,-120.9,148.45,2.477,2.44,3.369,13.7,5.397
9/19/2018,8:40:26,22.052,735.3,0.4,0.03,283.2,7.05,-121.2,108.14,2.567,2.53,4.532,18.43,5.405
9/19/2018,8:40:27,22.031,735.2,0.4,0.03,285,7.04,-121.4,292.89,2.67,2.63,3.807,15.48,5.413
9/19/2018,8:40:28,22.011,735.2,0.4,0.03,286.9,7.04,-121.6,135.33,2.782,2.75,4.076,16.58,5.422
9/19/2018,8:40:29,21.996,735.2,0.4,0.03,288.2,7.04,-121.8,187.57,2.904,2.87,3.91,15.9,5.429
9/19/2018,8:40:30,21.986,735.2,0.4,0.03,289.5,7.04,-122,145.98,3.025,2.99,3.949,16.06,5.437
