Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,pH,NH4-N mg/L,NO3-N mg/L,Cl mg/L,FNU,TSS mg/L,BGA-PC RFU,BGA-PC ug/L,BGA-PE RFU,BGA-PE ug/L,Chl RFU,Chl ug/L,fDOM RFU,fDOM QSU,DEP m
3/20/2018,9:06:31,6.68,738.2,90.9,11.12,157.9,7.52,,,,-856.01,0,0.091,0.09,,,2.875,11.23,,,0
3/20/2018,9:06:32,6.68,738.2,90.9,11.11,157.8,7.51,,,,-855.99,0,0.093,0.09,,,2.891,11.3,,,0
3/20/2018,9:06:33,6.679,738.2,90.8,11.11,157.8,7.51,,,,-856.03,0,0.096,0.1,,,2.895,11.31,,,0
3/20/2018,9:06:34,6.679,738.2,90.8,11.11,157.7,7.66,,,,-856.01,0,0.103,0.1,,,2.923,11.42,,,0
3/20/2018,9:06:35,6.679,738.2,90.8,11.1,157.7,7.7,,,,-855.99,0,0.106,0.11,,,2.947,11.51,,,0
3/20/2018,9:06:36,6.679,738.2,90.8,11.1,157.7,7.72,,,,-855.98,0,0.116,0.12,,,2.971,11.61,,,0
3/20/2018,9:06:37,6.679,738.2,90.7,11.1,157.7,7.74,,,,-855.97,0,0.117,0.12,,,2.965,11.58,,,0
3/20/2018,9:06:38,6.679,738.1,90.7,11.09,157.7,7.74,,,,-856.01,0,0.121,0.12,,,3.007,11.75,,,0
3/20/2018,9:06:39,6.678,738.2,90.7,11.09,157.7,7.75,,,,-856,0,0.116,0.12,,,3.047,11.9,,,0.001
3/20/2018,9:06:40,6.678,738.2,90.7,11.09,157.6,7.76,,,,-855.99,0,0.111,0.11,,,3.082,12.04,,,0.002
3/20/2018,9:06:41,6.677,738.2,90.6,11.09,157.6,7.76,,,,-855.99,0,0.116,0.12,,,3.122,12.2,,,0.005
3/20/2018,9:06:42,6.677,738.2,90.6,11.09,157.6,7.76,,,,-855.95,0,0.117,0.12,,,3.17,12.38,,,0.008
3/20/2018,9:06:43,6.676,738.2,90.6,11.09,157.5,7.76,,,,-855.93,0,0.119,0.12,,,3.196,12.48,,,0.011
3/20/2018,9:06:44,6.676,738.2,90.6,11.08,157.5,7.77,,,,-855.91,0,0.117,0.12,,,3.235,12.63,,,0.016
3/20/2018,9:06:45,6.675,738.2,90.6,11.08,157.5,7.77,,,,-855.89,0,0.128,0.13,,,3.265,12.75,,,0.022
3/20/2018,9:06:46,6.675,738.2,90.6,11.08,157.5,7.77,,,,-855.87,0,0.135,0.14,,,3.316,12.95,,,0.028
3/20/2018,9:06:47,6.675,738.2,90.6,11.08,157.5,7.77,,,,-855.86,0,0.135,0.14,,,3.383,13.21,,,0.035
3/20/2018,9:06:48,6.675,738.2,90.5,11.08,157.5,7.77,,,,-855.84,0,0.144,0.14,,,3.474,13.56,,,0.045
3/20/2018,9:06:49,6.675,738.2,90.5,11.07,157.4,7.77,,,,-855.85,0,0.157,0.16,,,4.356,16.99,,,0.055
3/20/2018,9:06:50,6.674,738.2,90.5,11.07,157.4,7.78,,,,-855.82,0,0.167,0.17,,,4.428,17.27,,,0.066
3/20/2018,9:06:51,6.673,738.2,90.5,11.07,157.4,7.78,,,,-855.85,0,0.172,0.17,,,4.674,18.23,,,0.083
3/20/2018,9:06:52,6.673,738.2,90.5,11.07,157.4,7.78,,,,-855.82,0,0.177,0.18,,,4.483,17.48,,,0.097
3/20/2018,9:06:53,6.673,738.2,90.5,11.07,157.4,7.78,,,,-855.8,0,0.184,0.18,,,4.496,17.53,,,0.112
3/20/2018,9:06:54,6.673,738.2,90.5,11.07,157.4,7.78,,,,-855.78,0,0.184,0.18,,,4.5,17.55,,,0.128
3/20/2018,9:06:55,6.672,738.2,90.4,11.06,157.4,7.78,,,,-855.72,0,0.192,0.19,,,4.511,17.59,,,0.144
3/20/2018,9:06:56,6.672,738.2,90.4,11.06,157.4,7.78,,,,-855.75,0,0.201,0.2,,,4.527,17.66,,,0.165
3/20/2018,9:06:57,6.671,738.2,90.4,11.06,157.4,7.78,,,,-855.8,0,0.208,0.21,,,4.552,17.75,,,0.184
3/20/2018,9:06:58,6.671,738.1,90.4,11.06,157.4,7.78,,,,-855.74,0,0.221,0.22,,,4.567,17.81,,,0.204
3/20/2018,9:06:59,6.67,738.1,90.4,11.06,157.3,7.78,,,,-855.71,0,0.233,0.23,,,4.577,17.85,,,0.224
3/20/2018,9:07:00,6.67,738.2,90.4,11.06,157.3,7.78,,,,-855.73,0,0.241,0.24,,,4.581,17.86,,,0.246
3/20/2018,9:07:01,6.669,738.2,90.4,11.06,157.3,7.79,,,,-855.72,0,0.258,0.26,,,4.596,17.92,,,0.274
3/20/2018,9:07:02,6.669,738.2,90.4,11.06,157.3,7.79,,,,-855.71,0,0.259,0.26,,,4.608,17.97,,,0.299
3/20/2018,9:07:03,6.669,738.2,90.4,11.06,157.3,7.79,,,,-855.74,0,0.268,0.27,,,4.627,18.04,,,1.028
3/20/2018,9:07:04,6.669,738.2,90.4,11.06,157.4,7.79,,,,-855.71,0,0.274,0.27,,,4.636,18.08,,,1.068
3/20/2018,9:07:05,6.669,738.2,90.4,11.05,157.4,7.79,,,,-855.7,0,0.277,0.28,,,4.656,18.16,,,1.156
3/20/2018,9:07:06,6.669,738.2,90.3,11.05,157.4,7.79,,,,-855.69,0,0.285,0.29,,,4.661,18.17,,,1.161
3/20/2018,9:07:07,6.668,738.2,90.3,11.05,157.4,7.79,,,,-855.7,0,0.284,0.28,,,4.665,18.19,,,1.174
3/20/2018,9:07:08,6.668,738.2,90.3,11.05,157.4,7.79,,,,-855.73,0,0.284,0.28,,,4.661,18.18,,,1.195
3/20/2018,9:07:09,6.668,738.2,90.3,11.05,157.4,7.79,,,,-855.78,0,0.285,0.28,,,4.661,18.17,,,1.218
3/20/2018,9:07:10,6.669,738.2,90.3,11.05,157.4,7.79,,,,-855.83,0,0.287,0.29,,,4.665,18.19,,,1.233
3/20/2018,9:07:11,6.668,738.2,90.3,11.05,157.4,7.79,,,,-855.81,0,0.295,0.29,,,4.664,18.19,,,1.249
3/20/2018,9:07:12,6.668,738.2,90.3,11.05,157.4,7.8,,,,-855.84,0,0.287,0.29,,,4.653,18.14,,,1.264
3/20/2018,9:07:13,6.668,738.2,90.3,11.05,157.4,7.8,,,,-855.89,0,0.286,0.29,,,4.645,18.11,,,1.279
3/20/2018,9:07:14,6.667,738.2,90.3,11.05,157.4,7.8,,,,-855.87,0,0.291,0.29,,,4.638,18.09,,,1.299
3/20/2018,9:07:15,6.667,738.2,90.3,11.05,157.4,7.8,,,,-855.87,0,0.283,0.28,,,4.611,17.98,,,1.316
3/20/2018,9:07:16,6.666,738.2,90.3,11.05,157.4,7.8,,,,-855.88,0,0.275,0.27,,,4.6,17.94,,,1.335
3/20/2018,9:07:17,6.666,738.2,90.3,11.04,157.4,7.8,,,,-855.88,0,0.279,0.28,,,4.59,17.9,,,1.359
3/20/2018,9:07:18,6.665,738.2,90.3,11.05,157.4,7.8,,,,-855.88,0,0.273,0.27,,,4.571,17.83,,,1.38
3/20/2018,9:07:19,6.664,738,90.3,11.05,157.4,7.8,,,,-855.89,0,0.269,0.27,,,4.575,17.84,,,1.399
3/20/2018,9:07:20,6.663,738.2,90.3,11.04,157.4,7.8,,,,-855.9,0,0.263,0.26,,,4.56,17.78,,,1.419
3/20/2018,9:07:21,6.662,738.2,90.2,11.04,157.4,7.79,,,,-855.88,0,0.266,0.27,,,4.551,17.75,,,1.437
3/20/2018,9:07:22,6.661,738.2,90.2,11.04,157.4,7.79,,,,-855.86,0,0.271,0.27,,,4.556,17.77,,,1.458
3/20/2018,9:07:23,6.66,738.2,90.2,11.04,157.4,7.79,,,,-855.84,0,0.263,0.26,,,4.56,17.78,,,1.475
3/20/2018,9:07:24,6.66,738.2,90.2,11.04,157.4,7.79,,,,-855.81,0,0.265,0.27,,,4.56,17.78,,,1.492
3/20/2018,9:07:25,6.659,738.2,90.2,11.04,157.4,7.79,,,,-855.78,0,0.261,0.26,,,4.565,17.8,,,1.508
3/20/2018,9:07:26,6.659,738.1,90.2,11.04,157.4,7.79,,,,-855.79,0,0.261,0.26,,,4.577,17.85,,,1.527
3/20/2018,9:07:27,6.658,738.2,90.2,11.04,157.4,7.79,,,,-855.79,0,0.26,0.26,,,4.574,17.84,,,1.543
3/20/2018,9:07:28,6.658,738.2,90.2,11.04,157.4,7.79,,,,-855.82,0,0.257,0.26,,,4.591,17.9,,,1.559
3/20/2018,9:07:29,6.657,738.2,90.2,11.04,157.4,7.79,,,,-855.82,0,0.26,0.26,,,4.607,17.97,,,1.575
3/20/2018,9:07:30,6.657,738.2,90.2,11.04,157.4,7.79,,,,-855.8,0,0.246,0.25,,,4.599,17.93,,,1.59
3/20/2018,9:07:31,6.657,738.1,90.2,11.03,157.4,7.79,,,,-855.76,0,0.245,0.25,,,4.598,17.93,,,1.608
3/20/2018,9:07:32,6.657,738.2,90.1,11.03,157.4,7.79,,,,-855.75,0,0.253,0.25,,,4.584,17.88,,,1.623
3/20/2018,9:07:33,6.656,738.2,90.1,11.03,157.4,7.79,,,,-855.74,0,0.255,0.26,,,4.564,17.8,,,1.638
3/20/2018,9:07:34,6.655,738.1,90.1,11.03,157.4,7.79,,,,-855.75,0,0.25,0.25,,,4.545,17.72,,,1.654
3/20/2018,9:07:35,6.655,738.2,90.1,11.03,157.4,7.79,,,,-855.74,0,0.258,0.26,,,4.54,17.7,,,1.673
3/20/2018,9:07:36,6.654,738.2,90.1,11.03,157.4,7.79,,,,-855.76,0,0.255,0.25,,,4.531,17.67,,,1.69
3/20/2018,9:07:37,6.653,738.2,90.1,11.03,157.4,7.79,,,,-855.76,0,0.26,0.26,,,4.532,17.67,,,1.706
3/20/2018,9:07:38,6.653,738.2,90.1,11.03,157.4,7.79,,,,-855.78,0,0.263,0.26,,,4.54,17.7,,,1.722
3/20/2018,9:07:39,6.653,738.2,90.1,11.03,157.4,7.78,,,,-855.77,0,0.258,0.26,,,4.539,17.7,,,1.741
3/20/2018,9:07:40,6.652,738.2,90.1,11.03,157.4,7.78,,,,-855.74,0,0.262,0.26,,,4.544,17.72,,,1.758
3/20/2018,9:07:41,6.652,738.1,90.1,11.03,157.4,7.78,,,,-855.71,0,0.257,0.26,,,4.543,17.72,,,1.775
3/20/2018,9:07:42,6.651,738.2,90.1,11.02,157.4,7.78,,,,-855.7,0,0.26,0.26,,,4.552,17.75,,,2.543
3/20/2018,9:07:43,6.651,738.2,90.1,11.02,157.4,7.78,,,,-855.71,0,0.256,0.26,,,4.563,17.8,,,2.57
3/20/2018,9:07:44,6.651,738.2,90,11.02,157.4,7.78,,,,-855.77,0,0.248,0.25,,,4.582,17.87,,,2.571
3/20/2018,9:07:45,6.65,738.2,90,11.02,157.4,7.78,,,,-855.77,0,0.253,0.25,,,4.584,17.88,,,2.664
3/20/2018,9:07:46,6.65,738.2,90,11.02,157.4,7.78,,,,-855.82,0,0.252,0.25,,,4.592,17.91,,,2.691
3/20/2018,9:07:47,6.65,738.2,90,11.02,157.4,7.78,,,,-855.83,0,0.255,0.25,,,4.624,18.03,,,2.695
3/20/2018,9:07:48,6.651,738.2,90,11.02,157.4,7.78,,,,-855.8,0,0.251,0.25,,,4.636,18.08,,,2.697
3/20/2018,9:07:49,6.651,738.2,90,11.01,157.4,7.78,,,,-855.81,0,0.266,0.27,,,4.677,18.24,,,2.708
3/20/2018,9:07:50,6.651,738.2,90,11.01,157.4,7.78,,,,-855.82,0,0.284,0.28,,,4.736,18.47,,,2.719
3/20/2018,9:07:51,6.651,738.2,89.9,11.01,157.4,7.78,,,,-855.79,0,0.286,0.29,,,4.739,18.48,,,2.733
3/20/2018,9:07:52,6.651,738.2,89.9,11.01,157.4,7.78,,,,-855.74,0,0.284,0.28,,,4.744,18.5,,,2.753
3/20/2018,9:07:53,6.651,738.2,89.9,11.01,157.4,7.77,,,,-855.68,0,0.295,0.29,,,4.759,18.55,,,2.769
3/20/2018,9:07:54,6.65,738.2,89.9,11.01,157.4,7.77,,,,-855.7,0,0.3,0.3,,,4.763,18.57,,,2.783
3/20/2018,9:07:55,6.65,738.1,89.9,11,157.4,7.77,,,,-855.73,0,0.299,0.3,,,4.75,18.52,,,2.796
3/20/2018,9:07:56,6.649,738.1,89.9,11,157.4,7.77,,,,-855.76,0,0.3,0.3,,,4.765,18.58,,,2.812
3/20/2018,9:07:57,6.649,738.1,89.9,11,157.4,7.77,,,,-855.75,0,0.297,0.3,,,4.747,18.51,,,2.826
3/20/2018,9:07:58,6.649,738.2,89.9,11,157.4,7.77,,,,-855.7,0,0.3,0.3,,,4.702,18.33,,,2.839
3/20/2018,9:07:59,6.648,738.2,89.9,11,157.4,7.77,,,,-855.66,0,0.295,0.29,,,4.696,18.31,,,2.853
3/20/2018,9:08:00,6.648,738.2,89.8,11,157.4,7.77,,,,-855.63,0,0.292,0.29,,,4.612,17.99,,,2.868
3/20/2018,9:08:01,6.646,738.2,89.8,11,157.4,7.77,,,,-855.6,0,0.294,0.29,,,4.554,17.76,,,2.882
3/20/2018,9:08:02,6.645,738.2,89.8,11,157.4,7.77,,,,-855.6,0,0.296,0.3,,,4.539,17.7,,,2.897
3/20/2018,9:08:03,6.644,738.2,89.8,11,157.4,7.77,,,,-855.59,0,0.303,0.3,,,4.522,17.63,,,2.913
3/20/2018,9:08:04,6.643,738.2,89.8,10.99,157.4,7.77,,,,-855.56,0,0.308,0.31,,,4.5,17.55,,,2.931
3/20/2018,9:08:05,6.642,738.2,89.8,10.99,157.4,7.77,,,,-855.57,0,0.307,0.31,,,4.501,17.55,,,2.947
3/20/2018,9:08:06,6.641,738.2,89.8,10.99,157.4,7.77,,,,-855.55,0,0.303,0.3,,,4.521,17.63,,,2.962
3/20/2018,9:08:07,6.641,738.2,89.8,10.99,157.4,7.76,,,,-855.59,0,0.304,0.3,,,4.494,17.53,,,2.978
3/20/2018,9:08:08,6.64,738.1,89.8,10.99,157.4,7.76,,,,-855.64,0,0.292,0.29,,,4.489,17.51,,,2.995
3/20/2018,9:08:09,6.64,738.2,89.8,10.99,157.4,7.76,,,,-855.69,0,0.282,0.28,,,4.477,17.46,,,3.016
3/20/2018,9:08:10,6.639,738.2,89.7,10.99,157.4,7.76,,,,-855.67,0,0.273,0.27,,,4.452,17.36,,,3.034
3/20/2018,9:08:11,6.638,738.1,89.7,10.99,157.4,7.76,,,,-855.69,0,0.268,0.27,,,4.466,17.42,,,3.052
3/20/2018,9:08:12,6.637,738.2,89.7,10.99,157.4,7.76,,,,-855.71,0,0.265,0.26,,,4.5,17.55,,,3.071
3/20/2018,9:08:13,6.636,738.1,89.7,10.99,157.4,7.76,,,,-855.73,0,0.257,0.26,,,4.489,17.51,,,3.093
3/20/2018,9:08:14,6.636,738.2,89.7,10.99,157.4,7.76,,,,-855.76,0,0.256,0.26,,,4.489,17.51,,,3.112
3/20/2018,9:08:15,6.637,738.2,89.7,10.98,157.4,7.76,,,,-855.81,0,0.248,0.25,,,4.477,17.46,,,3.131
3/20/2018,9:08:16,6.637,738.2,89.7,10.98,157.4,7.76,,,,-855.84,0,0.25,0.25,,,4.456,17.38,,,3.149
3/20/2018,9:08:17,6.637,738.2,89.7,10.98,157.4,7.76,,,,-855.82,0,0.251,0.25,,,4.423,17.25,,,3.173
3/20/2018,9:08:18,6.637,738.2,89.7,10.98,157.4,7.76,,,,-855.81,0,0.252,0.25,,,4.407,17.19,,,3.944
3/20/2018,9:08:19,6.637,738.2,89.7,10.98,157.4,7.75,,,,-855.84,0,0.253,0.25,,,4.426,17.26,,,3.947
3/20/2018,9:08:20,6.637,738.1,89.7,10.98,157.4,7.75,,,,-855.74,0,0.259,0.26,,,4.479,17.47,,,3.966
3/20/2018,9:08:21,6.638,738.2,89.7,10.98,157.4,7.75,,,,-855.34,0,0.268,0.27,,,4.527,17.65,,,3.975
3/20/2018,9:08:22,6.639,738.1,89.7,10.98,157.4,7.75,,,,-854.4,0,0.283,0.28,,,5.834,22.73,,,3.982
3/20/2018,9:08:23,6.639,738.1,89.7,10.98,157.4,7.75,,,,-852.93,0,0.299,0.3,,,5.422,21.13,,,3.99
3/20/2018,9:08:24,6.64,738.1,89.7,10.98,157.4,7.75,,,,-852.11,0,0.333,0.33,,,7.622,29.68,,,3.997
3/20/2018,9:08:25,6.641,738.1,89.7,10.98,157.4,7.55,,,,-851.59,0,0.386,0.39,,,8.472,32.98,,,4.004
3/20/2018,9:08:26,6.641,738.1,89.7,10.98,157.4,7.52,,,,-850.99,0,0.427,0.43,,,6.587,25.66,,,4.01
3/20/2018,9:08:27,6.642,738.2,89.7,10.98,157.4,7.5,,,,-850.08,0,0.461,0.46,,,6.305,24.56,,,4.015
3/20/2018,9:08:28,6.642,738.2,89.6,10.97,157.4,7.49,,,,-849.86,0,0.5,0.5,,,7.284,28.37,,,4.021
3/20/2018,9:08:29,6.642,738.1,82.6,10.12,157.4,7.49,,,,-774.88,0,0.546,0.55,,,6.475,25.23,,,4.026
3/20/2018,9:08:30,6.643,738.2,77.8,9.53,157.4,7.49,,,,-542.65,0,0.594,0.59,,,6.58,25.63,,,4.033
3/20/2018,9:08:31,6.643,738.1,73.8,9.04,157.4,7.48,,,,218.6,0,0.618,0.62,,,5.604,21.84,,,4.038
3/20/2018,9:08:32,6.643,738.1,73.2,8.96,157.4,7.47,,,,4849.5,0,0.637,0.64,,,5.604,21.84,,,4.043
3/20/2018,9:08:33,6.644,738.2,72.5,8.88,157.4,7.46,,,,12281.5,0,0.681,0.68,,,6.902,26.88,,,4.048
3/20/2018,9:08:34,6.644,738.2,71.9,8.8,157.4,7.32,,,,18170.4,0,0.734,0.73,,,6.705,26.12,,,4.053
3/20/2018,9:08:35,6.644,738.2,66.9,8.19,157.4,7.29,,,,-556.83,0,0.778,0.78,,,6.647,25.89,,,4.057
3/20/2018,9:08:36,6.644,738.2,63.3,7.75,157.4,7.3,,,,-486.94,0,0.838,0.84,,,6.67,25.98,,,4.056
3/20/2018,9:08:37,6.644,738.2,60.3,7.38,157.4,7.31,,,,-129.47,0,0.911,0.91,,,9.029,35.15,,,4.053
3/20/2018,9:08:38,6.644,738.2,60.5,7.4,157.4,7.33,,,,-255.89,0,1.061,1.06,,,10.112,39.36,,,4.048
3/20/2018,9:08:39,6.645,738.2,61.5,7.53,157.4,7.33,,,,-118.95,0,1.296,1.3,,,7.687,29.94,,,4.045
3/20/2018,9:08:40,6.645,738.2,62.7,7.67,157.4,7.33,,,,-53.64,0,1.559,1.56,,,9.472,36.87,,,4.045
3/20/2018,9:08:41,6.646,738.2,63,7.71,157.5,7.32,,,,187.1,0,1.832,1.83,,,8.494,33.07,,,4.045
3/20/2018,9:08:42,6.646,738.2,58.9,7.22,157.5,7.31,,,,-815.14,0,2.092,2.09,,,9.806,38.17,,,4.047
3/20/2018,9:08:43,6.647,738.2,54.3,6.65,157.6,7.3,,,,-831.26,0,2.367,2.37,,,8.563,33.34,,,4.049
