Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,pH,NH4-N mg/L,NO3-N mg/L,Cl mg/L,FNU,TSS mg/L,BGA-PC RFU,BGA-PC ug/L,BGA-PE RFU,BGA-PE ug/L,Chl RFU,Chl ug/L,fDOM RFU,fDOM QSU,DEP m
3/8/2018,11:14:16,4.865,746.3,99.3,12.72,85.7,8.6,,,,-854.62,0,0.071,0.07,,,2.77,10.83,,,0.006
3/8/2018,11:14:17,4.884,746.4,99.2,12.71,115.5,8.57,,,,-854.79,0,0.147,0.15,,,3.069,11.99,,,0.006
3/8/2018,11:14:18,4.918,746.5,99.2,12.69,142.9,8.55,,,,-855.04,0,0.145,0.14,,,2.962,11.57,,,0.011
3/8/2018,11:14:19,4.943,746.5,99.1,12.67,144.1,8.54,,,,-855.28,0,0.14,0.14,,,2.933,11.46,,,0.015
3/8/2018,11:14:20,4.977,746.4,99,12.65,144.1,8.53,,,,-855.64,0,0.142,0.14,,,2.952,11.53,,,0.021
3/8/2018,11:14:21,5.005,746.4,98.9,12.63,144,8.52,,,,-855.99,0,0.136,0.14,,,2.982,11.65,,,0.025
3/8/2018,11:14:22,5.038,746.4,98.7,12.6,143.9,8.51,,,,-856.34,0,0.132,0.13,,,2.99,11.68,,,0.028
3/8/2018,11:14:23,5.066,746.4,98.6,12.57,143.7,8.5,,,,-856.69,0,0.124,0.12,,,2.981,11.65,,,0.029
3/8/2018,11:14:24,5.099,746.4,98.4,12.54,143.6,8.49,,,,-857.05,0,0.113,0.11,,,2.977,11.63,,,0.03
3/8/2018,11:14:25,5.147,746.4,98.2,12.5,143.3,8.49,,,,-857.41,0,0.114,0.11,,,2.968,11.6,,,0.03
3/8/2018,11:14:26,5.157,746.4,97.8,12.44,143.2,8.48,,,,-857.75,0,0.122,0.12,,,2.956,11.55,,,0.028
3/8/2018,11:14:27,5.159,746.4,97.5,12.4,143.2,8.47,,,,-857.96,0,0.13,0.13,,,2.93,11.45,,,0.028
3/8/2018,11:14:28,5.159,746.4,97.2,12.36,143.2,8.47,,,,-858,0,0.124,0.12,,,2.906,11.36,,,0.028
3/8/2018,11:14:29,5.158,746.4,97,12.33,143.2,8.46,,,,-858,0,0.122,0.12,,,2.892,11.3,,,0.028
3/8/2018,11:14:30,5.16,746.3,96.7,12.3,143.1,8.46,,,,-858.02,0,0.125,0.12,,,2.87,11.22,,,0.029
3/8/2018,11:14:31,5.16,746.4,96.5,12.27,143.1,8.45,,,,-858.12,0,0.096,0.1,,,2.84,11.1,,,0.03
3/8/2018,11:14:32,5.16,746.4,96.3,12.24,143.1,8.45,,,,-858.15,0,0.107,0.11,,,2.822,11.03,,,0.031
3/8/2018,11:14:33,5.16,746.3,96.1,12.22,143.1,8.45,,,,-858.16,0,0.108,0.11,,,2.826,11.04,,,0.032
3/8/2018,11:14:34,5.16,746.3,96,12.2,143.1,8.44,,,,-858.19,0,0.109,0.11,,,2.818,11.01,,,0.033
3/8/2018,11:14:35,5.16,746.3,95.8,12.18,143.1,8.44,,,,-858.17,0,0.087,0.09,,,2.801,10.95,,,0.034
3/8/2018,11:14:36,5.16,746.4,95.7,12.17,143,8.43,,,,-858.16,0,0.066,0.07,,,2.802,10.95,,,0.035
3/8/2018,11:14:37,5.16,746.4,95.6,12.15,143,8.42,,,,-858.15,0,0.068,0.07,,,2.813,10.99,,,0.037
3/8/2018,11:14:38,5.16,746.3,95.5,12.14,143,8.41,,,,-858.15,0,0.059,0.06,,,2.815,11,,,0.038
3/8/2018,11:14:39,5.16,746.4,95.4,12.13,143,8.41,,,,-858.14,0,0.058,0.06,,,2.815,11,,,0.04
3/8/2018,11:14:40,5.16,746.4,95.3,12.11,143,8.4,,,,-858.12,0,0.059,0.06,,,2.796,10.93,,,0.042
3/8/2018,11:14:41,5.16,746.4,95.2,12.1,143,8.4,,,,-858.12,0,0.057,0.06,,,2.791,10.91,,,0.042
3/8/2018,11:14:42,5.16,746.4,95.1,12.09,143,8.39,,,,-858.11,0,0.06,0.06,,,2.774,10.84,,,0.043
3/8/2018,11:14:43,5.16,746.3,95.1,12.09,142.9,8.39,,,,-858.13,0,0.058,0.06,,,2.757,10.78,,,0.046
3/8/2018,11:14:44,5.16,746.4,95,12.08,142.9,8.38,,,,-858.14,0,0.056,0.06,,,2.725,10.65,,,0.049
3/8/2018,11:14:45,5.159,746.5,94.9,12.07,142.9,8.38,,,,-858.14,0,0.048,0.05,,,2.705,10.57,,,0.052
3/8/2018,11:14:46,5.159,746.4,94.9,12.06,142.9,8.38,,,,-858.12,0,0.043,0.04,,,2.684,10.49,,,0.055
3/8/2018,11:14:47,5.158,746.5,94.8,12.06,142.8,8.37,,,,-858.11,0,0.041,0.04,,,2.66,10.4,,,0.059
3/8/2018,11:14:48,5.157,746.4,94.8,12.05,142.8,8.37,,,,-858.11,0,0.037,0.04,,,2.627,10.27,,,0.063
3/8/2018,11:14:49,5.156,746.4,94.7,12.05,142.8,8.37,,,,-858.09,0,0.03,0.03,,,2.628,10.28,,,0.069
3/8/2018,11:14:50,5.155,746.5,94.7,12.04,142.8,8.36,,,,-858.09,0,0.018,0.02,,,2.616,10.23,,,0.072
3/8/2018,11:14:51,5.154,746.4,94.6,12.03,142.8,8.36,,,,-858.09,0,0.019,0.02,,,2.63,10.28,,,0.076
