Date,Time,°C,mmHg,DO %,DO mg/L,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,Chl RFU,Chl ug/L,DEP m
8/10/2018,10:12:27,27.848,739.9,114.4,8.97,187.6,8.93,187.2,14.81,3.999,4.05,2.409,9.82,1.067
8/10/2018,10:12:28,27.811,740,110.8,8.69,187.7,8.81,187.4,14.65,3.988,4.04,2.449,9.98,1.085
8/10/2018,10:12:29,27.774,740,107.3,8.43,187.8,8.64,187.7,14.4,3.976,4.03,2.487,10.14,1.1
8/10/2018,10:12:30,27.719,739.9,104.1,8.19,187.9,8.58,188,14.22,3.948,4,2.49,10.15,1.115
8/10/2018,10:12:31,27.665,739.9,93.3,7.34,188.1,8.56,188.3,14.05,3.904,3.95,2.493,10.16,1.131
8/10/2018,10:12:32,27.601,739.9,87.3,6.87,188.2,8.53,188.5,13.83,3.846,3.89,2.462,10.03,1.145
8/10/2018,10:12:33,27.541,739.9,81.7,6.44,188.4,8.51,188.8,13.48,3.759,3.81,2.406,9.81,1.164
8/10/2018,10:12:34,27.462,740,79.1,6.25,188.6,8.34,189.2,13.08,3.671,3.72,2.367,9.65,1.18
8/10/2018,10:12:35,27.391,740,70.9,5.6,188.8,8.29,189.6,12.71,3.588,3.63,2.339,9.53,1.195
8/10/2018,10:12:36,27.313,739.9,66,5.23,189,8.25,189.9,12.49,3.503,3.54,2.314,9.43,1.209
8/10/2018,10:12:37,27.246,739.9,62.6,4.96,189.2,8.23,190.3,12.19,3.421,3.46,2.274,9.27,1.225
8/10/2018,10:12:38,27.167,739.9,60.5,4.8,189.4,8.21,190.7,11.92,3.338,3.37,2.223,9.06,1.238
8/10/2018,10:12:39,27.101,740,54.2,4.3,189.6,8.2,191,11.66,3.248,3.28,2.177,8.88,1.25
8/10/2018,10:12:40,27.034,740,50.4,4.01,189.8,8.18,191.4,11.32,3.166,3.2,2.119,8.64,1.263
8/10/2018,10:12:41,26.996,739.9,46.7,3.72,189.9,8.17,191.9,10.93,3.078,3.11,2.067,8.43,1.278
8/10/2018,10:12:42,26.959,740,45.5,3.63,190,8.16,192.2,10.62,2.99,3.02,2.041,8.33,1.291
8/10/2018,10:12:43,26.927,740,43.7,3.49,190.1,8.15,192.6,10.46,2.912,2.94,2.064,8.42,1.302
8/10/2018,10:12:44,26.908,739.9,42.4,3.38,190.1,8.14,193,10.29,2.836,2.86,2.094,8.54,1.314
8/10/2018,10:12:45,26.886,739.9,37.2,2.97,190.2,8.04,193.4,10.21,2.76,2.78,2.107,8.6,1.329
8/10/2018,10:12:46,26.871,740,35.7,2.85,190.2,8.01,193.8,10.12,2.696,2.72,2.095,8.55,1.341
8/10/2018,10:12:47,26.863,739.9,34.1,2.72,190.2,7.99,194.2,10.16,2.633,2.65,2.086,8.51,1.354
8/10/2018,10:12:48,26.859,740,33.6,2.68,190.2,7.98,194.5,10.26,2.577,2.6,2.072,8.45,1.366
8/10/2018,10:12:49,26.851,739.9,32.6,2.6,190.2,7.98,194.9,10.34,2.549,2.57,2.073,8.46,1.381
8/10/2018,10:12:50,26.842,740,31.8,2.54,190.2,7.97,195.2,10.38,2.528,2.54,2.058,8.4,1.394
8/10/2018,10:12:51,26.827,740,31,2.48,190.2,7.96,195.4,10.36,2.521,2.54,2.047,8.35,1.407
8/10/2018,10:12:52,26.811,739.9,30.4,2.43,190.2,7.95,195.5,10.33,2.525,2.54,2.032,8.29,1.42
8/10/2018,10:12:53,26.787,740,26.2,2.09,190.2,7.94,195.7,10.28,2.512,2.53,2.011,8.21,1.436
8/10/2018,10:12:54,26.764,739.9,25.1,2,190.2,7.94,195.9,10.28,2.5,2.52,1.969,8.03,1.45
8/10/2018,10:12:55,26.738,740,23.8,1.91,190.2,7.93,196.1,10.28,2.49,2.51,1.959,8,1.463
8/10/2018,10:12:56,26.71,740,23.5,1.88,190.2,7.92,196.2,10.25,2.462,2.48,1.924,7.85,1.476
8/10/2018,10:12:57,26.678,740,22.8,1.83,190.2,7.92,196.3,10.24,2.432,2.45,1.906,7.78,1.492
8/10/2018,10:12:58,26.645,739.9,22.3,1.79,190.2,7.91,196.3,10.14,2.4,2.41,1.884,7.69,1.505
8/10/2018,10:12:59,26.618,740,21.8,1.75,190.3,7.9,196.2,10.07,2.351,2.36,1.878,7.67,1.518
8/10/2018,10:13:00,26.583,739.9,21.4,1.71,190.3,7.9,196.1,9.98,2.318,2.33,1.855,7.58,1.531
8/10/2018,10:13:01,26.547,740,20.9,1.68,190.3,7.89,195.9,9.83,2.277,2.29,1.845,7.54,1.544
8/10/2018,10:13:02,26.506,740,20.5,1.65,190.4,7.89,195.7,9.68,2.24,2.25,1.836,7.5,1.56
8/10/2018,10:13:03,26.47,739.9,20.1,1.62,190.5,7.79,185.5,9.5,2.185,2.19,1.824,7.45,1.575
8/10/2018,10:13:04,26.436,740,19.8,1.59,190.6,7.79,183,9.34,2.13,2.14,1.804,7.37,1.588
8/10/2018,10:13:05,26.406,739.9,16.2,1.31,190.8,7.78,179.8,9.19,2.066,2.07,1.783,7.28,1.602
8/10/2018,10:13:06,26.377,740,15.8,1.27,191,7.77,175.3,9.05,2.009,2.01,1.74,7.11,1.617
8/10/2018,10:13:07,26.351,739.8,15.3,1.23,191.2,7.77,174.4,8.96,1.95,1.95,1.722,7.04,1.63
8/10/2018,10:13:08,26.321,739.9,15.1,1.22,191.4,7.76,171.2,8.83,1.888,1.89,1.693,6.92,1.644
8/10/2018,10:13:09,26.295,740,14.8,1.19,191.7,7.75,156.3,8.65,1.833,1.83,1.678,6.86,1.657
8/10/2018,10:13:10,26.265,740,14.5,1.17,192,7.74,151.3,8.53,1.794,1.79,1.657,6.77,1.673
8/10/2018,10:13:11,26.237,739.9,14.3,1.15,192.3,7.73,144.9,8.43,1.756,1.75,1.659,6.78,1.686
8/10/2018,10:13:12,26.211,740,14.1,1.14,192.7,7.72,141.3,8.34,1.714,1.71,1.639,6.7,1.698
8/10/2018,10:13:13,26.184,740,13.8,1.12,193,7.72,138.3,8.28,1.676,1.67,1.636,6.69,1.711
8/10/2018,10:13:14,26.166,740,13.6,1.1,193.3,7.71,124.7,8.16,1.634,1.63,1.621,6.63,1.727
8/10/2018,10:13:15,26.149,740,13.4,1.09,193.6,7.7,119.2,8.15,1.624,1.62,1.626,6.65,1.74
8/10/2018,10:13:16,26.135,740,13.2,1.07,193.9,7.7,115.7,8.29,1.598,1.59,1.627,6.65,1.753
8/10/2018,10:13:17,26.118,739.9,13.1,1.06,194.1,7.69,113.4,8.35,1.581,1.57,1.637,6.69,1.766
8/10/2018,10:13:18,26.105,740,12.9,1.04,194.4,7.69,111,8.35,1.57,1.56,1.636,6.69,1.779
8/10/2018,10:13:19,26.087,740,12.7,1.03,194.6,7.68,109.3,8.37,1.552,1.54,1.651,6.75,1.795
8/10/2018,10:13:20,26.071,740,12.6,1.02,194.8,7.68,101.1,8.43,1.542,1.53,1.63,6.67,1.809
8/10/2018,10:13:21,26.054,740,12.3,1,195,7.68,99.1,8.43,1.517,1.51,1.614,6.6,1.822
8/10/2018,10:13:22,26.039,739.9,12,0.97,195.2,7.67,97.1,8.41,1.512,1.5,1.58,6.46,1.836
8/10/2018,10:13:23,26.019,740,11.7,0.95,195.3,7.67,95.9,8.41,1.507,1.5,1.59,6.5,1.851
8/10/2018,10:13:24,26.002,740,11.4,0.93,195.4,7.66,95.2,8.55,1.506,1.5,1.575,6.44,1.864
8/10/2018,10:13:25,25.983,740,11.2,0.91,195.5,7.66,94.3,8.55,1.507,1.5,1.572,6.43,1.877
8/10/2018,10:13:26,25.968,739.9,11,0.89,195.7,7.66,86.5,8.66,1.503,1.49,1.548,6.33,1.889
8/10/2018,10:13:27,25.954,740,10.7,0.87,195.8,7.65,82.3,8.73,1.5,1.49,1.54,6.3,1.903
8/10/2018,10:13:28,25.926,740,10.5,0.86,195.9,7.65,78.8,8.77,1.495,1.49,1.515,6.2,1.915
8/10/2018,10:13:29,25.898,739.9,10.3,0.84,196,7.64,74.7,8.84,1.479,1.47,1.483,6.07,1.927
8/10/2018,10:13:30,25.859,739.9,10.2,0.83,196.2,7.63,73.2,8.76,1.47,1.46,1.464,5.99,1.939
8/10/2018,10:13:31,25.826,739.9,10,0.81,196.3,7.54,59.1,8.58,1.466,1.46,1.441,5.9,1.955
8/10/2018,10:13:32,25.789,740,9.8,0.8,196.5,7.53,51.8,8.48,1.458,1.45,1.422,5.82,1.967
8/10/2018,10:13:33,25.748,739.9,9.6,0.78,196.6,7.51,38.5,8.49,1.462,1.45,1.408,5.76,1.98
8/10/2018,10:13:34,25.696,739.9,9.5,0.77,196.8,7.49,25.7,8.51,1.442,1.43,1.375,5.63,1.994
8/10/2018,10:13:35,25.653,739.8,9.3,0.76,197,7.48,15.5,8.5,1.445,1.43,1.349,5.53,2.009
8/10/2018,10:13:36,25.608,739.9,9.1,0.75,197.3,7.47,8.5,8.62,1.446,1.44,1.326,5.43,2.023
8/10/2018,10:13:37,25.556,740,9,0.73,197.7,7.45,5.4,9.11,1.452,1.44,1.299,5.32,2.037
8/10/2018,10:13:38,25.477,739.9,8.8,0.72,198.1,7.44,4.7,9.06,1.456,1.45,1.279,5.24,2.051
8/10/2018,10:13:39,25.389,739.9,8.7,0.71,198.5,7.43,3.6,9.1,1.472,1.46,1.275,5.23,2.068
8/10/2018,10:13:40,25.28,739.9,8.5,0.7,198.9,7.42,-7.3,9.19,1.489,1.48,1.275,5.23,2.082
8/10/2018,10:13:41,25.166,739.8,8.4,0.69,199.8,7.41,-13.4,9.16,1.499,1.49,1.27,5.21,2.095
8/10/2018,10:13:42,25.068,740,8.2,0.68,200.8,7.4,-17.7,9.19,1.512,1.5,1.255,5.15,2.109
8/10/2018,10:13:43,24.964,740,8.1,0.67,201.8,7.3,-18.2,9.21,1.527,1.52,1.241,5.09,2.127
8/10/2018,10:13:44,24.876,739.9,8,0.66,202.9,7.29,-18.8,9.28,1.541,1.53,1.216,4.99,2.142
8/10/2018,10:13:45,24.776,740,7.8,0.65,203.9,7.28,-20.3,9.3,1.561,1.55,1.204,4.94,2.156
8/10/2018,10:13:46,24.702,740,7.7,0.64,205.2,7.27,-21.6,9.41,1.578,1.57,1.183,4.86,2.171
8/10/2018,10:13:47,24.617,740,7.6,0.63,206.3,7.27,-22.8,9.48,1.587,1.58,1.176,4.82,2.189
8/10/2018,10:13:48,24.539,739.9,7.4,0.62,207.6,7.26,-31.1,9.53,1.608,1.6,1.165,4.78,2.204
8/10/2018,10:13:49,24.436,740,7.3,0.61,208.6,7.25,-34,9.61,1.629,1.62,1.164,4.78,2.219
8/10/2018,10:13:50,24.344,739.9,7.2,0.6,209.8,7.24,-35.9,9.65,1.641,1.64,1.156,4.74,2.234
8/10/2018,10:13:51,24.251,739.9,7.1,0.59,210.8,7.23,-36.4,9.33,1.669,1.66,1.15,4.72,2.249
8/10/2018,10:13:52,24.185,740,7,0.58,212.1,7.22,-37.4,9.4,1.683,1.68,1.137,4.67,2.267
8/10/2018,10:13:53,24.12,740,6.8,0.57,213.3,7.22,-38.3,9.47,1.704,1.7,1.138,4.67,2.283
8/10/2018,10:13:54,24.066,740,6.7,0.57,214.4,7.21,-39.2,9.58,1.723,1.72,1.137,4.67,2.298
8/10/2018,10:13:55,24,740,6.6,0.56,215.5,7.21,-40,9.59,1.735,1.73,1.138,4.67,2.311
8/10/2018,10:13:56,23.933,740,6.5,0.55,216.5,7.2,-40.6,9.73,1.743,1.74,1.125,4.62,2.326
8/10/2018,10:13:57,23.874,740,6.4,0.54,217.6,7.2,-41.1,9.73,1.744,1.74,1.115,4.58,2.348
8/10/2018,10:13:58,23.805,740,6.3,0.54,218.4,7.19,-41.6,9.81,1.763,1.76,1.11,4.56,2.363
8/10/2018,10:13:59,23.74,740,6.2,0.53,219.8,7.19,-41.9,9.81,1.768,1.77,1.107,4.55,2.379
8/10/2018,10:14:00,23.664,739.9,6.2,0.52,221,7.18,-42.3,9.83,1.78,1.78,1.106,4.54,2.398
8/10/2018,10:14:01,23.602,739.9,6.1,0.51,222.5,7.18,-42.6,9.93,1.788,1.79,1.094,4.49,2.414
8/10/2018,10:14:02,23.54,740,6,0.51,224,7.18,-42.9,9.95,1.794,1.79,1.084,4.45,2.431
8/10/2018,10:14:03,23.498,740,5.9,0.5,225.7,7.17,-43.2,10.01,1.79,1.79,1.075,4.42,2.448
8/10/2018,10:14:04,23.448,740,5.9,0.5,227.3,7.17,-43.5,9.95,1.793,1.79,1.066,4.38,2.468
8/10/2018,10:14:05,23.402,740,5.8,0.49,229,7.17,-49.4,10.01,1.795,1.79,1.06,4.35,2.486
8/10/2018,10:14:06,23.346,739.9,5.7,0.49,230.5,7.16,-51.1,10.04,1.813,1.81,1.056,4.34,2.503
8/10/2018,10:14:07,23.302,739.9,5.7,0.48,232.2,7.16,-52.3,10.08,1.817,1.82,1.057,4.34,2.52
8/10/2018,10:14:08,23.254,740,5.6,0.48,233.7,7.16,-53,10.06,1.818,1.82,1.06,4.36,2.534
8/10/2018,10:14:09,23.204,740,5.5,0.47,235.5,7.15,-53.4,10.03,1.825,1.82,1.047,4.3,2.555
8/10/2018,10:14:10,23.159,740,5.5,0.47,237.4,7.14,-53.8,10.03,1.817,1.82,1.042,4.28,2.572
8/10/2018,10:14:11,23.107,740,5.4,0.46,239.1,7.14,-54,9.98,1.814,1.81,1.031,4.24,2.588
8/10/2018,10:14:12,23.069,740,5.4,0.46,240.7,7.13,-54.3,9.98,1.812,1.81,1.03,4.23,2.605
8/10/2018,10:14:13,23.029,740,5.3,0.45,242,7.13,-54.7,9.94,1.805,1.8,1.025,4.21,2.623
8/10/2018,10:14:14,22.977,740,5.3,0.45,244,7.12,-55,9.96,1.796,1.79,1.032,4.24,2.644
8/10/2018,10:14:15,22.919,739.9,5.2,0.45,245.7,7.12,-55.4,9.96,1.799,1.8,1.034,4.25,2.661
8/10/2018,10:14:16,22.876,740,5.1,0.44,247.7,7.11,-55.6,9.98,1.797,1.8,1.034,4.25,2.679
8/10/2018,10:14:17,22.837,740,5.1,0.44,249.4,7.11,-55.9,10.09,1.791,1.79,1.031,4.24,2.697
8/10/2018,10:14:18,22.797,740,5,0.43,251.4,7.11,-56.2,10.14,1.788,1.79,1.026,4.22,2.72
8/10/2018,10:14:19,22.744,740,5,0.43,253.2,7.1,-56.6,10.2,1.775,1.77,1.027,4.22,2.739
8/10/2018,10:14:20,22.697,739.9,4.9,0.42,255.2,7.1,-57,10.22,1.768,1.77,1.035,4.25,2.758
8/10/2018,10:14:21,22.644,739.9,4.8,0.42,256.8,7.09,-57.4,10.24,1.762,1.76,1.033,4.25,2.777
8/10/2018,10:14:22,22.601,740,4.8,0.41,258.7,7.09,-57.7,10.29,1.752,1.75,1.029,4.23,2.8
8/10/2018,10:14:23,22.548,740,4.7,0.41,260.5,7.09,-58,10.33,1.734,1.73,1.03,4.23,2.819
8/10/2018,10:14:24,22.489,739.9,4.7,0.4,262.4,7.08,-58.3,10.36,1.729,1.73,1.028,4.23,2.838
8/10/2018,10:14:25,22.427,740,4.6,0.4,264.5,7.08,-64.6,10.39,1.712,1.71,1.031,4.24,2.857
8/10/2018,10:14:26,22.356,739.9,4.6,0.39,266.6,7.07,-66.5,10.45,1.7,1.7,1.024,4.21,2.88
8/10/2018,10:14:27,22.307,739.9,4.5,0.39,268.6,7.07,-68.3,10.54,1.677,1.67,1.02,4.19,2.9
8/10/2018,10:14:28,22.253,740,4.4,0.39,270.5,7.07,-68.7,10.57,1.66,1.66,1.017,4.18,2.919
8/10/2018,10:14:29,22.199,740,4.4,0.38,272.6,7.06,-69,10.69,1.641,1.64,1.008,4.14,2.939
8/10/2018,10:14:30,22.122,740,4.3,0.38,274.4,7.06,-69.2,10.73,1.632,1.63,1.006,4.14,2.963
8/10/2018,10:14:31,22.058,740,4.3,0.37,276.5,7.06,-69.7,10.75,1.611,1.61,0.996,4.09,2.983
8/10/2018,10:14:32,21.997,740,4.2,0.37,278.3,7.06,-70.4,10.68,1.598,1.59,0.986,4.06,3.003
8/10/2018,10:14:33,21.947,740,4.2,0.37,280.5,7.05,-71.1,10.67,1.582,1.58,0.982,4.04,3.023
