Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,pH,NH4-N mg/L,NO3-N mg/L,Cl mg/L,FNU,TSS mg/L,BGA-PC RFU,BGA-PC ug/L,BGA-PE RFU,BGA-PE ug/L,Chl RFU,Chl ug/L,fDOM RFU,fDOM QSU,DEP m
5/17/2018,10:07:19,24.423,739.7,99.8,8.34,132.8,7.82,,,,3.85,0,-0.261,-0.26,,,0.481,1.93,,,0.008
5/17/2018,10:07:20,24.425,739.6,99.7,8.33,132.8,7.82,,,,3.05,0,-0.295,-0.3,,,0.489,1.96,,,0.01
5/17/2018,10:07:21,24.425,739.6,99.6,8.32,132.8,7.82,,,,2.42,0,-0.328,-0.33,,,0.484,1.94,,,0.011
5/17/2018,10:07:22,24.424,739.6,99.6,8.31,132.8,7.82,,,,2.18,0,-0.367,-0.37,,,0.476,1.91,,,0.012
5/17/2018,10:07:23,24.423,739.6,99.5,8.31,132.8,7.82,,,,2.17,0,-0.392,-0.39,,,0.475,1.91,,,0.013
5/17/2018,10:07:24,24.424,739.6,99.3,8.29,132.8,7.82,,,,2.16,0,-0.425,-0.42,,,0.483,1.94,,,0.014
5/17/2018,10:07:25,24.427,739.7,99.1,8.28,132.8,7.81,,,,2.16,0,-0.448,-0.45,,,0.487,1.96,,,0.016
5/17/2018,10:07:26,24.431,739.7,99,8.26,132.9,7.81,,,,2.14,0,-0.462,-0.46,,,0.497,1.99,,,0.02
5/17/2018,10:07:27,24.435,739.6,98.8,8.25,132.9,7.81,,,,2.13,0,-0.461,-0.46,,,0.499,2,,,0.026
5/17/2018,10:07:28,24.438,739.6,98.7,8.24,132.9,7.81,,,,2.12,0,-0.467,-0.47,,,0.502,2.01,,,0.033
5/17/2018,10:07:29,24.442,739.6,98.6,8.23,132.9,7.81,,,,2.11,0,-0.461,-0.46,,,0.499,2,,,0.046
5/17/2018,10:07:30,24.445,739.6,98.5,8.22,132.9,7.81,,,,2.08,0,-0.456,-0.46,,,0.491,1.97,,,0.059
5/17/2018,10:07:31,24.448,739.5,98.5,8.22,133,7.81,,,,2.05,0,-0.446,-0.45,,,0.488,1.96,,,0.074
5/17/2018,10:07:32,24.451,739.6,98.4,8.21,133,7.81,,,,2.04,0,-0.436,-0.44,,,0.486,1.95,,,0.089
5/17/2018,10:07:33,24.454,739.6,98.3,8.21,133,7.81,,,,2.02,0,-0.447,-0.45,,,0.497,1.99,,,0.108
5/17/2018,10:07:34,24.456,739.6,98.3,8.2,133.1,7.81,,,,2,0,-0.452,-0.45,,,0.499,2,,,0.127
5/17/2018,10:07:35,24.457,739.7,98.2,8.19,133.1,7.81,,,,1.99,0,-0.452,-0.45,,,0.515,2.06,,,0.879
5/17/2018,10:07:36,24.456,739.7,98.1,8.19,133.1,7.81,,,,1.92,0,-0.446,-0.45,,,0.532,2.13,,,0.936
5/17/2018,10:07:37,24.453,739.6,98,8.18,133.1,7.81,,,,1.92,0,-0.447,-0.45,,,0.517,2.07,,,1.013
5/17/2018,10:07:38,24.447,739.6,98,8.18,133.1,7.81,,,,1.9,0,-0.447,-0.45,,,0.52,2.08,,,1.048
5/17/2018,10:07:39,24.439,739.6,97.9,8.17,133.1,7.81,,,,1.87,0,-0.451,-0.45,,,0.524,2.1,,,1.075
5/17/2018,10:07:40,24.431,739.6,97.8,8.16,133.1,7.81,,,,1.86,0,-0.44,-0.44,,,0.514,2.06,,,1.096
5/17/2018,10:07:41,24.421,739.6,97.7,8.15,133.1,7.81,,,,1.87,0,-0.433,-0.43,,,0.515,2.06,,,1.136
5/17/2018,10:07:42,24.406,739.7,97.6,8.15,133.2,7.8,,,,1.87,0,-0.428,-0.43,,,0.511,2.05,,,1.165
5/17/2018,10:07:43,24.388,739.5,97.5,8.14,133.2,7.8,,,,1.86,0,-0.43,-0.43,,,0.533,2.13,,,1.196
5/17/2018,10:07:44,24.368,739.6,97.3,8.13,133.2,7.8,,,,1.87,0,-0.433,-0.43,,,0.559,2.23,,,1.22
5/17/2018,10:07:45,24.348,739.7,97.2,8.12,133.2,7.79,,,,1.86,0,-0.437,-0.44,,,0.557,2.23,,,1.25
5/17/2018,10:07:46,24.324,739.6,97,8.11,133.3,7.79,,,,1.87,0,-0.441,-0.44,,,0.544,2.18,,,1.27
5/17/2018,10:07:47,24.301,739.5,96.8,8.1,133.3,7.68,,,,1.87,0,-0.434,-0.43,,,0.534,2.14,,,1.291
5/17/2018,10:07:48,24.276,739.6,96.6,8.08,133.4,7.64,,,,1.88,0,-0.43,-0.43,,,0.545,2.18,,,1.32
5/17/2018,10:07:49,24.255,739.6,96.3,8.07,133.5,7.62,,,,1.88,0,-0.44,-0.44,,,0.539,2.16,,,1.352
5/17/2018,10:07:50,24.23,739.6,92.4,7.74,133.6,7.58,,,,1.91,0,-0.452,-0.45,,,0.539,2.16,,,1.381
5/17/2018,10:07:51,24.206,739.6,90.7,7.61,133.7,7.57,,,,1.96,0,-0.451,-0.45,,,0.547,2.19,,,1.409
5/17/2018,10:07:52,24.176,739.6,88.7,7.44,133.8,7.55,,,,1.98,0,-0.453,-0.45,,,0.555,2.22,,,1.435
5/17/2018,10:07:53,24.149,739.7,87.5,7.34,134,7.54,,,,2.01,0,-0.459,-0.46,,,0.567,2.26,,,1.461
5/17/2018,10:07:54,24.122,739.7,86.8,7.28,134.1,7.53,,,,2.04,0,-0.463,-0.46,,,0.557,2.22,,,1.489
5/17/2018,10:07:55,24.1,739.7,86.1,7.23,134.3,7.52,,,,2.08,0,-0.479,-0.48,,,0.535,2.14,,,1.512
5/17/2018,10:07:56,24.067,739.7,85.3,7.16,134.5,7.5,,,,2.12,0,-0.468,-0.47,,,0.547,2.19,,,1.538
5/17/2018,10:07:57,24.026,739.6,80.1,6.74,134.8,7.38,,,,2.16,0,-0.466,-0.47,,,0.547,2.19,,,1.567
5/17/2018,10:07:58,23.972,739.7,76.9,6.47,135.1,7.35,,,,2.19,0,-0.46,-0.46,,,0.552,2.21,,,1.604
5/17/2018,10:07:59,23.92,739.6,74.5,6.27,135.4,7.33,,,,2.24,0,-0.46,-0.46,,,0.545,2.18,,,1.633
5/17/2018,10:08:00,23.87,739.6,73.4,6.19,135.8,7.31,,,,2.29,0,-0.463,-0.46,,,0.546,2.18,,,1.662
5/17/2018,10:08:01,23.802,739.6,72.2,6.09,136.1,7.3,,,,2.33,0,-0.461,-0.46,,,0.542,2.17,,,2.422
5/17/2018,10:08:02,23.737,739.6,67.6,5.71,136.6,7.29,,,,2.39,0,-0.455,-0.45,,,0.549,2.2,,,2.562
5/17/2018,10:08:03,23.652,739.6,65.4,5.53,137,7.28,,,,2.43,0,-0.452,-0.45,,,0.552,2.21,,,2.594
5/17/2018,10:08:04,23.585,739.6,63.2,5.36,137.4,7.27,,,,2.47,0,-0.449,-0.45,,,0.547,2.19,,,2.595
5/17/2018,10:08:05,23.505,739.6,62,5.26,137.8,7.26,,,,2.49,0,-0.449,-0.45,,,0.546,2.18,,,2.597
5/17/2018,10:08:06,23.42,739.7,61.1,5.19,138.3,7.25,,,,2.53,0,-0.452,-0.45,,,0.554,2.21,,,2.598
5/17/2018,10:08:07,23.308,739.6,60,5.11,138.8,7.24,,,,2.58,0,-0.452,-0.45,,,0.544,2.18,,,2.617
5/17/2018,10:08:08,23.199,739.7,55.7,4.75,139.4,7.23,,,,2.62,0,-0.445,-0.45,,,0.542,2.17,,,2.644
5/17/2018,10:08:09,23.074,739.6,53.4,4.57,140,7.22,,,,2.69,0,-0.44,-0.44,,,0.535,2.14,,,2.667
5/17/2018,10:08:10,22.978,739.6,50.9,4.36,140.6,7.22,,,,2.75,0,-0.443,-0.44,,,0.541,2.16,,,2.689
5/17/2018,10:08:11,22.875,739.7,48.5,4.16,141.1,7.11,,,,2.78,0,-0.438,-0.44,,,0.542,2.17,,,2.713
5/17/2018,10:08:12,22.781,739.6,47.1,4.05,141.6,7.09,,,,2.83,0,-0.436,-0.44,,,0.54,2.16,,,2.729
5/17/2018,10:08:13,22.687,739.6,45.4,3.92,142.1,7.08,,,,2.86,0,-0.435,-0.44,,,0.546,2.18,,,2.745
5/17/2018,10:08:14,22.602,739.6,40,3.46,142.7,7.07,,,,2.88,0,-0.439,-0.44,,,0.53,2.12,,,2.76
5/17/2018,10:08:15,22.479,739.7,38.1,3.3,143.2,7.06,,,,2.89,0,-0.436,-0.44,,,0.531,2.13,,,2.779
5/17/2018,10:08:16,22.377,739.6,36.3,3.15,143.8,7.05,,,,2.89,0,-0.435,-0.44,,,0.53,2.12,,,2.792
5/17/2018,10:08:17,22.253,739.6,35.6,3.1,144.4,7.05,,,,2.92,0,-0.444,-0.44,,,0.524,2.1,,,2.805
5/17/2018,10:08:18,20.989,739.7,34.6,3.01,148.7,7.04,,,,2.91,0,-0.448,-0.45,,,0.536,2.14,,,2.82
5/17/2018,10:08:19,20.706,739.6,33.8,3.02,149.8,7.04,,,,2.94,0,-0.444,-0.44,,,0.54,2.16,,,2.836
5/17/2018,10:08:20,20.615,739.6,33,2.96,150.7,7.03,,,,2.96,0,-0.455,-0.46,,,0.543,2.17,,,2.856
5/17/2018,10:08:21,20.586,739.7,28.1,2.53,151.3,7.02,,,,3,0,-0.459,-0.46,,,0.546,2.18,,,2.873
5/17/2018,10:08:22,20.568,739.7,25.9,2.32,151.7,7.02,,,,3.03,0,-0.455,-0.45,,,0.546,2.18,,,2.891
5/17/2018,10:08:23,20.503,739.7,24.1,2.17,152.5,7.01,,,,3.08,0,-0.447,-0.45,,,0.562,2.24,,,2.908
5/17/2018,10:08:24,20.29,739.7,23.4,2.11,153.7,7.01,,,,3.1,0,-0.421,-0.42,,,0.623,2.48,,,2.929
5/17/2018,10:08:25,20.116,739.7,22.5,2.04,155.2,7,,,,3.15,0,-0.394,-0.39,,,0.741,2.94,,,2.947
5/17/2018,10:08:26,19.975,739.6,21.7,1.97,156.4,6.99,,,,3.26,0,-0.337,-0.34,,,1.107,4.36,,,2.965
5/17/2018,10:08:27,19.909,739.6,21.1,1.92,157.6,6.99,,,,3.42,0,-0.299,-0.3,,,2.799,10.94,,,2.982
5/17/2018,10:08:28,19.779,739.6,20.4,1.86,158.9,6.98,,,,3.7,0,-0.269,-0.27,,,2.674,10.45,,,3
5/17/2018,10:08:29,18.572,739.6,16.6,1.55,164.1,6.98,,,,3.98,0,-0.232,-0.23,,,4.297,16.76,,,3.021
5/17/2018,10:08:30,18.524,739.6,15.4,1.44,165.3,6.97,,,,4.23,0,-0.185,-0.19,,,3.187,12.45,,,3.04
5/17/2018,10:08:31,18.49,739.5,14.3,1.34,166.5,6.97,,,,4.48,0,-0.134,-0.13,,,3.174,12.4,,,3.059
5/17/2018,10:08:32,18.43,739.6,13.8,1.3,167.5,6.96,,,,4.74,0,-0.094,-0.09,,,3.064,11.97,,,3.077
5/17/2018,10:08:33,18.376,739.7,13.3,1.25,168.8,6.96,,,,5.04,0,-0.05,-0.05,,,2.957,11.55,,,3.099
5/17/2018,10:08:34,18.275,739.6,12.8,1.2,169.9,6.95,,,,5.23,0,-0.016,-0.02,,,2.819,11.02,,,3.119
5/17/2018,10:08:35,18.2,739.6,12.3,1.16,171.1,6.95,,,,5.38,0,-0.001,0,,,2.693,10.53,,,3.138
5/17/2018,10:08:36,18.12,739.7,11.9,1.12,172.2,6.85,,,,5.53,0,0.021,0.02,,,2.604,10.18,,,3.158
5/17/2018,10:08:37,18.054,739.6,11.6,1.1,173.3,6.84,,,,5.67,0,0.051,0.05,,,2.546,9.95,,,3.181
5/17/2018,10:08:38,17.995,739.6,11.3,1.06,174,6.83,,,,5.84,0,0.064,0.06,,,2.517,9.84,,,3.2
5/17/2018,10:08:39,17.934,739.6,11,1.04,174.9,6.83,,,,6.04,0,0.088,0.09,,,2.484,9.72,,,3.942
5/17/2018,10:08:40,17.867,739.6,10.7,1.01,175.6,6.82,,,,6.26,0,0.107,0.11,,,2.478,9.69,,,3.982
5/17/2018,10:08:41,17.808,739.7,10.4,0.99,176.5,6.81,,,,6.43,0,0.119,0.12,,,2.38,9.31,,,4.009
5/17/2018,10:08:42,17.74,739.6,10.2,0.97,177.1,6.8,,,,6.46,0,0.135,0.13,,,2.301,9,,,4.009
5/17/2018,10:08:43,17.684,739.7,10,0.95,177.8,6.8,,,,6.48,0,0.118,0.12,,,2.227,8.72,,,4.012
5/17/2018,10:08:44,17.608,739.6,9.8,0.93,178.5,6.79,,,,6.66,0,0.1,0.1,,,2.219,8.68,,,4.016
5/17/2018,10:08:45,17.518,739.6,9.5,0.9,179.3,6.79,,,,15.54,0,0.091,0.09,,,2.709,10.59,,,4.02
5/17/2018,10:08:46,17.388,739.6,9,0.86,180.2,6.78,,,,53.61,0,0.074,0.07,,,1.973,7.73,,,4.027
5/17/2018,10:08:47,17.279,739.7,8.6,0.82,180.9,6.78,,,,7.28,0,0.066,0.07,,,2.343,9.17,,,4.034
5/17/2018,10:08:48,17.192,739.6,8.2,0.79,181.7,6.78,,,,6.75,0,0.055,0.06,,,2.343,9.17,,,4.042
5/17/2018,10:08:49,17.12,739.6,7.9,0.76,182.2,6.77,,,,9.47,0,0.035,0.04,,,2.322,9.09,,,4.042
5/17/2018,10:08:50,17.048,739.6,7.6,0.73,182.9,6.77,,,,165.56,0,0.042,0.04,,,5.007,19.52,,,4.042
5/17/2018,10:08:51,16.968,739.7,7.4,0.71,183.6,6.76,,,,543.71,0,0.098,0.1,,,6.265,24.41,,,4.039
5/17/2018,10:08:52,16.91,739.7,7.1,0.69,184.4,6.76,,,,402.85,0,0.153,0.15,,,3.806,14.85,,,4.039
5/17/2018,10:08:53,16.86,739.6,6.9,0.67,185.1,6.76,,,,452.81,0,0.232,0.23,,,4.741,18.49,,,4.034
5/17/2018,10:08:54,16.822,739.6,6.7,0.65,185.8,6.75,,,,399.71,0,0.308,0.31,,,5.221,20.35,,,4.032
5/17/2018,10:08:55,16.79,739.6,6.5,0.63,186.4,6.75,,,,248.29,0,0.381,0.38,,,3.323,12.97,,,4.029
5/17/2018,10:08:56,16.774,739.6,6.3,0.62,186.9,6.75,,,,110.81,0,0.408,0.41,,,4.214,16.44,,,4.025
5/17/2018,10:08:57,16.779,739.7,6.2,0.6,187.2,6.75,,,,37.77,0,0.43,0.43,,,3.347,13.07,,,4.017
5/17/2018,10:08:58,16.792,739.6,6,0.58,187.4,6.74,,,,70.79,0,0.458,0.46,,,3.834,14.96,,,4
5/17/2018,10:08:59,16.805,739.7,5.8,0.57,187.5,6.74,,,,44.01,0,0.5,0.5,,,3.441,13.44,,,3.985
5/17/2018,10:09:00,16.818,739.6,5.7,0.55,187.6,6.74,,,,36.59,0,0.519,0.52,,,3.019,11.79,,,3.973
5/17/2018,10:09:01,16.837,739.6,5.5,0.54,187.6,6.74,,,,33.05,0,0.529,0.53,,,2.643,10.33,,,3.961
5/17/2018,10:09:02,16.847,739.6,5.4,0.52,187.6,6.73,,,,38.76,0,0.548,0.55,,,2.372,9.28,,,3.944
5/17/2018,10:09:03,16.868,739.6,5.2,0.51,187.5,6.73,,,,59.51,0,0.555,0.56,,,2.372,9.28,,,3.927
5/17/2018,10:09:04,16.909,739.6,5.1,0.5,187.1,6.73,,,,167.32,0,0.553,0.55,,,3.798,14.82,,,3.911
5/17/2018,10:09:05,16.965,739.7,5,0.48,186.5,6.72,,,,42.83,0,0.581,0.58,,,2.545,9.95,,,3.896
5/17/2018,10:09:06,17.013,739.6,4.9,0.47,185.8,6.72,,,,71.72,0,0.596,0.6,,,2.681,10.48,,,3.874
5/17/2018,10:09:07,17.091,739.6,4.8,0.46,185,6.71,,,,67.89,0,0.626,0.63,,,3.492,13.63,,,3.857
5/17/2018,10:09:08,17.165,739.6,4.7,0.45,183.9,6.71,,,,90.92,0,0.65,0.65,,,3.409,13.31,,,3.84
5/17/2018,10:09:09,17.242,739.6,4.6,0.44,183.1,6.71,,,,41.87,0,0.621,0.62,,,3.401,13.28,,,3.822
5/17/2018,10:09:10,17.321,739.6,4.6,0.44,182.2,6.71,,,,39.06,0,0.568,0.57,,,3.392,13.24,,,3.805
5/17/2018,10:09:11,17.392,739.6,4.5,0.43,181.4,6.7,,,,68.61,0,0.536,0.54,,,3.353,13.09,,,3.784
5/17/2018,10:09:12,17.493,739.6,4.4,0.42,180.6,6.7,,,,72.86,0,0.521,0.52,,,3.417,13.34,,,3.766
