Unit ID:,1,,,,,,,,,,,,,
User ID:,,,,,,,,,,,,,,
Site:,149,,,,,,,,,,,,,
Log Interval:,0.25,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Model, Submodel, S/N, S/W Ver,,,,,,,,,,,
Handheld,2, 17F105819,1.0.18,,,,,,,,,,,
5P Sonde,4, 17G100162,1.0.55,,,,,,,,,,,
ODO,1, 18D104460,3.0.0,,,,,,,,,,,
CT,1, 17F102078,3.0.5,,,,,,,,,,,
TAL-PC,1, 18E100678,3.0.0,,,,,,,,,,,
pH/ORP,1, 17E101062,3.0.0,,,,,,,,,,,
Turbidity,1, 18E100545,3.0.0,,,,,,,,,,,
Depth,2, 17F104892,3.0.0,,,,,,,,,,,
,,,,,,,,,,,,,,
Date,Time,°C,mmHg,DO %,DO mg/L,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,Chl RFU,Chl ug/L,DEP m
9/7/2018,41:58.0,21.166,742.4,15.3,1.36,354.9,7.04,-129,103.5,0.277,0.28,4.366,17.46,3.638
9/7/2018,41:58.3,21.166,742.4,15.3,1.36,354.9,7.04,-129,103.5,0.277,0.28,4.366,17.46,3.638
9/7/2018,41:58.5,21.145,742.4,15.2,1.35,356.2,7.04,-129.1,178.55,0.301,0.3,4.939,19.76,3.649
9/7/2018,41:58.8,21.095,742.4,14.8,1.32,356.3,7.04,-129.3,192.51,0.34,0.34,4.29,17.16,3.654
9/7/2018,41:59.0,21.074,742.4,14.7,1.31,356.6,7.04,-129.4,238.38,0.355,0.36,4.29,17.16,3.659
9/7/2018,41:59.3,21.059,742.4,14.5,1.29,356.8,7.04,-129.5,186.05,0.369,0.37,4.29,17.16,3.674
9/7/2018,41:59.5,21.059,742.4,14.5,1.29,356.8,7.04,-129.5,186.05,0.369,0.37,4.29,17.16,3.674
9/7/2018,41:59.7,21.037,742.4,14.3,1.27,357.9,7.04,-129.7,128.32,0.408,0.41,3.899,15.6,3.679
9/7/2018,42:00.0,21.029,742.4,14.2,1.26,358.5,7.04,-129.8,97.61,0.42,0.42,4.378,17.51,3.692
9/7/2018,42:00.3,21.025,742.4,14.1,1.25,359.1,7.04,-129.9,112.33,0.431,0.43,4.466,17.86,3.697
9/7/2018,42:00.5,21.019,742.4,14,1.24,359.7,7.04,-130,123.15,0.442,0.44,4.542,18.17,3.701
9/7/2018,42:00.8,21.014,742.4,13.8,1.23,360.2,7.04,-130.2,80.08,0.448,0.45,4.408,17.63,3.709
9/7/2018,42:01.0,21.014,742.4,13.8,1.23,360.2,7.04,-130.2,80.08,0.448,0.45,4.408,17.63,3.709
9/7/2018,42:01.2,21.005,742.4,13.6,1.21,360.8,7.04,-130.3,119.2,0.487,0.49,4.394,17.58,3.716
9/7/2018,42:01.5,21.001,742.4,13.5,1.21,361.2,7.04,-130.5,201.91,0.504,0.5,5.444,21.78,3.716
9/7/2018,42:01.8,20.997,742.4,13.5,1.2,361.5,7.04,-130.6,160.35,0.516,0.52,4.7,18.8,3.727
9/7/2018,42:02.0,20.993,742.4,13.4,1.19,361.8,7.04,-130.7,135.02,0.537,0.54,4.18,16.72,3.731
9/7/2018,42:02.3,20.991,742.4,13.3,1.18,362,7.04,-130.8,244.03,0.55,0.55,5.139,20.56,3.737
9/7/2018,42:02.5,20.988,742.4,13.2,1.18,362.3,7.04,-130.9,99.36,0.565,0.57,4.331,17.32,3.741
9/7/2018,42:02.8,20.984,742.4,13.1,1.17,362.5,7.04,-131.1,77.95,0.573,0.57,0.959,3.84,3.744
9/7/2018,42:03.0,20.984,742.3,13.1,1.17,362.5,7.04,-131.1,77.95,0.573,0.57,0.959,3.84,3.744
9/7/2018,42:03.3,20.981,742.3,13,1.16,362.7,7.04,-131.1,89.29,0.591,0.59,0.959,3.84,3.75
9/7/2018,42:03.5,20.974,742.3,12.8,1.14,363.1,7.04,-131.4,414.7,0.631,0.63,0.959,3.84,3.753
9/7/2018,42:03.7,20.971,742.3,12.8,1.14,363.3,7.04,-131.5,144.56,0.658,0.66,1.098,4.39,3.76
9/7/2018,42:04.0,20.971,742.4,12.8,1.14,363.3,7.04,-131.5,144.56,0.658,0.66,1.098,4.39,3.76
9/7/2018,42:04.3,20.966,742.4,12.6,1.12,363.8,7.04,-131.7,195.24,0.745,0.75,6.402,25.61,3.767
9/7/2018,42:04.5,20.965,742.4,12.5,1.12,364,7.04,-131.8,132.94,0.783,0.78,7.192,28.77,3.774
9/7/2018,42:04.7,20.962,742.4,12.4,1.11,364.3,7.04,-131.9,170.5,0.822,0.82,6.467,25.87,3.781
9/7/2018,42:05.0,20.962,742.3,12.4,1.11,364.3,7.04,-131.9,170.5,0.822,0.82,6.467,25.87,3.781
9/7/2018,42:05.3,20.958,742.3,12.3,1.09,364.8,7.04,-132.1,196.28,0.932,0.93,5.992,23.97,3.784
9/7/2018,42:05.5,20.956,742.3,12.2,1.09,365.1,7.04,-132.3,241.1,0.97,0.97,5.923,23.69,3.787
9/7/2018,42:05.8,20.954,742.3,12.2,1.08,365.2,7.04,-132.3,198.18,1.005,1,6.139,24.55,3.796
9/7/2018,42:06.0,20.954,742.4,12.2,1.08,365.2,7.04,-132.3,198.18,1.005,1,6.139,24.55,3.796
9/7/2018,42:06.3,20.95,742.4,12,1.07,365.7,7.04,-132.5,133.56,1.114,1.11,6.603,26.41,3.799
9/7/2018,42:06.5,20.949,742.4,11.9,1.06,365.9,7.04,-132.7,163.01,1.152,1.15,6.436,25.74,3.808
9/7/2018,42:06.7,20.947,742.4,11.8,1.05,366.1,7.04,-132.8,200.8,1.189,1.19,6.393,25.57,3.81
9/7/2018,42:07.0,20.947,742.3,11.8,1.05,366.1,7.04,-132.8,200.8,1.189,1.19,6.393,25.57,3.81
9/7/2018,42:07.2,20.945,742.3,11.7,1.04,366.5,7.04,-133,161.39,1.305,1.31,6.142,24.57,3.813
9/7/2018,42:07.5,20.945,742.3,11.7,1.04,366.5,7.04,-133,161.39,1.305,1.31,6.142,24.57,3.813
9/7/2018,42:07.8,20.942,742.3,11.6,1.03,366.8,7.04,-133.2,154.05,1.376,1.38,6.142,24.57,3.823
9/7/2018,42:08.0,20.941,742.4,11.5,1.03,366.9,7.04,-133.3,178.74,1.445,1.44,6.142,24.57,3.828
9/7/2018,42:08.3,20.941,742.4,11.5,1.03,366.9,7.04,-133.3,178.74,1.445,1.44,6.142,24.57,3.828
9/7/2018,42:08.5,20.94,742.4,11.4,1.02,367.1,7.04,-133.4,178.35,1.482,1.48,6.129,24.51,3.83
9/7/2018,42:08.8,20.938,742.4,11.3,1.01,367.4,7.04,-133.6,172.93,1.556,1.56,6.086,24.34,3.837
9/7/2018,42:09.0,20.938,742.2,11.2,1,367.5,7.03,-133.6,177.7,1.631,1.63,6.079,24.32,3.839
9/7/2018,42:09.2,20.937,742.2,11.2,0.99,367.7,7.03,-133.8,148.92,1.666,1.67,6.063,24.25,3.841
9/7/2018,42:09.5,20.936,742.2,11.1,0.99,367.7,7.03,-133.8,143.03,1.704,1.7,6.054,24.22,3.841
9/7/2018,42:09.8,20.935,742.2,11.1,0.99,367.9,7.03,-133.9,138.07,1.741,1.74,6.045,24.18,3.848
9/7/2018,42:10.0,20.929,742.2,11,0.98,368,7.03,-134,117.24,1.816,1.82,6.031,24.12,3.85
9/7/2018,42:10.3,20.923,742.2,10.9,0.97,368.1,7.03,-134.1,106.29,1.853,1.85,6.017,24.07,3.852
9/7/2018,42:10.5,20.918,742.2,10.9,0.97,368.2,7.03,-134.2,165.04,1.889,1.89,6.009,24.03,3.852
9/7/2018,42:10.7,20.916,742.2,10.8,0.96,368.5,7.03,-134.2,113.97,1.93,1.93,6.015,24.06,3.858
9/7/2018,42:11.0,20.914,742.3,10.7,0.95,368.9,7.03,-134.3,62.36,2.014,2.01,6.503,26.01,3.859
9/7/2018,42:11.3,20.912,742.3,10.6,0.94,369.3,7.03,-134.4,60.42,2.057,2.06,7.095,28.38,3.859
9/7/2018,42:11.5,20.911,742.3,10.5,0.94,369.7,7.03,-134.5,58.49,2.103,2.1,6.692,26.77,3.863
9/7/2018,42:11.8,20.91,742.3,10.4,0.92,370,7.03,-134.5,63.6,2.149,2.15,6.737,26.95,3.867
9/7/2018,42:12.0,20.91,742.4,10.4,0.92,370,7.03,-134.5,63.6,2.149,2.15,6.737,26.95,3.867
9/7/2018,42:12.3,20.908,742.4,10.1,0.9,371.1,7.03,-134.7,43.82,2.279,2.28,6.994,27.97,3.872
9/7/2018,42:12.5,20.907,742.4,10,0.89,371.6,7.03,-134.8,41.09,2.324,2.32,7.51,30.04,3.872
9/7/2018,42:12.8,20.906,742.4,9.8,0.88,372,7.03,-134.8,40.54,2.367,2.37,7.372,29.49,3.877
9/7/2018,42:13.0,20.905,742.3,9.7,0.87,372.5,7.03,-134.9,39.4,2.452,2.45,7.688,30.75,3.878
9/7/2018,42:13.2,20.905,742.3,9.7,0.87,372.5,7.03,-134.9,39.4,2.452,2.45,7.688,30.75,3.878
9/7/2018,42:13.5,20.903,742.3,9.5,0.85,373.3,7.03,-135,39.58,2.538,2.54,7.496,29.98,3.88
9/7/2018,42:13.8,20.902,742.3,9.4,0.84,373.5,7.03,-135.1,40.13,2.578,2.58,8.052,32.21,3.885
9/7/2018,42:14.0,20.901,742.4,9.3,0.83,373.9,7.03,-135.2,40.45,2.658,2.66,7.288,29.15,3.886
9/7/2018,42:14.2,20.9,742.4,9.2,0.82,374.3,7.03,-135.2,40.78,2.698,2.7,7.288,29.15,3.888
9/7/2018,42:14.5,20.899,742.4,9.1,0.81,374.7,7.03,-135.3,41.02,2.73,2.73,7.288,29.15,3.89
9/7/2018,42:14.8,20.899,742.4,9,0.8,375.1,7.03,-135.3,41.5,2.766,2.77,7.288,29.15,3.892
,,,,,,,,,,,,,,
,,,,,,,,,,3.227009709,3.227281553,11.81628155,47.26592233,
