Date,Time,°C,mmHg,DO %,DO mg/L,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,Chl RFU,Chl ug/L,DEP m
8/1/2018,9:20:04,25.041,745.5,98.9,8.17,175.6,7.77,277.8,14.31,4.919,4.96,2.512,10.29,0.09
8/1/2018,9:20:05,25.043,745.4,98.8,8.16,175.6,7.78,278.1,14.31,4.957,4.99,2.498,10.23,0.096
8/1/2018,9:20:06,25.044,745.4,98.7,8.15,175.6,7.78,278.2,14.43,4.978,5.01,2.472,10.13,0.099
8/1/2018,9:20:07,25.048,745.4,98.6,8.14,175.6,7.78,278.5,12.73,5.018,5.06,2.46,10.08,0.104
8/1/2018,9:20:08,25.05,745.4,98.6,8.13,175.6,7.79,278.6,13.13,5.049,5.09,2.449,10.04,0.108
8/1/2018,9:20:09,25.052,745.4,98.5,8.13,175.6,7.79,278.7,13.79,5.066,5.1,2.42,9.92,0.112
8/1/2018,9:20:10,25.054,745.4,98.4,8.12,175.6,7.8,278.9,13.17,5.102,5.14,2.424,9.93,0.118
8/1/2018,9:20:11,25.056,745.4,98.3,8.11,175.6,7.8,279,13.55,5.111,5.15,2.377,9.74,0.125
8/1/2018,9:20:12,25.057,745.4,98.2,8.11,175.6,7.8,279.1,13.9,5.135,5.17,2.371,9.72,0.132
8/1/2018,9:20:13,25.057,745.4,98.2,8.1,175.6,7.81,279.1,13.97,5.148,5.19,2.364,9.69,0.137
8/1/2018,9:20:14,25.056,745.4,98.1,8.09,175.6,7.81,279.2,14.3,5.178,5.22,2.385,9.77,0.147
8/1/2018,9:20:15,25.055,745.4,98,8.08,175.7,7.82,279.2,14.18,5.202,5.24,2.413,9.89,0.158
8/1/2018,9:20:16,25.053,745.4,97.9,8.08,175.7,7.82,279.3,14.18,5.225,5.26,2.419,9.91,0.168
8/1/2018,9:20:17,25.051,745.4,97.9,8.08,175.6,7.82,279.3,14.15,5.246,5.29,2.435,9.98,0.175
8/1/2018,9:20:18,25.046,745.4,97.8,8.07,175.6,7.83,279.4,14.17,5.271,5.31,2.447,10.03,0.188
8/1/2018,9:20:19,25.043,745.4,97.7,8.07,175.6,7.83,279.4,14.16,5.299,5.34,2.487,10.19,0.2
8/1/2018,9:20:20,25.04,745.4,97.7,8.06,175.6,7.83,279.5,14.13,5.305,5.34,2.496,10.23,0.204
8/1/2018,9:20:21,25.034,745.5,97.7,8.06,175.6,7.84,279.5,13.97,5.321,5.36,2.53,10.37,0.217
8/1/2018,9:20:22,25.029,745.4,97.6,8.06,175.6,7.84,279.6,13.96,5.342,5.38,2.559,10.49,0.226
8/1/2018,9:20:23,25.025,745.4,97.6,8.06,175.6,7.84,279.6,14.05,5.358,5.4,2.577,10.56,0.237
8/1/2018,9:20:24,25.021,745.4,97.6,8.06,175.6,7.85,279.7,14.07,5.365,5.41,2.575,10.55,0.246
8/1/2018,9:20:25,25.015,745.5,97.6,8.06,175.5,7.85,279.7,14.13,5.37,5.41,2.58,10.57,0.26
