Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,pH,NH4-N mg/L,NO3-N mg/L,Cl mg/L,FNU,TSS mg/L,BGA-PC RFU,BGA-PC ug/L,BGA-PE RFU,BGA-PE ug/L,Chl RFU,Chl ug/L,fDOM RFU,fDOM QSU,DEP m
6/14/2018,9:12:01,27.9,740.7,95.7,7.5,134.5,8.74,,,,14.23,0,1.908,1.91,,,2.36,8.33,,,0.083
6/14/2018,9:12:03,27.907,740.7,95.7,7.5,134.5,8.74,,,,14.22,0,1.894,1.89,,,2.354,8.31,,,0.088
6/14/2018,9:12:05,27.909,740.6,95.7,7.51,134.6,8.75,,,,14.41,0,1.876,1.88,,,2.187,7.73,,,0.092
6/14/2018,9:12:07,27.909,740.7,95.7,7.5,134.6,8.76,,,,14.33,0,1.891,1.89,,,2.631,9.28,,,0.101
6/14/2018,9:12:09,27.91,740.7,95.7,7.5,134.6,8.76,,,,14.35,0,1.858,1.86,,,2.921,10.29,,,0.115
6/14/2018,9:12:11,27.909,740.6,95.6,7.49,134.6,8.77,,,,14.16,0,1.844,1.84,,,2.89,10.19,,,0.132
6/14/2018,9:12:13,27.908,740.7,95.5,7.49,134.6,8.77,,,,14.08,0,1.854,1.85,,,2.966,10.45,,,0.156
6/14/2018,9:12:15,27.902,740.6,95.4,7.48,134.7,8.77,,,,14.3,0,1.888,1.89,,,3.337,11.75,,,0.181
6/14/2018,9:12:17,27.89,740.6,95.2,7.46,134.7,8.77,,,,14.16,0,1.947,1.95,,,2.376,8.39,,,0.213
6/14/2018,9:12:19,27.87,740.7,94.8,7.44,134.7,8.77,,,,14.28,0,2.025,2.02,,,3.299,11.62,,,0.246
6/14/2018,9:12:21,27.848,740.6,94.3,7.4,134.7,8.77,,,,14.56,0,2.096,2.1,,,3.287,11.57,,,0.286
6/14/2018,9:12:23,27.821,740.6,90.2,7.08,134.8,8.76,,,,14.69,0,2.196,2.2,,,3.261,11.48,,,0.326
6/14/2018,9:12:25,27.781,740.7,87,6.84,134.8,8.76,,,,14.69,0,2.233,2.23,,,3.07,10.81,,,0.374
6/14/2018,9:12:27,27.74,740.7,85.1,6.69,134.9,8.57,,,,14.61,0,2.286,2.29,,,3.764,13.24,,,0.422
