Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,pH,NH4-N mg/L,NO3-N mg/L,Cl mg/L,FNU,TSS mg/L,BGA-PC RFU,BGA-PC ug/L,BGA-PE RFU,BGA-PE ug/L,Chl RFU,Chl ug/L,fDOM RFU,fDOM QSU,DEP m
4/19/2018,10:23:37,9.833,751,98.8,11.19,154.7,8.03,,,,4.23,0,0.047,0.05,,,3.398,13.27,,,0.184
4/19/2018,10:23:38,9.833,751.1,98.7,11.18,154.7,8.03,,,,4.05,0,0.018,0.02,,,3.367,13.15,,,0.179
4/19/2018,10:23:39,9.833,751.1,98.5,11.16,154.6,7.93,,,,4,0,-0.012,-0.01,,,3.28,12.81,,,0.176
4/19/2018,10:23:40,9.831,751.1,98.4,11.15,154.6,7.91,,,,3.97,0,-0.034,-0.03,,,3.209,12.53,,,0.17
4/19/2018,10:23:41,9.827,751.1,98.3,11.14,14.8,7.92,,,,9.75,0,-0.035,-0.03,,,6.203,24.17,,,0.164
4/19/2018,10:23:42,9.811,751,98.2,11.13,5.6,7.91,,,,24164.7,0,0.016,0.02,,,3.528,13.77,,,0.158
4/19/2018,10:23:43,9.798,751.1,98.1,11.13,135,7.92,,,,3.97,0,0.033,0.03,,,1.881,7.37,,,0.153
4/19/2018,10:23:44,9.797,751.1,98.1,11.12,142.3,7.91,,,,4.02,0,0.039,0.04,,,2.035,7.97,,,0.149
4/19/2018,10:23:45,9.796,751.1,98,11.11,150.5,7.91,,,,4.01,0,0.041,0.04,,,2.142,8.39,,,0.152
4/19/2018,10:23:46,9.796,751.1,98,11.11,152.3,7.91,,,,4.02,0,0.041,0.04,,,2.37,9.27,,,0.162
4/19/2018,10:23:47,9.796,751.1,97.9,11.1,152.9,7.9,,,,3.98,0,0.048,0.05,,,2.561,10.02,,,0.172
4/19/2018,10:23:48,9.795,751.1,97.9,11.1,153.2,7.9,,,,4,0,0.049,0.05,,,2.707,10.58,,,0.182
4/19/2018,10:23:49,9.795,751.1,97.9,11.09,153.4,7.89,,,,3.95,0,0.043,0.04,,,2.825,11.04,,,0.192
4/19/2018,10:23:50,9.795,751.1,97.8,11.09,153.5,7.89,,,,3.89,0,0.049,0.05,,,2.909,11.37,,,0.203
4/19/2018,10:23:51,9.795,751.1,97.8,11.09,153.6,7.89,,,,3.88,0,0.036,0.04,,,2.976,11.63,,,0.215
4/19/2018,10:23:52,9.795,751.1,97.8,11.09,153.6,7.89,,,,3.85,0,0.042,0.04,,,3.031,11.84,,,0.229
4/19/2018,10:23:53,9.796,751.1,97.7,11.08,153.7,7.88,,,,3.85,0,0.05,0.05,,,3.075,12.01,,,0.243
4/19/2018,10:23:54,9.8,751.1,97.7,11.08,153.7,7.88,,,,3.86,0,0.062,0.06,,,3.086,12.06,,,0.26
4/19/2018,10:23:55,9.816,751.1,97.7,11.08,153.7,7.88,,,,3.87,0,0.068,0.07,,,3.111,12.15,,,0.274
4/19/2018,10:23:56,9.828,751.1,97.7,11.07,153.7,7.88,,,,3.87,0,0.076,0.08,,,3.149,12.3,,,0.288
4/19/2018,10:23:57,9.831,751.1,97.7,11.07,153.9,7.88,,,,3.86,0,0.086,0.09,,,3.162,12.35,,,0.302
4/19/2018,10:23:58,9.832,751.1,97.7,11.06,153.9,7.88,,,,3.96,0,0.109,0.11,,,3.158,12.33,,,0.316
4/19/2018,10:23:59,9.833,751.1,97.6,11.06,153.9,7.88,,,,3.96,0,0.107,0.11,,,3.167,12.37,,,0.333
4/19/2018,10:24:00,9.834,751.1,97.6,11.06,154,7.87,,,,3.94,0,0.042,0.04,,,3.151,12.31,,,0.348
4/19/2018,10:24:01,9.835,751.1,97.6,11.06,154,7.87,,,,3.93,0,0.018,0.02,,,3.134,12.24,,,0.362
4/19/2018,10:24:02,9.835,751.1,97.6,11.06,154,7.87,,,,3.99,0,0.019,0.02,,,3.087,12.06,,,0.376
