Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,pH,NH4-N mg/L,NO3-N mg/L,Cl mg/L,FNU,TSS mg/L,BGA-PC RFU,BGA-PC ug/L,BGA-PE RFU,BGA-PE ug/L,Chl RFU,Chl ug/L,fDOM RFU,fDOM QSU,DEP m
6/28/2018,9:38:13,26.76,738.1,95.8,7.66,1.5,7.46,,,,56.69,0,-0.199,-0.2,,,0.275,1.04,,,0.028
6/28/2018,9:38:15,26.745,738.1,95.7,7.66,1.5,7.45,,,,40.37,0,-0.128,-0.13,,,0.322,1.2,,,0.028
6/28/2018,9:38:17,26.74,738.1,95.7,7.67,4.9,7.92,,,,14.11,0,0.046,0.05,,,0.707,2.55,,,0.028
6/28/2018,9:38:19,26.785,738.1,103.8,8.3,142,8.11,,,,16.53,0,0.347,0.35,,,1.199,4.27,,,0.028
6/28/2018,9:38:21,26.832,738.1,106.8,8.53,142.2,8.18,,,,20.02,0,0.603,0.6,,,2.799,9.87,,,0.028
6/28/2018,9:38:23,26.88,738.1,108.3,8.65,142.1,8.39,,,,13.72,0,0.985,0.98,,,2.553,9.01,,,0.028
6/28/2018,9:38:25,26.931,738.1,109.3,8.72,142,8.45,,,,20.95,0,1.384,1.38,,,2.596,9.16,,,0.028
6/28/2018,9:38:27,26.987,738.1,110,8.77,141.9,8.47,,,,19.76,0,1.781,1.78,,,2.653,9.36,,,0.028
6/28/2018,9:38:29,27.05,738.1,110.7,8.81,141.8,8.51,,,,19.07,0,2.192,2.19,,,2.681,9.45,,,0.028
6/28/2018,9:38:31,27.065,738.1,111.2,8.85,141.8,8.54,,,,16.4,0,2.57,2.57,,,2.696,9.51,,,0.028
6/28/2018,9:38:33,27.066,738.1,111.6,8.88,141.9,8.57,,,,20.2,0,2.806,2.81,,,2.709,9.55,,,0.029
6/28/2018,9:38:35,27.065,738.1,112.3,8.94,141.9,8.59,,,,19.02,0,2.939,2.94,,,2.743,9.67,,,0.03
6/28/2018,9:38:37,27.061,738.1,113.1,9,142,8.6,,,,19.64,0,2.911,2.91,,,2.79,9.84,,,0.032
6/28/2018,9:38:39,27.058,738,113.6,9.04,142,8.61,,,,19.47,0,2.93,2.93,,,2.827,9.97,,,0.033
6/28/2018,9:38:41,27.054,738.1,114,9.07,142,8.63,,,,19.54,0,2.924,2.92,,,2.838,10,,,0.035
6/28/2018,9:38:43,27.05,738.1,114.3,9.1,142,8.64,,,,19.35,0,2.944,2.94,,,2.888,10.18,,,0.037
6/28/2018,9:38:45,27.047,738,114.5,9.12,142,8.65,,,,19.47,0,2.977,2.98,,,2.911,10.26,,,0.039
6/28/2018,9:38:47,27.045,738.2,114.7,9.13,142,8.66,,,,19.34,0,3.027,3.03,,,2.931,10.33,,,0.041
6/28/2018,9:38:49,27.045,738,114.9,9.15,142,8.68,,,,19.36,0,3.004,3,,,2.917,10.28,,,0.043
6/28/2018,9:38:51,27.046,738.1,115,9.15,142,8.7,,,,19.36,0,3.011,3.01,,,2.912,10.26,,,0.047
6/28/2018,9:38:53,27.047,738.1,115.1,9.16,142,8.71,,,,23.58,0,3.006,3.01,,,2.902,10.23,,,0.052
6/28/2018,9:38:55,27.05,738.1,115.2,9.17,142,8.72,,,,19.21,0,3.028,3.03,,,2.884,10.17,,,0.056
6/28/2018,9:38:57,27.05,738,115.3,9.18,142.1,8.73,,,,18.02,0,3.048,3.05,,,2.884,10.17,,,0.059
6/28/2018,9:38:59,27.05,738,115.4,9.18,142.1,8.74,,,,19.49,0,3.048,3.05,,,2.874,10.13,,,0.062
6/28/2018,9:39:01,27.05,738,115.4,9.19,142.2,8.75,,,,23.36,0,3.068,3.07,,,2.885,10.17,,,0.066
