Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,pH,NH4-N mg/L,NO3-N mg/L,Cl mg/L,FNU,TSS mg/L,BGA-PC RFU,BGA-PC ug/L,BGA-PE RFU,BGA-PE ug/L,Chl RFU,Chl ug/L,fDOM RFU,fDOM QSU,DEP m
5/4/2018,8:38:31,19.061,740.9,97.8,9.06,145.8,7.94,,,,2.42,0,-0.363,-0.36,,,0.817,3.24,,,0
5/4/2018,8:38:32,19.061,740.9,97.8,9.06,145.8,7.93,,,,2.41,0,-0.369,-0.37,,,0.823,3.26,,,0
5/4/2018,8:38:33,19.062,741,97.8,9.06,145.8,7.93,,,,2.42,0,-0.369,-0.37,,,0.836,3.31,,,0
5/4/2018,8:38:34,19.062,741,97.8,9.05,145.8,7.92,,,,2.42,0,-0.365,-0.36,,,0.836,3.31,,,0
5/4/2018,8:38:35,19.063,740.9,97.7,9.05,145.8,7.91,,,,2.41,0,-0.365,-0.37,,,0.844,3.34,,,0
5/4/2018,8:38:36,19.063,740.9,97.7,9.05,145.8,7.91,,,,2.4,0,-0.369,-0.37,,,0.844,3.34,,,0
5/4/2018,8:38:37,19.064,741,97.7,9.05,145.8,7.91,,,,2.37,0,-0.373,-0.37,,,0.84,3.33,,,0
5/4/2018,8:38:38,19.064,741.1,97.7,9.05,145.8,7.9,,,,2.38,0,-0.391,-0.39,,,0.843,3.34,,,0
5/4/2018,8:38:39,19.065,741,97.7,9.05,145.8,7.9,,,,2.37,0,-0.387,-0.39,,,0.845,3.35,,,0
5/4/2018,8:38:40,19.065,741,97.7,9.05,145.8,7.9,,,,2.37,0,-0.39,-0.39,,,0.846,3.35,,,0
5/4/2018,8:38:41,19.065,741.1,97.7,9.04,145.8,7.9,,,,2.37,0,-0.396,-0.4,,,0.864,3.42,,,0
5/4/2018,8:38:42,19.066,740.9,97.7,9.04,145.8,7.9,,,,2.37,0,-0.395,-0.4,,,0.871,3.45,,,0
5/4/2018,8:38:43,19.066,741,97.6,9.04,145.8,7.9,,,,2.37,0,-0.397,-0.4,,,0.871,3.45,,,0
5/4/2018,8:38:44,19.066,741.1,97.6,9.04,145.8,7.89,,,,2.36,0,-0.412,-0.41,,,0.866,3.43,,,0
5/4/2018,8:38:45,19.066,741,97.6,9.04,145.8,7.89,,,,2.35,0,-0.407,-0.41,,,0.874,3.46,,,0
5/4/2018,8:38:46,19.066,740.9,97.6,9.04,145.8,7.89,,,,2.34,0,-0.418,-0.42,,,0.872,3.45,,,0
5/4/2018,8:38:47,19.066,740.9,97.6,9.04,145.8,7.89,,,,2.35,0,-0.428,-0.43,,,0.871,3.45,,,0
5/4/2018,8:38:48,19.066,741,97.6,9.04,145.8,7.89,,,,2.35,0,-0.43,-0.43,,,0.884,3.5,,,0.002
5/4/2018,8:38:49,19.066,741,97.6,9.04,145.8,7.89,,,,2.34,0,-0.434,-0.43,,,0.897,3.55,,,0.009
5/4/2018,8:38:50,19.066,741.1,97.6,9.04,145.8,7.88,,,,2.33,0,-0.426,-0.43,,,0.908,3.59,,,0.015
5/4/2018,8:38:51,19.066,741,97.6,9.04,145.8,7.88,,,,2.33,0,-0.422,-0.42,,,0.931,3.68,,,0.024
