Date,Time,°C,mmHg,DO %,DO mg/L,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,Chl RFU,Chl ug/L,DEP m
11/2/2018,11:36:57,12.278,737.1,88.4,9.47,136.2,8.03,314.1,6.9,1.412,1.41,1.536,5.84,2.973
11/2/2018,11:36:58,12.279,737.3,88.3,9.45,136.2,8.03,314.1,6.81,1.415,1.41,1.557,5.92,2.966
11/2/2018,11:36:59,12.282,737.3,88.2,9.44,136.2,8.02,314.1,6.86,1.413,1.41,1.588,6.04,2.984
11/2/2018,11:37:00,12.283,737.3,88.1,9.43,136.2,8.02,314.2,6.79,1.41,1.4,1.598,6.08,3.123
11/2/2018,11:37:01,12.286,737.2,88,9.42,136.2,8.02,314.2,6.79,1.398,1.39,1.602,6.1,3.2
11/2/2018,11:37:02,12.288,737.2,87.9,9.41,136.2,8.02,314.3,6.83,1.38,1.37,1.592,6.05,3.289
11/2/2018,11:37:03,12.291,737.2,87.8,9.4,136.2,8.02,314.3,6.8,1.371,1.36,1.564,5.95,3.364
11/2/2018,11:37:04,12.293,737.1,87.8,9.39,136.2,8.02,314.3,6.74,1.366,1.36,1.558,5.92,3.45
11/2/2018,11:37:05,12.295,737.2,87.6,9.38,136.2,8.01,314.3,6.73,1.365,1.36,1.583,6.02,3.516
11/2/2018,11:37:06,12.296,737.3,87.6,9.37,136.3,8.01,314.3,6.72,1.362,1.36,1.584,6.02,3.579
11/2/2018,11:37:07,12.297,737.2,87.5,9.36,136.3,8.01,314.4,6.7,1.349,1.34,1.571,5.97,3.635
11/2/2018,11:37:08,12.278,737.1,87.4,9.35,136.3,8.01,314.4,6.77,1.337,1.33,1.543,5.86,3.702
11/2/2018,11:37:09,12.254,737.2,87.2,9.34,136.3,8.01,314.5,6.94,1.319,1.31,1.486,5.64,3.76
11/2/2018,11:37:10,12.23,737.3,87,9.33,136.2,8.01,314.6,10.03,1.302,1.3,1.461,5.55,3.816
11/2/2018,11:37:11,12.209,737.2,86.9,9.31,136.2,8.01,314.6,64.12,1.314,1.31,2.648,10.15,3.865
11/2/2018,11:37:12,12.196,737.3,86.8,9.3,136.2,8,314.6,151.14,1.322,1.32,1.644,6.26,3.915
11/2/2018,11:37:13,12.172,737.2,86.6,9.29,136.2,8,314.6,36.37,1.342,1.34,21.782,84.29,3.952
11/2/2018,11:37:14,12.155,737.1,86.4,9.27,136.2,8,314.6,101.25,1.548,1.54,21.351,82.62,3.989
11/2/2018,11:37:15,12.133,737.3,86,9.24,136.2,8,314.6,33.79,1.731,1.73,6.71,25.89,4.023
11/2/2018,11:37:16,12.123,737.2,85.9,9.22,136.2,7.99,314.6,27.72,1.796,1.79,5.173,19.93,4.054
11/2/2018,11:37:17,12.107,737.2,85.6,9.2,136.2,7.99,314.5,302.55,1.898,1.89,5.188,19.99,4.087
11/2/2018,11:37:18,12.089,737.1,85.3,9.17,136.2,7.99,314.4,25.75,2.009,2,4.707,18.12,4.111
11/2/2018,11:37:19,12.077,737.1,85,9.14,136.2,7.99,314.3,31.96,2.114,2.11,5.696,21.96,4.133
11/2/2018,11:37:20,12.062,737.2,84.7,9.11,136.2,7.98,314.1,79.28,2.245,2.24,5.696,21.96,4.153
11/2/2018,11:37:21,12.064,737.2,84.5,9.09,136.2,7.98,313.7,46.85,2.282,2.28,1.789,6.82,4.175
11/2/2018,11:37:22,12.075,737.2,84.2,9.06,136.2,7.98,256.6,34.82,2.304,2.3,2.248,8.6,4.192
11/2/2018,11:37:23,12.082,737.2,83.9,9.02,136.2,7.97,236.3,109.85,2.322,2.32,2.02,7.71,4.207
11/2/2018,11:37:24,12.086,737.3,83.7,9,136.2,7.97,222.8,18.96,2.361,2.36,4.868,18.75,4.221
11/2/2018,11:37:25,12.089,737.2,83.4,8.97,136.2,7.96,217.2,9.78,2.423,2.42,4.844,18.66,4.236
11/2/2018,11:37:26,12.093,737.1,83.1,8.94,136.2,7.96,213.6,5.7,2.523,2.52,4.663,17.95,4.248
11/2/2018,11:37:27,12.095,737.3,82.9,8.91,136.2,7.95,199.6,6.53,5.276,5.27,6.13,23.64,4.259
11/2/2018,11:37:28,12.093,737.2,82.7,8.89,136.2,7.95,188.8,9.16,4.556,4.55,5.961,22.98,4.27
11/2/2018,11:37:29,12.091,737.1,82.4,8.86,136.2,7.94,171.1,12.92,5.376,5.37,7.946,30.68,4.282
11/2/2018,11:37:30,12.088,737.2,82.2,8.84,136.2,7.93,166.1,15.63,5.524,5.52,9.184,35.48,4.291
11/2/2018,11:37:31,12.086,737.2,82,8.82,136.2,7.93,164.3,16.75,6.032,6.03,10.313,39.85,4.299
11/2/2018,11:37:32,12.083,737.1,81.8,8.8,136.2,7.93,154.2,17.77,6.146,6.14,8.817,34.05,4.307
11/2/2018,11:37:33,12.081,737.2,81.6,8.78,136.2,7.92,146.5,18.56,6.196,6.19,8.098,31.26,4.316
11/2/2018,11:37:34,12.078,737.1,81.5,8.76,136.2,7.91,140.4,19.1,6.201,6.2,7.927,30.6,4.323
11/2/2018,11:37:35,12.075,737.2,81.3,8.74,136.2,7.91,136.4,19.6,6.15,6.15,7.905,30.52,4.33
11/2/2018,11:37:36,12.074,737.2,81.1,8.72,136.2,7.9,135,19.88,6.082,6.08,7.75,29.92,4.338
11/2/2018,11:37:37,12.073,737.2,81,8.71,136.2,7.9,132.7,20.19,6.032,6.03,7.585,29.28,4.375
11/2/2018,11:37:38,12.071,737.1,80.8,8.69,136.2,7.89,124.1,20.46,6.073,6.07,7.457,28.78,4.408
11/2/2018,11:37:39,12.07,737.2,80.7,8.68,136.2,7.89,119.1,20.68,6.108,6.11,6.424,24.78,4.438
11/2/2018,11:37:40,12.068,737.1,80.5,8.66,136.2,7.88,115.8,20.9,6.137,6.13,6.651,25.66,4.464
