Unit ID:,2,,,,,,,,,,,,,
User ID:,,,,,,,,,,,,,,
Site:,cow,,,,,,,,,,,,,
Log Interval:,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Model, Submodel, S/N, S/W Ver,,,,,,,,,,,
10/19/2018,12:34:54,13.573,742.8,74.2,7.71,137.9,7.8,259.5,19.55,2.204,2.2,8.681,33.52,3.774
10/19/2018,12:34:55,13.572,742.8,73.4,7.64,138,7.78,240.7,19.55,2.443,2.44,2.557,9.79,3.788
10/19/2018,12:34:56,13.571,742.7,72.6,7.55,138,7.76,234.1,34.69,3.001,3,4.222,16.25,3.801
10/19/2018,12:34:57,13.571,742.8,72.5,7.53,138.1,7.75,228.5,54.13,10.919,10.92,13.812,53.41,3.814
10/19/2018,12:34:58,13.571,742.8,72.4,7.53,138.1,7.74,224.6,76.08,2.255,2.25,4.074,15.67,3.828
10/19/2018,12:34:59,13.572,742.8,72.4,7.53,138.2,7.73,161.9,116.09,2.896,2.89,3.947,15.18,3.839
10/19/2018,12:35:00,13.572,742.8,72.5,7.54,138.3,7.72,138.8,121.43,2.928,2.92,3.687,14.17,3.85
10/19/2018,12:35:01,13.573,742.8,72.5,7.54,138.3,7.71,113.2,125.46,2.893,2.89,3.504,13.46,3.86
10/19/2018,12:35:02,13.573,742.8,72.5,7.54,138.4,7.71,109.4,106.96,2.801,2.8,4.02,15.46,3.871
10/19/2018,12:35:03,13.574,742.7,72.4,7.53,138.5,7.7,107.2,344.56,2.746,2.74,4.383,16.87,3.88
10/19/2018,12:35:04,13.574,742.8,72.4,7.53,138.5,7.69,106.5,1038.9,2.815,2.81,5.186,19.98,3.889
10/19/2018,12:35:05,13.574,742.8,72.3,7.52,138.5,7.69,106.4,1107.8,2.887,2.88,5.087,19.6,3.897
10/19/2018,12:35:06,13.575,742.8,72.2,7.51,138.5,7.68,106.4,1372,2.974,2.97,5.108,19.68,3.914
10/19/2018,12:35:07,13.575,742.7,72.1,7.5,138.5,7.68,106.5,534.85,3.056,3.05,4.876,18.78,3.94
10/19/2018,12:35:08,13.576,742.8,71.9,7.48,138.5,7.68,106.5,1535.3,3.099,3.09,4.872,18.76,3.965
10/19/2018,12:35:09,13.576,742.7,71.7,7.45,138.6,7.67,106.4,1708.5,3.17,3.17,4.814,18.54,3.988
10/19/2018,12:35:10,13.577,742.7,68.4,7.11,138.6,7.67,106.4,1734.9,11.743,11.74,4.812,18.53,4.013
10/19/2018,12:35:11,13.578,742.7,67.7,7.04,138.6,7.66,106.4,1786.4,10.908,10.91,4.889,18.83,4.034
10/19/2018,12:35:12,13.578,742.8,67.1,6.98,138.5,7.66,106.3,1830.2,8.688,8.69,4.968,19.14,4.053
10/19/2018,12:35:13,13.579,742.7,66.6,6.93,138.5,7.66,106.3,1855.4,8.557,8.56,5.03,19.38,4.07
10/19/2018,12:35:14,13.58,742.7,66.3,6.89,138.5,7.65,106.2,1881.5,4.155,4.15,5.01,19.3,4.084
10/19/2018,12:35:15,13.581,742.7,65.9,6.86,138.5,7.65,106.1,2122.8,2.862,2.86,4.961,19.11,4.105
10/19/2018,12:35:16,13.582,742.8,65.6,6.82,138.5,7.65,106.1,2299.1,3.304,3.3,4.933,19,4.117
10/19/2018,12:35:17,13.583,742.7,65.3,6.79,138.6,7.64,106,2387.6,3.01,3,4.912,18.92,4.128
,,,,,,,,,,,,,,
,,,,,,,,,,2.212728395,2.207283951,3.410407407,13.10098765,
