MULakeNumber,date,dateTime,depth_m,chlorophyll_RFU,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,latitude,longitude,altitude_m,barometerAirHandheld_mbars
003,2022-05-31,2022-05-31T10:57:45Z,0.14,5.68,121.1,10.49,70.7,0.019,0.1,205.8,0.73,134,6.76,8.51,22.443,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:57:47Z,0.184,4.96,121.2,10.5,71.3,0.013,0.1,205.9,0.74,134,6.91,8.51,22.443,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:57:48Z,0.268,5.19,121.2,10.5,71.4,0.024,0.1,205.9,0.76,134,6.98,8.51,22.434,NA,NA,NA,985.7
003,2022-05-31,2022-05-31T10:57:49Z,0.35,5.65,121.2,10.5,71.6,0.032,0.1,206,0.84,134,7.07,8.51,22.433,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:57:50Z,0.456,5.98,121.2,10.5,71.7,0.04,0.1,206,0.81,134,7.04,8.51,22.431,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:57:53Z,0.607,6.05,121.1,10.49,72.1,0.055,0.1,206,0.8,134,6.85,8.51,22.428,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:57:54Z,0.669,6.15,121.1,10.5,72.2,0.063,0.1,206,0.85,134,6.79,8.51,22.424,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:57:55Z,0.743,6.24,121.1,10.5,72.4,0.07,0.1,206,0.85,134,6.9,8.5,22.422,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:57:56Z,0.823,6.26,121.1,10.5,72.6,0.077,0.1,205.9,0.81,134,6.96,8.5,22.418,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:57:57Z,0.916,6.31,121.1,10.5,73,0.087,0.1,206.1,0.81,134,6.87,8.5,22.413,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:57:58Z,1.005,6.35,121,10.49,73.2,0.095,0.1,206.1,0.81,134,6.78,8.5,22.411,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:00Z,1.136,6.28,120.9,10.48,73.5,0.108,0.1,206.1,0.72,134,7,8.49,22.408,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:01Z,1.201,6.38,120.7,10.47,73.7,0.115,0.1,206.2,0.74,134,7.01,8.49,22.407,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:02Z,1.291,6.51,120.7,10.47,73.8,0.124,0.1,206.1,0.8,134,6.84,8.49,22.406,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:06Z,1.516,6.59,120.6,10.45,74.3,0.146,0.1,206.1,0.78,134,6.76,8.49,22.401,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:09Z,1.678,6.61,120.3,10.43,74.8,0.162,0.1,206.2,0.76,134,6.86,8.48,22.397,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:58:10Z,1.753,6.74,120.2,10.42,75,0.169,0.1,206.2,0.8,134,6.79,8.48,22.395,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:58:11Z,1.827,6.86,120.1,10.42,75.1,0.176,0.1,206.3,0.8,134,6.84,8.48,22.393,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:58:12Z,1.897,6.95,119.9,10.4,75.3,0.183,0.1,206.3,0.76,134,6.93,8.48,22.387,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:17Z,2.135,7.37,119.2,10.34,75.8,0.206,0.1,206.2,0.76,134,6.93,8.47,22.375,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:18Z,2.2,6.96,119.1,10.34,76,0.213,0.1,206.4,0.77,134,6.89,8.47,22.375,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:58:19Z,2.28,6.94,119,10.32,76.1,0.22,0.1,206.4,0.77,134,6.84,8.47,22.374,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:23Z,2.45,6.83,118.8,10.31,76.6,0.237,0.1,206.5,0.73,134,6.93,8.46,22.346,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:58:24Z,2.523,6.56,118.7,10.31,76.8,0.245,0.1,206.6,0.73,134,6.89,8.46,22.303,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:58:25Z,2.584,6.32,117.8,10.24,77.3,0.25,0.1,207.2,0.71,135,6.95,8.46,22.113,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:58:26Z,2.652,5.4,117.1,10.25,78,0.257,0.1,208.5,0.65,136,6.98,8.45,21.607,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:27Z,2.712,4.04,116,10.3,78.8,0.264,0.1,211.5,0.55,137,6.79,8.43,20.949,NA,NA,NA,985.7
003,2022-05-31,2022-05-31T10:58:28Z,2.78,3.4,115.2,10.31,79.8,0.27,0.1,211.5,0.47,137,6.9,8.39,20.732,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:58:30Z,2.876,2.71,112.4,10.08,80.9,0.279,0.1,209.7,0.36,136,7.23,8.34,20.63,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:31Z,2.941,2.06,105.6,9.49,81.5,0.286,0.1,209.3,0.35,136,7.92,8.33,20.427,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:32Z,3.017,1.7,104,9.42,82.6,0.293,0.1,210,0.36,136,7.9,8.3,20.003,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:40Z,3.438,0.73,70.6,6.8,88.5,0.335,0.1,207.4,0.23,135,6.61,8.11,16.969,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:43Z,3.632,0.55,58.1,5.75,90.7,0.35,0.1,209.1,0.17,136,4.97,8.05,15.76,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:58:44Z,3.732,0.54,56.5,5.64,91.4,0.363,0.1,209.5,0.21,136,4.61,8.04,15.23,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:58:45Z,3.804,0.55,50.8,5.12,92.2,0.371,0.1,210.5,0.22,137,4.37,8.01,14.812,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:58:46Z,3.922,0.54,46.9,4.76,92.7,0.378,0.1,211.3,0.24,137,3.98,7.99,14.415,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:51Z,4.154,0.59,37.8,3.95,94.7,0.404,0.1,213.7,0.27,139,3.7,7.93,13.121,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:58:52Z,4.23,0.55,35.7,3.77,95.4,0.412,0.1,214.2,0.24,139,3.67,7.92,12.538,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:53Z,4.311,0.55,34,3.64,96.1,0.42,0.1,215.5,0.25,140,3.54,7.91,12.148,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:54Z,4.402,0.54,32.3,3.48,96.5,0.427,0.1,215.4,0.22,140,3.46,7.9,12.046,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:55Z,4.469,0.52,30.3,3.26,97,0.437,0.1,213.9,0.19,139,3.47,7.89,11.962,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:58:57Z,4.564,0.55,28.2,3.05,97.6,0.446,0.1,213.8,0.19,139,3.36,7.86,11.763,NA,NA,NA,986
003,2022-05-31,2022-05-31T10:58:58Z,4.626,0.56,27,2.93,97.9,0.451,0.1,213.7,0.22,139,3.36,7.85,11.703,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:58:59Z,4.701,0.6,26,2.82,98.5,0.457,0.1,213.3,0.26,139,3.48,7.84,11.626,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:59:00Z,4.796,0.61,25.1,2.73,98.9,0.467,0.1,213.9,0.27,139,3.69,7.84,11.239,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:59:01Z,4.881,0.62,24.4,2.68,99.3,0.476,0.1,214.4,0.25,139,3.53,7.83,11.007,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:59:02Z,4.949,0.66,23.6,2.6,99.6,0.482,0.1,214.2,0.27,139,3.28,7.82,10.916,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:59:03Z,5.053,0.62,23,2.55,99.9,0.491,0.1,214,0.27,139,3.47,7.81,10.796,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:59:04Z,5.178,0.55,22.1,2.45,100.2,0.504,0.1,213.6,0.27,139,3.41,7.8,10.736,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:59:05Z,5.256,0.62,21.3,2.37,100.5,0.514,0.1,213.8,0.32,139,3.25,7.79,10.586,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:59:17Z,5.796,0.83,17.4,1.97,103.3,0.566,0.1,215.5,0.41,140,3.85,7.71,9.891,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:59:25Z,6.191,0.74,16.1,1.84,104.8,0.604,0.1,215,0.37,140,3.7,7.67,9.404,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:59:26Z,6.262,0.74,15.9,1.82,105,0.612,0.1,214.7,0.32,140,3.51,7.66,9.328,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:59:32Z,6.51,0.66,15.1,1.74,106,0.635,0.1,215.2,0.38,140,3.92,7.63,9.123,NA,NA,NA,986
003,2022-05-31,2022-05-31T10:59:35Z,6.663,0.59,14.7,1.7,106.5,0.65,0.1,215.6,0.39,140,3.57,7.62,8.96,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:59:36Z,6.729,0.54,14.6,1.69,106.7,0.657,0.1,215.5,0.4,140,3.37,7.61,8.944,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:59:37Z,6.798,0.58,14.5,1.67,106.9,0.664,0.1,215.7,0.4,140,3.33,7.61,8.89,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:59:39Z,6.906,0.61,14.3,1.66,107.2,0.674,0.1,216.3,0.37,141,3.2,7.6,8.781,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:59:41Z,7.059,0.62,14,1.63,107.7,0.688,0.1,216.8,0.32,141,3.27,7.59,8.626,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:59:42Z,7.158,0.62,13.8,1.61,107.8,0.7,0.1,217.5,0.35,141,3.22,7.59,8.543,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:59:43Z,7.223,0.54,13.7,1.6,108,0.706,0.1,218.1,0.32,142,3.38,7.58,8.469,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T10:59:46Z,7.394,0.52,13.2,1.55,108.7,0.723,0.1,218.7,0.29,142,2.95,7.57,8.405,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T10:59:59Z,7.961,0.45,11.2,1.33,111.7,0.778,0.11,224.4,0.24,146,2.26,7.5,7.606,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:02Z,8.127,0.31,11.1,1.33,112.6,0.794,0.11,225.2,0.24,146,2.25,7.48,7.475,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:03Z,8.19,0.37,11.1,1.33,112.9,0.801,0.11,225.2,0.21,146,2.04,7.47,7.442,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T11:00:06Z,8.388,0.35,11.1,1.34,113.6,0.819,0.11,226,0.33,147,2.4,7.45,7.372,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:07Z,8.498,0.35,11.1,1.34,113.9,0.83,0.11,226.4,0.34,147,2.17,7.45,7.308,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:08Z,8.581,0.37,11.1,1.34,114.1,0.838,0.11,226.9,0.27,148,2.02,7.44,7.256,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:09Z,8.654,0.36,11.2,1.34,114.3,0.846,0.11,227.4,0.19,148,2.17,7.44,7.213,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:10Z,8.732,0.35,11.1,1.34,114.5,0.853,0.11,227.7,0.22,148,2.31,7.43,7.181,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:11Z,8.826,0.31,11,1.33,114.8,0.863,0.11,227.9,0.27,148,2.19,7.43,7.146,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T11:00:12Z,8.902,0.33,11,1.32,115,0.87,0.11,228.3,0.28,148,1.97,7.42,7.11,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:13Z,8.997,0.36,10.9,1.31,115.2,0.878,0.11,228.7,0.28,149,2.01,7.42,7.023,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:14Z,9.096,0.33,10.8,1.31,115.3,0.888,0.11,229.2,0.26,149,2.1,7.42,6.95,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:15Z,9.215,0.33,10.7,1.3,115.6,0.9,0.11,229.2,0.33,149,2.06,7.41,6.932,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:16Z,9.318,0.35,10.7,1.3,115.8,0.91,0.11,229.7,0.37,149,1.97,7.41,6.879,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T11:00:17Z,9.41,0.29,10.6,1.29,115.9,0.92,0.11,230.2,0.3,150,1.91,7.41,6.821,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:00:18Z,9.496,0.26,10.5,1.28,116,0.928,0.11,230.5,0.27,150,1.98,7.4,6.762,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:19Z,9.598,0.33,10.4,1.27,116.2,0.939,0.11,230.7,0.24,150,1.89,7.4,6.709,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:00:20Z,9.684,0.33,10.2,1.25,116.3,0.946,0.11,231.1,0.24,150,1.95,7.4,6.622,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:00:21Z,9.786,0.27,10.1,1.24,116.4,0.956,0.11,231.5,0.26,150,1.83,7.4,6.554,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:22Z,9.876,0.26,10,1.23,116.5,0.966,0.11,232,0.27,151,1.62,7.39,6.42,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:23Z,9.977,0.27,10,1.24,116.6,0.974,0.11,232.3,0.26,151,1.7,7.39,6.345,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:24Z,10.096,0.22,10.1,1.24,116.7,0.987,0.11,232.4,0.23,151,1.76,7.39,6.227,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:25Z,10.178,0.23,10.1,1.26,116.8,0.996,0.11,232.7,0.25,151,1.78,7.39,6.103,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T11:00:26Z,10.247,0.25,10.2,1.27,116.8,1.003,0.11,232.7,0.28,151,1.91,7.39,6.074,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:00:27Z,10.31,0.23,10.4,1.29,116.8,1.009,0.11,232,0.31,151,1.95,7.38,6.155,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:00:28Z,10.402,0.27,10.4,1.29,116.9,1.017,0.11,231.8,0.31,151,2.16,7.38,6.184,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:00:29Z,10.47,0.26,10.5,1.3,117,1.025,0.11,231.9,0.28,151,1.86,7.38,6.156,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:33Z,10.697,0.27,11.2,1.4,117.2,1.046,0.11,233.2,0.32,152,1.63,7.38,5.904,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T11:00:35Z,10.819,0.24,11.7,1.47,117.4,1.059,0.11,233,0.29,151,1.52,7.37,5.729,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T11:00:37Z,10.936,0.19,12.2,1.54,117.5,1.07,0.11,232.5,0.42,151,1.4,7.37,5.639,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:38Z,11.01,0.2,12.5,1.56,117.7,1.077,0.11,231.9,0.3,151,1.72,7.37,5.606,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:45Z,11.383,0.18,14.4,1.81,118.2,1.114,0.11,231.3,0.38,150,1.38,7.35,5.516,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:00:46Z,11.446,0.17,14.5,1.83,118.4,1.12,0.11,231.4,0.36,150,1.42,7.35,5.505,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:47Z,11.531,0.21,14.7,1.85,118.5,1.127,0.11,231.8,0.35,151,1.41,7.35,5.484,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:48Z,11.646,0.23,14.8,1.86,118.6,1.138,0.11,232.2,0.39,151,1.4,7.34,5.456,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:49Z,11.755,0.2,14.8,1.87,118.7,1.148,0.11,232.5,0.37,151,1.46,7.34,5.435,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:50Z,11.867,0.24,14.7,1.86,118.9,1.16,0.11,232.7,0.35,151,1.44,7.34,5.413,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:00:51Z,11.954,0.24,14.6,1.84,119,1.17,0.11,232.8,0.32,151,1.56,7.34,5.402,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:52Z,12.053,0.18,14.3,1.81,119.1,1.178,0.11,233,0.32,151,1.87,7.33,5.394,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:00:53Z,12.178,0.21,14,1.77,119.3,1.19,0.11,233.3,0.31,152,1.47,7.33,5.392,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:54Z,12.273,0.24,13.6,1.72,119.4,1.201,0.11,233.5,0.27,152,1.4,7.33,5.386,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T11:00:55Z,12.369,0.25,13.1,1.66,119.6,1.209,0.11,233.7,0.28,152,1.51,7.32,5.379,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:00:56Z,12.448,0.23,12.6,1.6,119.7,1.218,0.11,233.9,0.32,152,1.42,7.32,5.375,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:00:57Z,12.555,0.22,12,1.52,119.8,1.228,0.11,234,0.38,152,1.29,7.32,5.374,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:58Z,12.627,0.25,11.4,1.44,119.8,1.236,0.11,234.2,0.39,152,1.25,7.32,5.369,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:00:59Z,12.713,0.28,10.7,1.35,120,1.243,0.11,234.5,0.34,152,1.25,7.31,5.363,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:00Z,12.798,0.24,10.1,1.28,120.1,1.251,0.11,234.8,0.38,153,1.27,7.31,5.354,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:01Z,12.939,0.22,9.4,1.18,120.3,1.265,0.11,235.1,0.4,153,1.33,7.3,5.339,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:02Z,13.004,0.22,8.7,1.1,120.5,1.272,0.11,235.5,0.35,153,1.33,7.3,5.332,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:03Z,13.135,0.26,8,1.02,120.6,1.283,0.11,235.9,0.4,153,1.3,7.29,5.322,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:01:04Z,13.225,0.28,7.4,0.94,120.8,1.295,0.11,236.6,0.38,154,1.24,7.29,5.299,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:05Z,13.337,0.26,6.8,0.86,120.9,1.304,0.11,237.1,0.33,154,1.34,7.29,5.288,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:06Z,13.424,0.31,6.3,0.79,120.9,1.314,0.11,237.3,0.37,154,1.39,7.28,5.278,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:07Z,13.504,0.27,5.7,0.73,121,1.322,0.11,237.5,0.42,154,1.22,7.28,5.254,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:08Z,13.567,0.2,5.3,0.67,121.1,1.329,0.11,237.5,0.41,154,1.27,7.28,5.247,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:10Z,13.707,0.22,4.5,0.57,121.2,1.341,0.11,237.8,0.38,155,1.26,7.27,5.237,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T11:01:11Z,13.797,0.19,4.1,0.52,121.3,1.349,0.11,237.9,0.4,155,1.2,7.27,5.23,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:01:12Z,13.879,0.2,3.7,0.48,121.3,1.358,0.11,238,0.36,155,1.21,7.27,5.217,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:13Z,13.968,0.19,3.4,0.43,121.4,1.367,0.11,238.4,0.39,155,1.22,7.27,5.207,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T11:01:14Z,14.055,0.16,3.1,0.39,121.5,1.375,0.11,238.7,0.36,155,1.18,7.26,5.201,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:15Z,14.176,0.2,2.8,0.35,121.5,1.385,0.11,239.2,0.32,155,1.33,7.26,5.192,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:16Z,14.271,0.26,2.5,0.32,121.6,1.397,0.11,239.5,0.36,156,1.51,7.26,5.181,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T11:01:17Z,14.367,0.24,2.2,0.28,121.7,1.405,0.11,239.8,0.33,156,1.48,7.25,5.178,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T11:01:18Z,14.462,0.23,2,0.25,121.8,1.415,0.11,239.9,0.35,156,1.48,7.25,5.174,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:19Z,14.558,0.24,1.7,0.22,121.9,1.425,0.11,240.2,0.4,156,1.59,7.24,5.169,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:01:20Z,14.629,0.2,1.5,0.2,121.9,1.432,0.11,240.4,0.4,156,1.61,7.24,5.167,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:21Z,14.702,0.19,1.3,0.17,121.9,1.439,0.11,240.7,0.38,156,1.56,7.24,5.165,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:22Z,14.774,0.19,1.1,0.14,121.9,1.446,0.11,241,0.4,157,1.51,7.24,5.165,NA,NA,NA,985.8
003,2022-05-31,2022-05-31T11:01:23Z,14.873,0.17,1,0.12,121.9,1.455,0.11,241.3,0.42,157,1.41,7.23,5.165,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:24Z,14.937,0.16,0.8,0.1,121.9,1.463,0.11,241.6,0.43,157,1.48,7.23,5.164,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:01:25Z,15.014,0.21,0.6,0.08,121.9,1.469,0.12,241.8,0.44,157,1.76,7.23,5.165,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:01:26Z,15.098,0.23,0.5,0.06,121.9,1.477,0.12,242.2,0.44,157,1.92,7.23,5.163,NA,NA,NA,986
003,2022-05-31,2022-05-31T11:01:27Z,15.187,0.23,0.3,0.04,121.7,1.487,0.12,242.8,0.42,158,2.12,7.22,5.162,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:28Z,15.253,0.24,0.2,0.02,121.6,1.494,0.12,243.1,0.41,158,2.12,7.22,5.163,NA,NA,NA,985.9
003,2022-05-31,2022-05-31T11:01:29Z,15.333,0.31,0,0,121.4,1.5,0.12,243.4,0.43,158,2.6,7.22,5.164,NA,NA,NA,985.9
003,2022-06-21,2022-06-21T10:47:40Z,0.065,0.93,139.4,10.78,99.6,0.004,0.09,201.4,0.34,131,2.09,8.83,28.655,39.34165,-91.15297,240.1,992
003,2022-06-21,2022-06-21T10:47:45Z,0.203,1.05,139.1,10.76,99.6,0.005,0.09,201.4,0.34,131,2.13,8.83,28.629,39.34165,-91.15298,240.3,992
003,2022-06-21,2022-06-21T10:47:46Z,0.279,1.08,139,10.76,99.6,0.006,0.09,201.4,0.34,131,2.15,8.83,28.6,39.34164,-91.15298,240.4,992
003,2022-06-21,2022-06-21T10:47:47Z,0.341,1.11,138.9,10.76,99.6,0.006,0.09,201.4,0.34,131,2.16,8.83,28.569,39.34164,-91.15298,240.4,991.9
003,2022-06-21,2022-06-21T10:47:48Z,0.446,1.13,138.9,10.76,99.6,0.007,0.09,201.4,0.35,131,2.19,8.83,28.519,39.34164,-91.15298,240.4,991.9
003,2022-06-21,2022-06-21T10:47:49Z,0.51,1.18,138.8,10.76,99.6,0.008,0.09,201.4,0.35,131,2.2,8.83,28.487,39.34164,-91.15298,240.4,991.9
003,2022-06-21,2022-06-21T10:47:51Z,0.614,1.25,138.6,10.77,99.5,0.011,0.09,201.4,0.36,131,2.23,8.83,28.389,39.34164,-91.15298,240.5,991.8
003,2022-06-21,2022-06-21T10:47:52Z,0.693,1.3,138.6,10.78,99.5,0.013,0.09,201.3,0.37,131,2.24,8.83,28.333,39.34164,-91.15298,240.4,991.9
003,2022-06-21,2022-06-21T10:47:53Z,0.754,1.35,138.5,10.78,99.4,0.014,0.09,201.3,0.38,131,2.25,8.83,28.281,39.34164,-91.15298,240.4,992
003,2022-06-21,2022-06-21T10:47:55Z,0.893,1.47,138.5,10.8,99.3,0.09,0.09,201.3,0.41,131,2.28,8.84,28.166,39.34164,-91.15298,240.4,991.9
003,2022-06-21,2022-06-21T10:47:57Z,1.032,1.59,138.6,10.82,99.2,0.109,0.09,201.2,0.43,131,2.32,8.84,28.074,39.34164,-91.15298,240.4,991.8
003,2022-06-21,2022-06-21T10:48:00Z,1.131,1.77,138.7,10.85,99.1,0.107,0.09,201.1,0.47,131,2.33,8.84,27.986,39.34164,-91.15298,240.1,991.9
003,2022-06-21,2022-06-21T10:48:01Z,1.209,1.8,138.8,10.86,99.1,0.109,0.09,201.1,0.48,131,2.35,8.85,27.971,39.34164,-91.15298,240.1,991.9
003,2022-06-21,2022-06-21T10:48:03Z,1.331,1.87,138.9,10.88,99.1,0.115,0.09,201,0.51,131,2.35,8.85,27.952,39.34163,-91.15298,240.1,991.9
003,2022-06-21,2022-06-21T10:48:04Z,1.426,1.89,138.9,10.88,99.1,0.119,0.09,201,0.51,131,2.35,8.85,27.94,39.34163,-91.15298,240.1,991.9
003,2022-06-21,2022-06-21T10:48:06Z,1.542,1.94,139,10.89,99.2,0.126,0.09,201,0.53,131,2.33,8.85,27.922,39.34163,-91.15298,240,992
003,2022-06-21,2022-06-21T10:48:09Z,1.713,1.96,138.9,10.89,99.4,0.135,0.09,201,0.57,131,2.33,8.85,27.898,39.34163,-91.15298,239.7,991.9
003,2022-06-21,2022-06-21T10:48:10Z,1.803,1.99,138.9,10.89,99.4,0.138,0.09,201,0.58,131,2.31,8.84,27.889,39.34163,-91.15298,239.7,991.9
003,2022-06-21,2022-06-21T10:48:11Z,1.906,2.03,138.8,10.89,99.5,0.142,0.09,201,0.59,131,2.31,8.84,27.878,39.34163,-91.15298,239.8,992
003,2022-06-21,2022-06-21T10:48:12Z,2.068,2.05,138.7,10.88,99.6,0.146,0.09,201,0.59,131,2.32,8.84,27.858,39.34164,-91.15298,239.8,991.9
003,2022-06-21,2022-06-21T10:48:15Z,2.196,2.2,132.8,10.43,99.8,0.157,0.09,201.2,0.63,131,2.35,8.84,27.765,39.34164,-91.15297,239.6,991.9
003,2022-06-21,2022-06-21T10:48:16Z,2.348,3.23,127.6,10.03,106.2,0.241,0.1,207.9,0.68,135,2.39,8.65,25.739,39.34164,-91.15297,239.6,991.8
