MULakeNumber,date,dateTime,depth_m,chlorophyll_RFU,turbidity_FNU,specificConductivity_uSpcm,doConcentration_mgpL,doSaturation_percent,temp_degC,barometerAirHandheld_mbars
003,2018-05-29,2018-05-29T13:58:52Z,0.081,0.568,0.32,204.1,7.64,99.3,28.966,981.7333333333332
003,2018-05-29,2018-05-29T13:58:54Z,0.106,0.581,0.31,204.2,7.64,99.3,28.968,981.8666666666668
003,2018-05-29,2018-05-29T13:58:56Z,0.14,0.578,0.32,204.2,7.64,99.3,28.965,981.8666666666668
003,2018-05-29,2018-05-29T13:58:58Z,0.184,0.587,0.31,204.3,7.64,99.3,28.956,981.8666666666668
003,2018-05-29,2018-05-29T13:59:00Z,0.224,0.597,0.3,204.3,7.63,99.2,28.948,981.7333333333332
003,2018-05-29,2018-05-29T13:59:02Z,0.272,0.629,0.27,204.3,7.63,99.2,28.938,981.7333333333332
003,2018-05-29,2018-05-29T13:59:04Z,0.316,0.654,0.28,204.3,7.63,99.1,28.926,981.8666666666668
003,2018-05-29,2018-05-29T13:59:06Z,0.367,0.669,0.26,204.3,7.63,99.1,28.914,981.8666666666668
003,2018-05-29,2018-05-29T13:59:08Z,0.415,0.679,0.26,204.3,7.63,99.1,28.904,981.8666666666668
003,2018-05-29,2018-05-29T13:59:10Z,0.468,0.672,0.26,204.3,7.63,99,28.897,981.8666666666668
003,2018-05-29,2018-05-29T13:59:12Z,0.518,0.67,0.27,204.3,7.63,99,28.894,981.8666666666668
003,2018-05-29,2018-05-29T13:59:14Z,0.572,0.648,0.29,204.3,7.63,99,28.889,981.8666666666668
003,2018-05-29,2018-05-29T13:59:16Z,0.622,0.629,0.3,204.4,7.63,99,28.885,981.8666666666668
003,2018-05-29,2018-05-29T13:59:18Z,0.672,0.628,0.3,204.4,7.62,99,28.882,981.8666666666668
003,2018-05-29,2018-05-29T13:59:20Z,0.725,0.617,0.31,204.3,7.63,99,28.879,981.8666666666668
003,2018-05-29,2018-05-29T13:59:22Z,0.771,0.616,0.32,204.3,7.62,99,28.877,981.7333333333332
003,2018-05-29,2018-05-29T13:59:24Z,0.821,0.608,0.31,204.3,7.62,98.9,28.874,981.8666666666668
003,2018-05-29,2018-05-29T13:59:26Z,0.866,0.623,0.3,204.3,7.62,98.9,28.872,981.8666666666668
003,2018-05-29,2018-05-29T13:59:28Z,0.912,0.632,0.3,204.3,7.62,98.9,28.87,981.8666666666668
003,2018-05-29,2018-05-29T13:59:30Z,0.949,0.631,0.27,204.3,7.62,98.9,28.868,981.8666666666668
003,2018-05-29,2018-05-29T13:59:32Z,0.983,0.641,0.28,204.3,7.62,98.9,28.867,981.8666666666668
003,2018-05-29,2018-05-29T13:59:34Z,1.008,0.666,0.29,204.3,7.62,98.9,28.866,981.8666666666668
003,2018-05-29,2018-05-29T13:59:36Z,1.034,0.668,0.29,204.3,7.62,98.8,28.864,981.7333333333332
003,2018-05-29,2018-05-29T13:59:38Z,1.058,0.657,0.29,204.3,7.62,98.8,28.862,981.8666666666668
003,2018-05-29,2018-05-29T13:59:40Z,1.083,0.651,0.28,204.3,7.62,98.8,28.861,981.8666666666668
003,2018-05-29,2018-05-29T13:59:42Z,1.105,0.638,0.28,204.3,7.62,98.8,28.859,981.7333333333332
003,2018-05-29,2018-05-29T13:59:44Z,1.128,0.64,0.3,204.3,7.61,98.8,28.856,981.8666666666668
003,2018-05-29,2018-05-29T13:59:46Z,1.149,0.651,0.3,204.3,7.61,98.8,28.852,981.8666666666668
003,2018-05-29,2018-05-29T13:59:48Z,1.17,0.689,0.31,204.3,7.61,98.8,28.844,981.7333333333332
003,2018-05-29,2018-05-29T13:59:50Z,1.193,0.748,0.3,204.5,7.62,98.7,28.789,981.8666666666668
003,2018-05-29,2018-05-29T13:59:52Z,1.216,0.828,0.32,204.8,7.62,98.7,28.699,981.8666666666668
003,2018-05-29,2018-05-29T13:59:54Z,1.239,0.888,0.34,205,7.63,98.6,28.63,981.8666666666668
003,2018-05-29,2018-05-29T13:59:56Z,1.26,0.945,0.36,205.2,7.64,98.7,28.562,981.8666666666668
003,2018-05-29,2018-05-29T13:59:58Z,1.282,0.983,0.37,205.4,7.65,98.6,28.45,981.8666666666668
003,2018-05-29,2018-05-29T14:00:00Z,1.302,1.031,0.4,205.6,7.68,98.6,28.254,981.8666666666668
003,2018-05-29,2018-05-29T14:00:02Z,1.326,1.058,0.43,205.7,8,102.4,28.034,981.8666666666668
003,2018-05-29,2018-05-29T14:00:04Z,1.348,1.106,0.46,205.5,8.07,102.9,27.863,981.8666666666668
003,2018-05-29,2018-05-29T14:00:06Z,1.373,1.144,0.49,205.3,8.18,104,27.673,981.8666666666668
003,2018-05-29,2018-05-29T14:00:08Z,1.398,1.203,0.53,205,8.21,104,27.456,981.8666666666668
003,2018-05-29,2018-05-29T14:00:10Z,1.427,1.237,0.59,204.9,8.27,104.3,27.213,981.8666666666668
003,2018-05-29,2018-05-29T14:00:12Z,1.453,1.27,0.67,209.6,8.52,104.7,25.738,981.8666666666668
003,2018-05-29,2018-05-29T14:00:14Z,1.482,1.325,0.74,210.2,8.88,108.5,25.387,981.8666666666668
003,2018-05-29,2018-05-29T14:00:16Z,1.508,1.376,0.85,208.7,8.77,107.1,25.484,981.8666666666668
003,2018-05-29,2018-05-29T14:00:18Z,1.536,1.435,0.95,207.8,8.74,106.6,25.436,981.8666666666668
003,2018-05-29,2018-05-29T14:00:20Z,1.562,1.477,1.03,207,8.74,106.5,25.355,981.7333333333332
003,2018-05-29,2018-05-29T14:00:22Z,1.589,1.537,1.13,206.3,8.73,106.2,25.25,981.8666666666668
003,2018-05-29,2018-05-29T14:00:24Z,1.62,1.59,1.21,205.5,8.71,105.8,25.1,981.8666666666668
003,2018-05-29,2018-05-29T14:00:26Z,1.65,1.638,1.31,205,8.41,101.8,24.949,981.8666666666668
003,2018-05-29,2018-05-29T14:00:28Z,1.687,1.671,1.38,204.5,8.2,99,24.784,981.8666666666668
003,2018-05-29,2018-05-29T14:00:30Z,1.723,1.719,1.44,204.5,8.22,98.8,24.555,981.8666666666668
003,2018-05-29,2018-05-29T14:00:32Z,1.764,1.717,1.41,204.5,8.2,98.2,24.327,981.7333333333332
003,2018-05-29,2018-05-29T14:00:34Z,1.802,1.718,1.47,204.6,8.22,98,24.118,981.7333333333332
003,2018-05-29,2018-05-29T14:00:36Z,1.843,1.723,1.49,204.7,8.25,98.1,23.949,981.7333333333332
003,2018-05-29,2018-05-29T14:00:38Z,1.88,1.717,1.49,209,8.26,97.9,22.705,981.8666666666668
003,2018-05-29,2018-05-29T14:00:40Z,1.92,1.711,1.48,209.6,8.46,98.1,22.44,981.8666666666668
003,2018-05-29,2018-05-29T14:00:42Z,1.956,1.736,1.46,210.9,8.58,98.3,22.028,981.7333333333332
003,2018-05-29,2018-05-29T14:00:44Z,1.991,1.772,1.46,210.2,8.59,98.3,22.057,981.8666666666668
003,2018-05-29,2018-05-29T14:00:46Z,2.027,1.827,1.5,209.1,8.56,98.3,22.149,981.8666666666668
003,2018-05-29,2018-05-29T14:00:48Z,2.06,1.913,1.55,208.5,8.55,98,22.069,981.8666666666668
003,2018-05-29,2018-05-29T14:00:50Z,2.097,1.977,1.6,208,8.17,93.5,22,981.8666666666668
003,2018-05-29,2018-05-29T14:00:52Z,2.132,2.063,1.64,207.5,8.12,92.8,21.92,981.7333333333332
003,2018-05-29,2018-05-29T14:00:54Z,2.17,2.157,1.69,207.1,8.09,92.4,21.865,981.8666666666668
003,2018-05-29,2018-05-29T14:00:56Z,2.206,2.234,1.72,206.6,8.07,92,21.785,981.8666666666668
003,2018-05-29,2018-05-29T14:00:58Z,2.249,2.316,1.79,206.3,8.06,91.7,21.615,981.8666666666668
003,2018-05-29,2018-05-29T14:01:00Z,2.29,2.425,1.86,206.2,8.05,91.1,21.401,981.8666666666668
003,2018-05-29,2018-05-29T14:01:02Z,2.333,2.56,1.93,209.8,8.2,90.7,20.369,981.8666666666668
003,2018-05-29,2018-05-29T14:01:04Z,2.372,2.709,1.96,209.7,8.18,90.4,20.158,981.8666666666668
003,2018-05-29,2018-05-29T14:01:06Z,2.413,2.865,2.01,209.9,7.84,86.1,19.879,981.7333333333332
003,2018-05-29,2018-05-29T14:01:08Z,2.448,2.996,2.04,209.2,7.82,85.8,19.839,981.7333333333332
003,2018-05-29,2018-05-29T14:01:10Z,2.483,3.107,2.11,208.4,7.76,85,19.781,981.8666666666668
003,2018-05-29,2018-05-29T14:01:12Z,2.525,3.161,2.16,207.6,7.71,84.3,19.66,981.7333333333332
003,2018-05-29,2018-05-29T14:01:14Z,2.565,3.238,2.16,207.3,7.68,83.7,19.488,981.8666666666668
003,2018-05-29,2018-05-29T14:01:16Z,2.608,3.278,2.15,207,7.67,83.3,19.327,981.8666666666668
003,2018-05-29,2018-05-29T14:01:18Z,2.646,3.354,2.16,206.9,7.67,83,19.133,981.8666666666668
003,2018-05-29,2018-05-29T14:01:20Z,2.69,3.43,2.15,206.6,7.68,82.8,18.897,981.8666666666668
003,2018-05-29,2018-05-29T14:01:22Z,2.732,3.481,2.13,206.5,7.69,82.4,18.596,981.8666666666668
003,2018-05-29,2018-05-29T14:01:24Z,2.779,3.568,2.14,206.8,7.68,81.8,18.331,981.7333333333332
003,2018-05-29,2018-05-29T14:01:26Z,2.823,3.617,2.11,206.9,7.67,81.4,18.141,981.8666666666668
003,2018-05-29,2018-05-29T14:01:28Z,2.871,3.643,2.05,206.8,7.67,81.1,17.966,981.8666666666668
003,2018-05-29,2018-05-29T14:01:30Z,2.915,3.671,2.03,206.5,7.65,80.6,17.817,981.7333333333332
003,2018-05-29,2018-05-29T14:01:32Z,2.963,4.091,1.94,206.4,7.63,80.2,17.671,981.8666666666668
003,2018-05-29,2018-05-29T14:01:34Z,3.005,3.822,1.89,206.3,7.62,79.8,17.574,981.8666666666668
003,2018-05-29,2018-05-29T14:01:36Z,3.049,3.322,1.83,206,7.6,79.6,17.502,981.8666666666668
003,2018-05-29,2018-05-29T14:01:38Z,3.089,3.299,1.74,210,7.78,79.4,16.4,981.8666666666668
003,2018-05-29,2018-05-29T14:01:40Z,3.135,3.28,1.65,209.7,7.78,79.2,16.158,981.8666666666668
003,2018-05-29,2018-05-29T14:01:42Z,3.177,3.333,1.59,208.2,7.79,79.2,16.155,981.8666666666668
003,2018-05-29,2018-05-29T14:01:44Z,3.223,3.411,1.58,206.6,7.8,79.4,16.174,981.8666666666668
003,2018-05-29,2018-05-29T14:01:46Z,3.267,3.345,1.59,205.9,7.85,79.7,16.018,981.8666666666668
003,2018-05-29,2018-05-29T14:01:48Z,3.31,3.292,1.52,205.6,7.92,80,15.772,981.8666666666668
003,2018-05-29,2018-05-29T14:01:50Z,3.358,2.179,1.45,210.9,8.15,80,14.4,981.8666666666668
003,2018-05-29,2018-05-29T14:01:52Z,3.405,2.27,1.42,209.6,8.19,80.1,14.413,981.8666666666668
003,2018-05-29,2018-05-29T14:01:54Z,3.457,2.602,1.36,208.8,8.18,80.1,14.365,981.7333333333332
003,2018-05-29,2018-05-29T14:01:56Z,3.507,2.121,1.32,208.5,8.2,79.9,14.185,981.7333333333332
003,2018-05-29,2018-05-29T14:01:58Z,3.561,1.862,1.24,207.7,8.17,79.6,14.129,981.8666666666668
003,2018-05-29,2018-05-29T14:02:00Z,3.611,1.639,1.14,207.4,8.15,79.1,13.896,981.8666666666668
003,2018-05-29,2018-05-29T14:02:02Z,3.667,1.505,1.11,207.2,8.13,78.5,13.714,981.8666666666668
003,2018-05-29,2018-05-29T14:02:04Z,3.719,1.423,1.11,206.7,7.81,75.2,13.573,981.8666666666668
003,2018-05-29,2018-05-29T14:02:06Z,3.776,1.222,1.13,206,7.73,74.2,13.44,981.7333333333332
003,2018-05-29,2018-05-29T14:02:08Z,3.831,1.079,1.14,211.6,7.68,73.3,12.08,981.7333333333332
003,2018-05-29,2018-05-29T14:02:10Z,3.894,0.967,1.16,211.2,7.89,72.9,11.813,981.8666666666668
003,2018-05-29,2018-05-29T14:02:12Z,3.954,0.908,1.19,209,7.81,72.3,11.866,981.8666666666668
003,2018-05-29,2018-05-29T14:02:14Z,4.015,0.87,1.23,207.5,7.39,68.4,11.832,981.7333333333332
003,2018-05-29,2018-05-29T14:02:16Z,4.08,0.847,1.26,206.3,7.25,67,11.769,981.8666666666668
003,2018-05-29,2018-05-29T14:02:18Z,4.136,0.813,1.25,205.2,7.17,66.2,11.731,981.8666666666668
003,2018-05-29,2018-05-29T14:02:20Z,4.196,0.801,1.21,204.3,7.11,65.6,11.726,981.7333333333332
003,2018-05-29,2018-05-29T14:02:22Z,4.251,0.792,1.22,203.8,7.04,65,11.706,981.8666666666668
003,2018-05-29,2018-05-29T14:02:24Z,4.311,0.777,1.22,203.9,6.99,64.4,11.615,981.8666666666668
003,2018-05-29,2018-05-29T14:02:26Z,4.368,0.779,1.21,203.9,6.95,63.7,11.451,981.8666666666668
003,2018-05-29,2018-05-29T14:02:28Z,4.428,0.778,1.21,209.4,6.51,59.5,10.204,981.8666666666668
003,2018-05-29,2018-05-29T14:02:30Z,4.485,0.779,1.21,209.6,6.75,59.8,9.921,981.7333333333332
003,2018-05-29,2018-05-29T14:02:32Z,4.55,0.776,1.21,208.3,6.65,58.8,9.913,981.8666666666668
003,2018-05-29,2018-05-29T14:02:34Z,4.609,0.797,1.24,206.9,6.57,58.1,9.884,981.8666666666668
003,2018-05-29,2018-05-29T14:02:36Z,4.676,0.809,1.24,206,6.52,57.5,9.745,981.8666666666668
003,2018-05-29,2018-05-29T14:02:38Z,4.736,0.819,1.21,205.1,6.48,57,9.625,981.7333333333332
003,2018-05-29,2018-05-29T14:02:40Z,4.804,0.813,1.24,204.1,6.44,56.5,9.531,981.7333333333332
003,2018-05-29,2018-05-29T14:02:42Z,4.863,0.837,1.26,202.9,6.4,56.1,9.492,981.8666666666668
003,2018-05-29,2018-05-29T14:02:44Z,4.928,0.853,1.28,201.9,6.32,55.3,9.444,981.8666666666668
003,2018-05-29,2018-05-29T14:02:46Z,4.985,0.868,1.29,201.2,6.25,54.5,9.287,981.8666666666668
003,2018-05-29,2018-05-29T14:02:48Z,5.041,0.857,1.34,200.7,6.19,53.8,9.15,981.8666666666668
003,2018-05-29,2018-05-29T14:02:50Z,5.101,0.837,1.34,200,6.13,53.2,9.056,981.8666666666668
003,2018-05-29,2018-05-29T14:02:52Z,5.155,0.85,1.34,199.7,6.07,52.5,8.981,981.8666666666668
003,2018-05-29,2018-05-29T14:02:54Z,5.214,0.855,1.32,199.5,6.02,52,8.922,981.8666666666668
003,2018-05-29,2018-05-29T14:02:56Z,5.269,0.852,1.31,199.4,5.97,51.5,8.836,981.8666666666668
003,2018-05-29,2018-05-29T14:02:58Z,5.33,0.84,1.31,199.2,5.93,51,8.793,981.7333333333332
003,2018-05-29,2018-05-29T14:03:00Z,5.387,0.839,1.3,199.1,5.88,50.6,8.747,981.7333333333332
003,2018-05-29,2018-05-29T14:03:02Z,5.446,0.853,1.3,199,5.82,50.1,8.708,981.7333333333332
003,2018-05-29,2018-05-29T14:03:04Z,5.496,0.838,1.27,199,5.78,49.7,8.676,981.8666666666668
003,2018-05-29,2018-05-29T14:03:06Z,5.546,0.852,1.26,198.9,5.73,49.2,8.656,981.7333333333332
003,2018-05-29,2018-05-29T14:03:08Z,5.588,0.859,1.3,198.8,5.68,48.8,8.65,981.7333333333332
003,2018-05-29,2018-05-29T14:03:10Z,5.629,0.875,1.29,198.7,5.64,48.4,8.636,981.7333333333332
003,2018-05-29,2018-05-29T14:03:12Z,5.671,0.888,1.24,198.7,5.59,48,8.621,981.8666666666668
003,2018-05-29,2018-05-29T14:03:14Z,5.707,0.913,1.24,198.6,5.55,47.6,8.62,981.7333333333332
003,2018-05-29,2018-05-29T14:03:16Z,5.743,0.898,1.25,198.5,5.51,47.2,8.617,981.8666666666668
003,2018-05-29,2018-05-29T14:03:18Z,5.774,0.872,1.28,198.3,5.46,46.9,8.616,981.8666666666668
003,2018-05-29,2018-05-29T14:03:20Z,5.808,0.873,1.33,198.3,5.42,46.5,8.579,981.7333333333332
003,2018-05-29,2018-05-29T14:03:22Z,5.837,0.863,1.31,198.4,5.39,46.1,8.543,981.7333333333332
003,2018-05-29,2018-05-29T14:03:24Z,5.87,0.849,1.32,198.3,5.35,45.8,8.525,981.8666666666668
003,2018-05-29,2018-05-29T14:03:26Z,5.9,0.844,1.34,198.3,5.31,45.4,8.495,981.7333333333332
003,2018-05-29,2018-05-29T14:03:28Z,5.932,0.852,1.35,198.3,5.27,45.1,8.455,981.8666666666668
003,2018-05-29,2018-05-29T14:03:30Z,5.962,0.847,1.36,198.3,5.24,44.7,8.393,981.8666666666668
003,2018-05-29,2018-05-29T14:03:32Z,5.997,0.837,1.34,198.2,5.21,44.4,8.346,981.7333333333332
003,2018-05-29,2018-05-29T14:03:34Z,6.026,0.84,1.33,198.1,5.18,44.1,8.309,981.8666666666668
003,2018-05-29,2018-05-29T14:03:36Z,6.058,0.856,1.37,198.1,5.14,43.7,8.267,981.6
003,2018-05-29,2018-05-29T14:03:38Z,6.087,0.853,1.41,198.1,5.11,43.4,8.245,981.8666666666668
003,2018-05-29,2018-05-29T14:03:40Z,6.119,0.859,1.45,198.1,5.08,43.2,8.196,981.7333333333332
003,2018-05-29,2018-05-29T14:03:42Z,6.157,0.844,1.46,198,5.06,42.9,8.153,981.7333333333332
003,2018-05-29,2018-05-29T14:03:44Z,6.193,0.834,1.46,198,5.03,42.7,8.113,981.8666666666668
003,2018-05-29,2018-05-29T14:03:46Z,6.234,0.829,1.45,198,5.01,42.4,8.064,981.7333333333332
003,2018-05-29,2018-05-29T14:03:48Z,6.271,0.852,1.47,197.9,4.99,42.2,8.024,981.8666666666668
003,2018-05-29,2018-05-29T14:03:50Z,6.312,0.86,1.43,197.9,4.97,42,7.975,981.7333333333332
003,2018-05-29,2018-05-29T14:03:52Z,6.35,0.882,1.4,197.7,4.95,41.8,7.955,981.8666666666668
003,2018-05-29,2018-05-29T14:03:54Z,6.392,0.887,1.39,197.5,4.93,41.6,7.96,981.8666666666668
003,2018-05-29,2018-05-29T14:03:56Z,6.428,0.891,1.38,197.6,4.92,41.5,7.927,981.7333333333332
003,2018-05-29,2018-05-29T14:03:58Z,6.468,0.898,1.37,197.5,4.91,41.4,7.917,981.8666666666668
003,2018-05-29,2018-05-29T14:04:00Z,6.505,0.868,1.42,197.5,4.9,41.3,7.892,981.8666666666668
003,2018-05-29,2018-05-29T14:04:02Z,6.543,0.842,1.43,197.5,4.89,41.1,7.86,981.8666666666668
003,2018-05-29,2018-05-29T14:04:04Z,6.579,0.84,1.44,197.5,4.88,41,7.831,981.8666666666668
003,2018-05-29,2018-05-29T14:04:06Z,6.618,0.845,1.46,197.5,4.86,40.9,7.777,981.8666666666668
003,2018-05-29,2018-05-29T14:04:08Z,6.652,0.848,1.46,197.4,4.85,40.8,7.741,981.8666666666668
003,2018-05-29,2018-05-29T14:04:10Z,6.695,0.826,1.47,197.2,4.84,40.6,7.7,981.7333333333332
003,2018-05-29,2018-05-29T14:04:12Z,6.735,0.828,1.49,197,4.83,40.5,7.655,981.7333333333332
003,2018-05-29,2018-05-29T14:04:14Z,6.777,0.839,1.53,196.9,4.82,40.3,7.606,981.8666666666668
003,2018-05-29,2018-05-29T14:04:16Z,6.822,0.826,1.56,196.6,4.81,40.2,7.575,981.8666666666668
003,2018-05-29,2018-05-29T14:04:18Z,6.861,0.811,1.58,196.5,4.8,40.1,7.542,981.8666666666668
003,2018-05-29,2018-05-29T14:04:20Z,6.904,0.781,1.58,196.4,4.79,40,7.517,981.8666666666668
003,2018-05-29,2018-05-29T14:04:22Z,6.942,0.786,1.57,196.4,4.78,39.9,7.5,981.7333333333332
003,2018-05-29,2018-05-29T14:04:24Z,6.985,0.773,1.59,196.3,4.77,39.8,7.486,981.8666666666668
003,2018-05-29,2018-05-29T14:04:26Z,7.026,0.741,1.6,196.3,4.76,39.7,7.469,981.8666666666668
003,2018-05-29,2018-05-29T14:04:28Z,7.068,0.74,1.59,196.3,4.76,39.7,7.453,981.8666666666668
003,2018-05-29,2018-05-29T14:04:30Z,7.11,0.735,1.57,196.2,4.76,39.6,7.434,981.7333333333332
003,2018-05-29,2018-05-29T14:04:32Z,7.157,0.704,1.53,196.2,4.76,39.7,7.417,981.8666666666668
003,2018-05-29,2018-05-29T14:04:34Z,7.204,0.703,1.51,196.1,4.77,39.7,7.395,981.8666666666668
003,2018-05-29,2018-05-29T14:04:36Z,7.257,0.692,1.52,196,4.77,39.7,7.374,981.7333333333332
003,2018-05-29,2018-05-29T14:04:38Z,7.309,0.719,1.5,196,4.78,39.7,7.354,981.8666666666668
003,2018-05-29,2018-05-29T14:04:40Z,7.363,0.726,1.46,195.9,4.79,39.8,7.337,981.7333333333332
003,2018-05-29,2018-05-29T14:04:42Z,7.421,0.747,1.44,195.8,4.79,39.8,7.326,981.7333333333332
003,2018-05-29,2018-05-29T14:04:44Z,7.473,0.768,1.43,195.8,4.79,39.8,7.316,981.7333333333332
003,2018-05-29,2018-05-29T14:04:46Z,7.529,0.783,1.44,195.7,4.79,39.8,7.3,981.7333333333332
003,2018-05-29,2018-05-29T14:04:48Z,7.579,0.771,1.41,195.7,4.79,39.8,7.28,981.8666666666668
003,2018-05-29,2018-05-29T14:04:50Z,7.636,0.737,1.39,195.7,4.79,39.7,7.255,981.7333333333332
003,2018-05-29,2018-05-29T14:04:52Z,8.42,0.709,1.4,195.6,4.79,39.7,7.225,981.7333333333332
003,2018-05-29,2018-05-29T14:04:54Z,8.508,0.677,1.4,195.6,4.79,39.7,7.186,981.8666666666668
003,2018-05-29,2018-05-29T14:04:56Z,8.559,0.642,1.38,195.5,4.8,39.7,7.137,981.6
003,2018-05-29,2018-05-29T14:04:58Z,8.621,0.632,1.38,195.5,4.81,39.8,7.088,981.7333333333332
003,2018-05-29,2018-05-29T14:05:00Z,8.652,0.621,1.35,195.5,4.83,39.9,7.044,981.6
003,2018-05-29,2018-05-29T14:05:02Z,8.688,0.636,1.33,195.5,4.85,40,7.011,981.7333333333332
003,2018-05-29,2018-05-29T14:05:04Z,8.727,0.656,1.37,195.5,4.87,40.1,6.984,981.7333333333332
003,2018-05-29,2018-05-29T14:05:06Z,8.776,0.646,1.38,195.6,4.89,40.2,6.957,981.6
003,2018-05-29,2018-05-29T14:05:08Z,8.822,0.63,1.39,195.6,4.9,40.3,6.927,981.7333333333332
003,2018-05-29,2018-05-29T14:05:10Z,8.868,0.608,1.42,195.6,4.92,40.4,6.9,981.8666666666668
003,2018-05-29,2018-05-29T14:05:12Z,8.912,0.601,1.43,195.5,4.94,40.6,6.874,981.8666666666668
003,2018-05-29,2018-05-29T14:05:14Z,8.953,0.566,1.47,195.4,4.97,40.8,6.851,981.7333333333332
003,2018-05-29,2018-05-29T14:05:16Z,8.996,0.534,1.5,195.3,5,41.1,6.821,981.8666666666668
003,2018-05-29,2018-05-29T14:05:18Z,9.048,0.544,1.51,195.2,5.05,41.4,6.79,981.7333333333332
003,2018-05-29,2018-05-29T14:05:20Z,9.094,0.528,1.49,195.1,5.1,41.8,6.767,981.6
003,2018-05-29,2018-05-29T14:05:22Z,9.139,0.519,1.47,195,5.16,42.3,6.747,981.7333333333332
003,2018-05-29,2018-05-29T14:05:24Z,9.932,0.51,1.48,195,5.22,42.7,6.727,981.7333333333332
003,2018-05-29,2018-05-29T14:05:26Z,10.031,0.517,1.45,195,5.27,43.2,6.705,981.7333333333332
003,2018-05-29,2018-05-29T14:05:28Z,10.099,0.513,1.46,194.9,5.33,43.6,6.684,981.8666666666668
003,2018-05-29,2018-05-29T14:05:30Z,10.127,0.527,1.45,194.9,5.37,43.9,6.669,981.7333333333332
003,2018-05-29,2018-05-29T14:05:32Z,10.162,0.531,1.45,194.9,5.41,44.2,6.656,981.7333333333332
003,2018-05-29,2018-05-29T14:05:34Z,10.195,0.531,1.45,194.8,5.44,44.4,6.645,981.8666666666668
003,2018-05-29,2018-05-29T14:05:36Z,10.229,0.524,1.45,194.8,5.46,44.6,6.63,981.7333333333332
003,2018-05-29,2018-05-29T14:05:38Z,10.261,0.513,1.45,194.8,5.49,44.8,6.619,981.8666666666668
003,2018-05-29,2018-05-29T14:05:40Z,10.292,0.508,1.46,194.8,5.51,45,6.605,981.8666666666668
003,2018-05-29,2018-05-29T14:05:42Z,10.323,0.493,1.46,194.8,5.53,45.1,6.591,981.7333333333332
003,2018-05-29,2018-05-29T14:05:44Z,10.356,0.483,1.44,194.8,5.56,45.3,6.574,981.7333333333332
003,2018-05-29,2018-05-29T14:05:46Z,10.39,0.486,1.44,194.8,5.58,45.5,6.554,981.7333333333332
003,2018-05-29,2018-05-29T14:05:48Z,10.42,0.478,1.51,194.8,5.61,45.7,6.539,981.8666666666668
003,2018-05-29,2018-05-29T14:05:50Z,10.453,0.46,1.54,194.7,5.64,45.9,6.525,981.7333333333332
003,2018-05-29,2018-05-29T14:05:52Z,10.48,0.437,1.55,194.6,5.67,46.2,6.517,981.7333333333332
003,2018-05-29,2018-05-29T14:05:54Z,10.511,0.421,1.56,194.6,5.7,46.4,6.509,981.8666666666668
003,2018-05-29,2018-05-29T14:05:56Z,10.539,0.425,1.6,194.5,5.73,46.6,6.502,981.7333333333332
003,2018-05-29,2018-05-29T14:05:58Z,10.568,0.422,1.68,194.5,5.76,46.9,6.498,981.8666666666668
003,2018-05-29,2018-05-29T14:06:00Z,10.597,0.399,1.67,194.5,5.78,47,6.491,981.8666666666668
003,2018-05-29,2018-05-29T14:06:02Z,10.628,0.403,1.64,194.4,5.78,47.1,6.486,981.8666666666668
003,2018-05-29,2018-05-29T14:06:04Z,10.656,0.42,1.65,194.5,5.78,47,6.48,981.7333333333332
003,2018-05-29,2018-05-29T14:06:06Z,10.714,0.435,1.65,194.5,5.76,46.9,6.475,981.8666666666668
003,2018-05-29,2018-05-29T14:06:08Z,10.771,0.437,1.68,194.5,5.73,46.6,6.471,981.7333333333332
003,2018-05-29,2018-05-29T14:06:10Z,10.836,0.435,1.65,194.5,5.67,46.1,6.465,981.8666666666668
003,2018-05-29,2018-05-29T14:06:12Z,10.895,0.454,1.61,194.6,5.6,45.5,6.46,981.8666666666668
003,2018-05-29,2018-05-29T14:06:14Z,10.958,0.444,1.6,194.6,5.51,44.8,6.455,981.8666666666668
003,2018-05-29,2018-05-29T14:06:16Z,11.016,0.441,1.61,194.7,5.02,40.8,6.451,981.6
003,2018-05-29,2018-05-29T14:06:18Z,11.071,0.438,1.63,194.7,4.87,39.6,6.447,981.8666666666668
003,2018-05-29,2018-05-29T14:06:20Z,11.133,0.435,1.64,194.8,4.79,38.9,6.444,981.8666666666668
003,2018-05-29,2018-05-29T14:06:22Z,11.189,0.453,1.71,194.9,4.7,38.2,6.442,981.8666666666668
003,2018-05-29,2018-05-29T14:06:24Z,11.251,0.464,1.73,194.9,4.6,37.4,6.441,981.8666666666668
003,2018-05-29,2018-05-29T14:06:26Z,11.307,0.507,1.78,195,3.92,31.9,6.441,981.8666666666668
003,2018-05-29,2018-05-29T14:06:28Z,11.365,0.534,1.82,195.1,3.7,30.1,6.443,981.8666666666668
003,2018-05-29,2018-05-29T14:06:30Z,11.422,0.559,1.92,195.1,3.54,28.8,6.443,981.7333333333332
003,2018-05-29,2018-05-29T14:06:32Z,11.486,0.59,1.98,195.3,3.4,27.6,6.443,981.8666666666668
003,2018-05-29,2018-05-29T14:06:34Z,11.545,0.581,2.06,195.4,2.8,22.8,6.442,981.6
003,2018-05-29,2018-05-29T14:06:36Z,11.611,0.536,2.13,195.7,2.57,20.9,6.442,981.7333333333332
003,2018-05-29,2018-05-29T14:06:38Z,11.67,0.498,2.22,196.1,2.44,19.9,6.441,981.6
