KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,2/9/2023 22:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,7.07,26.05,306.3,1.942,306.5,62.9,62.9,4.95,-29.5,2.755,0.15,306.6,3.07,2.85,199,34.26,0,NA,-66.1,25.385,1.955,89.99999,180,99.9,0,11.7,738.6
,,,STANDARD DEVIATION:,1.61,5.96,26.9,1.028,46.6,51,51,3.89,91.6,1.46,0.02,44.7,0.83,0.78,29,29.67,0,0.75,44.8,3.039,1.021,0,0,0,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,17F103116,17F103116,18D101260,18F101461,18D101260,18D104461,18D104461,18D104461,22B100947,18F101461,18D101260,18D101260,17F103116,17F103116,18D101260,20B120805,20B120805,22B100947,22B100947,18D101260,18F101461,18F101544,18F101544,18F101544,18F101544,18F101544,18F101544
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
6/15/2022,15:09:28,0,123,8.73,32.19,282,0.016,260.4,136,136,10.48,45.9,0.022,0.12,262.5,3.36,3.13,171,16.79,0,8.88,-128.8,28.888,0.021,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:29,0,123,8.51,31.37,282,0.017,260.4,136.1,136.1,10.48,45.8,0.025,0.12,262.5,3.28,3.05,171,16.79,0,8.89,-129.1,28.897,0.021,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:30,0,123,8.47,31.2,282.1,0.028,260.4,136.1,136.1,10.48,45.7,0.04,0.12,262.5,3.28,3.05,171,17.15,0,8.89,-129.3,28.902,0.043,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:31,0,123,8.52,31.41,282,0.086,260.3,136.2,136.2,10.49,45.8,0.122,0.12,262.4,3.29,3.05,171,17.18,0,8.89,-129.4,28.907,0.129,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:32,0,123,8.59,31.66,281.9,0.182,260.2,136.4,136.4,10.5,45.8,0.258,0.12,262.3,3.33,3.09,171,17,0,8.89,-129.5,28.909,0.215,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:33,0,123,8.7,32.06,282,0.247,260.3,136.5,136.5,10.51,46,0.35,0.12,262.5,3.37,3.13,171,16.93,0,8.89,-129.4,28.909,0.279,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:34,0,123,8.81,32.47,282.1,0.328,260.3,136.6,136.6,10.52,46.2,0.464,0.12,262.5,3.45,3.21,171,17.11,0,8.89,-129.4,28.91,0.357,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:35,0,123,8.9,32.81,282.1,0.408,260.4,136.7,136.7,10.53,46.3,0.577,0.12,262.5,3.51,3.26,171,16.91,0,8.89,-129.3,28.9,0.435,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:36,0,123,9.04,33.32,282.2,0.474,260.7,136.4,136.4,10.51,46.6,0.671,0.12,262.9,3.47,3.23,171,16.72,0,8.88,-128.8,28.854,0.507,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:37,0,123,9.1,33.53,282.1,0.536,260.9,136,136,10.49,46.8,0.759,0.12,263,3.46,3.22,171,16.86,0,8.87,-128.2,28.806,0.555,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:38,0,123,9.05,33.35,282,0.578,261,135.7,135.7,10.47,47.2,0.818,0.12,263.1,3.47,3.22,171,16.86,0,8.86,-127.7,28.767,0.593,89.99999,180,99.9,0,11.7,738.6
6/15/2022,15:09:39,0,123,9.14,33.7,281.9,0.62,261,135.3,135.3,10.45,47.6,0.879,0.12,263.1,3.46,3.22,171,16.98,0,8.85,-127,28.753,0.636,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:40,0,123,9.24,34.07,281.9,0.664,260.9,135,135,10.42,47.6,0.94,0.12,263,3.51,3.26,171,17.23,0,8.85,-126.7,28.766,0.678,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:41,0,123,9.22,33.98,281.9,0.716,260.8,134.5,134.5,10.38,47.8,1.015,0.12,262.9,3.52,3.27,171,17.12,0,8.84,-126.4,28.773,0.736,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:42,0,123,9.21,33.95,282,0.768,261,133.9,133.9,10.34,48,1.088,0.12,263.1,3.43,3.19,171,16.89,0,8.84,-126.1,28.762,0.769,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:43,0,123,9.15,33.71,282.1,0.779,261.2,132.9,132.9,10.26,48.1,1.103,0.12,263.3,3.38,3.14,171,16.8,0,8.83,-125.6,28.737,0.788,89.99999,180,99.9,0,11.7,738.6
6/15/2022,15:09:44,0,123,8.82,32.51,282.1,0.814,261.5,131.8,131.8,10.19,48.8,1.153,0.12,263.6,3.36,3.12,171,16.73,0,8.79,-123.5,28.678,0.831,89.99999,180,99.9,0,11.7,738.6
6/15/2022,15:09:45,0,123,8.32,30.67,282.1,0.855,261.8,130.3,130.3,10.08,50,1.212,0.12,263.8,3.28,3.04,171,16.56,0,8.74,-120.5,28.624,0.885,89.99999,180,99.9,0,11.7,738.6
6/15/2022,15:09:46,0,123,8.41,31,282.1,0.923,262.4,128.1,128.1,9.92,50.9,1.307,0.12,264.3,3.21,2.98,172,16.74,0,8.7,-118.1,28.498,0.937,89.99999,180,99.9,0,11.7,738.6
6/15/2022,15:09:47,0,123,8.81,32.48,282.3,0.972,263.2,124.8,124.8,9.68,51.6,1.377,0.12,265.1,3.21,2.99,172,16.64,0,8.66,-115.5,28.397,0.996,89.99999,180,99.9,0,11.7,738.6
6/15/2022,15:09:48,0,123,8.84,32.6,282.5,1.03,263.8,121.2,121.2,9.42,53.1,1.46,0.12,265.6,3.16,2.93,173,16.36,0,8.58,-110.6,28.323,1.044,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:49,0,123,8.31,30.6,282.5,1.069,264,117.4,117.4,9.14,54.2,1.514,0.12,265.8,3.06,2.84,173,15.87,0,8.52,-107.3,28.278,1.082,89.99999,180,99.9,0,11.7,738.7
6/15/2022,15:09:50,0,123,7.71,28.41,282.4,1.111,264.2,110.4,110.4,8.6,54.8,1.574,0.12,265.9,2.97,2.75,173,15.74,0,8.52,-106.9,28.232,1.133,89.99999,180,99.9,0,11.8,738.6
6/15/2022,15:09:51,0,123,7.83,28.86,282.5,1.161,264.8,106.3,106.3,8.29,55.6,1.645,0.13,266.5,2.93,2.72,173,15.96,0,8.5,-105.8,28.136,1.177,89.99999,180,99.9,0,11.8,738.6
6/15/2022,15:09:52,0,123,8.32,30.67,282.6,1.203,265.3,103.1,103.1,8.05,57.1,1.705,0.13,267,3.08,2.86,174,16.19,0,8.43,-101.4,28.057,1.211,89.99999,180,99.9,0,11.8,738.7
6/15/2022,15:09:53,0,123,8.41,31,282.7,1.235,265.6,100.2,100.2,7.83,58,1.751,0.13,267.3,3.06,2.84,174,16.22,0,8.37,-97.9,28.022,1.256,89.99999,180,99.9,0,11.8,738.7
6/15/2022,15:09:54,0,123,7.93,29.23,282.8,1.292,266,98.9,98.9,7.73,58.9,1.831,0.13,267.7,2.84,2.63,174,15.27,0,8.34,-96.1,27.956,1.325,89.99999,180,99.9,0,11.8,738.6
6/15/2022,15:09:55,0,123,8.02,29.56,283,1.361,266.7,95.8,95.8,7.51,59.9,1.928,0.13,268.3,2.87,2.66,174,14.73,0,8.31,-94.3,27.876,1.375,89.99999,180,99.9,0,11.8,738.6
6/15/2022,15:09:56,0,123,8.31,30.63,283.1,1.412,266.9,89.6,89.6,7.03,61.2,2.001,0.13,268.5,2.91,2.7,175,14.5,0,8.24,-90.6,27.847,1.434,89.99999,180,99.9,0,11.8,738.6
6/15/2022,15:09:57,0,123,8.3,30.59,283.1,1.483,267.6,85.5,85.5,6.71,62.6,2.101,0.13,269.1,2.92,2.71,175,14.66,0,8.18,-86.9,27.716,1.498,89.99999,180,99.9,0,11.8,738.7
6/15/2022,15:09:58,0,123,8.5,31.32,283.2,1.522,268,82.4,82.4,6.49,63.4,2.156,0.13,269.5,2.99,2.77,175,14.75,0,8.13,-83.8,27.666,1.528,89.99999,180,99.9,0,11.8,738.7
