KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,9/30/2022 21:09,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,2.93,10.7,426.8,1.069,450.2,112.6,9.74,185,0.105,0.22,448.1,3.33,2.58,291,61.2,NA,-96.4,22.508,1.077,44.22233,-93.56759,304.3,0,12,977.8
,,,STANDARD DEVIATION:,1.32,4.64,0.2,0.378,1.1,1.6,0.12,2.6,0.037,0,1,1.25,1.04,1,77.96,0.01,0.5,0.098,0.37,0,0.00001,0.8,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,18F102214,18F102214,18D101260,18F101461,18D101260,18D104463,18D104463,18E106370,18F101461,18D101260,18D101260,18F102214,18F102214,18D101260,20B120805,18E106370,18E106370,18D101260,18F101461,18F101544,18F101544,18F101544,18F101544,18F101544,18F101544
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO mg/L,ORP mV,Pressure bar a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mbars
9/19/2022,16:37:14,0,sak bay,2.08,7.74,427.1,0.143,449.7,114.1,9.85,189.3,0.014,0.21,447.7,3.08,2.37,291,7.45,8.45,-97,22.599,0.141,44.22232,-93.5676,302.8,0,12,977.8
9/19/2022,16:37:15,0,sak bay,2.1,7.81,426.8,0.143,449.4,114.1,9.85,189.2,0.014,0.21,447.3,3.57,2.78,291,9.05,8.45,-97,22.6,0.144,44.22232,-93.5676,302.9,0,12,977.8
9/19/2022,16:37:16,0,sak bay,1.71,6.41,426.6,0.146,449.1,114.1,9.85,189,0.014,0.21,447.1,3.13,2.42,291,8.82,8.45,-97,22.6,0.152,44.22232,-93.5676,302.9,0,12,977.8
9/19/2022,16:37:17,0,sak bay,1.67,6.29,426.3,0.174,448.8,114.1,9.85,188.7,0.017,0.21,446.8,3.07,2.36,290,9.85,8.45,-97.1,22.601,0.213,44.22232,-93.5676,302.9,0,12,977.8
9/19/2022,16:37:18,0,sak bay,1.77,6.63,426.8,0.261,449.3,114.1,9.85,188.6,0.026,0.21,447.3,3.42,2.65,291,11.66,8.45,-97.1,22.602,0.289,44.22232,-93.5676,303,0,12,977.8
