KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,2/9/2023 21:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,1.61,5.84,331.7,1.985,339.2,58.7,58.7,4.73,34.4,2.818,0.16,338.6,0.84,0.75,220,114,0,NA,-55.4,23.933,2.002,89.99999,180,99.9,0,11.8,729.2
,,,STANDARD DEVIATION:,0.27,1,23.6,1.066,6.6,39.2,39.2,2.97,37.3,1.515,0,5.5,0.68,0.64,4,110.29,0,0.32,19.1,3.784,1.058,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,17F103116,17F103116,18D101260,18F101461,18D101260,18D104461,18D104461,18D104461,22B100947,18F101461,18D101260,18D101260,17F103116,17F103116,18D101260,20B120805,20B120805,22B100947,22B100947,18D101260,18F101461,18F101544,18F101544,18F101544,18F101544,18F101544,18F101544
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
6/13/2022,16:12:18,0,140,1.79,6.53,357.8,0.044,335,100,100,7.8,54.2,0.062,0.16,337.2,0.12,0.08,219,14.14,0,7.96,-73.5,28.19,0.047,89.99999,180,99.9,0,11.8,729.2
6/13/2022,16:12:19,0,140,1.8,6.57,357.5,0.031,334.8,100,100,7.8,54.3,0.044,0.16,337.1,0.22,0.17,219,14.03,0,7.96,-73.5,28.181,0.029,89.99999,180,99.9,0,11.8,729.2
6/13/2022,16:12:20,0,140,1.83,6.67,357.5,0.026,334.9,100,100,7.8,54.4,0.037,0.16,337.1,0.29,0.23,219,13.94,0,7.96,-73.5,28.177,0.027,89.99999,180,99.9,0,11.8,729.2
6/13/2022,16:12:21,0,140,1.77,6.46,357.6,0.042,334.9,100,100,7.8,54.4,0.059,0.16,337.1,0.24,0.19,219,14.26,0,7.96,-73.6,28.169,0.064,89.99999,180,99.9,0,11.8,729.3
6/13/2022,16:12:22,0,140,1.84,6.73,357.5,0.102,334.9,100.1,100.1,7.8,54.2,0.144,0.16,337.1,0.18,0.13,219,14.37,0,7.96,-73.8,28.164,0.117,89.99999,180,99.9,0,11.8,729.2
6/13/2022,16:12:23,0,140,1.95,7.12,357.6,0.141,335,100.1,100.1,7.8,54.3,0.2,0.16,337.2,0.22,0.17,219,14.02,0,7.96,-73.8,28.161,0.179,89.99999,180,99.9,0,11.8,729.2
6/13/2022,16:12:24,0,140,1.95,7.12,357.6,0.224,335,100.1,100.1,7.81,54.4,0.317,0.16,337.2,0.26,0.2,219,14.06,0,7.96,-73.8,28.153,0.248,89.99999,180,99.9,0,11.8,729.3
6/13/2022,16:12:25,0,140,1.86,6.78,357.4,0.294,334.9,100.2,100.2,7.82,54.3,0.417,0.16,337.1,0.31,0.25,219,14.04,0,7.96,-73.9,28.148,0.323,89.99999,180,99.9,0,11.7,729.1
6/13/2022,16:12:26,0,140,1.98,7.22,357.3,0.437,334.8,100.3,100.3,7.83,54.4,0.619,0.16,337,0.26,0.2,219,14.02,0,7.96,-74,28.146,0.494,89.99999,180,99.9,0,11.7,729.2
6/13/2022,16:12:27,0,140,1.92,7.02,357.2,0.547,334.7,100.4,100.4,7.83,54.8,0.775,0.16,336.9,0.18,0.13,219,14.17,0,7.96,-73.7,28.144,0.587,89.99999,180,99.9,0,11.7,729.2
6/13/2022,16:12:28,0,140,1.86,6.77,357.1,0.656,334.7,100.4,100.4,7.83,54.8,0.93,0.16,336.9,0.18,0.13,219,14.02,0,7.96,-73.7,28.141,0.682,89.99999,180,99.9,0,11.7,729.3
6/13/2022,16:12:29,0,140,1.9,6.95,357.1,0.715,334.7,100.5,100.5,7.84,54.6,1.013,0.16,336.9,0.21,0.16,219,13.72,0,7.96,-74,28.14,0.717,89.99999,180,99.9,0,11.7,729.2
