Date,Time,DEP.m,X.C,DO_percent,DO_mgpL,pH,ORP,PC,CHL
9/13/2017,8:40:00,0,22.1,61.1,6.5,7.36,286,0.34,6.8
9/13/2017,8:40:00,0.5,22.1,60.7,5.3,7.42,284,0.22,7.1
9/13/2017,8:40:00,1,22.1,60.2,5.2,7.48,281,0.15,7.4
9/13/2017,8:40:00,2,22.1,59.7,5.2,7.49,282,0.15,7.6
9/13/2017,8:40:00,2.5,22.1,59.6,5.2,7.51,282,0.15,8
9/13/2017,8:40:00,3,22.1,59,5.1,7.51,282,0.19,7.7
9/13/2017,8:40:00,3.4,22.1,58,5,7.52,282,2.46,10
