"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NH4.N.mg.L","NO3.N.mg.L","Cl.mg.L","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","BGA.PE.RFU","BGA.PE.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"22","8/8/2017","14:04:47",26.092,743.3,79.7,6.45,215.7,7.62,NA,NA,NA,-860.01,0,-0.139,-0.14,NA,NA,0.777,2.93,NA,NA,0
"23","8/8/2017","14:04:48",26.093,743.3,79.2,6.41,215.6,7.61,NA,NA,NA,-860.09,0,-0.146,-0.15,NA,NA,0.77,2.91,NA,NA,0.001
"24","8/8/2017","14:04:49",26.095,743.3,78.8,6.38,215.6,7.61,NA,NA,NA,-860.12,0,-0.151,-0.15,NA,NA,0.764,2.89,NA,NA,0.018
"25","8/8/2017","14:04:50",26.096,743.3,78.5,6.36,215.6,7.61,NA,NA,NA,-860.14,0,-0.152,-0.15,NA,NA,0.764,2.89,NA,NA,0.032
"26","8/8/2017","14:04:51",26.097,743.4,78.3,6.33,215.6,7.61,NA,NA,NA,-860.16,0,-0.162,-0.16,NA,NA,0.758,2.87,NA,NA,0.046
"27","8/8/2017","14:04:52",26.098,743.3,78,6.32,215.6,7.6,NA,NA,NA,-860.18,0,-0.172,-0.17,NA,NA,0.756,2.86,NA,NA,0.061
"28","8/8/2017","14:04:53",26.099,743.3,77.8,6.3,215.6,7.6,NA,NA,NA,-860.2,0,-0.182,-0.18,NA,NA,0.771,2.91,NA,NA,0.078
"29","8/8/2017","14:04:54",26.1,743.3,77.7,6.29,215.6,7.6,NA,NA,NA,-860.2,0,-0.183,-0.18,NA,NA,0.784,2.96,NA,NA,0.092
"30","8/8/2017","14:04:55",26.104,743.3,77.6,6.28,215.6,7.59,NA,NA,NA,-860.22,0,-0.179,-0.18,NA,NA,0.779,2.94,NA,NA,0.107
"31","8/8/2017","14:04:56",26.106,743.3,77.4,6.27,215.6,7.59,NA,NA,NA,-860.23,0,-0.173,-0.17,NA,NA,0.781,2.95,NA,NA,0.121
"32","8/8/2017","14:04:57",26.109,743.3,77.3,6.26,215.6,7.59,NA,NA,NA,-860.25,0,-0.166,-0.17,NA,NA,0.784,2.96,NA,NA,0.138
"33","8/8/2017","14:04:58",26.11,743.3,77.2,6.25,215.6,7.58,NA,NA,NA,-860.25,0,-0.172,-0.17,NA,NA,0.773,2.92,NA,NA,0.153
"34","8/8/2017","14:04:59",26.106,743.3,77.2,6.25,215.6,7.58,NA,NA,NA,-860.24,0,-0.181,-0.18,NA,NA,0.793,2.99,NA,NA,0.173
"39","8/8/2017","14:05:04",26.017,743.3,76.7,6.22,215.5,7.57,NA,NA,NA,-860.21,0,-0.138,-0.14,NA,NA,0.933,3.52,NA,NA,1.028
"45","8/8/2017","14:05:10",25.836,743.3,76.5,6.22,215.3,7.56,NA,NA,NA,-860.14,0,-0.06,-0.06,NA,NA,1.073,4.04,NA,NA,1.029
"60","8/8/2017","14:05:25",25.703,743.4,76.4,6.23,215.5,7.56,NA,NA,NA,-860.13,0,0,0,NA,NA,1.006,3.79,NA,NA,1.03
"66","8/8/2017","14:05:31",25.664,743.4,76.2,6.21,215.4,7.56,NA,NA,NA,-860.08,0,-0.035,-0.04,NA,NA,0.968,3.65,NA,NA,1.031
"67","8/8/2017","14:05:32",25.654,743.4,76.1,6.21,215.4,7.56,NA,NA,NA,-860.11,0,-0.031,-0.03,NA,NA,0.972,3.66,NA,NA,1.032
"68","8/8/2017","14:05:33",25.64,743.3,76.1,6.21,215.3,7.55,NA,NA,NA,-860.14,0,-0.017,-0.02,NA,NA,0.955,3.6,NA,NA,1.037
"69","8/8/2017","14:05:34",25.623,743.4,76,6.2,215.3,7.55,NA,NA,NA,-860.15,0,-0.021,-0.02,NA,NA,0.944,3.56,NA,NA,1.048
"70","8/8/2017","14:05:35",25.608,743.3,75.9,6.19,215.2,7.55,NA,NA,NA,-860.14,0,-0.025,-0.03,NA,NA,0.94,3.55,NA,NA,1.059
"71","8/8/2017","14:05:36",25.596,743.4,75.7,6.18,215.1,7.55,NA,NA,NA,-860.18,0,-0.026,-0.03,NA,NA,0.92,3.47,NA,NA,1.071
"72","8/8/2017","14:05:37",25.583,743.3,75.6,6.17,215.1,7.55,NA,NA,NA,-860.17,0,-0.018,-0.02,NA,NA,0.897,3.38,NA,NA,1.08
