"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","ORP.mV","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"30","5/23/2017","10:23:50",20.877,737.5,83.8,7.49,181.4,7.77,167.9,25.78,0,1.04,NA,18.42,NA,0,0
"32","5/23/2017","10:23:52",20.893,737.5,83.4,7.45,181.4,7.77,167.8,25.8,0,1.04,NA,18.64,NA,0.001,0
"33","5/23/2017","10:23:53",20.902,737.5,83.3,7.44,181.4,7.77,167.8,25.81,0,1.04,NA,18.54,NA,0.003,0.1
"34","5/23/2017","10:23:54",20.91,737.5,83.1,7.42,181.5,7.76,167.8,25.89,0,1.03,NA,18.45,NA,0.006,0.1
"35","5/23/2017","10:23:55",20.917,737.5,83,7.41,181.5,7.76,167.7,25.99,0,1.04,NA,18.41,NA,0.01,0.2
"36","5/23/2017","10:23:56",20.921,737.5,82.9,7.4,181.5,7.76,167.6,26,0,1.02,NA,18.39,NA,0.017,0.2
"37","5/23/2017","10:23:57",20.926,737.5,82.7,7.38,181.5,7.76,167.6,26,0,1.02,NA,18.29,NA,0.023,0.3
"38","5/23/2017","10:23:58",20.928,737.5,82.6,7.37,181.5,7.76,167.5,26.01,0,1.01,NA,18.13,NA,0.031,0.3
"39","5/23/2017","10:23:59",20.933,737.5,82.5,7.36,181.5,7.75,167.5,26.03,0,1,NA,17.94,NA,0.04,0.4
"40","5/23/2017","10:24:00",20.936,737.5,82.4,7.35,181.6,7.75,167.4,26.06,0,1.01,NA,17.79,NA,0.052,0.4
"41","5/23/2017","10:24:01",20.938,737.4,82.3,7.34,181.6,7.75,167.3,26.1,0,1,NA,17.79,NA,0.063,0.5
"42","5/23/2017","10:24:02",20.941,737.3,82.2,7.34,181.6,7.75,167.2,26.12,0,0.99,NA,17.77,NA,0.076,0.5
"43","5/23/2017","10:24:03",20.943,737.4,82.1,7.33,181.6,7.75,167.2,26.06,0,0.98,NA,17.55,NA,0.09,0.6
"44","5/23/2017","10:24:04",20.944,737.3,82,7.32,181.6,7.75,167.1,26.11,0,0.97,NA,17.49,NA,0.108,0.6
"45","5/23/2017","10:24:05",20.945,737.4,82,7.31,181.6,7.75,167.1,26.17,0,0.97,NA,17.6,NA,0.123,0.6
"46","5/23/2017","10:24:06",20.946,737.5,81.9,7.31,181.6,7.75,167,26.26,0,0.95,NA,17.58,NA,0.139,0.6
"47","5/23/2017","10:24:07",20.946,737.4,81.8,7.3,181.6,7.74,166.9,26.28,0,0.93,NA,17.53,NA,0.156,0.7
"48","5/23/2017","10:24:08",20.946,737.4,81.8,7.29,181.6,7.74,166.9,26.27,0,0.92,NA,17.61,NA,0.176,0.7
"49","5/23/2017","10:24:09",20.945,737.5,81.7,7.29,181.6,7.74,166.8,26.26,0,0.92,NA,17.61,NA,0.194,0.7
"50","5/23/2017","10:24:10",20.945,737.4,81.7,7.28,181.6,7.74,166.8,26.32,0,0.91,NA,17.59,NA,0.212,0.7
"51","5/23/2017","10:24:11",20.945,737.3,81.6,7.28,181.6,7.74,166.7,26.32,0,0.9,NA,17.52,NA,0.231,0.7
"52","5/23/2017","10:24:12",20.944,737.4,81.6,7.28,181.7,7.74,166.7,26.31,0,0.9,NA,17.51,NA,0.253,0.7
"53","5/23/2017","10:24:13",20.943,737.5,81.5,7.28,181.7,7.74,166.6,26.26,0,0.9,NA,17.37,NA,0.272,0.7
"54","5/23/2017","10:24:14",20.943,737.5,81.5,7.27,181.7,7.74,166.5,26.23,0,0.89,NA,17.26,NA,0.291,0.7
"55","5/23/2017","10:24:15",20.943,737.5,81.5,7.27,181.7,7.73,166.4,26.22,0,0.9,NA,17.2,NA,0.31,0.8
"56","5/23/2017","10:24:16",20.942,737.4,81.5,7.27,181.7,7.73,166.3,26.22,0,0.9,NA,17.06,NA,0.33,0.8
"57","5/23/2017","10:24:17",20.941,737.4,81.5,7.27,181.7,7.73,166.3,26.26,0,0.9,NA,16.9,NA,0.351,0.8
"58","5/23/2017","10:24:18",20.94,737.5,81.5,7.27,181.7,7.73,166.2,26.3,0,0.9,NA,16.83,NA,0.371,0.8
"59","5/23/2017","10:24:19",20.94,737.4,81.5,7.27,181.7,7.73,166.1,26.33,0,0.9,NA,16.66,NA,0.396,0.8
"60","5/23/2017","10:24:20",20.94,737.4,81.5,7.27,181.7,7.73,166.1,26.22,0,0.89,NA,16.53,NA,0.417,0.8
"61","5/23/2017","10:24:21",20.94,737.4,81.5,7.27,181.7,7.72,166,26.17,0,0.88,NA,16.47,NA,0.439,0.8
"62","5/23/2017","10:24:22",20.94,737.4,81.5,7.28,181.7,7.72,165.9,26.19,0,0.89,NA,16.46,NA,0.461,0.9
"63","5/23/2017","10:24:23",20.941,737.4,81.6,7.28,181.7,7.72,165.8,26.13,0,0.89,NA,16.41,NA,0.482,0.9
"64","5/23/2017","10:24:24",20.941,737.5,81.6,7.28,181.7,7.72,165.7,26.12,0,0.89,NA,16.42,NA,0.505,0.9
"65","5/23/2017","10:24:25",20.942,737.3,81.6,7.28,181.7,7.72,165.7,26.07,0,0.89,NA,16.49,NA,0.531,0.9
"66","5/23/2017","10:24:26",20.943,737.3,81.6,7.28,181.7,7.72,165.6,26.08,0,0.89,NA,16.47,NA,0.554,0.9
"67","5/23/2017","10:24:27",20.943,737.4,81.6,7.28,181.7,7.72,165.5,26.11,0,0.89,NA,16.52,NA,0.577,0.9
