"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"71","11/14/2014","15:28:12",20.731,736.7,100.7,9.02,204.2,8.27,4.47,0,-0.31,NA,4.65,NA,2.365,2.8
"72","11/14/2014","15:28:15",20.714,736.8,100.6,9.01,204.2,8.26,4.42,0,-0.31,NA,4.73,NA,2.428,2.9
"73","11/14/2014","15:28:17",20.701,736.7,100.5,9,204.2,8.26,4.38,0,-0.32,NA,4.74,NA,2.487,2.9
"74","11/14/2014","15:28:20",20.692,736.8,100.3,8.99,204.2,8.26,4.34,0,-0.31,NA,4.81,NA,2.551,2.9
"75","11/14/2014","15:28:22",20.68,736.8,100.2,8.98,204.2,8.25,4.33,0,-0.31,NA,4.84,NA,2.617,3.1
"76","11/14/2014","15:28:25",20.667,736.8,100,8.97,204.2,8.25,4.32,0,-0.3,NA,4.87,NA,2.674,3.1
"77","11/14/2014","15:28:27",20.657,736.7,99.9,8.96,204.2,8.25,4.31,0,-0.3,NA,4.92,NA,2.736,3.2
"78","11/14/2014","15:28:30",20.648,736.7,99.7,8.95,204.2,8.24,4.32,0,-0.29,NA,4.91,NA,2.8,3.2
"79","11/14/2014","15:28:32",20.638,736.8,99.6,8.93,204.2,8.24,4.34,0,-0.29,NA,4.96,NA,2.854,3.2
"80","11/14/2014","15:28:35",20.628,736.9,99.4,8.92,204.2,8.23,4.32,0,-0.29,NA,4.95,NA,2.904,3.3
"81","11/14/2014","15:28:37",20.616,736.9,99.2,8.91,204.2,8.23,4.32,0,-0.29,NA,4.92,NA,2.962,3.4
"82","11/14/2014","15:28:40",20.602,736.7,99,8.89,204.2,8.23,4.38,0,-0.29,NA,4.86,NA,3.018,3.4
"83","11/14/2014","15:28:42",20.583,736.8,98.8,8.88,204.2,8.22,4.37,0,-0.28,NA,4.75,NA,3.075,3.6
"84","11/14/2014","15:28:45",20.564,736.7,98.6,8.86,204.2,8.22,4.42,0,-0.28,NA,4.65,NA,3.132,3.6
"85","11/14/2014","15:28:47",20.542,736.8,98.3,8.84,204.2,8.21,4.36,0,-0.28,NA,4.55,NA,3.193,3.6
"86","11/14/2014","15:28:50",20.525,736.8,98,8.82,204.2,8.21,4.35,0,-0.27,NA,4.62,NA,3.25,3.6
"87","11/14/2014","15:28:52",20.507,736.8,97.8,8.8,204.2,8.21,4.32,0,-0.28,NA,4.62,NA,3.299,3.7
"88","11/14/2014","15:28:55",20.486,736.7,97.6,8.78,204.2,8.2,4.35,0,-0.27,NA,4.67,NA,3.358,3.8
"89","11/14/2014","15:28:57",20.471,736.7,97.3,8.76,204.2,8.19,4.46,0,-0.26,NA,4.8,NA,3.417,3.8
"90","11/14/2014","15:29:00",20.457,736.8,97,8.74,204.2,8.19,4.67,0,-0.26,NA,4.82,NA,3.47,3.8
"91","11/14/2014","15:29:02",20.444,736.8,96.7,8.71,204.2,8.18,4.89,0,-0.26,NA,4.78,NA,3.519,3.8
"92","11/14/2014","15:29:05",20.432,736.7,96.3,8.68,204.2,8.17,5.15,0,-0.25,NA,4.87,NA,3.564,3.8
"93","11/14/2014","15:29:07",20.407,736.8,95.8,8.64,204.3,8.16,5.82,0,-0.24,NA,4.81,NA,3.611,4
"94","11/14/2014","15:29:10",20.347,736.7,95.1,8.58,204.4,8.15,6.41,0,-0.24,NA,4.67,NA,3.669,4
"95","11/14/2014","15:29:12",20.258,736.8,91,8.22,204.5,8.14,6.76,0,-0.24,NA,4.55,NA,3.722,4
"96","11/14/2014","15:29:15",20.151,736.9,90.8,8.22,204.7,8.12,7.1,0,-0.23,NA,4.49,NA,3.768,4.1
"97","11/14/2014","15:29:17",20.06,736.7,90.7,8.23,204.8,8.11,7.48,0,-0.22,NA,4.41,NA,3.806,3.8
"98","11/14/2014","15:29:20",19.984,736.9,90.5,8.22,204.8,8.1,7.61,0,-0.22,NA,4.35,NA,3.84,4.2
"99","11/14/2014","15:29:22",18.684,736.7,89.8,8.19,205,8.09,7.08,0,-0.22,NA,4.26,NA,3.885,4.3
"100","11/14/2014","15:29:25",18.321,736.7,85,8.01,210.4,7.96,6.63,0,-0.23,NA,3.99,NA,3.933,4.3
"101","11/14/2014","15:29:27",17.941,736.8,83.8,7.93,210.7,7.93,6.18,0,-0.23,NA,3.8,NA,3.981,4.3
"102","11/14/2014","15:29:30",17.643,736.7,82.7,7.87,210.1,7.92,5.75,0,-0.24,NA,3.55,NA,4.029,4.4
"103","11/14/2014","15:29:32",17.269,736.7,77.9,7.47,209,7.89,5.21,0,-0.24,NA,3.36,NA,4.076,4.5
"104","11/14/2014","15:29:35",17.093,736.7,77,7.42,207.2,7.88,4.9,0,-0.27,NA,3.2,NA,4.127,4.5
"105","11/14/2014","15:29:37",16.932,736.7,76.1,7.36,205.6,7.86,4.7,0,-0.28,NA,3.06,NA,4.18,4.7
"106","11/14/2014","15:29:40",16.677,736.7,75.4,7.33,204.7,7.85,4.61,0,-0.29,NA,2.97,NA,4.237,4.7
"107","11/14/2014","15:29:42",16.348,736.7,74.8,7.32,204.1,7.84,4.54,0,-0.3,NA,2.86,NA,4.3,4.8
"108","11/14/2014","15:29:45",16.149,736.7,74.2,7.29,203.8,7.83,4.47,0,-0.31,NA,2.84,NA,4.361,4.9
"109","11/14/2014","15:29:47",15.913,736.7,71.1,7.02,203.7,7.82,4.43,0,-0.31,NA,2.83,NA,4.422,4.9
"110","11/14/2014","15:29:50",15.701,736.7,70.7,7.02,203.7,7.72,4.4,0,-0.3,NA,2.81,NA,4.482,4.9
"111","11/14/2014","15:29:52",15.525,736.7,70.6,7.03,203.5,7.71,4.35,0,-0.31,NA,2.78,NA,4.541,4.9
"112","11/14/2014","15:29:55",15.379,736.7,70.4,7.04,203.6,7.71,4.35,0,-0.3,NA,2.77,NA,4.603,5
"113","11/14/2014","15:29:57",15.238,736.7,70.2,7.04,203.4,7.7,4.34,0,-0.3,NA,2.69,NA,4.675,5
"114","11/14/2014","15:30:00",15.158,736.7,70,7.03,203.3,7.7,4.33,0,-0.29,NA,2.63,NA,4.727,5.1
"115","11/14/2014","15:30:02",15.077,736.7,69.7,7.01,203.1,7.69,4.32,0,-0.3,NA,2.55,NA,4.78,5.2
"116","11/14/2014","15:30:05",14.995,736.7,69.2,6.97,202.9,7.68,4.34,0,-0.29,NA,2.39,NA,4.839,5.3
"117","11/14/2014","15:30:07",14.911,736.7,68.6,6.92,202.7,7.68,4.38,0,-0.31,NA,2.31,NA,4.894,5.3
"118","11/14/2014","15:30:10",14.838,736.8,68,6.88,202.7,7.67,4.41,0,-0.32,NA,2.2,NA,4.95,5.3
"119","11/14/2014","15:30:12",14.761,736.8,67.4,6.82,202.8,7.67,4.45,0,-0.32,NA,2.14,NA,5,5.3
"120","11/14/2014","15:30:15",14.713,736.9,66.8,6.77,202.8,7.66,4.49,0,-0.33,NA,2.24,NA,5.042,5.3
"121","11/14/2014","15:30:17",14.683,736.8,66.2,6.72,202.8,7.65,4.56,0,-0.33,NA,2.21,NA,5.087,5.4
"122","11/14/2014","15:30:20",14.653,736.8,65.7,6.67,202.7,7.64,4.63,0,-0.34,NA,2.17,NA,5.132,5.5
"123","11/14/2014","15:30:22",14.61,736.8,65.2,6.62,202.7,7.63,4.74,0,-0.35,NA,2.11,NA,5.183,5.6
"124","11/14/2014","15:30:25",14.575,736.7,64.6,6.57,202.6,7.62,4.8,0,-0.34,NA,1.99,NA,5.228,5.7
"125","11/14/2014","15:30:27",14.514,736.8,63.9,6.51,202.6,7.61,4.83,0,-0.34,NA,1.85,NA,5.286,5.8
"126","11/14/2014","15:30:30",14.441,736.8,63.3,6.45,202.7,7.6,4.85,0,-0.34,NA,1.82,NA,5.339,5.8
"127","11/14/2014","15:30:32",14.372,736.7,62.6,6.4,202.8,7.59,4.84,0,-0.34,NA,1.84,NA,5.392,5.8
"128","11/14/2014","15:30:35",14.315,736.7,62,6.35,202.7,7.58,4.79,0,-0.36,NA,1.75,NA,5.453,6
"129","11/14/2014","15:30:37",14.265,736.8,61.5,6.3,202.6,7.58,4.72,0,-0.36,NA,1.72,NA,5.516,6.1
"130","11/14/2014","15:30:40",14.221,736.8,61,6.25,202.6,7.57,4.66,0,-0.35,NA,1.68,NA,5.583,6.1
"131","11/14/2014","15:30:42",14.194,736.8,60.5,6.21,202.5,7.56,4.63,0,-0.36,NA,1.59,NA,5.643,6.1
"132","11/14/2014","15:30:45",14.162,736.7,60.1,6.16,202.3,7.55,4.61,0,-0.37,NA,1.49,NA,5.703,6.2
"133","11/14/2014","15:30:47",14.129,736.7,59.6,6.12,202.3,7.54,4.61,0,-0.37,NA,1.43,NA,5.768,6.3
"134","11/14/2014","15:30:50",14.094,736.7,59.2,6.08,202.3,7.54,4.63,0,-0.38,NA,1.39,NA,5.838,6.3
"135","11/14/2014","15:30:52",14.065,736.7,58.8,6.04,202.3,7.53,4.63,0,-0.38,NA,1.4,NA,5.905,6.3
"136","11/14/2014","15:30:55",14.031,736.8,58.3,6,202.4,7.53,4.69,0,-0.38,NA,1.39,NA,5.971,6.5
"137","11/14/2014","15:30:57",14.003,736.7,57.8,5.95,202.4,7.52,4.75,0,-0.37,NA,1.41,NA,6.041,6.5
"138","11/14/2014","15:31:00",13.986,736.7,57.2,5.89,202.5,7.51,4.81,0,-0.37,NA,1.4,NA,6.101,6.5
"139","11/14/2014","15:31:02",13.97,736.8,56.6,5.83,202.6,7.51,4.89,0,-0.37,NA,1.36,NA,6.162,6.6
"140","11/14/2014","15:31:05",13.954,736.7,55.9,5.76,202.6,7.5,4.99,0,-0.37,NA,1.31,NA,6.219,6.6
"141","11/14/2014","15:31:07",13.931,736.8,55.2,5.69,202.7,7.5,5.14,0,-0.38,NA,1.35,NA,6.281,6.7
"142","11/14/2014","15:31:10",13.909,736.7,54.5,5.62,202.8,7.49,5.22,0,-0.37,NA,1.27,NA,6.346,6.8
"143","11/14/2014","15:31:12",13.884,736.8,53.9,5.57,202.9,7.49,5.27,0,-0.37,NA,1.33,NA,6.406,6.8
"144","11/14/2014","15:31:15",13.857,736.7,53.4,5.52,202.9,7.48,5.37,0,-0.37,NA,1.3,NA,6.462,6.9
"145","11/14/2014","15:31:17",13.83,736.8,52.9,5.47,203,7.47,5.4,0,-0.37,NA,1.26,NA,6.513,6.9
"146","11/14/2014","15:31:20",13.808,736.7,52.6,5.44,203,7.47,5.43,0,-0.38,NA,1.29,NA,6.565,6.9
"147","11/14/2014","15:31:22",13.79,736.7,52.3,5.41,203.1,7.47,5.46,0,-0.38,NA,1.25,NA,6.617,7
"148","11/14/2014","15:31:25",13.774,736.8,52.1,5.39,203.1,7.46,5.5,0,-0.38,NA,1.2,NA,6.668,7.1
"149","11/14/2014","15:31:27",13.756,736.8,51.9,5.37,203.1,7.46,5.51,0,-0.38,NA,1.16,NA,6.722,7.1
"150","11/14/2014","15:31:30",13.74,736.8,51.6,5.35,203.2,7.46,5.53,0,-0.38,NA,1.14,NA,6.78,7.2
"151","11/14/2014","15:31:32",13.72,736.7,51.4,5.32,203.2,7.45,5.53,0,-0.38,NA,1.05,NA,6.838,7.3
"152","11/14/2014","15:31:35",13.699,736.8,51.1,5.3,203.3,7.45,5.53,0,-0.37,NA,1.04,NA,6.892,7.3
"153","11/14/2014","15:31:37",13.683,736.7,50.7,5.26,203.4,7.45,5.55,0,-0.37,NA,1.04,NA,6.95,7.3
"154","11/14/2014","15:31:40",13.67,736.7,50.3,5.22,203.5,7.44,5.55,0,-0.38,NA,1.04,NA,7.002,7.3
"155","11/14/2014","15:31:42",13.65,736.8,49.9,5.18,203.6,7.44,5.61,0,-0.37,NA,1.07,NA,7.053,7.4
"156","11/14/2014","15:31:45",13.627,736.7,49.4,5.13,203.7,7.44,5.66,0,-0.37,NA,1,NA,7.103,7.5
"157","11/14/2014","15:31:47",13.609,736.7,49,5.09,203.9,7.43,5.76,0,-0.39,NA,0.99,NA,7.153,7.6
"158","11/14/2014","15:31:50",13.577,736.8,48.4,5.03,204.1,7.43,5.92,0,-0.38,NA,0.98,NA,7.205,7.6
"159","11/14/2014","15:31:52",13.545,736.8,47.7,4.96,204.3,7.43,6.07,0,-0.38,NA,0.93,NA,7.252,7.6
"160","11/14/2014","15:31:55",13.518,736.9,43.7,4.55,204.6,7.42,6.19,0,-0.39,NA,0.92,NA,7.306,7.7
"161","11/14/2014","15:31:57",13.496,736.7,42.5,4.43,204.9,7.42,6.3,0,-0.39,NA,0.95,NA,7.358,7.7
"162","11/14/2014","15:32:00",13.475,736.8,42,4.38,205.1,7.41,6.41,0,-0.38,NA,0.94,NA,7.41,7.8
"163","11/14/2014","15:32:02",13.456,736.8,41.6,4.33,205.3,7.41,6.45,0,-0.38,NA,0.97,NA,7.469,7.9
"164","11/14/2014","15:32:05",13.441,736.8,41.1,4.28,205.6,7.4,6.45,0,-0.38,NA,0.98,NA,7.522,7.9
"165","11/14/2014","15:32:07",13.43,736.8,40.7,4.24,205.7,7.39,6.46,0,-0.38,NA,0.96,NA,7.572,7.9
"166","11/14/2014","15:32:10",13.419,736.8,40.2,4.2,205.8,7.39,6.52,0,-0.38,NA,0.98,NA,7.622,8.1
"167","11/14/2014","15:32:12",13.41,736.8,39.6,4.13,206,7.38,6.59,0,-0.38,NA,0.96,NA,7.675,8.1
"168","11/14/2014","15:32:15",13.403,736.7,38.8,4.05,206.1,7.38,6.65,0,-0.38,NA,0.95,NA,7.728,8.1
"169","11/14/2014","15:32:17",13.394,736.7,38.1,3.98,206.2,7.37,6.88,0,-0.38,NA,1.01,NA,7.782,8.2
"170","11/14/2014","15:32:20",13.389,736.8,37.4,3.91,206.3,7.37,7,0,-0.37,NA,1.09,NA,7.843,8.2
"171","11/14/2014","15:32:22",13.379,736.7,36.8,3.84,206.5,7.36,7.19,0,-0.38,NA,1.18,NA,7.897,8.4
"172","11/14/2014","15:32:25",13.369,736.9,36,3.76,206.7,7.36,7.31,0,-0.36,NA,1.4,NA,7.957,8.4
"173","11/14/2014","15:32:27",13.36,736.7,35.2,3.68,206.9,7.35,7.69,0,-0.35,NA,1.55,NA,8.02,8.4
"174","11/14/2014","15:32:30",13.35,736.8,34.4,3.6,207.1,7.35,109.69,0,-0.31,NA,1.95,NA,8.069,8.5
"175","11/14/2014","15:32:32",13.339,737,33.5,3.5,207.3,7.34,56.38,0,-0.23,NA,2.72,NA,8.128,8.5
"176","11/14/2014","15:32:35",13.333,736.8,32.7,3.41,207.4,7.34,212.01,0,-0.12,NA,3.73,NA,8.182,8.5
"177","11/14/2014","15:32:37",13.328,736.8,31.9,3.33,207.5,7.23,164.37,0,-0.01,NA,4.85,NA,8.23,8.6
"178","11/14/2014","15:32:40",13.324,736.9,31.2,3.27,207.6,7.23,196.39,0,0.14,NA,8.06,NA,8.277,8.6
