"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NH4.N.mg.L","NO3.N.mg.L","Cl.mg.L","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","BGA.PE.RFU","BGA.PE.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"44","8/14/2017","10:34:16",25.518,737,98.1,8.02,391.5,7.85,NA,NA,NA,-860.21,0,-0.336,-0.34,NA,NA,0.432,1.64,NA,NA,0
"45","8/14/2017","10:34:17",25.519,737,98.1,8.02,391.5,7.86,NA,NA,NA,-860.24,0,-0.338,-0.34,NA,NA,0.43,1.64,NA,NA,0.001
"46","8/14/2017","10:34:18",25.52,737,98.1,8.02,391.5,7.86,NA,NA,NA,-860.23,0,-0.347,-0.35,NA,NA,0.426,1.62,NA,NA,0.009
"47","8/14/2017","10:34:19",25.522,737,98.1,8.02,391.5,7.87,NA,NA,NA,-860.23,0,-0.338,-0.34,NA,NA,0.429,1.63,NA,NA,0.017
"48","8/14/2017","10:34:20",25.524,736.9,98.1,8.02,391.5,7.87,NA,NA,NA,-860.24,0,-0.328,-0.33,NA,NA,0.443,1.69,NA,NA,0.025
"49","8/14/2017","10:34:21",25.525,736.9,98.1,8.02,391.5,7.88,NA,NA,NA,-860.24,0,-0.321,-0.32,NA,NA,0.456,1.73,NA,NA,0.035
"50","8/14/2017","10:34:22",25.526,737,98.1,8.02,391.5,7.89,NA,NA,NA,-860.25,0,-0.318,-0.32,NA,NA,0.452,1.72,NA,NA,0.043
"51","8/14/2017","10:34:23",25.527,736.9,98,8.02,391.5,7.89,NA,NA,NA,-860.26,0,-0.315,-0.31,NA,NA,0.456,1.74,NA,NA,0.052
"52","8/14/2017","10:34:24",25.528,737,98,8.02,391.5,7.9,NA,NA,NA,-860.26,0,-0.319,-0.32,NA,NA,0.465,1.77,NA,NA,0.06
"53","8/14/2017","10:34:25",25.529,737,98,8.02,391.5,7.9,NA,NA,NA,-860.26,0,-0.316,-0.32,NA,NA,0.475,1.8,NA,NA,0.07
"54","8/14/2017","10:34:26",25.53,736.9,98,8.01,391.5,7.91,NA,NA,NA,-860.27,0,-0.331,-0.33,NA,NA,0.48,1.82,NA,NA,0.078
"55","8/14/2017","10:34:27",25.53,737,98,8.01,391.5,7.91,NA,NA,NA,-860.27,0,-0.33,-0.33,NA,NA,0.482,1.83,NA,NA,0.087
"56","8/14/2017","10:34:28",25.531,737,98,8.01,391.5,7.92,NA,NA,NA,-860.27,0,-0.327,-0.33,NA,NA,0.481,1.83,NA,NA,0.096
"57","8/14/2017","10:34:29",25.531,737,98,8.01,391.5,7.92,NA,NA,NA,-860.26,0,-0.326,-0.33,NA,NA,0.489,1.86,NA,NA,0.106
"58","8/14/2017","10:34:30",25.531,737,98,8.01,391.6,7.93,NA,NA,NA,-860.26,0,-0.325,-0.33,NA,NA,0.491,1.87,NA,NA,0.119
"59","8/14/2017","10:34:31",25.532,737,98,8.01,391.6,7.93,NA,NA,NA,-860.24,0,-0.324,-0.32,NA,NA,0.491,1.87,NA,NA,0.131
"60","8/14/2017","10:34:32",25.532,737,98,8.01,391.6,7.94,NA,NA,NA,-860.23,0,-0.312,-0.31,NA,NA,0.492,1.87,NA,NA,0.143
"61","8/14/2017","10:34:33",25.532,737,98,8.01,391.6,7.94,NA,NA,NA,-860.24,0,-0.311,-0.31,NA,NA,0.494,1.88,NA,NA,0.155
"62","8/14/2017","10:34:34",25.532,737,98,8.01,391.6,7.95,NA,NA,NA,-860.24,0,-0.311,-0.31,NA,NA,0.498,1.89,NA,NA,0.171
"63","8/14/2017","10:34:35",25.532,736.9,98,8.01,391.6,7.95,NA,NA,NA,-860.24,0,-0.32,-0.32,NA,NA,0.508,1.93,NA,NA,0.185
"64","8/14/2017","10:34:36",25.533,737,98,8.01,391.6,7.96,NA,NA,NA,-860.26,0,-0.326,-0.33,NA,NA,0.503,1.91,NA,NA,0.199
"65","8/14/2017","10:34:37",25.533,737,98,8.01,391.6,7.96,NA,NA,NA,-860.24,0,-0.318,-0.32,NA,NA,0.498,1.89,NA,NA,0.214
"66","8/14/2017","10:34:38",25.533,737,98,8.01,391.6,7.97,NA,NA,NA,-860.23,0,-0.318,-0.32,NA,NA,0.508,1.93,NA,NA,0.231
