"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"210","11/13/2014","10:46:15",13.01,723.8,8,0.84,51.6,6.55,4.4,0,0.12,NA,7.35,NA,4.117,4.4
"211","11/13/2014","10:46:16",12.992,723.8,7.7,0.82,51.7,6.54,4.45,0,0.13,NA,7.32,NA,4.135,4.4
"212","11/13/2014","10:46:17",12.974,723.8,7.5,0.8,51.8,6.54,4.48,0,0.15,NA,7.19,NA,4.152,4.4
"213","11/13/2014","10:46:18",12.959,723.8,7.3,0.77,51.8,6.54,4.52,0,0.17,NA,7.08,NA,4.165,4.4
"214","11/13/2014","10:46:19",12.946,723.8,7.1,0.75,51.9,6.54,4.53,0,0.19,NA,7,NA,4.188,4.5
"215","11/13/2014","10:46:20",12.93,723.8,6.9,0.73,52,6.54,4.56,0,0.2,NA,6.85,NA,4.201,4.5
"216","11/13/2014","10:46:21",12.912,723.8,6.7,0.7,52.1,6.53,4.52,0,0.23,NA,6.69,NA,4.219,4.5
"217","11/13/2014","10:46:22",12.892,723.8,6.4,0.67,52.2,6.53,4.52,0,0.25,NA,6.5,NA,4.232,4.5
"218","11/13/2014","10:46:23",12.867,723.6,3,0.32,52.3,6.53,4.55,0,0.26,NA,6.45,NA,4.253,4.5
"219","11/13/2014","10:46:24",12.846,723.8,2.4,0.25,52.4,6.53,4.58,0,0.28,NA,6.33,NA,4.268,4.5
"220","11/13/2014","10:46:25",12.824,723.8,1.8,0.19,52.5,6.52,4.59,0,0.29,NA,6.2,NA,4.282,4.6
"221","11/13/2014","10:46:26",12.806,723.8,1.3,0.14,52.7,6.52,4.59,0,0.29,NA,6.03,NA,4.296,4.6
"222","11/13/2014","10:46:27",12.787,723.7,1.1,0.12,52.8,6.52,4.58,0,0.3,NA,5.85,NA,4.313,4.6
"223","11/13/2014","10:46:28",12.775,723.7,0.8,0.09,52.9,6.52,4.59,0,0.3,NA,5.75,NA,4.323,4.6
"224","11/13/2014","10:46:29",12.764,723.8,0.6,0.06,53.1,6.51,4.56,0,0.31,NA,5.64,NA,4.337,4.6
"225","11/13/2014","10:46:30",12.758,723.7,0.4,0.04,53.2,6.51,4.54,0,0.31,NA,5.55,NA,4.353,4.6
"226","11/13/2014","10:46:31",12.748,723.7,0.2,0.03,53.4,6.51,4.54,0,0.32,NA,5.38,NA,4.37,4.6
"227","11/13/2014","10:46:32",12.739,723.7,0.1,0.01,53.6,6.51,4.52,0,0.33,NA,5.29,NA,4.381,4.7
"228","11/13/2014","10:46:33",12.732,723.7,-0.1,-0.01,53.8,6.51,4.5,0,0.32,NA,5.23,NA,4.395,4.7
"229","11/13/2014","10:46:34",12.724,723.7,-0.3,-0.03,54,6.51,4.5,0,0.3,NA,5.06,NA,4.409,4.7
"230","11/13/2014","10:46:35",12.718,723.8,-0.4,-0.04,54.2,6.51,4.45,0,0.29,NA,5,NA,4.423,4.7
"231","11/13/2014","10:46:36",12.712,723.7,-0.6,-0.06,54.4,6.51,4.45,0,0.28,NA,4.92,NA,4.439,4.7
"232","11/13/2014","10:46:37",12.709,723.7,-0.7,-0.07,54.5,6.5,4.46,0,0.26,NA,4.3,NA,4.453,4.7
"233","11/13/2014","10:46:38",12.694,723.7,-0.8,-0.09,54.8,6.5,4.47,0,0.24,NA,3.76,NA,4.468,4.8
"234","11/13/2014","10:46:39",12.68,723.8,-1,-0.1,55.1,6.5,4.5,0,0.23,NA,4.53,NA,4.482,4.8
"235","11/13/2014","10:46:40",12.663,723.8,-1.2,-0.13,55.4,6.5,4.48,0,0.2,NA,3.04,NA,4.5,4.8
"236","11/13/2014","10:46:41",12.651,723.8,-1.5,-0.16,55.8,6.5,4.51,0,0.17,NA,3.46,NA,4.515,4.8
"237","11/13/2014","10:46:42",12.623,723.8,-1.7,-0.18,56.4,6.5,4.51,0,0.16,NA,3.57,NA,4.53,4.8
"238","11/13/2014","10:46:43",12.608,723.8,-2,-0.21,56.9,6.5,4.47,0,0.13,NA,3.6,NA,4.545,4.9
"239","11/13/2014","10:46:44",12.581,723.7,-2.2,-0.23,57.5,6.5,4.48,0,0.11,NA,3.57,NA,4.563,4.9
"240","11/13/2014","10:46:45",12.564,723.8,-2.4,-0.26,57.9,6.5,4.49,0,0.09,NA,3.5,NA,4.578,4.9
"241","11/13/2014","10:46:46",12.54,723.7,-2.6,-0.28,58.7,6.5,4.45,0,0.08,NA,3.42,NA,4.593,4.9
"242","11/13/2014","10:46:47",12.526,723.8,-2.8,-0.3,59.1,6.51,4.42,0,0.05,NA,3.39,NA,4.607,4.9
"243","11/13/2014","10:46:48",12.508,723.7,-3,-0.32,59.8,6.51,4.43,0,0.03,NA,3.33,NA,4.623,4.9
"244","11/13/2014","10:46:49",12.485,723.7,-3.1,-0.33,60.4,6.51,4.41,0,0.01,NA,3.29,NA,4.641,5
"245","11/13/2014","10:46:50",12.463,723.8,-3.3,-0.35,61.1,6.51,4.39,0,-0.02,NA,3.29,NA,4.657,5
"246","11/13/2014","10:46:51",12.442,723.7,-3.5,-0.37,61.7,6.52,4.35,0,-0.04,NA,3.21,NA,4.673,5
"247","11/13/2014","10:46:52",12.426,723.7,-3.6,-0.38,62.4,6.52,4.35,0,-0.06,NA,3.13,NA,4.689,5
"248","11/13/2014","10:46:53",12.406,723.5,-3.7,-0.4,62.9,6.52,4.31,0,-0.06,NA,3.07,NA,4.708,5.1
"249","11/13/2014","10:46:54",12.385,723.7,-3.9,-0.41,63.5,6.53,4.32,0,-0.1,NA,3,NA,4.725,5.1
"250","11/13/2014","10:46:55",12.363,723.7,-4,-0.43,63.9,6.53,4.31,0,-0.11,NA,2.95,NA,4.742,5.1
"251","11/13/2014","10:46:56",12.347,723.8,-4.1,-0.44,64.4,6.53,4.3,0,-0.13,NA,2.91,NA,4.759,5.1
"252","11/13/2014","10:46:57",12.326,723.8,-4.2,-0.45,65,6.54,4.32,0,-0.14,NA,2.89,NA,4.78,5.1
"253","11/13/2014","10:46:58",12.304,723.7,-4.3,-0.46,65.5,6.54,4.32,0,-0.16,NA,2.8,NA,4.797,5.2
"254","11/13/2014","10:46:59",12.287,723.7,-4.4,-0.47,66.1,6.54,4.31,0,-0.17,NA,2.77,NA,4.815,5.2
"255","11/13/2014","10:47:00",12.266,723.8,-4.5,-0.48,66.7,6.55,4.3,0,-0.18,NA,2.73,NA,4.833,5.2
"256","11/13/2014","10:47:01",12.248,723.7,-4.6,-0.49,67.3,6.55,4.33,0,-0.19,NA,2.65,NA,4.855,5.2
"257","11/13/2014","10:47:02",12.231,723.8,-4.7,-0.5,67.9,6.56,4.34,0,-0.2,NA,2.59,NA,4.873,5.3
"258","11/13/2014","10:47:03",12.219,723.7,-4.7,-0.51,68.6,6.56,4.39,0,-0.21,NA,2.49,NA,4.891,5.3
"259","11/13/2014","10:47:04",12.205,723.8,-4.8,-0.52,69.2,6.57,4.44,0,-0.22,NA,2.46,NA,4.909,5.3
"260","11/13/2014","10:47:05",12.194,723.6,-4.9,-0.52,69.9,6.57,4.47,0,-0.22,NA,2.41,NA,4.932,5.3
"261","11/13/2014","10:47:06",12.185,723.7,-4.9,-0.53,70.5,6.58,4.56,0,-0.23,NA,2.42,NA,4.951,5.3
"262","11/13/2014","10:47:07",12.178,723.7,-5,-0.54,71.2,6.58,4.58,0,-0.24,NA,2.4,NA,4.97,5.4
"263","11/13/2014","10:47:08",12.173,723.7,-5.1,-0.54,71.9,6.59,4.61,0,-0.25,NA,2.37,NA,4.989,5.4
"264","11/13/2014","10:47:09",12.169,723.6,-5.1,-0.55,72.6,6.59,4.62,0,-0.25,NA,2.39,NA,5.012,5.4
"265","11/13/2014","10:47:10",12.16,723.7,-5.2,-0.56,73.2,6.6,4.66,0,-0.25,NA,2.42,NA,5.031,5.4
"266","11/13/2014","10:47:11",12.144,723.7,-5.2,-0.56,73.8,6.61,4.69,0,-0.26,NA,2.43,NA,5.05,5.4
"267","11/13/2014","10:47:12",12.125,723.7,-5.3,-0.57,74.5,6.61,4.92,0,-0.26,NA,2.49,NA,5.069,5.5
"268","11/13/2014","10:47:13",12.104,723.8,-5.3,-0.57,75,6.62,5.75,0,-0.26,NA,2.56,NA,5.092,5.5
"269","11/13/2014","10:47:14",12.086,723.7,-5.4,-0.58,75.5,6.62,6.22,0,-0.26,NA,2.65,NA,5.111,5.5
"270","11/13/2014","10:47:15",12.066,723.7,-5.4,-0.58,76,6.63,6.59,0,-0.25,NA,2.77,NA,5.13,5.5
"271","11/13/2014","10:47:16",12.049,723.8,-5.4,-0.59,76.4,6.63,7,0,-0.25,NA,2.94,NA,5.149,5.5
"272","11/13/2014","10:47:17",12.03,723.8,-5.5,-0.59,76.8,6.64,7.54,0,-0.24,NA,3.03,NA,5.168,5.5
"273","11/13/2014","10:47:18",12.015,723.8,-5.5,-0.59,77.2,6.65,8.42,0,-0.23,NA,3.09,NA,5.19,5.5
"274","11/13/2014","10:47:19",11.999,723.7,-5.5,-0.6,77.5,6.74,13.41,0,-0.23,NA,3.2,NA,5.207,5.5
"275","11/13/2014","10:47:20",11.985,723.8,-5.6,-0.6,77.8,6.75,60.68,0,-0.22,NA,3.44,NA,5.223,5.5
"276","11/13/2014","10:47:21",11.97,723.8,-5.6,-0.6,78,6.76,102.46,0,-0.2,NA,3.67,NA,5.24,5.5
"277","11/13/2014","10:47:22",11.953,723.8,-5.6,-0.6,78.1,6.76,11.73,0,-0.18,NA,3.92,NA,5.26,5.5
"278","11/13/2014","10:47:23",11.945,723.8,-5.6,-0.61,78.3,6.76,16.69,0,-0.17,NA,4.08,NA,5.276,5.5
"279","11/13/2014","10:47:24",11.944,723.8,-5.6,-0.61,78.5,6.77,24.4,0,-0.15,NA,4.29,NA,5.293,5.5
