"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NH4.N.mg.L","NO3.N.mg.L","Cl.mg.L","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","BGA.PE.RFU","BGA.PE.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"39","7/26/2017","17:21:21",30.953,742,147.9,10.99,342.7,9.1,NA,NA,NA,-859.42,0,0.682,0.68,NA,NA,1.069,4.03,NA,NA,0
"40","7/26/2017","17:21:22",30.954,742,147.9,10.99,342.7,9.1,NA,NA,NA,-859.39,0,0.679,0.68,NA,NA,1.066,4.02,NA,NA,0.003
"41","7/26/2017","17:21:23",30.955,742,147.9,10.99,342.7,9.1,NA,NA,NA,-859.41,0,0.688,0.69,NA,NA,1.068,4.02,NA,NA,0.009
"42","7/26/2017","17:21:24",30.957,742,148,10.99,342.7,9.11,NA,NA,NA,-859.39,0,0.693,0.69,NA,NA,1.071,4.04,NA,NA,0.015
"43","7/26/2017","17:21:25",30.958,742.1,148,11,342.7,9.11,NA,NA,NA,-859.39,0,0.691,0.69,NA,NA,1.067,4.02,NA,NA,0.022
"44","7/26/2017","17:21:26",30.96,742,148.1,11,342.7,9.11,NA,NA,NA,-859.39,0,0.698,0.7,NA,NA,1.065,4.01,NA,NA,0.028
"45","7/26/2017","17:21:27",30.962,742.1,148.1,11,342.7,9.11,NA,NA,NA,-859.37,0,0.713,0.71,NA,NA,1.063,4.01,NA,NA,0.034
"46","7/26/2017","17:21:28",30.964,742.1,148.1,11,342.7,9.11,NA,NA,NA,-859.35,0,0.717,0.72,NA,NA,1.06,3.99,NA,NA,0.041
"47","7/26/2017","17:21:29",30.965,742.1,148.2,11.01,342.7,9.11,NA,NA,NA,-859.36,0,0.7,0.7,NA,NA,1.064,4.01,NA,NA,0.048
"48","7/26/2017","17:21:30",30.964,742,148.2,11.01,342.7,9.11,NA,NA,NA,-859.35,0,0.7,0.7,NA,NA,1.071,4.03,NA,NA,0.055
"49","7/26/2017","17:21:31",30.964,742,148.2,11.01,342.7,9.11,NA,NA,NA,-859.35,0,0.697,0.7,NA,NA,1.068,4.02,NA,NA,0.062
"50","7/26/2017","17:21:32",30.964,742,148.2,11.01,342.7,9.11,NA,NA,NA,-859.34,0,0.685,0.69,NA,NA,1.073,4.04,NA,NA,0.07
"51","7/26/2017","17:21:33",30.964,742.1,148.2,11.01,342.8,9.11,NA,NA,NA,-859.32,0,0.69,0.69,NA,NA,1.072,4.04,NA,NA,0.08
"52","7/26/2017","17:21:34",30.964,742,148.2,11.01,342.8,9.11,NA,NA,NA,-859.31,0,0.693,0.69,NA,NA,1.077,4.06,NA,NA,0.092
