"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"18","11/14/2014","17:14:30",22.456,736.6,129.8,11.24,181.4,8.63,27.21,0,0.28,NA,12.09,NA,0,0
"19","11/14/2014","17:14:33",22.455,736.7,129.9,11.26,181.7,8.64,27.43,0,0.3,NA,12.42,NA,0.009,0.2
"20","11/14/2014","17:14:35",22.433,736.7,129.9,11.26,181.8,8.63,27.38,0,0.31,NA,12.76,NA,0.024,0.2
"21","11/14/2014","17:14:38",22.405,736.6,129.7,11.24,181.8,8.63,27.59,0,0.33,NA,13.15,NA,0.041,0.3
"22","11/14/2014","17:14:40",22.358,736.7,129.1,11.21,182,8.62,27.8,0,0.33,NA,13.7,NA,0.06,0.3
"23","11/14/2014","17:14:43",22.269,736.6,128.2,11.14,182.3,8.51,28.47,0,0.32,NA,13.59,NA,0.085,0.4
"24","11/14/2014","17:14:45",22.174,736.6,122.9,10.7,182.4,8.45,28.67,0,0.3,NA,11.74,NA,0.11,0.4
"25","11/14/2014","17:14:48",22.058,736.6,121,10.56,182.6,8.42,28.79,0,0.29,NA,11.41,NA,0.144,0.4
"26","11/14/2014","17:14:50",21.928,736.5,119.9,10.49,182.7,8.4,29.24,0,0.28,NA,10.26,NA,0.176,0.5
"27","11/14/2014","17:14:53",21.763,736.7,114.2,10.02,182.8,8.28,29.32,0,0.22,NA,9.35,NA,0.218,0.7
"28","11/14/2014","17:14:55",21.618,736.7,112.2,9.88,182.9,8.23,29.3,0,0.17,NA,9.06,NA,0.264,0.7
"29","11/14/2014","17:14:58",21.459,736.7,110.5,9.75,183,8.22,29.05,0,0.11,NA,8.71,NA,0.309,0.7
"30","11/14/2014","17:15:00",21.282,736.5,109.5,9.7,183.1,8.2,29.4,0,0.05,NA,8.14,NA,0.354,0.7
"31","11/14/2014","17:15:03",21.091,736.7,108.6,9.66,183.1,8.18,29.52,0,0,NA,7.73,NA,0.404,0.8
"32","11/14/2014","17:15:05",20.951,736.6,104.6,9.33,183.1,8.16,29.45,0,-0.04,NA,7.42,NA,0.453,0.8
"33","11/14/2014","17:15:08",20.763,736.6,103.7,9.28,183,8.14,29.64,0,-0.08,NA,7.16,NA,0.519,0.9
"34","11/14/2014","17:15:10",20.625,736.5,103.3,9.27,182.8,8.13,30.13,0,-0.11,NA,6.89,NA,0.572,1
"35","11/14/2014","17:15:13",20.526,736.6,103,9.26,182.7,8.03,30.22,0,-0.12,NA,6.9,NA,0.623,1
