"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","ORP.mV","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"52","6/14/2017","13:39:41",26.504,739.9,99.6,8,319.2,8.01,184.9,15.56,0,-0.23,NA,4.31,NA,0,0.3
"53","6/14/2017","13:39:42",26.502,739.8,99.6,8,319.2,8.01,184.9,15.53,0,-0.23,NA,4.28,NA,0.002,0.3
"54","6/14/2017","13:39:43",26.501,739.9,99.6,8,319.2,8.01,184.9,15.56,0,-0.23,NA,4.28,NA,0.015,0.3
"55","6/14/2017","13:39:44",26.499,740,99.6,8,319.2,8.01,185,15.61,0,-0.22,NA,4.25,NA,0.03,0.3
"56","6/14/2017","13:39:45",26.498,739.9,99.6,8,319.3,8.01,185,15.58,0,-0.23,NA,4.29,NA,0.044,0.4
"57","6/14/2017","13:39:46",26.497,739.8,99.6,8,319.3,8.01,185.1,15.6,0,-0.24,NA,4.27,NA,0.058,0.4
"58","6/14/2017","13:39:47",26.495,739.8,99.6,8,319.2,8.01,185.1,15.56,0,-0.23,NA,4.25,NA,0.072,0.4
"59","6/14/2017","13:39:48",26.493,739.9,99.6,8,319.2,8.01,185.2,15.54,0,-0.22,NA,4.27,NA,0.086,0.4
"60","6/14/2017","13:39:49",26.492,739.9,99.5,8,319.2,8.02,185.2,15.6,0,-0.22,NA,4.27,NA,0.103,0.4
"61","6/14/2017","13:39:50",26.49,739.9,99.5,8,319.2,8.02,185.3,15.59,0,-0.21,NA,4.24,NA,0.117,0.4
"62","6/14/2017","13:39:51",26.488,740,99.5,8,319.2,8.02,185.4,15.6,0,-0.2,NA,4.24,NA,0.132,0.4
"63","6/14/2017","13:39:52",26.485,739.9,99.5,8,319.2,8.02,185.5,15.59,0,-0.21,NA,4.25,NA,0.147,0.4
"64","6/14/2017","13:39:53",26.482,739.9,99.5,8,319.2,8.02,185.5,15.63,0,-0.22,NA,4.25,NA,0.167,0.5
"65","6/14/2017","13:39:54",26.478,739.9,99.5,8,319.2,8.02,185.6,15.61,0,-0.21,NA,4.24,NA,0.184,0.5
"66","6/14/2017","13:39:55",26.475,739.8,99.5,8,319.2,8.02,185.7,15.67,0,-0.21,NA,4.27,NA,0.203,0.6
"67","6/14/2017","13:39:56",26.471,739.9,99.5,8,319.2,8.02,185.8,15.75,0,-0.21,NA,4.31,NA,0.223,0.6
