"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NH4.N.mg.L","NO3.N.mg.L","Cl.mg.L","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","BGA.PE.RFU","BGA.PE.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"10","8/7/2017","13:57:36",25.691,738,133.6,10.9,289.9,8.33,NA,NA,NA,-855.72,0,0.834,0.83,NA,NA,6.101,22.85,NA,NA,0
"11","8/7/2017","13:57:37",25.693,738,134,10.93,290,8.33,NA,NA,NA,-855.74,0,0.881,0.88,NA,NA,6.118,22.91,NA,NA,0.003
"12","8/7/2017","13:57:38",25.695,738,134.3,10.95,290,8.34,NA,NA,NA,-855.76,0,0.922,0.92,NA,NA,6.142,23,NA,NA,0.014
"13","8/7/2017","13:57:39",25.695,738,134.5,10.97,290,8.35,NA,NA,NA,-855.83,0,0.982,0.98,NA,NA,6.14,22.99,NA,NA,0.027
"14","8/7/2017","13:57:40",25.696,738.1,134.7,10.98,290.1,8.36,NA,NA,NA,-856.16,0,1.036,1.04,NA,NA,6.135,22.97,NA,NA,0.038
"15","8/7/2017","13:57:41",25.697,738,134.9,11,290.1,8.37,NA,NA,NA,-856.16,0,1.099,1.1,NA,NA,6.118,22.91,NA,NA,0.049
"16","8/7/2017","13:57:42",25.699,738.1,135,11.01,290.1,8.38,NA,NA,NA,-856.18,0,1.165,1.16,NA,NA,6.128,22.95,NA,NA,0.06
"17","8/7/2017","13:57:43",25.701,738,135.2,11.02,290.1,8.39,NA,NA,NA,-856.18,0,1.211,1.21,NA,NA,6.119,22.91,NA,NA,0.071
"18","8/7/2017","13:57:44",25.703,738,135.3,11.03,290.1,8.39,NA,NA,NA,-856.18,0,1.213,1.21,NA,NA,6.104,22.86,NA,NA,0.081
"19","8/7/2017","13:57:45",25.704,738,135.4,11.04,290.2,8.4,NA,NA,NA,-856.19,0,1.225,1.22,NA,NA,6.102,22.85,NA,NA,0.091
"20","8/7/2017","13:57:46",25.705,738.1,135.5,11.05,290.2,8.4,NA,NA,NA,-856.18,0,1.222,1.22,NA,NA,6.069,22.72,NA,NA,0.101
