"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","ORP.mV","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"20","6/5/2017","10:51:07",27.159,732.8,115.7,9.19,210.1,8.21,243.3,2.73,0,-0.1,NA,3.2,NA,0,0
"35","6/5/2017","10:51:22",27.136,732.8,117,9.3,210.1,8.48,241.5,2.77,0,-0.13,NA,3.08,NA,0.001,0
"36","6/5/2017","10:51:23",27.135,732.9,117.1,9.3,210.1,8.48,241.2,2.77,0,-0.13,NA,3.07,NA,0.002,0
"37","6/5/2017","10:51:24",27.134,732.8,117.1,9.3,210.1,8.48,240.9,2.8,0,-0.12,NA,3.07,NA,0.004,0.1
"38","6/5/2017","10:51:25",27.134,732.9,117.1,9.31,210.1,8.49,240.7,2.81,0,-0.13,NA,3.05,NA,0.006,0.1
"39","6/5/2017","10:51:26",27.135,732.9,117.2,9.31,210.1,8.49,240.4,2.8,0,-0.13,NA,3.05,NA,0.009,0.1
"40","6/5/2017","10:51:27",27.136,732.8,117.2,9.31,210.1,8.49,240.2,2.79,0,-0.13,NA,3.02,NA,0.014,0.2
"41","6/5/2017","10:51:28",27.138,732.8,117.2,9.31,210.1,8.5,240,2.82,0,-0.12,NA,3.06,NA,0.02,0.2
"42","6/5/2017","10:51:29",27.139,732.8,117.3,9.32,210.1,8.5,239.8,2.84,0,-0.13,NA,3.11,NA,0.026,0.2
"43","6/5/2017","10:51:30",27.141,732.9,117.3,9.32,210.1,8.5,239.6,2.84,0,-0.12,NA,3.15,NA,0.032,0.3
"44","6/5/2017","10:51:31",27.142,732.9,117.3,9.32,210.1,8.51,239.4,2.86,0,-0.12,NA,3.24,NA,0.04,0.3
"45","6/5/2017","10:51:32",27.142,732.9,117.3,9.32,210.1,8.51,239.2,2.87,0,-0.11,NA,3.32,NA,0.049,0.3
"46","6/5/2017","10:51:33",27.142,732.8,117.3,9.32,210.2,8.51,239,2.9,0,-0.1,NA,3.36,NA,0.058,0.4
