Unit ID:,,,,,,,,,,,,,,,,,,,,,
User ID:,,,,,,,,,,,,,,,,,,,,,
Site:,92,,,,,,,,,,,,,,,,,,,,
Log Interval:,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Model, Submodel, S/N, S/W Ver,,,,,,,,,,,,,,,,,,
Handheld,2, 17F105819,1.0.18,,,,,,,,,,,,,,,,,,
5P Sonde,4, 17G100162,1.0.35,,,,,,,,,,,,,,,,,,
CT,1, 17F102078,3.0.5,,,,,,,,,,,,,,,,,,
Turbidity,1, 17F102796,3.0.0,,,,,,,,,,,,,,,,,,
ODO,1, 17F104582,3.0.0,,,,,,,,,,,,,,,,,,
pH/ORP,1, 17G100339,3.0.0,,,,,,,,,,,,,,,,,,
TAL-PC,1, 17D109804,3.0.0,,,,,,,,,,,,,,,,,,
Depth,2, 17F104892,3.0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,pH,NH4-N mg/L,NO3-N mg/L,Cl mg/L,FNU,TSS mg/L,BGA-PC RFU,BGA-PC ug/L,BGA-PE RFU,BGA-PE ug/L,Chl RFU,Chl ug/L,fDOM RFU,fDOM QSU,DEP m
9/11/2017,15:00:12,24.737,743.6,151.9,12.6,340.3,8.54,,,,-854.03,0,2.782,2.78,,,2.836,10.63,,,0.135
9/11/2017,15:00:13,24.738,743.6,151.9,12.61,340.3,8.54,,,,-854.05,0,2.78,2.78,,,2.833,10.62,,,0.136
9/11/2017,15:00:14,24.739,743.6,152,12.61,340.3,8.54,,,,-854.07,0,2.758,2.76,,,2.836,10.63,,,0.138
9/11/2017,15:00:15,24.74,743.6,152,12.61,340.3,8.55,,,,-854.18,0,2.744,2.74,,,2.826,10.6,,,0.139
9/11/2017,15:00:16,24.742,743.6,152.1,12.62,340.3,8.55,,,,-854.17,0,2.74,2.74,,,2.823,10.59,,,0.14
9/11/2017,15:00:17,24.744,743.6,152.1,12.62,340.3,8.55,,,,-854.08,0,2.741,2.74,,,2.841,10.66,,,0.141
9/11/2017,15:00:18,24.745,743.6,152.2,12.62,340.3,8.56,,,,-854.05,0,2.739,2.74,,,2.855,10.71,,,0.142
9/11/2017,15:00:19,24.747,743.7,152.2,12.63,340.3,8.56,,,,-854.1,0,2.741,2.74,,,2.889,10.83,,,0.143
9/11/2017,15:00:20,24.749,743.6,152.3,12.63,340.4,8.56,,,,-854.11,0,2.737,2.74,,,2.914,10.93,,,0.146
9/11/2017,15:00:21,24.749,743.6,152.3,12.63,340.4,8.57,,,,-854.08,0,2.751,2.75,,,2.952,11.07,,,0.149
9/11/2017,15:00:22,24.75,743.6,152.4,12.64,340.5,8.57,,,,-854.13,0,2.756,2.76,,,2.972,11.14,,,0.153
9/11/2017,15:00:23,24.749,743.6,152.4,12.64,340.6,8.57,,,,-854.16,0,2.782,2.78,,,3.01,11.29,,,0.159
9/11/2017,15:00:24,24.747,743.6,152.5,12.65,340.7,8.58,,,,-854.16,0,2.809,2.81,,,3.046,11.42,,,0.168
9/11/2017,15:00:25,24.743,743.6,152.5,12.65,340.8,8.59,,,,-854.11,0,2.85,2.85,,,3.079,11.54,,,0.178
9/11/2017,15:00:26,24.735,743.6,152.5,12.65,340.9,8.59,,,,-854.13,0,2.898,2.9,,,3.119,11.69,,,0.189
9/11/2017,15:00:27,24.728,743.6,152.5,12.65,341.1,8.6,,,,-854.19,0,2.946,2.95,,,3.161,11.85,,,0.202
9/11/2017,15:00:28,24.717,743.6,152.5,12.66,341.2,8.61,,,,-854.2,0,2.988,2.99,,,3.191,11.96,,,0.216
9/11/2017,15:00:29,24.706,743.6,152.5,12.66,341.3,8.61,,,,-854.12,0,3.046,3.05,,,3.223,12.08,,,0.234
9/11/2017,15:00:30,24.691,743.6,152.4,12.65,341.4,8.62,,,,-854.05,0,3.093,3.09,,,3.23,12.11,,,0.25
9/11/2017,15:00:31,24.675,743.6,152.3,12.65,341.6,8.62,,,,-854.05,0,3.161,3.16,,,3.26,12.22,,,0.268
9/11/2017,15:00:32,24.65,743.7,152.3,12.65,341.7,8.63,,,,-854.08,0,3.219,3.22,,,3.295,12.35,,,0.286
9/11/2017,15:00:33,24.627,743.6,152.1,12.65,341.9,8.64,,,,-854.01,0,3.287,3.29,,,3.309,12.4,,,0.308
9/11/2017,15:00:34,24.598,743.6,152,12.64,342,8.64,,,,-853.91,0,3.34,3.34,,,3.336,12.5,,,0.328
9/11/2017,15:00:35,24.573,743.6,151.9,12.64,342.1,8.65,,,,-853.87,0,3.394,3.39,,,3.328,12.47,,,0.348
9/11/2017,15:00:36,24.541,743.6,151.7,12.62,342.2,8.66,,,,-853.94,0,3.44,3.44,,,3.332,12.49,,,0.365
9/11/2017,15:00:37,24.511,743.6,151.5,12.62,342.3,8.66,,,,-853.94,0,3.476,3.48,,,3.324,12.46,,,0.39
9/11/2017,15:00:38,24.48,743.5,151.3,12.61,342.3,8.67,,,,-853.86,0,3.511,3.51,,,3.308,12.4,,,0.417
9/11/2017,15:00:39,24.442,743.6,151,12.59,342.4,8.68,,,,-853.9,0,3.559,3.56,,,3.274,12.27,,,0.44
9/11/2017,15:00:40,24.402,743.6,150.7,12.57,342.5,8.68,,,,-853.96,0,3.592,3.59,,,3.218,12.06,,,0.464
9/11/2017,15:00:41,24.353,743.6,145.6,12.16,342.7,8.69,,,,-853.94,0,3.619,3.62,,,3.177,11.91,,,0.489
9/11/2017,15:00:42,24.293,743.6,143.4,11.98,342.9,8.7,,,,-853.88,0,3.641,3.64,,,3.11,11.66,,,0.519
9/11/2017,15:00:43,24.209,743.6,141.4,11.84,343.2,8.7,,,,-853.89,0,3.652,3.65,,,3.044,11.41,,,0.545
9/11/2017,15:00:44,23.122,743.6,140.1,11.74,350.3,8.71,,,,-853.87,0,3.662,3.66,,,2.974,11.15,,,0.567
9/11/2017,15:00:45,22.992,743.6,140.2,12,350.8,8.72,,,,-853.86,0,3.673,3.67,,,2.886,10.82,,,0.599
9/11/2017,15:00:46,22.892,743.6,139.4,11.95,351.2,8.72,,,,-853.83,0,3.67,3.67,,,2.795,10.48,,,0.633
9/11/2017,15:00:47,22.857,743.7,138.3,11.89,350.9,8.73,,,,-853.85,0,3.686,3.69,,,2.726,10.22,,,0.662
9/11/2017,15:00:48,22.791,743.7,137.4,11.82,350.9,8.73,,,,-853.91,0,3.682,3.68,,,2.656,9.96,,,0.691
9/11/2017,15:00:49,22.749,743.6,130.7,11.25,350.7,8.74,,,,-853.98,0,3.689,3.69,,,2.59,9.72,,,0.721
9/11/2017,15:00:50,22.723,743.6,128.2,11.04,350.3,8.74,,,,-854.01,0,3.69,3.69,,,2.54,9.53,,,0.758
9/11/2017,15:00:51,22.685,743.6,125.4,10.81,350,8.74,,,,-853.92,0,3.68,3.68,,,2.495,9.36,,,0.789
9/11/2017,15:00:52,22.661,743.6,124.3,10.72,349.6,8.74,,,,-853.99,0,3.673,3.67,,,2.438,9.15,,,0.82
9/11/2017,15:00:53,22.647,743.6,122.4,10.56,349.2,8.74,,,,-854.02,0,3.678,3.68,,,2.389,8.96,,,0.853
9/11/2017,15:00:54,22.639,743.6,116.8,10.08,348.7,8.75,,,,-853.92,0,3.676,3.68,,,2.368,8.88,,,0.886
9/11/2017,15:00:55,22.629,743.6,114,9.84,348.3,8.75,,,,-853.87,0,3.681,3.68,,,2.34,8.78,,,0.926
9/11/2017,15:00:56,22.613,743.6,111.7,9.64,347.9,8.75,,,,-853.8,0,3.683,3.68,,,2.324,8.72,,,0.96
9/11/2017,15:00:57,22.599,743.6,110,9.5,347.6,8.74,,,,-853.76,0,3.683,3.68,,,2.323,8.71,,,0.993
9/11/2017,15:00:58,22.587,743.6,108.9,9.41,347.4,8.74,,,,-853.7,0,3.666,3.67,,,2.293,8.6,,,1.026
9/11/2017,15:00:59,22.575,743.7,107.2,9.26,347.3,8.74,,,,-853.73,0,3.652,3.65,,,2.27,8.52,,,1.052
9/11/2017,15:01:00,22.561,743.6,100.9,8.71,347.2,8.74,,,,-853.71,0,3.648,3.65,,,2.262,8.49,,,1.097
9/11/2017,15:01:01,22.531,743.7,96.6,8.36,347.2,8.74,,,,-853.74,0,3.627,3.63,,,2.251,8.45,,,1.128
9/11/2017,15:01:02,22.505,743.6,93.6,8.1,347.4,8.73,,,,-853.74,0,3.614,3.61,,,2.238,8.4,,,1.158
